          ID   lat_alloc   lon_alloc  area_alloc     lat_ori     lon_ori    area_ori   area_diff  area_error loc_km_diff alloc_score      ix      ix
     1160611     -32.913      27.388     104.354     -32.913      27.388     104.354       0.000       0.000       0.071       0.014   24887   14750
     1160612     -32.788      27.263      15.249     -32.788      27.263      15.249      -0.000      -0.000       0.071       0.036   24872   14735
     1160615     -32.763      27.371      61.164     -32.763      27.371      61.164      -0.000      -0.000       0.057       0.014   24885   14732
     1160620     -32.754      26.854     235.982     -32.754      26.854     235.982      -0.000      -0.000       0.025       0.005   24823   14731
     1160621     -32.638      26.938      72.032     -32.638      26.938      72.032       0.000       0.000       0.071       0.017   24833   14717
     1160625     -32.704      26.579     228.818     -32.704      26.579     228.818       0.000       0.000       0.026       0.005   24790   14725
     1160630     -32.713      26.296    1249.778     -32.713      26.296    1249.778       0.000       0.000       0.057       0.011   24756   14726
     1160631     -32.496      26.363     494.477     -32.496      26.363     494.477       0.000       0.000       0.049       0.010   24764   14700
     1160635     -32.554      26.671      82.545     -32.554      26.671      82.545      -0.000      -0.000       0.025       0.005   24801   14707
     1160640     -32.871      27.388     412.820     -32.871      27.388     412.820       0.000       0.000       0.049       0.010   24887   14745
     1160641     -32.729      27.296      29.191     -32.729      27.296      29.191      -0.000      -0.000       0.025       0.009   24876   14728
     1160650     -30.738      29.829     732.843     -30.738      29.829     732.843       0.000       0.000       0.058       0.012   25180   14489
     1160660     -32.804      27.854     504.313     -32.804      27.854     504.313      -0.000      -0.000       0.026       0.005   24943   14737
     1160670     -32.579      27.621     489.911     -32.579      27.621     489.911      -0.000      -0.000       0.024       0.005   24915   14710
     1160671     -32.579      27.363      90.452     -32.579      27.363      90.452      -0.000      -0.000       0.049       0.010   24884   14710
     1160675     -32.513      27.521     216.541     -32.513      27.521     216.541      -0.000      -0.000       0.057       0.011   24903   14702
     1160680     -29.779      29.471     537.751     -29.779      29.471     537.751       0.000       0.000       0.025       0.005   25137   14374
     1160684     -32.496      27.996     110.798     -32.496      27.996     110.798      -0.000      -0.000       0.023       0.005   24960   14700
     1160685     -29.746      29.538     140.902     -29.746      29.538     140.902      -0.000      -0.000       0.051       0.010   25145   14370
     1160687     -29.988      29.854      97.482     -29.988      29.854      97.482      -0.000      -0.000       0.058       0.012   25183   14399
     1160688     -30.404      29.896     868.786     -30.404      29.896     868.786       0.000       0.000       0.024       0.005   25188   14449
     1160690     -32.054      26.788    1406.019     -32.054      26.788    1406.019       0.000       0.000       0.051       0.010   24815   14647
     1160700     -29.746      29.904    1740.384     -29.746      29.904    1740.384      -0.000      -0.000       0.025       0.005   25189   14370
     1160701     -30.171      30.696    4349.155     -30.171      30.696    4349.155       0.000       0.000       0.024       0.005   25284   14421
     1160705     -29.863      30.246     114.742     -29.863      30.246     114.742       0.000       0.000       0.057       0.011   25230   14384
     1160708     -29.846      30.238      16.463     -29.846      30.238      16.463      -0.000      -0.000       0.050       0.025   25229   14382
     1160709     -29.746      30.321     105.069     -29.746      30.321     105.069      -0.000      -0.000       0.023       0.005   25239   14370
     1160710     -29.446      30.146     351.523     -29.446      30.146     351.523      -0.000      -0.000       0.024       0.005   25218   14334
     1160715     -29.379      30.279     336.841     -29.379      30.279     336.841      -0.000      -0.000       0.026       0.005   25234   14326
     1160717     -29.421      30.488     430.596     -29.421      30.488     430.596      -0.000      -0.000       0.050       0.010   25259   14331
     1160720     -29.513      30.096     296.444     -29.513      30.096     296.444      -0.000      -0.000       0.057       0.011   25212   14342
     1160721     -29.488      30.238     949.127     -29.488      30.238     949.127       0.000       0.000       0.072       0.014   25229   14339
     1160730     -31.921      26.788    2190.979     -31.921      26.788    2190.979      -0.000      -0.000       0.050       0.010   24815   14631
     1160731     -31.746      26.588     809.581     -31.746      26.588     809.581      -0.000      -0.000       0.050       0.010   24791   14610
