          ID   lat_alloc   lon_alloc  area_alloc     lat_ori     lon_ori loc_km_diff      ix      ix
         601      42.658     141.623      14.510      42.658     141.624       0.096   15569    5287
         602      42.531     141.285       2.362      42.531     141.286       0.055   15326    5378
         603      42.348     142.356       3.290      42.348     142.356       0.022   16097    5510
         604      40.552     140.281     197.244      40.552     140.281       0.023   14603    6803
         605      40.581     140.310     209.924      40.581     140.311       0.056   14624    6782
         606      40.592     140.417     402.628      40.592     140.417       0.050   14701    6774
         607      40.662     140.459    1275.391      40.661     140.459       0.089   14731    6724
         608      40.694     140.453    1313.341      40.694     140.454       0.051   14727    6701
         609      40.809     140.438    1693.502      40.810     140.438       0.109   14716    6618
         610      40.910     140.419    1937.447      40.911     140.418       0.090   14702    6545
         611      41.017     140.372       4.871      41.015     140.372       0.265   14668    6468
         612      41.035     140.328       2.700      41.036     140.331       0.221   14637    6455
         613      41.053     140.360      47.667      41.054     140.360       0.068   14660    6442
         614      41.002     140.410      94.691      41.002     140.410       0.035   14696    6479
         615      40.834     140.440      58.455      40.834     140.439       0.051   14717    6600
         616      40.685     140.556      79.495      40.685     140.556       0.050   14801    6707
         617      40.749     140.513     213.611      40.749     140.513       0.038   14770    6661
         618      40.637     140.449      37.632      40.637     140.449       0.034   14724    6742
         619      40.552     140.547     266.231      40.552     140.547       0.041   14794    6803
         620      40.520     140.566     143.684      40.520     140.566       0.016   14808    6826
         621      40.524     140.558     205.497      40.525     140.557       0.095   14802    6823
         622      40.630     140.502     418.882      40.631     140.502       0.127   14762    6747
         623      40.645     140.495     811.737      40.645     140.495       0.019   14757    6736
         624      40.569     140.378      72.346      40.569     140.378       0.048   14673    6791
         625      40.566     140.374      39.232      40.567     140.374       0.117   14670    6793
         626      40.587     140.283      18.764      40.587     140.282       0.059   14604    6778
         627      41.038     140.428      21.913      41.038     140.427       0.126   14709    6453
         628      40.973     140.431       9.684      40.973     140.431       0.023   14711    6500
         629      40.902     140.449      58.896      40.903     140.449       0.105   14724    6551
         630      40.890     140.503      24.616      40.889     140.503       0.076   14763    6560
         631      40.830     140.485      35.082      40.830     140.486       0.052   14750    6603
         632      40.862     140.455      42.620      40.862     140.455       0.025   14728    6580
         633      40.815     140.463      29.159      40.814     140.463       0.067   14734    6614
         634      40.713     140.597      55.485      40.713     140.596       0.050   14830    6687
         635      40.523     140.723     125.838      40.524     140.723       0.120   14921    6824
         636      40.608     140.665     306.030      40.607     140.664       0.086   14879    6763
         637      40.641     140.530     327.199      40.641     140.529       0.072   14782    6739
         638      40.642     140.520     341.393      40.643     140.520       0.072   14775    6738
         639      40.608     140.680      67.730      40.607     140.680       0.072   14890    6763
         640      40.567     140.485      31.048      40.567     140.485       0.053   14750    6792
         641      40.509     140.535      51.321      40.509     140.534       0.121   14786    6834
         642      40.519     140.563      58.783      40.519     140.563       0.033   14806    6827
         643      40.660     140.435      24.715      40.660     140.435       0.058   14714    6725
         644      40.877     140.347     132.831      40.877     140.346       0.046   14650    6569
         645      40.972     140.377     248.041      40.971     140.377       0.059   14672    6501
         646      40.540     140.322      14.200      40.539     140.322       0.076   14632    6812
         647      40.590     140.447       4.095      40.590     140.447       0.061   14722    6776
         648      40.577     140.459      13.970      40.577     140.459       0.010   14731    6785
         649      40.599     140.440       2.119      40.599     140.443       0.290   14717    6769
         650      40.603     140.538      71.204      40.604     140.538       0.061   14788    6766
         651      40.645     140.484       5.104      40.645     140.484       0.015   14749    6736
         652      40.694     140.430       9.276      40.693     140.430       0.084   14710    6701
         653      41.013     140.427      30.654      41.013     140.427       0.023   14708    6471
         654      40.597     140.503       7.404      40.597     140.504       0.069   14763    6771
         655      40.738     141.244     344.152      40.738     141.244       0.031   15296    6669
         656      40.741     141.277      10.260      40.742     141.277       0.115   15320    6667
         657      40.760     141.322       1.384      40.758     141.326       0.463   15352    6653
         658      40.697     141.158      68.441      40.697     141.157       0.075   15234    6699
         659      40.820     141.328     731.980      40.818     141.332       0.381   15357    6610
         660      40.841     141.373     793.370      40.841     141.372       0.079   15389    6595
         661      40.847     141.380     795.377      40.846     141.379       0.094   15394    6591
         662      40.887     141.390     859.485      40.886     141.390       0.095   15401    6562
         663      40.692     141.324       1.244      40.693     141.325       0.091   15354    6702
         664      40.715     141.278       8.164      40.714     141.279       0.079   15321    6686
         665      40.778     141.258      62.865      40.778     141.258       0.061   15306    6640
         666      40.670     141.355       6.483      40.670     141.355       0.020   15376    6718
         667      40.780     141.212      34.040      40.780     141.212       0.022   15273    6639
         668      40.753     141.233      44.673      40.754     141.233       0.066   15288    6658
         669      40.748     141.185     129.436      40.748     141.186       0.050   15254    6662
         670      40.735     141.158      51.939      40.736     141.157       0.085   15234    6671
         671      40.699     141.320      14.379      40.700     141.320       0.078   15351    6697
         672      40.444     141.348    1793.449      40.444     141.348       0.029   15371    6881
         673      40.485     141.428    1868.992      40.485     141.429       0.064   15429    6851
         674      40.485     141.428    1868.992      40.486     141.429       0.079   15429    6851
         675      40.502     141.445    2000.325      40.502     141.445       0.015   15441    6839
         676      40.516     141.470    2005.078      40.517     141.470       0.114   15459    6829
         677      40.534     141.491    2037.090      40.534     141.491       0.005   15474    6816
         678      40.408     141.272    1706.208      40.408     141.272       0.057   15316    6907
         679      40.438     141.198      30.525      40.438     141.198       0.023   15263    6885
         680      40.517     141.397     110.561      40.517     141.396       0.060   15406    6828
         681      40.426     141.335      51.262      40.426     141.334       0.124   15362    6894
         682      40.402     141.238      84.777      40.402     141.238       0.019   15292    6911
         683      40.290     141.078     105.138      40.290     141.079       0.063   15177    6992
         684      40.381     141.258     241.122      40.381     141.256       0.143   15306    6926
         685      40.387     141.269     242.840      40.387     141.269       0.031   15314    6922
         686      40.353     141.128      24.860      40.354     141.128       0.072   15213    6946
         687      40.576     140.978     305.854      40.575     140.979       0.090   15105    6786
         688      40.594     141.148     493.107      40.595     141.147       0.159   15227    6773
         689      40.587     141.247     552.301      40.587     141.247       0.045   15298    6778
         690      40.598     141.315     730.618      40.598     141.314       0.052   15347    6770
         691      40.594     141.434     789.537      40.594     141.433       0.091   15433    6773
         692      40.541     141.259      53.388      40.541     141.259       0.004   15307    6811
         693      40.588     141.133      30.252      40.588     141.132       0.058   15216    6777
         694      40.610     141.106      42.368      40.611     141.106       0.068   15197    6761
         695      40.580     141.095      19.809      40.580     141.095       0.020   15189    6783
         696      40.597     141.090      34.377      40.597     141.089       0.072   15185    6771
         697      40.478     141.212     120.828      40.478     141.212       0.055   15273    6856
         698      40.522     141.292     158.974      40.522     141.293       0.075   15331    6825
         699      40.577     141.441     220.530      40.577     141.441       0.009   15438    6785
         700      40.420     141.491     437.131      40.420     141.491       0.016   15474    6898
         701      40.431     141.516     445.361      40.431     141.516       0.028   15492    6890
         702      40.472     141.492       1.719      40.472     141.493       0.076   15475    6861
         703      40.492     141.516     517.268      40.493     141.515       0.108   15492    6846
         704      40.473     141.528       3.382      40.473     141.529       0.046   15501    6860
         705      40.724     140.744      72.639      40.724     140.744       0.041   14936    6679
         706      40.770     140.726      80.807      40.770     140.726       0.030   14923    6646
         707      40.794     140.760      95.066      40.794     140.760       0.045   14948    6629
         708      40.812     140.766     163.455      40.812     140.766       0.022   14952    6616
         709      40.822     140.766     267.058      40.822     140.766       0.052   14952    6609
         710      40.778     140.767      31.095      40.779     140.768       0.080   14953    6640
         711      40.798     140.778     101.887      40.798     140.778       0.041   14961    6626
         712      40.809     140.777     102.434      40.808     140.777       0.114   14960    6618
         713      40.583     139.937      48.859      40.583     139.937       0.044   14355    6781
         714      40.683     139.974     116.913      40.683     139.974       0.047   14382    6709
         715      40.745     140.178     171.986      40.745     140.179       0.048   14529    6664
         716      40.756     140.233     139.938      40.756     140.233       0.042   14568    6656
         717      40.778     140.270      36.035      40.779     140.270       0.060   14595    6640
         718      41.127     140.309      11.145      41.127     140.309       0.010   14623    6389
         719      41.188     140.442      31.498      41.188     140.442       0.038   14719    6345
         720      41.178     140.498      66.824      41.178     140.498       0.052   14759    6352
         721      41.052     140.585      77.128      41.052     140.586       0.050   14822    6443
         722      40.610     141.423      18.391      40.610     141.423       0.047   15425    6761
         723      40.927     140.647      22.568      40.927     140.646       0.047   14866    6533
         724      40.851     140.694      10.970      40.850     140.694       0.080   14900    6588
         725      40.826     140.665      64.393      40.825     140.664       0.091   14879    6606
         726      40.813     140.692      17.168      40.813     140.692       0.038   14899    6615
         727      40.816     140.699      19.250      40.815     140.699       0.111   14904    6613
         728      40.816     140.699      19.250      40.816     140.699       0.027   14904    6613
         729      40.819     140.706      20.475      40.819     140.706       0.035   14909    6611
         730      40.819     140.706      20.475      40.819     140.706       0.035   14909    6611
         731      40.828     140.720      54.449      40.829     140.720       0.060   14919    6604
         732      40.817     140.720      26.694      40.817     140.721       0.083   14919    6612
         733      40.824     140.795      12.010      40.824     140.795       0.036   14973    6607
         734      40.823     140.869      75.372      40.824     140.869       0.122   15026    6608
         735      40.838     140.823      89.821      40.838     140.824       0.094   14993    6597
         736      40.887     140.865       6.117      40.887     140.865       0.042   15023    6562
         737      40.899     140.963      22.807      40.899     140.962       0.106   15094    6553
         738      40.927     140.960      29.310      40.927     140.960       0.036   15092    6533
         739      40.919     141.006      39.160      40.919     141.006       0.036   15125    6539
         740      40.809     141.056      12.582      40.809     141.056       0.021   15161    6618
         741      40.819     141.103      20.459      40.818     141.104       0.094   15195    6611
         742      40.828     141.124      28.653      40.829     141.125       0.083   15210    6604
         743      40.842     141.130      36.437      40.843     141.131       0.119   15214    6594
         744      40.858     141.119       9.565      40.857     141.118       0.095   15206    6583
         745      41.105     141.253      10.307      41.105     141.254       0.046   15303    6405
         746      41.319     141.315      38.419      41.319     141.314       0.057   15347    6251
         747      41.294     141.212       9.955      41.292     141.208       0.375   15273    6269
         748      41.297     141.212       9.327      41.296     141.212       0.061   15273    6267
         749      41.276     141.203     156.183      41.276     141.204       0.055   15267    6282
         750      41.260     140.990     165.713      41.260     140.989       0.067   15113    6293
         751      41.148     140.816      28.059      41.148     140.816       0.009   14988    6374
         752      41.328     140.813      13.182      41.328     140.813       0.055   14986    6244
         753      41.430     140.869      29.687      41.429     140.869       0.098   15026    6171
         754      41.391     141.124     152.647      41.391     141.124       0.026   15210    6199
         755      41.401     141.153     166.134      41.402     141.153       0.150   15231    6192
         756      41.384     141.176      44.349      41.384     141.176       0.026   15247    6204
         757      40.938     141.290      25.490      40.939     141.289       0.102   15329    6525
         758      40.928     140.948      37.280      40.928     140.949       0.105   15083    6532
         759      40.130     141.365     386.189      40.130     141.365       0.039   15383    7107
         760      40.259     141.291    1142.130      40.259     141.291       0.005   15330    7014
         761      40.201     141.301     622.634      40.201     141.300       0.067   15337    7056
         762      40.042     141.431     207.291      40.042     141.431       0.046   15431    7170
         763      40.485     141.428    1868.992      40.486     141.429       0.079   15429    6851
         764      40.534     141.491    2037.090      40.534     141.491       0.005   15474    6816
         765      40.408     141.272    1706.208      40.408     141.272       0.057   15316    6907
         766      40.192     141.172     306.976      40.192     141.171       0.059   15244    7062
         767      40.115     141.055     141.309      40.115     141.056       0.108   15160    7118
         768      40.237     141.234     403.706      40.237     141.233       0.090   15289    7030
         769      40.112     141.316     103.469      40.112     141.316       0.022   15348    7120
         770      39.872     141.178     617.493      39.872     141.178       0.066   15249    7293
         771      39.834     141.162    1074.038      39.834     141.161       0.069   15237    7320
         772      39.753     141.148    1185.376      39.753     141.148       0.052   15227    7378
         773      39.713     141.131    1193.369      39.713     141.131       0.031   15215    7407
         774      39.692     141.149    2184.838      39.693     141.149       0.076   15228    7422
         775      39.552     141.174    2572.836      39.552     141.176       0.146   15246    7523
         776      39.494     141.155    2756.091      39.494     141.156       0.102   15232    7565
         777      39.391     141.127       8.472      39.391     141.127       0.008   15212    7639
         778      39.391     141.128       8.490      39.391     141.128       0.041   15213    7639
         779      39.392     141.130    4227.430      39.392     141.130       0.042   15214    7638
         780      39.281     141.127    4546.962      39.281     141.126       0.097   15212    7718
         781      39.281     141.127    4546.962      39.281     141.126       0.097   15212    7718
         782      39.278     141.123       2.011      39.279     141.124       0.109   15209    7720
         783      39.278     141.123       2.011      39.278     141.124       0.106   15209    7720
         784      39.284     141.130    4546.789      39.285     141.130       0.108   15214    7716
         785      39.260     141.122    5464.279      39.261     141.122       0.077   15208    7733
         786      39.252     141.115    5465.899      39.252     141.114       0.052   15203    7739
         787      39.197     141.127    5547.000      39.196     141.127       0.059   15212    7779
         788      39.169     141.155    5887.367      39.168     141.155       0.084   15232    7799
         789      39.065     141.163    6417.599      39.065     141.162       0.113   15238    7874
         790      39.020     141.135    6508.230      39.020     141.136       0.052   15218    7906
         791      38.992     141.124    6699.392      38.992     141.124       0.048   15210    7926
         792      38.948     141.172      24.697      38.948     141.171       0.046   15244    7958
         793      38.951     141.191    7096.145      38.951     141.191       0.034   15258    7956
         794      38.897     141.269      96.723      38.896     141.269       0.062   15314    7995
         795      38.897     141.269      96.723      38.896     141.269       0.062   15314    7995
         796      38.899     141.263    7516.684      38.899     141.263       0.039   15310    7993
         797      38.842     141.263    7650.763      38.843     141.263       0.073   15310    8034
         798      38.765     141.273    7886.792      38.764     141.271       0.180   15317    8090
         799      38.703     141.287    8037.382      38.704     141.288       0.119   15327    8134
         800      38.658     141.287    8054.609      38.659     141.286       0.167   15327    8167
         801      38.602     141.297    8087.909      38.602     141.291       0.481   15334    8207
         802      38.515     141.308    8166.117      38.515     141.310       0.210   15342    8270
         803      39.963     141.216     100.508      39.963     141.216       0.022   15276    7227
         804      38.833     141.188      73.704      38.833     141.188       0.044   15256    8041
         805      38.915     141.330      61.716      38.915     141.330       0.048   15358    7982
         806      38.897     141.290      87.125      38.896     141.290       0.068   15329    7995
         807      38.928     141.340      54.887      38.928     141.339       0.072   15365    7972
         808      38.976     141.240     346.849      38.976     141.240       0.050   15293    7938
         809      38.930     141.253     374.095      38.930     141.254       0.048   15303    7971
         810      38.931     141.153       1.729      38.932     141.153       0.093   15231    7970
         811      38.933     141.152      21.464      38.933     141.153       0.088   15230    7969
         812      39.016     141.091     150.957      39.016     141.091       0.004   15186    7909
         813      39.037     141.117      22.565      39.037     141.118       0.060   15205    7894
         814      39.235     141.312      53.998      39.236     141.312       0.066   15345    7751
         815      39.185     141.183     100.538      39.186     141.182       0.085   15252    7787
         816      39.205     141.159     100.593      39.205     141.160       0.085   15235    7773
         817      39.102     140.870      76.632      39.102     140.871       0.075   15027    7847
         818      39.117     140.917     184.677      39.117     140.919       0.147   15061    7836
         819      39.170     141.097     221.583      39.171     141.096       0.106   15190    7798
         820      39.380     141.053     148.866      39.379     141.054       0.106   15159    7647
         821      39.378     141.108     158.923      39.379     141.107       0.081   15198    7648
         822      39.455     141.174     258.641      39.455     141.174       0.031   15246    7593
         823      39.467     141.283     153.831      39.467     141.282       0.068   15324    7584
         824      39.691     140.945     139.893      39.690     140.945       0.109   15081    7423
         825      39.690     141.028     634.352      39.691     141.026       0.264   15141    7424
         826      39.698     141.069     665.531      39.698     141.067       0.151   15170    7418
         827      39.703     141.122       1.029      39.704     141.122       0.072   15208    7414
         828      39.715     141.174     195.717      39.715     141.175       0.075   15246    7406
         829      39.705     141.235      68.765      39.706     141.236       0.136   15290    7413
         830      39.713     141.185      83.607      39.714     141.185       0.097   15254    7407
         831      38.753     141.210      90.632      38.754     141.211       0.078   15272    8098
         832      38.765     141.208      83.001      38.765     141.207       0.071   15270    8090
         833      38.781     141.160      48.647      38.782     141.160       0.091   15236    8078
         834      38.848     141.294      77.670      38.848     141.294       0.024   15332    8030
         835      38.997     141.258      41.079      38.997     141.258       0.061   15306    7923
         836      38.994     141.326      28.974      38.994     141.326       0.038   15355    7925
         837      39.016     141.398      67.120      39.017     141.398       0.115   15407    7909
         838      38.994     141.251     298.372      38.995     141.251       0.141   15301    7925
         839      38.994     141.308      32.955      38.994     141.307       0.062   15342    7925
         840      38.955     141.253       6.035      38.955     141.253       0.044   15303    7953
         841      38.955     141.253       6.035      38.955     141.253       0.044   15303    7953
         842      38.922     141.134      13.805      38.922     141.134       0.053   15217    7977
         843      38.942     141.052     168.518      38.943     141.052       0.071   15158    7962
         844      38.927     141.128     268.317      38.927     141.128       0.042   15213    7973
         845      39.005     141.110     175.298      39.005     141.111       0.053   15200    7917
         846      39.006     141.110       8.626      39.006     141.111       0.058   15200    7916
         847      39.134     140.909       8.220      39.134     140.910       0.084   15055    7824
         848      39.077     140.865      44.332      39.077     140.864       0.051   15023    7865
         849      39.241     140.991      50.938      39.241     140.991       0.004   15114    7747
         850      39.281     141.049       1.284      39.281     141.049       0.038   15156    7718
         851      39.909     141.077      30.015      39.909     141.076       0.093   15176    7266
         852      39.874     141.160     411.715      39.874     141.161       0.060   15236    7291
         853      39.398     140.769     266.666      39.399     140.769       0.122   14954    7634
         854      39.302     140.885     577.036      39.302     140.885       0.038   15038    7703
         855      39.290     141.072     882.165      39.291     141.071       0.164   15172    7712
         856      39.298     141.381     103.194      39.298     141.381       0.024   15395    7706
         857      39.328     141.530      36.470      39.328     141.528       0.170   15502    7684
         858      39.335     141.538     104.056      39.335     141.538       0.049   15508    7679
         859      39.359     141.567     108.075      39.358     141.567       0.119   15529    7662
         860      39.360     141.549     321.407      39.360     141.550       0.076   15516    7661
         861      39.320     141.460     532.085      39.320     141.461       0.053   15452    7690
         862      39.342     141.319     731.787      39.343     141.319       0.074   15350    7674
         863      39.362     141.283     868.537      39.361     141.283       0.094   15324    7660
         864      39.363     141.551     321.218      39.364     141.550       0.107   15517    7659
         865      39.299     141.403     567.570      39.300     141.403       0.087   15411    7705
         866      39.392     141.152     958.257      39.392     141.151       0.101   15230    7638
         867      39.477     141.253     234.601      39.477     141.253       0.042   15303    7577
         868      39.553     141.108      51.743      39.553     141.108       0.060   15198    7522
         869      39.617     141.144      11.385      39.617     141.144       0.046   15224    7476
         870      39.617     141.144      11.385      39.617     141.144       0.046   15224    7476
         871      39.708     141.110      92.620      39.708     141.110       0.053   15200    7411
         872      39.748     141.117       2.739      39.749     141.118       0.132   15205    7382
         873      39.653     140.953     117.538      39.654     140.953       0.071   15087    7450
         874      39.691     140.956     159.062      39.691     140.958       0.150   15089    7423
         875      39.781     140.949     102.763      39.782     140.949       0.088   15084    7358
         876      39.722     141.185     108.970      39.722     141.186       0.073   15254    7401
         877      39.051     141.366      87.248      39.051     141.366       0.034   15384    7884
         878      39.519     141.195      63.368      39.519     141.195       0.030   15261    7547
         879      39.690     141.167     148.980      39.690     141.168       0.072   15241    7424
         880      39.392     141.119       7.529      39.392     141.119       0.046   15206    7638
         881      40.217     140.670    1173.571      40.217     140.670       0.042   14883    7044
         882      40.244     140.741    1098.868      40.244     140.741       0.027   14934    7025
         883      40.260     140.773     238.615      40.261     140.773       0.065   14957    7013
         884      40.270     140.762     176.631      40.269     140.761       0.144   14949    7006
         885      40.420     141.491     437.131      40.420     141.491       0.016   15474    6898
         886      40.492     141.516     517.268      40.493     141.515       0.108   15492    6846
         887      40.473     141.528       3.382      40.473     141.529       0.046   15501    6860
         888      40.347     141.462     171.640      40.346     141.462       0.061   15453    6951
         889      40.324     141.467     164.713      40.325     141.467       0.083   15457    6967
         890      40.344     141.423     181.380      40.343     141.423       0.084   15425    6953
         891      40.342     141.422     181.312      40.343     141.422       0.081   15424    6954
         892      40.208     141.422      99.573      40.207     141.421       0.083   15424    7051
         893      40.190     141.738     261.486      40.189     141.738       0.067   15652    7064
         894      40.192     141.765     268.455      40.193     141.764       0.087   15671    7062
         895      40.152     141.574      23.652      40.152     141.574       0.028   15534    7091
         896      40.215     141.788      38.175      40.214     141.788       0.067   15688    7046
         897      40.187     141.772     185.956      40.188     141.771       0.140   15676    7066
         898      40.091     141.703      45.154      40.091     141.703       0.040   15627    7135
         899      39.985     141.717     125.635      39.985     141.717       0.056   15637    7211
         900      39.802     141.659     210.950      39.802     141.659       0.009   15595    7343
         901      39.934     141.823      16.329      39.934     141.823       0.007   15713    7248
         902      39.841     141.890     698.616      39.841     141.890       0.035   15761    7315
         903      39.915     141.928      22.836      39.915     141.928       0.061   15789    7262
         904      39.858     141.674      19.921      39.858     141.674       0.048   15606    7303
         905      39.599     141.681     538.343      39.599     141.680       0.113   15611    7489
         906      39.619     141.806     785.704      39.619     141.806       0.035   15701    7475
         907      39.631     141.905     844.487      39.631     141.906       0.102   15772    7466
         908      39.617     141.905      55.489      39.617     141.905       0.042   15772    7476
         909      39.628     141.788     172.670      39.628     141.789       0.088   15688    7468
         910      39.142     141.578     300.695      39.143     141.578       0.082   15537    7818
         911      39.031     141.606     493.695      39.032     141.606       0.086   15557    7898
         912      39.194     141.601      59.386      39.194     141.600       0.064   15553    7781
         913      39.024     141.590      95.313      39.025     141.589       0.092   15545    7903
         914      39.148     141.476      57.325      39.147     141.475       0.118   15463    7814
         915      40.303     141.655      58.075      40.303     141.654       0.089   15592    6982
         916      38.937     141.449      27.485      38.937     141.450       0.063   15444    7966
         917      38.901     141.565     142.115      38.900     141.564       0.092   15527    7992
         918      39.577     141.935       5.318      39.577     141.936       0.050   15794    7505
         919      39.337     141.869     136.133      39.336     141.869       0.093   15746    7678
         920      39.330     141.890     140.943      39.329     141.890       0.102   15761    7683
         921      39.091     141.708      95.202      39.091     141.706       0.142   15630    7855
         922      39.088     141.713     124.210      39.088     141.713       0.028   15634    7857
         923      39.263     141.848     120.999      39.263     141.848       0.023   15731    7731
         924      39.273     141.874     127.432      39.273     141.875       0.061   15750    7724
         925      39.267     141.838      32.959      39.267     141.838       0.044   15724    7728
         926      39.367     141.897     113.635      39.367     141.897       0.057   15766    7656
         927      39.363     141.903     114.647      39.364     141.904       0.101   15771    7659
         928      40.003     141.884      69.433      40.004     141.884       0.059   15757    7198
         929      39.477     141.949      21.201      39.477     141.950       0.059   15804    7577
         930      40.113     141.816      35.252      40.114     141.816       0.090   15708    7119
         931      40.113     141.816      35.252      40.114     141.816       0.090   15708    7119
         932      40.283     141.627      15.073      40.283     141.628       0.088   15572    6997
         933      39.116     141.813      13.886      39.116     141.813       0.017   15706    7837
         934      39.053     141.790       6.345      39.054     141.789       0.077   15689    7882
         935      39.059     141.715      10.290      39.059     141.715       0.036   15635    7878
         936      39.378     141.848      49.441      39.379     141.848       0.059   15731    7648
         937      39.713     141.131    1193.369      39.713     141.131       0.031   15215    7407
         938      39.692     141.149    2184.838      39.693     141.149       0.076   15228    7422
         939      39.552     141.174    2572.836      39.552     141.176       0.146   15246    7523
         940      39.392     141.130    4227.430      39.392     141.130       0.042   15214    7638
         941      39.260     141.122    5464.279      39.261     141.122       0.077   15208    7733
         942      39.169     141.155    5887.367      39.168     141.155       0.084   15232    7799
         943      39.065     141.163    6417.599      39.065     141.162       0.113   15238    7874
         944      38.948     141.172      24.697      38.948     141.171       0.046   15244    7958
         945      38.899     141.263    7516.684      38.899     141.263       0.039   15310    7993
         946      38.765     141.273    7886.792      38.764     141.271       0.180   15317    8090
         947      38.703     141.287    8037.382      38.704     141.288       0.119   15327    8134
         948      38.658     141.287    8054.609      38.659     141.286       0.167   15327    8167
         949      38.602     141.297    8087.909      38.602     141.291       0.481   15334    8207
         950      38.602     141.298    8088.026      38.603     141.298       0.103   15335    8207
         951      38.533     141.306    8165.056      38.533     141.305       0.117   15341    8257
         952      38.533     141.306    8165.056      38.533     141.306       0.046   15341    8257
         953      38.515     141.308    8166.117      38.515     141.310       0.210   15342    8270
         954      38.530     141.376       8.080      38.530     141.375       0.063   15391    8259
         955      38.573     141.448       8.550      38.574     141.448       0.121   15443    8228
         956      38.585     141.476       1.465      38.583     141.479       0.393   15463    8219
         957      38.605     141.281       2.485      38.604     141.281       0.098   15323    8205
         958      38.527     141.227    1803.535      38.526     141.227       0.121   15284    8261
         959      38.491     141.298    1877.932      38.491     141.298       0.009   15335    8287
         960      38.420     141.312    1939.977      38.420     141.311       0.072   15345    8338
         961      38.798     140.655      19.622      38.798     140.655       0.015   14872    8066
         962      38.510     141.406       5.515      38.511     141.407       0.093   15413    8273
         963      38.615     141.313      51.994      38.615     141.314       0.083   15346    8198
         964      38.627     141.348      13.468      38.627     141.348       0.012   15371    8189
         965      38.799     140.660     140.289      38.799     140.661       0.061   14876    8065
         966      38.735     140.702      58.367      38.736     140.702       0.066   14906    8111
         967      38.749     140.723     278.217      38.750     140.723       0.077   14921    8101
         968      38.662     140.867     352.498      38.661     140.867       0.094   15025    8164
         969      38.595     140.951     395.457      38.594     140.951       0.129   15085    8212
         970      38.581     140.978     396.447      38.581     140.977       0.132   15105    8222
         971      38.567     141.013     397.320      38.568     141.013       0.074   15130    8232
         972      38.547     141.127     511.826      38.546     141.127       0.059   15212    8247
         973      38.540     141.202     584.743      38.539     141.202       0.064   15266    8252
         974      38.662     140.867     352.498      38.662     140.866       0.120   15025    8164
         975      38.787     141.090     555.130      38.787     141.090       0.042   15185    8074
         976      38.747     140.953     161.578      38.746     140.953       0.072   15087    8103
         977      38.690     141.197     826.558      38.689     141.197       0.077   15262    8144
         978      38.822     140.802      76.176      38.821     140.802       0.059   14978    8049
         979      38.744     141.024     235.554      38.744     141.023       0.117   15138    8105
         980      38.774     141.127     568.279      38.774     141.127       0.035   15212    8083
         981      38.731     141.162     570.997      38.731     141.162       0.033   15237    8114
         982      38.731     141.158     570.901      38.731     141.158       0.042   15234    8114
         983      38.745     141.153     570.378      38.745     141.154       0.049   15231    8104
         984      38.562     141.227     927.511      38.562     141.227       0.023   15284    8236
         985      38.748     141.322      91.853      38.748     141.321       0.047   15352    8102
         986      38.769     141.330      65.418      38.769     141.330       0.030   15358    8087
         987      38.833     141.188      73.704      38.833     141.188       0.044   15256    8041
         988      38.456     141.348      27.298      38.457     141.348       0.084   15371    8312
         989      38.516     141.158      51.965      38.516     141.158       0.032   15234    8269
         990      38.537     141.055      10.242      38.537     141.055       0.024   15160    8254
         991      38.601     141.020      45.022      38.601     141.020       0.037   15135    8208
         992      38.635     140.944       8.139      38.636     140.944       0.068   15080    8183
         993      38.577     141.042       5.378      38.577     141.043       0.057   15151    8225
         994      38.583     141.067       8.630      38.582     141.067       0.077   15169    8221
         995      38.583     141.066       9.187      38.582     141.066       0.070   15168    8221
         996      38.808     140.633       1.664      38.807     140.633       0.078   14856    8059
         997      38.627     141.053       6.850      38.627     141.053       0.041   15159    8189
         998      38.641     141.098     115.436      38.642     141.098       0.114   15191    8179
         999      38.651     141.062      95.712      38.650     141.062       0.079   15165    8172
        1000      38.716     141.169     118.911      38.716     141.169       0.023   15242    8125
        1001      38.716     141.169     118.911      38.716     141.170       0.109   15242    8125
        1002      38.727     141.009       7.509      38.727     141.009       0.009   15127    8117
        1003      38.728     141.152      29.466      38.729     141.152       0.060   15230    8116
        1004      38.753     141.210      90.632      38.754     141.211       0.078   15272    8098
        1005      38.765     141.208      83.001      38.765     141.207       0.071   15270    8090
        1006      38.781     141.160      48.647      38.782     141.160       0.091   15236    8078
        1007      38.766     140.815      17.361      38.766     140.814       0.051   14987    8089
        1008      38.742     140.931      40.204      38.743     140.931       0.074   15071    8106
        1009      38.809     140.949      80.235      38.809     140.949       0.028   15084    8058
        1010      38.884     140.840       7.538      38.884     140.840       0.037   15005    8004
        1011      38.881     140.865      21.965      38.881     140.865       0.046   15023    8006
        1012      38.774     141.042     146.344      38.775     141.043       0.095   15151    8083
        1013      38.798     140.978     100.106      38.798     140.979       0.047   15105    8066
        1014      38.828     140.985      88.000      38.828     140.986       0.073   15110    8044
        1015      38.817     141.027     120.752      38.818     141.027       0.071   15140    8052
        1016      38.912     140.877      40.779      38.912     140.877       0.023   15032    7984
        1017      38.719     141.133      63.088      38.719     141.132       0.062   15216    8123
        1018      38.723     141.155     115.203      38.724     141.155       0.121   15232    8120
        1019      38.623     141.127      52.727      38.623     141.127       0.012   15212    8192
        1020      38.613     141.137     197.481      38.614     141.139       0.210   15219    8199
