          ID   lat_alloc   lon_alloc  area_alloc     lat_ori     lon_ori loc_km_diff      ix      ix
        3953      35.240     136.584       2.215      35.240     136.584       0.047   11941   10628
        3954      35.333     136.515     174.369      35.334     136.514       0.160   11891   10561
        3955      35.306     136.594     179.406      35.306     136.594       0.036   11948   10580
        3956      35.633     136.616     258.270      35.632     136.616       0.070   11964   10345
        3957      35.510     136.656     388.120      35.510     136.656       0.051   11993   10433
        3958      35.476     136.524     116.836      35.475     136.524       0.082   11898   10458
        3959      35.474     136.527     116.989      35.474     136.527       0.035   11900   10459
        3960      35.598     136.420     114.890      35.597     136.420       0.102   11823   10370
        3961      35.298     136.687       7.318      35.298     136.686       0.073   12015   10586
        3962      35.376     136.623       6.696      35.374     136.619       0.403   11969   10530
        3963      35.324     136.627      38.811      35.324     136.627       0.035   11972   10567
        3964      35.333     136.495      57.802      35.333     136.495       0.043   11877   10561
        3965      35.353     136.644       5.930      35.353     136.643       0.086   11984   10546
        3966      35.412     136.578      23.338      35.412     136.579       0.052   11937   10504
        3967      35.391     136.588      37.835      35.391     136.588       0.019   11944   10519
        3968      35.355     136.595      47.337      35.355     136.595       0.020   11949   10545
        3969      35.308     136.595     155.763      35.308     136.596       0.088   11949   10579
        3970      35.362     136.552      53.621      35.362     136.552       0.023   11918   10540
        3971      35.338     136.583      96.089      35.338     136.582       0.061   11940   10557
        3972      35.331     136.578       4.554      35.331     136.579       0.054   11937   10562
        3973      35.373     136.527      41.922      35.373     136.526       0.100   11900   10532
        3974      35.331     136.578       4.554      35.331     136.579       0.054   11937   10562
        3975      35.353     136.576      17.784      35.353     136.576       0.059   11935   10546
        3976      35.355     136.694     125.891      35.356     136.693       0.144   12020   10545
        3977      35.403     136.816      53.352      35.405     136.815       0.191   12108   10510
        3978      35.394     136.798      11.345      35.394     136.798       0.029   12095   10517
        3979      35.372     136.751      91.786      35.371     136.750       0.087   12061   10533
        3980      35.394     136.810       9.926      35.394     136.811       0.059   12104   10517
        3981      35.384     136.726      21.595      35.386     136.724       0.267   12043   10524
        3982      35.401     136.653      14.933      35.401     136.653       0.054   11991   10512
        3983      35.367     136.688      10.696      35.367     136.688       0.045   12016   10536
        3984      35.408     136.670       5.240      35.407     136.669       0.125   12003   10507
        3985      35.463     136.742      49.713      35.463     136.743       0.062   12055   10467
        3986      35.516     136.733      21.772      35.516     136.733       0.032   12048   10429
        3987      35.463     136.742      49.713      35.463     136.743       0.062   12055   10467
        3988      35.449     136.735     128.165      35.450     136.735       0.085   12050   10477
        3989      35.477     136.699      20.117      35.478     136.699       0.106   12024   10457
        3990      35.452     136.727      26.582      35.452     136.727       0.012   12044   10475
        3991      35.342     136.565      11.973      35.342     136.564       0.067   11927   10554
        3992      35.342     136.573      12.090      35.342     136.573       0.041   11933   10554
        3993      35.342     136.573      12.090      35.342     136.573       0.041   11933   10554
        3994      35.342     136.574      12.113      35.342     136.574       0.048   11934   10554
        3995      35.394     136.819       1.185      35.395     136.819       0.140   12110   10517
        3996      35.519     136.787      20.799      35.519     136.787       0.033   12087   10427
        3997      35.467     136.777      59.176      35.467     136.776       0.106   12080   10464
        3998      35.455     136.758      65.024      35.455     136.757       0.060   12066   10473
        3999      35.552     136.998     128.398      35.552     136.998       0.011   12239   10403
        4000      35.481     136.959     213.326      35.481     136.958       0.099   12211   10454
        4001      35.476     136.860     282.764      35.476     136.860       0.052   12140   10458
        4002      35.542     136.827     144.446      35.542     136.827       0.041   12116   10410
        4003      35.491     136.842     161.187      35.491     136.843       0.058   12127   10447
        4004      35.603     136.840     242.458      35.604     136.839       0.078   12125   10366
        4005      35.570     136.899     310.316      35.570     136.899       0.032   12168   10390
        4006      35.713     136.949     120.704      35.713     136.949       0.035   12204   10287
        4007      35.752     136.967     153.027      35.752     136.967       0.033   12217   10259
        4008      35.887     136.881      41.964      35.887     136.881       0.031   12155   10162
        4009      35.872     136.863      43.320      35.872     136.864       0.091   12142   10173
        4010      35.427     136.687       9.977      35.427     136.687       0.020   12015   10493
        4011      35.415     136.780       2.908      35.414     136.780       0.065   12082   10502
        4012      35.444     136.812       1.054      35.444     136.812       0.033   12105   10481
        4013      35.455     136.837       9.262      35.455     136.837       0.024   12123   10473
        4014      35.510     136.897       7.884      35.511     136.896       0.081   12166   10433
        4015      35.406     136.844       5.330      35.403     136.841       0.439   12128   10508
        4016      35.420     136.847      26.159      35.420     136.846       0.051   12130   10498
        4017      35.384     136.847       3.369      35.385     136.844       0.255   12130   10524
        4018      35.384     136.847       3.369      35.385     136.843       0.338   12130   10524
        4019      35.384     136.847       3.369      35.385     136.844       0.255   12130   10524
        4020      35.384     136.848       3.249      35.384     136.848       0.008   12131   10524
        4021      35.402     136.815      53.367      35.403     136.814       0.115   12107   10511
        4022      35.397     136.760       5.217      35.396     136.760       0.071   12068   10515
        4023      35.410     136.778      65.465      35.412     136.777       0.221   12081   10505
        4024      35.366     136.688      47.579      35.366     136.687       0.110   12016   10537
        4025      35.340     136.687      47.833      35.340     136.686       0.085   12015   10556
        4026      35.340     136.687      47.833      35.339     136.687       0.068   12015   10556
        4027      35.878     136.859       4.917      35.879     136.859       0.059   12139   10168
        4028      35.453     136.758       1.292      35.454     136.758       0.066   12066   10474
        4029      35.452     136.727      26.582      35.452     136.727       0.012   12044   10475
        4030      35.373     137.455       2.836      35.373     137.456       0.103   12568   10532
        4031      35.388     137.438      25.653      35.388     137.438       0.028   12556   10521
        4032      35.408     136.778      65.920      35.408     136.778       0.058   12081   10507
        4033      35.824     137.158      56.126      35.824     137.157       0.067   12354   10207
        4034      35.533     138.451    2170.397      35.533     138.451       0.050   13285   10417
        4035      35.533     138.451    2170.397      35.533     138.451       0.050   13285   10417
        4036      35.420     138.451       1.329      35.419     138.451       0.130   13285   10498
        4037      35.285     138.459    3046.150      35.286     138.460       0.111   13291   10595
        4038      35.195     138.583    3504.847      35.195     138.583       0.036   13380   10660
        4039      35.195     138.583    3504.847      35.195     138.583       0.036   13380   10660
        4040      35.152     138.626    3643.516      35.152     138.627       0.119   13411   10691
        4041      35.372     138.442      59.163      35.371     138.443       0.081   13279   10533
        4042      35.235     138.483      54.474      35.236     138.483       0.073   13308   10631
        4043      35.287     138.587      12.363      35.287     138.587       0.028   13383   10594
        4044      35.242     138.594      90.179      35.242     138.594       0.045   13388   10626
        4045      35.216     138.612     106.224      35.216     138.612       0.018   13401   10645
        4046      35.202     138.634      50.923      35.202     138.634       0.010   13417   10655
        4047      35.172     138.655     113.308      35.171     138.655       0.060   13432   10677
        4048      35.155     138.673       1.038      35.156     138.671       0.214   13445   10689
        4049      35.123     138.816       9.699      35.123     138.816       0.009   13548   10712
        4050      35.147     138.703     184.506      35.146     138.704       0.075   13467   10695
        4051      35.170     138.667       9.366      35.170     138.667       0.036   13441   10678
        4052      35.180     138.669       8.184      35.180     138.669       0.029   13442   10671
        4053      35.134     138.803      17.962      35.133     138.803       0.122   13539   10704
        4054      35.284     138.456      31.753      35.285     138.456       0.110   13289   10596
        4055      35.431     138.476      59.641      35.432     138.476       0.088   13303   10490
        4056      35.434     138.423     504.058      35.434     138.423       0.009   13265   10488
        4057      35.472     138.338     272.274      35.472     138.339       0.090   13204   10461
        4058      35.162     138.678     124.216      35.162     138.678       0.049   13449   10684
        4059      35.167     138.685       5.887      35.167     138.686       0.067   13454   10680
        4060      35.166     138.708      19.038      35.166     138.708       0.031   13470   10681
        4061      35.159     138.728      40.879      35.159     138.728       0.042   13485   10686
        4062      35.340     139.135     415.957      35.341     139.136       0.165   13778   10556
        4063      35.295     139.156     470.504      35.295     139.155       0.115   13793   10588
        4064      35.359     139.009     171.603      35.359     139.009       0.005   13687   10542
        4065      35.103     138.847      12.045      35.103     138.847       0.068   13570   10726
        4066      34.903     138.924      71.713      34.903     138.925       0.082   13626   10870
        4067      34.991     138.941     306.378      34.992     138.941       0.114   13638   10807
        4068      35.038     138.944     368.760      35.039     138.944       0.092   13640   10773
        4069      35.040     138.935       1.908      35.040     138.935       0.061   13634   10772
        4070      35.092     138.901     576.932      35.092     138.901       0.049   13609   10734
        4071      35.099     138.870       6.347      35.099     138.870       0.037   13587   10729
        4072      35.042     138.935     371.131      35.042     138.930       0.496   13634   10770
        4073      35.201     138.913     154.339      35.201     138.912       0.113   13618   10656
        4074      35.172     138.902     246.690      35.172     138.902       0.053   13610   10677
        4075      35.120     138.887     280.160      35.120     138.887       0.023   13599   10714
        4076      35.228     138.922      22.439      35.228     138.922       0.068   13624   10636
        4077      35.083     138.966      23.607      35.083     138.966       0.040   13656   10741
        4078      35.142     138.909      39.315      35.142     138.909       0.040   13615   10698
        4079      35.123     138.923      53.161      35.123     138.923       0.012   13625   10712
        4080      35.090     138.935      83.561      35.090     138.936       0.071   13634   10736
        4081      35.106     138.935      79.204      35.106     138.936       0.061   13634   10724
        4082      35.099     138.958      32.112      35.100     138.958       0.083   13650   10729
        4083      35.073     138.940      76.432      35.073     138.940       0.037   13637   10748
        4084      35.191     138.902      82.470      35.191     138.902       0.009   13610   10663
        4085      35.109     138.922       1.552      35.109     138.922       0.044   13624   10722
        4086      35.028     138.949       4.051      35.029     138.949       0.064   13644   10780
        4087      34.951     138.997      30.600      34.951     138.996       0.058   13678   10836
        4088      34.976     138.937      19.631      34.976     138.937       0.039   13635   10818
        4089      35.042     138.941      11.784      35.043     138.941       0.071   13638   10770
        4090      35.022     138.935       7.598      35.021     138.935       0.070   13634   10785
        4091      35.088     138.938       3.441      35.088     138.938       0.028   13636   10737
        4092      35.131     138.367     139.748      35.132     138.368       0.102   13225   10706
        4093      35.072     138.370       4.021      35.071     138.370       0.060   13227   10749
        4094      34.960     138.366     528.026      34.959     138.366       0.157   13224   10829
        4095      34.930     138.390      24.983      34.931     138.390       0.132   13241   10851
        4096      34.949     138.338      13.925      34.950     138.338       0.079   13204   10837
        4097      34.931     138.373      21.443      34.931     138.372       0.089   13229   10850
        4098      35.024     138.256     106.852      35.024     138.256       0.041   13145   10783
        4099      35.016     138.269     110.918      35.016     138.269       0.023   13154   10789
        4100      35.049     138.355      23.118      35.049     138.355       0.036   13216   10765
        4101      35.112     138.327      63.032      35.112     138.327       0.023   13196   10720
        4102      35.190     138.197     478.128      35.189     138.197       0.078   13102   10664
        4103      35.109     138.140     823.541      35.109     138.140       0.037   13061   10722
        4104      35.048     138.091     891.424      35.047     138.091       0.102   13026   10766
        4105      34.942     138.081    1053.218      34.943     138.081       0.074   13019   10842
        4106      34.884     138.108    1161.172      34.884     138.108       0.034   13038   10884
        4107      34.848     138.138    1185.209      34.848     138.143       0.440   13060   10910
        4108      34.826     138.210    1232.089      34.827     138.210       0.149   13112   10926
        4109      34.827     138.134      22.300      34.827     138.134       0.010   13057   10925
        4110      34.820     138.149      32.406      34.820     138.149       0.031   13068   10930
        4111      35.197     138.183     481.055      35.196     138.182       0.083   13092   10659
        4112      34.835     138.197      25.687      34.836     138.196       0.081   13102   10919
        4113      34.740     138.088      34.071      34.739     138.089       0.098   13024   10988
        4114      34.695     138.074      70.592      34.695     138.074       0.031   13014   11020
        4115      34.665     138.063     149.752      34.665     138.063       0.050   13006   11042
        4116      34.730     138.098      10.743      34.729     138.098       0.096   13031   10995
        4117      34.678     138.087      33.621      34.679     138.087       0.062   13023   11032
        4118      34.688     138.053      11.010      34.688     138.053       0.049   12999   11025
        4119      34.730     138.073      13.817      34.730     138.073       0.016   13013   10995
        4120      34.749     138.081       9.156      34.749     138.081       0.041   13019   10981
        4121      35.965     137.984     729.930      35.965     137.984       0.046   12949   10106
        4122      35.877     137.985     856.234      35.877     137.986       0.054   12950   10169
        4123      35.837     137.962     978.642      35.837     137.962       0.028   12933   10198
        4124      35.808     137.947    1515.276      35.808     137.947       0.059   12922   10219
        4125      35.741     137.967    1651.846      35.741     137.966       0.124   12937   10267
        4126      35.549     137.890    2332.028      35.550     137.890       0.085   12881   10405
        4127      35.499     137.865       1.131      35.499     137.864       0.063   12863   10441
        4128      35.441     137.819    2665.556      35.441     137.819       0.022   12830   10483
        4129      35.085     137.801    4150.195      35.085     137.801       0.054   12817   10739
        4130      34.853     137.805    4943.298      34.854     137.805       0.060   12820   10906
        4131      34.741     137.813    5027.944      34.740     137.814       0.129   12826   10987
        4132      34.726     137.803    5030.250      34.728     137.801       0.342   12819   10998
        4133      34.673     137.801       1.085      34.676     137.797       0.482   12817   11036
        4134      36.055     138.048     525.749      36.054     138.048       0.096   12995   10041
        4135      34.747     137.778       9.157      34.747     137.778       0.067   12801   10983
        4136      34.726     137.790      33.202      34.726     137.789       0.064   12809   10998
        4137      34.880     137.831      39.662      34.880     137.831       0.028   12839   10887
        4138      34.860     137.815      46.850      34.861     137.815       0.076   12827   10901
        4139      34.883     137.792      63.177      34.883     137.793       0.071   12811   10885
        4140      34.873     137.788      65.674      34.873     137.788       0.021   12808   10892
        4141      35.001     137.908     219.613      35.001     137.908       0.048   12894   10800
        4142      34.953     137.883     303.310      34.953     137.883       0.062   12876   10834
        4143      34.942     137.847     323.869      34.943     137.847       0.083   12850   10842
        4144      35.167     137.872     159.311      35.167     137.871       0.062   12868   10680
        4145      35.059     137.773     345.096      35.059     137.773       0.007   12797   10758
        4146      34.820     137.842       6.323      34.820     137.842       0.037   12847   10930
        4147      34.838     137.934      96.307      34.838     137.933       0.095   12913   10917
        4148      34.817     137.920      99.786      34.817     137.919       0.111   12903   10932
        4149      34.798     137.908     105.068      34.798     137.907       0.060   12894   10946
        4150      34.728     137.894     173.253      34.729     137.894       0.064   12884   10996
        4151      34.680     137.898     399.224      34.680     137.898       0.017   12887   11031
        4152      34.863     137.945      48.661      34.863     137.945       0.025   12921   10899
        4153      34.667     137.847      27.081      34.667     137.847       0.059   12850   11040
        4154      34.672     137.878      79.155      34.672     137.878       0.068   12873   11037
        4155      34.853     138.015      18.492      34.853     138.015       0.064   12971   10906
        4156      34.791     137.955      48.378      34.791     137.956       0.104   12928   10951
        4157      34.747     137.923     171.526      34.746     137.922       0.102   12905   10983
        4158      34.774     137.876      23.477      34.774     137.876       0.045   12871   10963
        4159      34.860     137.938      38.925      34.860     137.938       0.049   12916   10901
        4160      34.735     137.937       7.270      34.735     137.936       0.087   12915   10991
        4161      34.767     137.913       8.909      34.768     137.913       0.074   12898   10968
        4162      34.769     137.984      76.342      34.769     137.984       0.028   12949   10967
        4163      34.774     138.031      25.242      34.775     138.031       0.081   12983   10963
        4164      34.785     138.010      28.111      34.786     138.011       0.084   12968   10955
        4165      34.710     137.862      24.517      34.710     137.862       0.050   12861   11009
        4166      34.677     137.863      48.435      34.677     137.863       0.020   12862   11033
        4167      34.748     137.922      12.711      34.748     137.921       0.047   12904   10982
        4168      34.728     137.903      12.524      34.728     137.904       0.071   12891   10996
        4169      34.719     137.903      14.189      34.719     137.903       0.052   12891   11003
        4170      34.706     137.860       3.099      34.707     137.861       0.098   12860   11012
        4171      34.833     137.731      89.759      34.833     137.731       0.046   12767   10921
        4172      34.901     137.692      24.587      34.901     137.692       0.048   12739   10872
        4173      34.806     137.658     173.986      34.806     137.658       0.044   12714   10940
        4174      34.878     137.723      54.915      34.878     137.723       0.053   12761   10888
        4175      34.813     137.694     105.389      34.813     137.693       0.073   12740   10935
        4176      34.794     137.647       2.292      34.795     137.647       0.145   12706   10949
        4177      34.769     137.548      70.902      34.769     137.548       0.029   12635   10967
        4178      34.694     137.587     502.091      34.694     137.590       0.294   12663   11021
        4179      34.692     137.630      49.016      34.693     137.630       0.072   12694   11022
        4180      34.699     137.667      23.980      34.699     137.667       0.047   12721   11017
        4181      34.748     137.673      10.070      34.747     137.673       0.102   12725   10982
        4182      34.724     137.524       8.463      34.725     137.525       0.100   12618   10999
        4183      34.697     137.690       5.969      34.696     137.689       0.079   12737   11019
        4184      34.762     137.659      18.545      34.762     137.660       0.091   12715   10972
        4185      34.824     137.669      51.915      34.824     137.668       0.077   12722   10927
        4186      34.812     137.549      13.203      34.811     137.549       0.094   12636   10936
        4187      34.801     137.549      38.483      34.801     137.549       0.043   12636   10944
        4188      34.726     137.708       4.938      34.726     137.707       0.068   12750   10998
        4189      35.017     138.397       7.059      35.017     138.396       0.063   13246   10788
        4190      35.001     138.417      22.527      35.000     138.417       0.083   13261   10800
        4191      35.015     138.438      11.907      35.014     138.438       0.067   13276   10790
        4192      35.024     138.458      22.979      35.024     138.458       0.047   13290   10783
        4193      35.022     138.478      39.993      35.021     138.479       0.076   13305   10785
        4194      35.016     138.391       2.380      35.015     138.391       0.108   13242   10789
        4195      35.020     138.406       1.962      35.021     138.406       0.098   13253   10786
        4196      35.060     138.422       4.159      35.060     138.422       0.063   13264   10757
        4197      35.019     138.419      16.045      35.019     138.419       0.037   13262   10787
        4198      34.965     138.420      52.002      34.964     138.420       0.066   13263   10826
        4199      34.722     138.934      52.059      34.722     138.934       0.053   13633   11001
        4200      34.694     138.940      70.452      34.694     138.940       0.046   13637   11021
        4201      34.755     138.792      44.130      34.754     138.792       0.100   13531   10977
        4202      35.109     138.478      58.285      35.109     138.479       0.049   13305   10722
        4203      35.059     138.534     123.886      35.059     138.534       0.005   13345   10758
        4204      35.044     138.490      18.419      35.044     138.489       0.060   13313   10769
        4205      34.831     138.310       3.007      34.831     138.310       0.049   13184   10922
        4206      34.701     138.195      31.860      34.700     138.195       0.078   13101   11016
        4207      34.909     138.795      21.890      34.909     138.796       0.080   13533   10866
        4208      34.848     138.788      26.314      34.847     138.788       0.103   13528   10910
        4209      34.772     138.783      55.803      34.771     138.783       0.067   13524   10965
        4210      34.653     138.858      41.428      34.653     138.857       0.079   13578   11050
        4211      34.769     138.973      66.971      34.769     138.973       0.029   13661   10967
        4212      34.966     139.095      39.914      34.966     139.095       0.013   13749   10825
        4213      34.947     139.081      26.186      34.946     139.081       0.064   13739   10839
        4214      34.928     139.059       6.036      34.928     139.059       0.052   13723   10852
        4215      34.937     139.067      11.612      34.937     139.068       0.061   13729   10846
        4216      34.955     139.090      33.885      34.955     139.090       0.041   13745   10833
        4217      34.801     138.298       5.172      34.801     138.298       0.035   13175   10944
        4218      34.740     138.777      23.227      34.739     138.776       0.118   13520   10988
        4219      34.894     138.216      50.310      34.894     138.216       0.028   13116   10877
        4220      34.866     138.251      62.323      34.866     138.251       0.028   13141   10897
        4221      34.877     138.316     177.748      34.877     138.316       0.010   13188   10889
        4222      34.823     138.297      43.489      34.823     138.296       0.048   13174   10928
        4223      34.742     138.222      24.821      34.742     138.221       0.063   13120   10986
        4224      34.898     138.284      58.026      34.898     138.284       0.009   13165   10874
        4225      34.887     138.281      28.330      34.886     138.281       0.092   13163   10882
        4226      34.642     138.140      25.080      34.642     138.139       0.067   13061   11058
        4227      34.677     137.965      45.204      34.677     137.965       0.038   12935   11033
        4228      34.710     137.759       8.159      34.710     137.759       0.047   12787   11009
        4229      35.359     138.987     148.441      35.360     138.987       0.109   13671   10542
        4230      34.784     138.240      18.234      34.784     138.239       0.053   13133   10956
        4231      34.798     137.774      15.779      34.798     137.774       0.029   12798   10946
        4232      34.747     137.747      40.699      34.746     137.747       0.072   12778   10983
        4233      34.708     137.742      58.591      34.707     137.743       0.092   12775   11011
        4234      34.667     138.855      29.978      34.667     138.856       0.112   13576   11040
        4235      34.759     138.245      16.532      34.759     138.245       0.014   13137   10974
        4236      35.327     137.947     263.987      35.327     137.946       0.049   12922   10565
        4237      35.138     137.703      77.603      35.138     137.703       0.049   12747   10701
        4238      35.059     137.773     345.096      35.059     137.773       0.007   12797   10758
        4239      35.158     137.749      32.825      35.157     137.749       0.076   12780   10687
        4240      34.985     137.526     248.814      34.985     137.525       0.079   12619   10811
        4241      34.967     137.553     292.431      34.967     137.554       0.063   12639   10824
        4242      34.891     137.495     542.486      34.891     137.495       0.014   12597   10879
        4243      34.867     137.447     603.544      34.866     137.447       0.157   12562   10896
        4244      34.834     137.426     623.103      34.834     137.424       0.155   12547   10920
        4245      34.810     137.419     647.521      34.811     137.419       0.069   12542   10937
        4246      34.773     137.385      19.447      34.772     137.385       0.109   12518   10964
        4247      34.780     137.337     710.266      34.781     137.331       0.546   12483   10959
        4248      34.931     137.574     169.231      34.932     137.574       0.088   12654   10850
        4249      34.803     137.401     682.102      34.804     137.401       0.066   12529   10942
        4250      34.802     137.399     682.134      34.802     137.399       0.029   12528   10943
        4251      34.978     137.559      33.995      34.979     137.559       0.059   12643   10816
        4252      34.878     137.094      17.026      34.882     137.091       0.466   12308   10888
        4253      34.835     137.066      82.698      34.835     137.066       0.046   12288   10919
        4254      34.842     137.030      34.258      34.842     137.030       0.042   12262   10914
        4255      35.233     137.360     628.704      35.232     137.360       0.080   12500   10633
        4256      35.152     137.217     869.723      35.152     137.218       0.059   12397   10691
        4257      35.090     137.166       1.562      35.090     137.166       0.046   12360   10736
        4258      35.003     137.166    1374.522      35.003     137.167       0.108   12360   10798
        4259      34.962     137.151    1434.029      34.962     137.152       0.120   12349   10828
        4260      34.895     137.099    1699.123      34.896     137.098       0.152   12312   10876
        4261      34.888     137.059    1738.738      34.889     137.059       0.089   12283   10881
        4262      34.827     136.974    1752.473      34.827     136.971       0.304   12222   10925
        4263      34.869     137.103      63.131      34.869     137.103       0.051   12315   10895
        4264      34.835     137.066      82.698      34.835     137.066       0.046   12288   10919
        4265      35.219     137.508      76.003      35.219     137.508       0.042   12606   10643
        4266      34.947     137.131       9.830      34.947     137.132       0.087   12335   10839
        4267      34.917     137.097      31.583      34.918     137.097       0.084   12310   10860
        4268      34.937     137.244     176.564      34.937     137.243       0.072   12416   10846
        4269      34.933     137.203     200.513      34.933     137.203       0.059   12387   10849
        4270      34.951     137.176     237.333      34.950     137.176       0.082   12367   10836
        4271      35.055     137.215     303.803      35.055     137.214       0.054   12395   10761
        4272      35.106     137.170      57.062      35.106     137.169       0.107   12363   10724
        4273      34.967     137.177       9.463      34.967     137.177       0.041   12368   10824
        4274      34.899     137.378       4.678      34.900     137.378       0.088   12513   10873
        4275      35.260     137.528     113.102      35.261     137.528       0.079   12621   10613
        4276      35.358     137.190     286.903      35.357     137.190       0.081   12377   10543
        4277      35.334     137.127     366.656      35.334     137.127       0.007   12332   10560
        4278      35.252     137.019     523.859      35.252     137.019       0.024   12254   10619
        4279      35.215     136.933     558.054      35.214     136.933       0.072   12192   10646
        4280      35.222     136.908     558.721      35.221     136.908       0.067   12174   10641
        4281      35.209     136.883     674.442      35.209     136.882       0.059   12156   10650
        4282      35.202     136.876     675.193      35.202     136.875       0.064   12151   10655
        4283      35.192     136.867     675.462      35.193     136.867       0.078   12145   10662
        4284      35.109     136.835     308.295      35.109     136.836       0.052   12122   10722
        4285      35.234     136.898     109.427      35.234     136.898       0.007   12167   10632
        4286      35.213     136.865     131.713      35.214     136.864       0.103   12143   10647
        4287      35.112     136.835     308.259      35.112     136.835       0.044   12122   10720
        4288      35.176     136.837     298.209      35.175     136.837       0.079   12123   10674
        4289      35.267     137.019      16.556      35.268     137.017       0.175   12254   10608
        4290      35.272     137.020      16.502      35.271     137.021       0.097   12255   10605
        4291      35.235     136.944      17.561      35.235     136.944       0.051   12200   10631
        4292      35.306     136.881      64.479      35.306     136.881       0.036   12155   10580
        4293      35.266     136.880      91.777      35.266     136.879       0.078   12154   10609
        4294      35.240     136.840     149.636      35.241     136.840       0.162   12125   10628
        4295      35.223     136.845     151.490      35.223     136.845       0.015   12129   10640
        4296      35.223     136.952      14.120      35.223     136.952       0.013   12206   10640
        4297      35.249     136.909      40.487      35.247     136.910       0.271   12175   10621
        4298      35.288     136.944      18.033      35.288     136.943       0.072   12200   10593
        4299      35.301     136.927       4.190      35.304     136.923       0.521   12188   10584
        4300      35.180     137.047       9.805      35.180     137.046       0.051   12274   10671
        4301      35.190     136.991      24.590      35.189     136.991       0.065   12234   10664
        4302      35.203     137.017      57.067      35.204     137.018       0.083   12253   10654
        4303      35.209     136.928     114.405      35.210     136.929       0.119   12189   10650
        4304      35.191     136.966      97.469      35.192     136.966       0.115   12216   10663
        4305      35.217     137.066      13.435      35.217     137.066       0.040   12288   10644
        4306      35.267     136.828      42.123      35.268     136.828       0.083   12117   10608
        4307      35.213     136.865     131.713      35.214     136.864       0.103   12143   10647
        4308      35.267     137.019      16.556      35.268     137.019       0.074   12254   10608
        4309      35.437     137.034    4643.675      35.436     137.034       0.090   12265   10486
        4310      35.401     136.962    4830.880      35.401     136.963       0.113   12213   10512
        4311      35.362     136.762    4891.728      35.363     136.762       0.133   12069   10540
        4312      35.312     136.735    4896.770      35.312     136.738       0.237   12050   10576
        4313      35.237     136.673    2041.092      35.238     136.674       0.165   12005   10630
        4314      35.227     136.680    4905.933      35.226     136.679       0.143   12010   10637
        4315      35.185     136.680    4909.416      35.184     136.681       0.188   12010   10667
        4316      35.108     136.712    4940.519      35.110     136.714       0.330   12033   10723
        4317      35.356     136.828       4.585      35.356     136.829       0.054   12117   10544
        4318      35.851     137.698     306.566      35.851     137.698       0.035   12743   10188
        4319      35.419     137.031     117.362      35.419     137.031       0.035   12263   10499
        4320      35.356     136.966       2.334      35.353     136.964       0.402   12216   10544
        4321      35.252     136.622    1591.265      35.252     136.622       0.045   11968   10619
        4322      35.383     136.949      12.653      35.382     136.949       0.076   12204   10525
        4323      35.091     136.741       1.002      35.089     136.738       0.347   12054   10735
        4324      34.667     137.272      30.727      34.667     137.271       0.063   12436   11040
        4325      34.715     137.405      43.486      34.715     137.405       0.048   12532   11006
        4326      34.755     137.390      17.904      34.755     137.390       0.040   12521   10977
        4327      34.828     137.326      33.465      34.829     137.326       0.065   12475   10924
        4328      34.831     137.087       9.692      34.831     137.087       0.034   12303   10922
        4329      34.913     136.994      70.844      34.913     136.994       0.032   12236   10863
        4330      34.913     136.994      70.844      34.913     136.994       0.032   12236   10863
        4331      34.915     136.987      71.168      34.914     136.987       0.067   12231   10862
        4332      34.905     137.008      52.020      34.905     137.007       0.060   12246   10869
        4333      35.084     137.053      31.407      35.084     137.054       0.049   12279   10740
        4334      35.024     136.999       9.254      35.025     136.999       0.082   12240   10783
        4335      35.033     137.005      60.982      35.032     137.005       0.072   12244   10777
        4336      35.055     137.035      50.573      35.055     137.036       0.056   12266   10761
        4337      35.017     137.042      68.227      35.017     137.043       0.071   12271   10788
        4338      35.022     137.022      72.751      35.021     137.022       0.072   12256   10785
        4339      34.980     136.981     208.783      34.980     136.981       0.028   12227   10815
        4340      35.020     137.091      12.383      35.021     137.091       0.096   12306   10786
        4341      35.022     137.022      72.751      35.021     137.022       0.072   12256   10785
        4342      35.022     137.022      72.751      35.021     137.022       0.072   12256   10785
        4343      35.022     137.022      72.751      35.021     137.022       0.072   12256   10785
        4344      35.003     136.960      10.260      35.003     136.961       0.074   12212   10798
        4345      35.078     137.110      17.105      35.079     137.110       0.069   12320   10744
        4346      35.023     136.995       9.481      35.022     136.996       0.128   12237   10784
        4347      35.023     136.995       9.481      35.022     136.996       0.128   12237   10784
        4348      35.031     137.006       8.928      35.032     137.006       0.087   12245   10778
        4349      35.265     136.751      61.710      35.265     136.752       0.127   12061   10610
        4350      35.188     136.751     146.669      35.189     136.751       0.093   12061   10665
        4351      35.298     136.762      53.263      35.298     136.762       0.020   12069   10586
        4352      35.080     136.822     314.503      35.080     136.823       0.136   12112   10743
        4353      35.080     136.822     314.503      35.080     136.823       0.136   12112   10743
        4354      35.194     136.791       7.721      35.194     136.790       0.094   12090   10661
        4355      35.149     136.787      38.982      35.149     136.786       0.081   12087   10693
        4356      35.112     136.792      42.066      35.112     136.792       0.039   12091   10720
        4357      35.113     136.778       1.028      35.114     136.780       0.165   12081   10719
        4358      35.228     136.763       8.402      35.229     136.763       0.061   12070   10636
        4359      35.235     136.722      19.102      35.236     136.721       0.081   12040   10631
        4360      35.195     136.737      41.229      35.195     136.737       0.023   12051   10660
        4361      35.194     136.813      22.621      35.194     136.813       0.034   12106   10661
