        ID       lat       lon   area_CaMa  area_GRanD       error        diff      ix      iy     cap_mcm  year  damname                         rivname
       236    58.771  -117.371       426.5       389.9         0.1        36.6     251     126        20.0  1989  HutchLake                       Meander                       
       237    57.496  -111.279       403.4       205.7         1.0       197.7     276     131       500.0   -99  SyncrudeTailings                Peace                         
       244    53.896  -115.062       680.5       617.4         0.1        63.1     260     145        43.0  1986  PaddleRiverDam                  PaddleRiver                   
       245    52.971  -115.579      5597.6      5572.6         0.0        24.9     258     149       490.0  1962  BrazeauDam                      Brazeau                       
       247    52.871  -117.804       894.4       754.8         0.2       139.6     249     149       103.0  1985  40Mile                          NoName                        
       248    52.787  -112.712      7003.9      6929.6         0.0        74.3     270     149        17.9  1956  BattleRiver                     Battle                        
       249    52.312  -116.329      4323.1      3872.2         0.1       450.9     255     151      1770.0  1972  BigHorn                         NorthSaskatchewan             
       250    52.079  -118.571     21138.5     21124.9         0.0        13.6     247     152     25000.0  1972  Mica                            Columbia                      
       251    52.054  -114.212      4505.2      5596.4        -0.2     -1091.2     262     153       203.0  1983  DicksonDam                      RedDeer                       
       253    51.271  -106.854    131534.5    131304.5         0.0       230.0     293     155      9870.0  1968  Gardiner                        SouthSaskatchewan             
       254    51.254  -111.637      2106.1      1964.3         0.1       141.7     274     155        18.5  1948  BerryCreek                      BerryCreek                    
       255    51.246  -115.496       485.8       651.0        -0.3      -165.2     258     155       387.3  1942  CascadeLakeMinnewanka           Cascade                       
       256    51.221  -114.704      6570.2      6451.7         0.0       118.5     261     156       132.0  1929  Ghost                           Bow                           
       257    51.054  -118.196     26805.8     26367.2         0.0       438.6     248     156      5180.0  1983  Revelstoke                      Columbia                      
       258    51.029  -115.046       863.5       888.6        -0.0       -25.1     260     157        23.2  1947  Barrier                         Kananaskis                    
       259    50.996  -114.096      1027.8      1232.2        -0.2      -204.4     262     157        19.6  1933  Glenmore                        Elbow                         
       260    50.887  -115.371       555.8       476.9         0.2        78.9     259     157       421.9  1951  SprayCanyon                     Spray                         
       261    50.854  -112.371       883.3      1143.8        -0.2      -260.5     270     156       129.0  1984  CrawlingValley                  MatzhiwinCreek                
       263    50.687  -115.137       462.3       337.1         0.4       125.2     260     158       160.4  1943  UpperKananaskis                 Kananaskis                    
       265    50.354  -118.537       637.2      1127.0        -0.4      -489.8     247     158       161.0  1929  SugarLake                       Shuswap                       
       266    50.312  -107.387       396.2       416.9        -0.0       -20.7     290     160        14.9  1942  Highfield                       RushLake                      
       267    50.279  -112.829      1307.7      1254.8         0.0        52.9     269     159       326.1  1954  McgregorLakeNorthDam            SnakeValley                   
       268    50.254  -116.946      2435.3      2433.6         0.0         1.7     253     159      1730.0  1967  Duncan                          Duncan                        
       270    50.179  -112.721      6030.8      5464.0         0.1       566.8     270     160       317.0  1954  Travers                         LittleBow                     
       271    50.071  -108.046      2658.5      2498.9         0.1       159.6     288     160       105.2  1942  Duncairn                        SwiftCurrentCreek             
       272    49.971  -109.521      1471.0      1255.1         0.2       215.9     283     161        12.9  1938  Junction                        MapleCreek                    
       275    49.821  -110.938      1383.7      1549.8        -0.1      -166.1     276     161        30.8  1953  Murray                          SevenPersons                  
       276    49.779  -106.571      5500.3      5473.4         0.0        26.9     294     162        37.2  1957  LaFleche                        Wood                          
       278    49.562  -113.896      5156.5      4312.0         0.2       844.5     265     162       490.0  1991  OldmanRiverDam                  OldmanRiver                   
       279    49.471  -117.462     49882.6     46341.3         0.1      3541.3     251     163      1010.0  1932  Corra-Linn                      Kootenay                      
       280    49.379  -112.587       339.2       170.1         1.0       169.2     270     163       128.3  1957  NorthRidge                      KippCoulee                    
       281    49.362  -113.121      2744.1      2294.1         0.2       450.0     268     163       394.7  1951  St.Mary                         St.Mary                       
       282    49.346  -117.771     36936.3     36672.8         0.0       263.5     249     163     11300.0  1968  HughKeenleyside                 Columbia                      
       283    49.329  -117.621     49882.6     49965.3        -0.0       -82.7     251     163        42.8  1944  Brilliant                       Kootenay                      
       284    49.329  -113.679       948.5      1275.9        -0.3      -327.5     265     164       172.7  1963  Waterton                        Waterton                      
       285    49.329  -112.896       626.9       340.9         0.8       286.0     269     163        22.3  1948  Pothole                         PotholeCreek                  
       286    49.304  -107.804      2992.7      3384.1        -0.1      -391.5     288     163        12.3  1939  ValMarie                        Frenchman                     
       287    49.029  -117.504     66909.0     66935.4        -0.0       -26.4     251     164       104.0  1975  SevenMile                       Pendd'Oreille                 
       288    49.029  -105.437      1419.9      1348.6         0.1        71.3     299     164        39.5  1977  Morrison                        EastPoplar                    
       289    49.004  -117.612     66909.0     67053.1        -0.0      -144.1     251     164        37.6  1954  Waneta                          Pendd'Oreille                 
       290    48.987  -117.346     65503.9     65461.3         0.0        42.5     251     165       117.2  1967  Boundary                        PendOreille                   
       291    48.954  -119.429      8004.7      8017.6        -0.0       -12.9     242     164        67.8  1986  OsoyoosLakeControlDam           OkanoganRiver                 
       293    48.604  -109.946      9692.0      9845.0        -0.0      -153.0     280     166       126.9  1938  Fresno                          MilkRiver                     
       297    48.412  -115.312     25775.1     23327.8         0.1      2447.3     259     167      7434.2  1973  Libby                           KootenaiRiver                 
       299    48.337  -114.012      3846.8      4319.7        -0.1      -472.8     265     168      3678.3  1952  HungryHorse                     SouthForkofFlatheadRiver      
       300    48.321  -111.096     14158.3     12330.5         0.1      1827.8     276     167      1757.1  1956  TiberDike                       MariasRiver                   
       305    48.179  -116.996     62946.6     62848.5         0.0        98.1     253     168      1424.7  1955  AlbeniFalls                     PendOreilleRiver              
       306    48.162  -112.879       320.1       193.5         0.7       126.6     269     168        41.9  1967  SwiftDike                       OffstreamBirchCreek           
       307    47.996  -106.396    147806.4    147796.1         0.0        10.4     295     169     23560.0  1957  FortPeckDam                     Missouri                      
       309    47.962  -115.737     56185.6     56094.2         0.0        91.4     258     169       493.4  1960  NoxonRapids                     ClarkForkofPendOreilleRiver   
       310    47.954  -118.979    195173.9    194926.0         0.0       247.9     245     169      6395.6  1941  GrandCoulee                     ColumbiaRiver                 
       311    47.937  -119.021       716.0       713.5         0.0         2.5     244     169       881.9  1948  DryFalls                        OffstreamUpperGrandCoulee     
