ID,lat_alloc,lon_alloc,area_alloc,lat_ori,lon_ori,area_ori,loc_km_diff,ix,iy,Station Name,River Name
304,42.931,143.442,2697.207,42.931,143.443,2715.2,0.081,16879,5090,利別,利別川
305,43.247,143.569,529.706,43.247,143.568,541.9,0.081,16970,4863,下足寄（廃止）,足寄川
306,42.92,143.476,112.919,42.92,143.476,115,0,16903,5098,東台1号橋,十弗川
307,42.799,143.472,132.445,42.799,143.472,164,0,16900,5185,農野牛,牛首別川
308,42.774,143.597,101.267,42.774,143.597,104,0,16990,5203,大平橋,下頃辺川
309,42.76,143.602,108.57,42.765,143.611,110,0.921,16994,5213,愛牛橋（廃止）,下頃辺川
310,42.734,143.673,604.564,42.734,143.674,590.4,0.082,17045,5232,十勝太,浦幌十勝川
312,42.795,143.649,412.652,42.746,143.6,35.6,6.761,17028,5188,万年橋,浦幌川
313,43.555,144.358,330.501,42.796,143.65,392,102.098,17538,4641,屈斜路,釧路川
314,43.488,144.451,433.336,43.555,144.358,340.9,10.581,17605,4689,弟子屈,釧路川
315,43.402,144.528,665.634,43.488,144.451,459,11.407,17661,4751,熊牛原野,釧路川
316,43.299,144.601,876.789,43.402,144.531,693.3,12.773,17713,4825,標茶,釧路川
317,43.24,144.537,1072.575,43.3,144.601,894.6,8.451,17667,4868,五十石,釧路川
318,43.085,144.427,1645.831,43.24,144.538,1093.6,19.442,17588,4979,岩保木,釧路川
319,43.056,144.398,2190.74,43.085,144.427,1668,3.995,17567,5000,広里,新釧路川
320,43.008,144.366,2320.189,43.056,144.398,2172.1,5.936,17544,5035,鳥取,新釧路川
321,43.483,144.463,139.255,43.007,144.367,2338,53.454,17614,4693,鐺別,鐺別川
322,43.29,144.537,139.06,43.483,144.463,137,22.265,17667,4832,下オソベツ,オソベツ川
323,43.22,144.431,97.813,43.289,144.537,137.6,11.526,17591,4882,下久著呂,久著呂川
324,43.216,144.342,169.61,43.22,144.431,96.6,7.246,17527,4885,雪裡,雪裡川
325,43.158,144.326,123.382,43.216,144.343,169.5,6.59,17515,4927,幌呂,幌呂川
326,43.559,144.34,320.049,43.158,144.326,127,44.565,17525,4638,屈斜路湖,釧路川
327,43.06,144.399,2190.574,43.559,144.339,289.63,55.651,17568,4997,横堤,釧路川
328,43.17,144.487,73.022,43.061,144.4,2171.9,14.028,17631,4918,シラルトロ上流,釧路川
329,43.167,144.484,1307.592,43.171,144.485,1.8,0.452,17629,4920,シラルトロ下流,釧路川
330,43.165,144.48,1307.867,43.167,144.484,1326.5,0.393,17626,4922,二本松橋,釧路川
331,43.155,144.501,138.307,43.164,144.479,1327.4,2.051,17641,4929,塘路上流,釧路川
332,43.152,144.487,1449.602,43.153,144.505,6.3,1.469,17631,4931,塘路下流,釧路川
333,43.11,144.477,0.729,43.152,144.488,1467.6,4.751,17624,4961,達古武上流,釧路川
334,43.108,144.47,1488.936,43.107,144.475,1.3,0.422,17619,4963,達古武下流,釧路川
335,43.71,144.009,569.864,43.107,144.471,1503.5,76.736,17287,4529,津別,網走川
336,43.835,144.098,809.104,43.711,144.009,571,15.529,17351,4439,美幌,網走川
337,43.898,144.131,1086.068,43.836,144.098,824,7.382,17375,4394,本郷,網走川
338,43.97,144.176,1337.122,43.898,144.133,1120,8.714,17407,4342,川尻漁場,網走川
339,44.005,144.231,1364.869,43.958,144.199,1319,5.819,17447,4317,大曲,網走川
340,43.828,144.123,203.762,44.005,144.231,1352,21.495,17369,4444,美幌橋,美幌川
341,43.931,144.21,104.226,43.829,144.122,199,13.36,17432,4370,湖南(廃止),女満別川
342,43.683,143.599,422.324,43.931,144.21,115.5,56.361,16992,4549,置戸,常呂川
343,43.755,143.84,664.666,43.682,143.599,422,21.047,17165,4497,上常呂,常呂川
344,43.799,143.912,1403.769,43.755,143.84,664,7.583,17217,4465,北見,常呂川
345,43.922,143.969,1549.087,43.799,143.913,1394,14.389,17258,4377,忠志,常呂川
346,44.013,143.987,1846.871,43.921,143.968,1550,10.335,17271,4311,太茶苗,常呂川
347,44.058,144.035,1895.811,44.013,143.986,1809,6.359,17306,4279,上川沿,常呂川
348,44.119,144.073,1909.304,44.058,144.031,1898,7.567,17333,4235,河口,常呂川
349,43.788,143.622,422.28,44.119,144.072,1921,51.55,17008,4473,留辺蘂,無加川
350,43.788,143.89,564.549,43.788,143.621,418,21.651,17201,4473,北光社,無加川
351,43.913,143.91,158.446,43.789,143.89,559,13.871,17216,4383,豊実(廃止),仁頃川
352,35.372,132.677,518.886,43.913,143.911,157,1350.045,9128,10533,外園,神戸川
353,35.403,132.672,1.086,35.371,132.676,471,3.569,9124,10510,大社,日本海
354,35.453,133.102,1364.225,35.404,132.666,-9999,39.964,9434,10474,上橋波,神戸川
355,44.006,143.338,808.933,35.453,133.102,-9999,1290.977,16804,4316,丸瀬布,湧別川
356,44.052,143.517,956.352,44.006,143.338,802,15.233,16933,4283,遠軽,湧別川
357,44.101,143.545,1335.659,44.052,143.519,958,5.829,16953,4248,開盛,湧別川
358,44.199,143.591,1461.791,44.099,143.544,1335,11.73,16986,4177,中湧別,湧別川
359,44.053,143.544,276.375,44.199,143.593,1453,16.689,16952,4282,対遠橋,生田原川
360,44.192,143.076,251.743,44.053,143.544,280,40.519,16615,4182,滝ノ上,渚滑川
361,44.249,143.259,996.659,44.192,143.076,233,15.936,16747,4141,上渚滑,渚滑川
362,44.349,143.273,1203.763,44.249,143.259,1051,11.167,16757,4069,ウツツ橋,渚滑川
363,44.38,143.301,1217.101,44.349,143.274,1198,4.062,16777,4047,渚滑橋,渚滑川
364,44.137,143.201,163.622,44.379,143.301,1226,28.051,16705,4222,立牛(廃止),立牛川
365,26.474,127.951,8.612,44.137,143.201,163.1,2391.976,5725,16939,漢那橋,漢那福地川
366,26.642,128.167,1.16,26.474,127.951,9,28.456,5881,16818,川田,福地川
367,26.666,128.253,9.555,26.642,128.167,33,8.965,5943,16801,高江橋,新川川
368,26.717,128.281,24.959,26.666,128.254,10,6.257,5963,16764,上安波,安波川
369,26.722,128.288,17.114,26.718,128.282,24,0.743,5968,16761,下普久川,普久川
370,26.828,128.283,5.723,26.722,128.288,15,11.755,5964,16684,奥（廃止）,奥川
371,26.483,127.913,5.56,26.829,128.282,5.5,53.096,5698,16933,億首（基２）（廃止）,億首川
372,26.481,127.928,1.046,26.492,127.914,4.9,1.852,5709,16934,基３（幸地川）,億首川
374,26.455,127.942,16.852,26.485,127.927,-9999,3.645,5719,16953,福花橋,億首川
376,26.822,128.251,3.768,26.454,127.943,-9999,51.021,5941,16689,座津武（廃止）,座津武川
377,38.048,140.923,5264.162,26.492,127.914,4.9,1769.54,15065,8606,阿武隈川河口,阿武隈川
378,38.051,140.912,5263.56,26.82,128.249,4.1,1719.765,15057,8604,荒浜,阿武隈川
379,38.097,140.872,5258.721,38.048,140.924,5404.8,7.099,15028,8571,岩沼,阿武隈川
380,38.077,140.823,5255.38,38.049,140.912,5274,8.406,14993,8585,小山,阿武隈川
381,38.017,140.801,4379.146,38.096,140.872,5265,10.757,14977,8628,江尻,阿武隈川
382,37.958,140.791,4319.419,38.077,140.824,-9999,13.523,14970,8671,笠松,阿武隈川
383,37.924,140.759,4117.835,38.018,140.801,4398,11.067,14947,8695,丸森,阿武隈川
384,37.926,140.753,4113.726,37.958,140.799,4347,5.382,14943,8694,舘矢間,阿武隈川
385,38.062,140.77,774.267,37.922,140.756,4173,15.588,14955,8596,船岡大橋,白石川
386,38.053,140.919,4.613,37.926,140.754,4133,20.219,15062,8602,新浜,阿武隈川
387,38.103,140.874,36.705,38.062,140.771,796,10.118,15030,8566,志引橋,不明(阿武隈川水系)
388,37.869,140.609,4024.099,38.053,140.919,-9999,34.048,14839,8735,八幡,阿武隈川
389,37.833,140.617,221.256,38.104,140.876,-9999,37.72,14845,8761,大関,広瀬川
390,37.83,140.52,3632.697,37.868,140.609,3955.9,8.896,14775,8763,伏黒,阿武隈川
391,37.81,140.497,308.091,37.833,140.617,247,10.87,14758,8777,瀬ノ上,摺上川
392,37.812,140.273,28.449,37.829,140.52,3663.4,21.83,14597,8776,前川第２ダム,松川
393,37.781,140.442,74.07,37.811,140.496,316,5.807,14719,8798,清水,松川
394,37.762,140.378,32.949,37.813,140.272,29.4,10.919,14673,8812,天戸川,天戸川
395,37.755,140.402,94.681,37.781,140.443,78.4,4.623,14690,8817,舘ノ下,須川
396,37.749,140.469,3160.675,37.761,140.378,40,8.127,14738,8821,福島,阿武隈川
397,37.751,140.453,182.672,37.755,140.402,90.8,4.517,14727,8820,八木田,荒川
398,37.751,140.388,24.958,37.75,140.469,3171.9,7.139,14680,8820,水保,白津川
399,37.735,140.388,66.152,37.751,140.453,178.7,5.999,14680,8831,上名倉,荒川
400,37.727,140.473,2915.093,37.75,140.388,25.3,7.916,14741,8837,黒岩,阿武隈川
401,37.694,140.341,59.683,37.736,140.389,68.7,6.296,14646,8861,荒川第５ダム,荒川
402,37.683,140.328,34.446,37.727,140.473,2886,13.688,14637,8869,土湯,荒川
403,37.681,140.327,5.573,37.694,140.341,62.2,1.9,14636,8870,東鴉川,東鴉川
404,37.674,140.31,19.803,37.683,140.328,35.1,1.875,14624,8875,荒川第１０ダム,荒川
405,37.653,140.312,2.517,37.682,140.327,6.1,3.48,14625,8890,東鴉川第４ダム,荒川
406,37.595,140.462,2373.739,37.674,140.311,16.9,15.954,14733,8932,二本松,阿武隈川
407,37.583,140.513,140.255,37.654,140.312,3,19.417,14770,8941,移川,移川
408,37.516,140.405,2253.115,37.594,140.465,2331.8,10.152,14692,8989,本宮,阿武隈川
409,37.408,140.409,1856.456,37.582,140.513,120,21.39,14695,9067,阿久津,阿武隈川
410,37.345,140.374,1270.758,37.516,140.404,2283.5,19.163,14670,9112,御代田,阿武隈川
411,37.302,140.385,889.484,37.408,140.409,1865.2,11.955,14678,9143,須賀川,阿武隈川
412,37.287,140.353,286.969,37.346,140.374,1292.8,6.807,14655,9154,西川,釈迦堂川
413,37.273,140.408,845.243,37.301,140.385,910.2,3.718,14694,9164,小作田,阿武隈川
414,37.142,140.415,423.426,37.287,140.354,275.8,16.978,14699,9258,小金石,社川
415,37.134,140.209,149.81,37.273,140.407,905.4,23.387,14551,9264,白河,阿武隈川
416,37.912,140.426,183.812,37.142,140.415,440.6,85.466,14707,8704,秋庭,摺上川
417,37.951,140.34,14.51,37.134,140.209,172.4,91.413,14645,8676,稲子沢,摺上川
418,37.842,140.441,221.758,37.912,140.426,-9999,7.881,14718,8754,西根上堰,摺上川
419,37.823,140.453,55.585,37.95,140.34,-9999,17.249,14727,8768,西根下堰,摺上川
420,37.994,140.444,123.85,37.843,140.441,-9999,16.762,14720,8645,関,白石川
421,37.994,140.458,48.878,37.83,140.456,82,18.203,14730,8645,萩崎,白石川
422,37.951,140.555,277.182,37.994,140.444,126,10.857,14800,8676,塩倉,白石川
423,38.012,140.62,342.862,37.995,140.457,50,14.438,14847,8632,白石,白石川
424,38.037,140.697,675.003,37.951,140.555,281,15.708,14902,8614,北白川,白石川
425,37.98,140.56,296.915,38.012,140.62,345,6.355,14804,8655,小日向,白石川
426,37.953,140.53,234.134,38.036,140.696,684,17.248,14782,8674,冷清水,白石川
427,38.09,140.658,93.696,37.98,140.56,295,14.937,14874,8576,永野,白石川
428,38.049,140.738,684.802,37.953,140.529,240,21.225,14932,8605,大河原,白石川
429,37.962,140.515,231.117,38.09,140.658,106.4,18.961,14771,8668,七ヶ宿ダム,白石川
430,37.416,140.608,53.486,38.049,140.738,690.4,71.186,14838,9061,牧野,牧野川
431,37.437,140.648,63.612,37.962,140.513,237,59.474,14867,9046,常葉,大滝根川
432,37.424,140.526,181.526,37.415,140.608,53.7,7.326,14779,9055,光大寺,大滝根川
433,37.37,140.428,242.441,37.437,140.648,63.4,20.85,14709,9094,赤沼,大滝根川
434,38.178,140.953,778.496,37.424,140.525,180,91.785,15087,8512,閖上第二,名取川
435,38.205,140.913,764.896,37.37,140.429,249,102.014,15058,8493,袋原,名取川
436,38.206,140.885,442.678,38.178,140.952,776,6.641,15038,8492,名取橋,名取川
437,38.27,140.59,48.149,38.205,140.912,772,29.098,14825,8446,野尻,名取川
438,38.235,140.89,306.582,38.206,140.886,431,3.238,15041,8471,広瀬橋,広瀬川
439,38.269,140.808,273.366,38.268,140.59,49.6,19.077,14982,8447,落合,広瀬川
440,38.216,140.865,10.241,38.236,140.889,309,3.057,15023,8485,杉の下橋,笊川
441,38.198,140.931,776.616,38.269,140.809,274,13.273,15071,8498,中村,名取川
442,38.217,140.815,421.383,38.216,140.864,-9999,4.291,14987,8484,余方,名取川
443,38.234,140.706,122.731,38.196,140.931,773.4,20.151,14909,8472,湯元,名取川
444,38.199,140.727,207.38,38.218,140.814,424,7.905,14924,8497,碁石,碁石川
445,38.209,140.637,31.687,38.235,140.708,130,6.854,14859,8490,馬引,太郎川
446,38.173,140.666,58.527,38.199,140.727,207.3,6.074,14880,8516,前川,前川
447,38.201,140.605,67.905,38.209,140.637,38,2.939,14836,8496,下原,北川
448,38.217,140.815,421.383,38.173,140.665,68.7,14.02,14987,8484,余方,名取川
449,38.38,141.172,1292.846,38.201,140.605,56.6,53.435,15244,8367,野蒜,鳴瀬川
450,38.406,141.151,810.794,38.218,140.815,424.3,36.042,15229,8348,小野,鳴瀬川
451,38.435,141.116,755.186,38.379,141.17,1158.4,7.803,15204,8327,鹿島台,鳴瀬川
452,38.497,141.119,752.694,38.406,141.149,788.7,10.436,15206,8283,竹谷,鳴瀬川
453,38.528,141.059,726.675,38.435,141.116,739.3,11.458,15163,8260,野田橋,鳴瀬川
454,38.531,141.023,706.815,38.498,141.119,-9999,9.139,15137,8258,下中ノ目,鳴瀬川
455,38.527,140.948,568.96,38.527,141.059,707,9.68,15083,8261,三本木橋,鳴瀬川
457,38.405,141.149,473.504,38.531,141.023,701.6,17.791,15228,8349,小野,吉田川
458,38.434,141.116,458.253,38.527,140.949,550.8,17.858,15204,8328,鹿島台,吉田川
459,38.441,141.063,330.277,38.343,141.168,-9999,14.229,15166,8323,幡谷,吉田川
460,38.435,140.997,303.643,38.405,141.149,350.6,13.686,15118,8327,粕川,吉田川
461,38.431,140.891,81.789,38.435,141.116,337.4,19.649,15042,8330,高田橋,吉田川
462,38.428,140.928,199.873,38.442,141.068,335,12.322,15069,8332,落合,吉田川
463,38.459,140.883,46.418,38.436,140.996,298.2,10.189,15036,8310,塩浪,善川
464,38.415,140.89,46.721,38.432,140.891,68.7,1.889,15041,8342,新田橋,竹林川
465,38.524,140.91,548.803,38.428,140.929,197.2,10.784,15056,8263,高倉橋,鳴瀬川
466,39.713,141.131,1193.369,38.459,140.883,51,140.86,15215,7407,館坂橋,北上川
467,39.692,141.149,2184.838,38.415,140.889,-9999,143.543,15228,7422,明治橋,北上川
468,39.673,141.163,2346.183,38.524,140.91,513.7,129.423,15238,7436,津志田,北上川
469,39.622,141.183,2422.117,39.713,141.131,1216.95,11.044,15252,7473,乙部,北上川
470,39.553,141.176,2572.772,39.693,141.149,2183.58,15.715,15247,7522,紫波橋,北上川
471,39.494,141.155,2756.091,39.673,141.162,2347.3,19.883,15232,7565,大正橋,北上川
472,39.392,141.13,4227.43,39.621,141.183,2419.9,25.83,15214,7638,朝日橋,北上川
473,39.352,141.144,4411.437,39.553,141.176,2579.8,22.485,15224,7667,更木,北上川
474,39.284,141.13,4546.789,39.494,141.156,2752.1,23.422,15214,7716,珊瑚橋,北上川
475,39.26,141.122,5464.279,39.392,141.13,4228.6,14.671,15208,7733,男山,北上川
476,39.252,141.115,5465.899,39.352,141.144,4421,11.381,15203,7739,国見橋,北上川
477,39.197,141.128,5547.031,39.285,141.13,4541.2,9.771,15213,7779,金ヶ崎橋,北上川
478,39.169,141.155,5887.367,39.261,141.122,5458.7,10.604,15232,7799,桜木橋,北上川
479,39.135,141.176,6259.05,39.252,141.114,5459.8,14.051,15247,7823,小谷木橋,北上川
480,39.065,141.163,6417.599,39.196,141.128,5544.6,14.855,15238,7874,大曲橋,北上川
481,39.02,141.135,6508.23,39.168,141.155,6006,16.521,15218,7906,箱石,北上川
482,38.976,141.138,6730.178,39.136,141.176,6245.6,18.064,15220,7938,長島,北上川
483,38.949,141.172,7083.704,39.065,141.163,6398.9,12.901,15244,7957,狐禅寺,北上川
484,38.951,141.191,7096.145,39.02,141.136,6485.1,9.021,15258,7956,相川,北上川
485,38.899,141.263,7516.684,38.976,141.138,6738.3,13.804,15310,7993,諏訪前,北上川
486,38.842,141.263,7650.763,38.948,141.171,7065.6,14.219,15310,8034,七日町,北上川
487,39.926,141.228,320.996,38.951,141.191,7095.1,108.295,15285,7254,滝,丹藤川
488,39.715,141.178,195.352,38.899,141.263,7509.5,90.89,15249,7406,山岸,中津川
489,39.698,141.069,665.531,38.843,141.263,7641.2,96.388,15170,7418,滝太橋,雫石川
490,39.705,141.122,767.365,39.925,141.229,322,26.089,15208,7413,太田橋,雫石川
491,39.394,141.151,958.311,39.712,141.179,195.8,35.388,15229,7637,安野,猿ヶ石川
492,39.378,141.108,158.923,39.698,141.067,664,35.703,15198,7648,不動橋,豊沢川
493,39.205,141.159,100.593,39.704,141.122,744.82,55.492,15235,7773,岩瀬橋,広瀬川
494,39.185,141.183,100.538,39.393,141.151,959.15,23.257,15252,7787,岩谷堂,人首川
495,39.016,141.091,150.957,39.379,141.107,164.2,40.324,15186,7909,川西橋,衣川
496,38.941,141.053,168.582,39.205,141.159,111,30.711,15159,7963,五串,磐井川
497,38.928,141.128,268.342,39.186,141.182,100.7,29.021,15213,7972,釣山,磐井川
498,38.928,141.255,374.122,39.016,141.091,169.5,17.247,15304,7972,妻神,砂鉄川
499,38.897,141.29,87.125,38.94,141.052,172.5,21.185,15329,7995,矢作,千厩川
500,38.86,141.32,65.1,38.928,141.128,279.9,18.289,15351,8021,西口,黄海川
501,38.976,141.24,346.849,38.929,141.254,361.9,5.356,15293,7938,十二木橋,砂鉄川
502,38.991,141.126,6699.51,38.896,141.29,84.4,17.701,15211,7927,高館橋,北上川
503,39.278,141.123,2.011,38.861,141.32,64,49.334,15209,7720,大曲川（内水）,北上川
504,39.278,141.123,2.011,38.976,141.24,348,35.02,15209,7720,大曲川（外水）,北上川
505,38.931,141.152,18.448,38.991,141.124,-9999,7.09,15230,7970,吸川（外水）,磐井川
506,39.22,141.13,5517.817,39.278,141.124,2.3,6.46,15214,7762,三照,北上川
507,39.898,141.198,589.657,39.279,141.124,2.3,69.019,15263,7274,寺林,北上川
508,38.585,141.476,1.465,38.933,141.153,9.5,47.756,15463,8219,白浜,北上川
509,38.572,141.448,8273.654,39.221,141.131,5500.7,77.118,15443,8229,月浜,北上川
510,38.531,141.373,8179.078,39.895,141.201,591,152.158,15389,8258,福地,北上川
511,38.515,141.308,8166.117,38.583,141.479,-9999,16.709,15342,8270,飯野川上流,北上川
512,38.602,141.298,8088.026,38.574,141.448,8126,13.433,15335,8207,柳津,北上川
513,38.602,141.297,8087.909,38.53,141.375,8040,10.492,15334,8207,脇谷上流,北上川
514,38.658,141.287,8054.609,38.515,141.31,8009,16,15327,8167,登米,北上川
515,38.703,141.287,8037.382,38.603,141.298,7958.6,11.142,15327,8134,米谷,北上川
516,38.765,141.273,7886.792,38.602,141.291,7958.9,18.162,15317,8090,大泉,北上川
517,38.42,141.312,1939.977,38.659,141.286,7869.4,26.627,15345,8338,門脇,旧北上川
518,38.491,141.298,1877.932,38.704,141.288,7862.5,23.661,15335,8287,大森,旧北上川
519,38.47,141.297,1885.343,38.764,141.271,7800,32.715,15334,8302,曽波神,旧北上川
520,38.526,141.228,1803.597,38.42,141.311,1946,13.817,15285,8262,和渕,旧北上川
521,38.605,141.281,2.485,38.491,141.298,1857.5,12.741,15323,8205,倉埣,旧北上川
522,38.602,141.297,8087.909,38.47,141.294,1865.7,14.655,15334,8207,脇谷下流,旧北上川
523,38.562,141.228,927.54,38.526,141.228,1846.5,3.996,15285,8236,剣先,迫川
524,38.54,141.203,584.775,38.604,141.281,4.7,9.833,15267,8252,短台,江合川
525,38.547,141.127,511.826,38.602,141.29,7958.9,15.459,15212,8247,涌谷,江合川
526,38.565,141.027,397.576,38.563,141.228,908.1,17.519,15140,8234,中北橋,江合川
527,38.567,141.013,397.32,38.539,141.203,576.1,16.851,15130,8232,下谷地,江合川
528,38.581,140.978,396.447,38.546,141.127,471,13.556,15105,8222,荒雄,江合川
529,38.662,140.867,352.498,38.565,141.026,-9999,17.541,15025,8164,岩出山,江合川
530,38.572,140.98,1.088,38.568,141.013,406.2,2.91,15106,8229,李埣,新江合川
531,38.595,140.951,395.457,38.581,140.978,405,2.819,15085,8212,桜ノ目,江合川
532,38.622,141.294,8084.759,38.661,140.867,399.8,37.426,15332,8193,鴇波,北上川
533,39.102,140.87,76.632,38.571,140.982,-9999,59.744,15027,7847,下嵐江,胆沢川
534,39.077,140.865,44.332,38.594,140.951,404,54.136,15023,7865,前川,前川
535,39.17,141.097,221.583,38.62,141.293,7902.8,63.381,15190,7798,胆沢川橋,胆沢川
536,39.13,141.008,204.31,39.102,140.871,-9999,12.249,15126,7827,大歩,胆沢川
537,39.398,140.769,266.666,39.077,140.864,44.1,36.569,14954,7634,新町,和賀川
538,39.29,141.072,882.165,39.171,141.096,216.6,13.373,15172,7712,広表,和賀川
539,39.36,141.549,321.407,39.13,141.007,-9999,53.303,15516,7661,松崎,猿ヶ石川
540,39.32,141.46,532.085,39.399,140.769,266.7,60.198,15452,7690,二日町,猿ヶ石川
541,39.298,141.381,103.194,39.291,141.071,850,26.753,15395,7706,小友川,小友川
542,39.362,141.283,868.537,39.36,141.55,309.6,23.013,15324,7660,谷内,猿ヶ石川
543,39.872,141.178,617.493,39.32,141.461,505,65.932,15249,7293,芋田橋,北上川
544,39.874,141.16,411.715,39.298,141.381,103.4,66.71,15236,7291,古川橋,松川
545,39.834,141.162,1074.038,39.361,141.283,869.5,53.534,15237,7320,船田橋,北上川
546,39.691,140.945,139.893,39.872,141.178,618,28.323,15081,7423,春木場,雫石川
547,39.688,140.956,166.75,39.874,141.161,411,27.109,15089,7425,岩持,葛根田川
548,39.655,140.952,120.496,39.834,141.161,1078.5,26.757,15086,7449,矢川,南川
550,39.117,140.917,184.677,39.69,140.945,143.3,63.662,15061,7836,胆沢,胆沢川
551,39.302,140.885,577.036,39.691,140.958,181.5,43.644,15038,7703,湯田,和賀川
552,39.69,141.028,634.352,39.654,140.953,120.4,7.575,15141,7424,御所,雫石川
553,39.681,141.023,629.034,39.117,140.919,185,63.255,15137,7430,繋大橋,雫石川
554,39.753,141.148,1185.376,39.302,140.885,583,54.942,15227,7378,四十四田,北上川
555,39.344,141.32,731.876,39.691,141.026,635,46.081,15351,7673,田瀬,猿ヶ石川
556,39.299,140.883,576.325,39.677,141.026,619.6,43.733,15036,7705,大荒沢,和賀川
557,39.115,140.903,149.226,39.753,141.148,1196,73.907,15051,7838,石淵,胆沢川
558,38.798,140.66,162.881,39.345,141.32,740,83.367,14876,8066,轟,江合川
559,38.749,140.723,278.217,39.301,140.883,583,62.827,14921,8101,末沢,江合川
560,38.737,140.697,58.151,39.115,140.902,-9999,45.573,14902,8110,大谷川,江合川
561,40.534,141.491,2037.09,38.799,140.661,164.7,205.375,15474,6816,新大橋,馬淵川
562,40.516,141.47,2005.078,38.75,140.723,287.04,206.293,15459,6829,大橋,馬淵川
563,40.485,141.428,1868.992,38.738,140.697,58.24,203.867,15429,6851,櫛引橋,馬淵川
564,40.444,141.348,1793.449,40.534,141.491,2033,15.712,15371,6881,剣吉,馬淵川
565,40.259,141.291,1142.13,40.517,141.47,2024,32.431,15330,7014,石切所,馬淵川
566,40.13,141.365,386.189,40.486,141.429,1871,39.903,15383,7107,冬部,馬淵川
567,40.238,141.233,403.136,40.444,141.348,1751,24.875,15288,7029,似鳥,安比川
568,40.505,141.435,115.363,40.26,141.291,964,29.827,15434,6837,尻内,馬淵川
569,40.312,141.127,122.141,40.13,141.365,424,28.614,15212,6976,飯豊,熊原川
570,40.144,141.312,115.354,40.238,141.233,402,12.417,15345,7097,駒木,平糠川
571,40.502,141.445,2000.325,40.504,141.434,125,0.959,15441,6839,尻内橋,馬淵川
572,40.753,141.233,44.673,40.309,141.131,109.2,50.056,15288,6658,赤川,赤川
573,40.738,141.244,344.152,40.144,141.316,112.8,66.241,15296,6669,上野,高瀬川
574,40.715,141.28,84.808,40.502,141.445,2012,27.468,15322,6686,砂土路川,砂土路川
575,40.699,141.32,14.379,40.754,141.233,44.5,9.557,15351,6697,中津川,中津川
576,40.694,141.324,37.23,40.738,141.244,344.2,8.34,15354,6701,姉沼川,姉沼川
577,40.747,141.342,678.254,40.714,141.279,92.4,6.461,15367,6663,頭無,高瀬川
578,40.733,141.305,596.846,40.7,141.32,13.9,3.879,15340,6673,沼崎,高瀬川
579,40.778,141.258,62.865,40.693,141.325,39.6,11.005,15306,6640,土場川,土場川
580,40.763,141.341,685.765,40.744,141.359,805.4,2.6,15366,6651,鶴ヶ崎,高瀬川
581,40.82,141.328,731.98,40.742,141.277,805.4,9.673,15357,6610,小川原湖,高瀬川
582,40.816,141.324,731.005,40.778,141.258,65.7,6.989,15354,6613,浜台,高瀬川
583,40.841,141.373,793.37,40.758,141.326,805.4,10.034,15389,6595,高瀬橋,高瀬川
584,40.847,141.38,795.377,40.818,141.332,805.4,5.174,15394,6591,高瀬川,高瀬川
585,40.887,141.39,859.485,40.812,141.297,805.4,11.439,15401,6562,河口,高瀬川
586,41.04,140.331,2462.462,40.841,141.372,805.4,90.406,14639,6452,十三,岩木川
587,41.012,140.37,1944.536,40.846,141.379,805.4,86.959,14667,6472,若宮,岩木川
588,40.91,140.419,1937.447,40.886,141.39,866.9,81.864,14702,6545,繁田,岩木川
589,40.81,140.437,1693.599,41.036,140.331,2544,26.639,14715,6617,五所川原,岩木川
590,40.694,140.453,1313.341,41.015,140.372,1996,36.296,14727,6701,幡龍橋,岩木川
591,40.678,140.459,1278.034,40.911,140.418,1986,26.105,14731,6712,三世寺,岩木川
592,40.592,140.417,402.628,40.81,140.437,1740,24.268,14701,6774,上岩木橋,岩木川
593,40.645,140.495,811.737,40.694,140.454,1308,6.452,14757,6736,百田,平川
594,40.63,140.502,418.882,40.678,140.459,1248,6.453,14762,6747,豊平橋,平川
595,40.552,140.547,266.231,40.592,140.417,410,11.869,14794,6803,石川,平川
596,40.774,140.476,235.703,40.645,140.495,831,14.414,14743,6643,梅田,十川
597,40.944,140.388,1939.488,40.63,140.502,83,36.173,14680,6521,上長泥,岩木川
598,40.469,140.633,58.285,40.552,140.547,284,11.75,14856,6863,碇ヶ関,浅瀬石川
599,40.848,140.403,1695.609,40.775,140.476,255.8,10.18,14691,6590,出精,岩木川
600,40.737,140.422,1372.667,40.945,140.389,1990.1,23.266,14704,6670,菖蒲川,岩木川
601,40.723,140.423,1315.623,40.47,140.634,57,33.291,14705,6680,上中畑,岩木川
602,40.673,140.467,1276.466,40.848,140.403,1816.3,20.17,14737,6716,飯田,岩木川
603,40.609,140.451,407.152,40.736,140.427,1400.1,14.248,14725,6762,駒越,岩木川
604,40.642,140.517,341.426,40.72,140.423,1354.3,11.755,14773,6738,朝日橋,浅瀬石川
605,40.641,140.53,327.199,40.672,140.471,1254.7,6.062,14782,6739,大曲,浅瀬石川
606,40.608,140.665,306.03,40.607,140.454,412.2,17.858,14879,6763,温湯,浅瀬石川
607,40.523,140.723,125.838,40.643,140.518,341,21.881,14921,6824,葛川,浅瀬石川
608,40.041,140.433,255.099,40.641,140.529,111,67.122,14712,7171,巻渕,小又川
609,40.219,140.027,4099.112,40.608,140.665,302,69.269,14420,7043,向能代,米代川
610,40.194,140.047,4085.35,40.524,140.723,128,68.119,14434,7061,榊,米代川
611,40.223,140.17,3910.371,40.041,140.433,-9999,30.181,14523,7040,富根,米代川
