ID,lat_alloc,lon_alloc,area_alloc,lat_ori,lon_ori,area_ori,loc_km_diff,ix,iy,Station Name,River Name
612,40.205,140.241,3755.584,40.221,140.027,4079,18.304,14574,7053,二ツ井,米代川
613,40.203,140.265,3456.129,40.193,140.047,4065.2,18.596,14591,7054,七座,米代川
614,40.208,140.305,2369.887,40.223,140.17,3908.7,11.612,14620,7051,坊沢,米代川
615,40.205,140.377,179.557,40.205,140.24,3750.4,11.664,14672,7053,脇神,小猿部川
616,40.219,140.37,2098.808,40.203,140.264,3415,9.196,14667,7043,鷹巣,米代川
617,40.267,140.472,1651.826,40.205,140.309,2353.3,15.486,14740,7008,下川沿,米代川
618,40.262,140.533,1359.588,40.205,140.377,174.8,14.707,14784,7012,吉富士,米代川
619,40.233,140.581,1216.76,40.219,140.37,2109,18.026,14819,7033,扇田橋,米代川
620,40.217,140.67,1173.571,40.268,140.472,1654.4,17.774,14883,7044,十二所,米代川
621,40.122,140.366,689.875,40.261,140.533,1287.1,20.988,14664,7113,米内沢,阿仁川
622,39.54,140.222,3928.978,40.233,140.581,1220.8,82.846,14560,7532,新波,雄物川
623,39.615,140.156,4038.571,40.217,140.67,1167.4,79.994,14513,7478,椿川,雄物川
624,39.68,140.102,4389.728,40.121,140.366,683.6,53.919,14474,7431,石田坂,雄物川
625,39.692,140.084,4397.338,39.548,140.224,3914,20.003,14461,7422,新屋,雄物川
626,39.556,140.26,205.942,39.615,140.157,4035,11.009,14588,7520,淀川,淀川
627,39.647,140.165,303.024,39.683,140.108,4372.4,6.316,14519,7455,豊成,岩見川
628,39.692,140.09,4390.91,39.703,140.084,4386,1.325,14465,7422,新屋水門,旧雄物川
629,39.527,140.277,3672.508,39.556,140.26,204.4,3.536,14600,7541,木原田,雄物川
630,39.549,140.36,3623.84,39.656,140.169,300,20.254,14660,7525,刈和野橋,雄物川
631,39.485,140.422,3347.803,39.715,140.095,4386.2,37.96,14704,7571,神宮寺,雄物川
632,39.449,140.467,1855.388,39.528,140.277,3681.6,18.55,14737,7597,大曲橋,雄物川
633,39.341,140.44,1268.221,39.549,140.361,3608.4,24.074,14717,7675,大上橋,雄物川
634,39.276,140.401,1205.584,39.484,140.422,3336.5,23.164,14689,7722,雄物川橋,雄物川
635,39.223,140.438,1043.992,39.45,140.467,1882.1,25.325,14716,7760,大久保,雄物川
636,39.19,140.451,445.453,39.341,140.439,1290,16.796,14725,7784,柳田橋,雄物川
637,39.109,140.477,388.992,39.276,140.401,1240,19.668,14744,7842,酒蒔,雄物川
638,39.076,140.453,268.199,39.223,140.438,1063.5,16.372,14727,7866,岩館,雄物川
639,39.541,140.527,1104.295,39.189,140.451,475.6,39.625,14780,7531,長野,玉川
640,39.694,140.556,191.69,39.109,140.477,401.2,65.304,14801,7421,栃木橋,桧木内川
641,39.206,140.516,549.931,39.076,140.454,268.2,15.397,14772,7772,岩崎橋,皆瀬川
642,39.198,140.583,254.361,39.541,140.527,1088,38.385,14820,7778,安養寺,成瀬川
643,39.003,140.469,144.784,39.689,140.555,216.4,76.522,14738,7918,川井,役内川
644,39.534,140.416,30.281,39.206,140.516,547.35,37.421,14700,7536,半道寺,土買川
645,39.484,140.455,1220.631,39.199,140.583,255,33.51,14728,7572,玉川橋,玉川
646,39.401,140.485,355.528,39.003,140.469,145,44.208,14750,7632,角間,横手川
647,39.213,140.424,55.928,39.532,140.409,30.2,35.44,14706,7767,下郡,西馬音内川
648,39.453,140.365,86.301,39.48,140.46,1217,8.707,14663,7594,中宿,楢岡川
649,39.305,140.578,206.507,39.401,140.489,397.1,13.132,14817,7701,横手,横手川
650,39.463,140.509,149.017,39.223,140.426,52.4,27.589,14767,7587,館の橋,丸子川
651,39.184,140.648,188.781,39.453,140.364,81.8,38.622,14867,7788,田子内,成瀬川
652,39.256,140.402,1186.032,39.306,140.575,216.2,15.926,14690,7736,鵜の巣,雄物川
653,39.606,140.622,611.139,39.463,140.514,211.7,18.391,14848,7484,広久内,玉川
654,39.926,140.709,133.819,39.184,140.648,191,82.548,14911,7254,五十曲,玉川
655,39.862,140.706,56.031,39.256,140.398,1194,72.301,14909,7300,小和瀬,玉川
656,39.231,140.148,357.792,39.606,140.622,596,58.305,14507,7754,矢島,子吉川
657,39.272,140.112,413.974,39.926,140.709,136,88.891,14481,7725,吉沢,子吉川
658,39.316,140.101,466.677,39.862,140.711,74.6,80.129,14473,7693,明法,子吉川
659,39.353,140.07,871.138,39.231,140.148,362,15.124,14451,7666,宮内,子吉川
660,39.376,140.067,910.545,39.272,140.112,419,12.18,14449,7650,二十六木橋,子吉川
661,39.394,140.048,1174.664,39.316,140.101,472,9.791,14435,7637,由利橋,子吉川
662,39.153,140.248,123.557,39.354,140.07,900,27.092,14579,7810,小川,笹子川
663,39.323,140.177,259.341,39.376,140.066,937,11.233,14528,7688,山内,石沢川
664,39.344,140.091,298.371,39.394,140.047,1180,6.723,14466,7673,鮎瀬,石沢川
665,39.416,140.07,229.592,39.158,140.253,127.3,32.706,14451,7621,館前,芋川
666,38.483,140.348,3750.214,39.322,140.176,262.9,94.328,14651,8293,稲下,最上川
667,38.422,140.328,3494.831,39.344,140.091,316,104.399,14637,8337,下野,最上川
668,38.37,140.317,2787.335,39.416,140.07,218,118.081,14629,8374,蔵増,最上川
669,38.341,140.285,2091.511,38.481,140.35,3770,16.545,14606,8395,長崎,最上川
670,38.369,140.24,2074.649,38.421,140.326,3534,9.475,14573,8375,中郷,最上川
671,38.349,140.198,1917.603,38.37,140.316,2962,10.573,14543,8389,中沢,最上川
672,38.303,140.137,1821.875,38.34,140.286,2147,13.661,14499,8422,宮宿,最上川
673,38.198,140.101,1611.565,38.369,140.239,2100,22.496,14473,8498,菖蒲,最上川
674,38.115,140.048,1361.691,38.35,140.198,1909,29.204,14435,8558,小出,最上川
675,38.066,140.065,984.099,38.304,140.136,1817,27.14,14447,8593,西大塚,最上川
676,38.034,140.099,811.462,38.198,140.102,1578,18.205,14472,8616,下田,最上川
677,37.987,140.14,317.871,38.114,140.048,1350,16.245,14501,8650,糠野目,最上川
678,37.944,140.131,193.829,38.066,140.065,1018,14.73,14495,8681,上新田,最上川
679,37.909,140.12,62.606,38.034,140.097,843,14.021,14487,8706,信濃町,最上川
680,38.397,140.284,481.507,37.986,140.142,359,47.286,14605,8355,西根,寒河江川
681,38.347,140.306,670.376,37.944,140.127,203,47.405,14621,8391,寺津,須川
682,38.292,140.278,423.836,37.909,140.12,85.3,44.715,14601,8430,鮨洗,須川
683,38.234,140.297,340.435,38.397,140.283,478,18.135,14614,8472,前明石,須川
684,38.376,140.206,141.26,38.347,140.307,661,9.396,14549,8370,月布川,月布川
685,38.284,140.124,109.914,38.292,140.279,422,13.59,14490,8436,松程,朝日川
686,38.437,140.335,3502.373,38.234,140.296,350,22.79,14642,8326,押切,最上川
687,38.759,140.065,6112.555,38.376,140.206,158.5,44.256,14447,8094,高屋,最上川
688,38.82,139.976,6310.723,38.284,140.124,84.2,60.882,14383,8050,臼ヶ沢,最上川
689,38.88,139.909,6516.989,38.437,140.336,3597.3,61.642,14335,8007,砂越,最上川
690,38.888,139.842,6556.501,38.759,140.064,6270.9,24.015,14287,8001,両羽橋,最上川
691,38.91,139.824,6558.557,38.82,139.976,6471.1,16.548,14274,7985,下瀬,最上川
692,38.885,139.942,173.53,38.88,139.908,6497.2,3.001,14359,8003,石名坂,相沢川
693,38.884,139.838,249.485,38.887,139.842,6519.4,0.481,14284,8004,広田,京田川
694,38.777,140.017,165.963,38.911,139.826,6774.7,22.277,14413,8081,肝煎,立谷沢川
695,38.648,140.008,93.234,38.886,139.943,168.1,27.018,14406,8174,瀬場,立谷沢川
696,38.637,140.006,6.384,38.884,139.838,247.8,31.065,14405,8182,玉川第六ダム,立谷沢川
697,38.669,140.145,29.999,38.777,140.018,163,16.301,14505,8159,明戸,角川
698,38.74,140.142,5939.077,38.648,140.006,90,15.631,14503,8108,古口（副）,最上川
699,38.747,140.194,838.795,38.637,140.006,7,20.411,14540,8103,岩清水,鮭川
700,38.799,140.213,647.271,38.668,140.145,122,15.698,14554,8065,真木（副）,鮭川
701,38.867,140.228,178.547,38.738,140.143,6096,16.111,14565,8016,八千代橋,鮭川
702,38.903,140.226,39.387,38.746,140.194,812,17.65,14563,7990,小川内,小又川
703,38.86,140.251,330.406,38.799,140.213,618,7.534,14581,8021,真室川（副）,真室川
704,38.867,140.255,208.741,38.868,140.229,173,2.259,14584,8016,安久土,真室川
705,38.865,140.28,109.953,38.903,140.226,43,6.305,14602,8018,平岡橋（副）,金山川
706,38.728,140.226,4976.647,38.86,140.25,320,14.801,14563,8116,本合海,最上川
707,38.702,140.233,4959.509,38.867,140.255,206,18.417,14568,8135,清水,最上川
708,38.687,140.234,184.554,38.864,140.28,106,20.051,14569,8146,通り,銅山川
709,38.653,140.21,126.164,38.729,140.227,5273,8.566,14552,8170,木遠田,銅山川
710,38.608,140.165,98.973,38.702,140.232,5146,11.954,14519,8203,肘折ダム,銅山川
711,38.691,140.278,392.741,38.687,140.235,186,3.768,14601,8143,長者原,最上小国川
712,38.756,140.427,319.324,38.653,140.211,126,21.995,14708,8096,瀬見,最上小国川
713,38.663,140.288,4333.255,38.607,140.164,97,12.457,14608,8163,堀内（副）,最上川
714,38.59,140.369,3939.285,38.691,140.278,397,13.729,14666,8216,大石田（副）,最上川
715,37.917,139.885,74.152,38.756,140.426,319,104.454,14318,8700,下屋地,置賜白川
716,37.913,139.915,58.674,38.663,140.288,4516,89.418,14339,8703,広河原,広河原川
717,38.01,139.967,238.105,38.589,140.369,3963,73.261,14377,8633,手の子,置賜白川
718,38.027,139.987,274.541,37.918,139.886,73.6,15.004,14391,8621,椿,置賜白川
719,38.391,139.997,86.457,37.913,139.915,59,53.542,14398,8359,中村,寒河江川
720,38.449,140.053,240.558,38.011,139.966,237.3,49.211,14439,8317,本道寺,寒河江川
721,38.117,139.933,13.729,38.027,139.987,276.7,11.056,14352,8556,合地沢,置賜野川
723,38.097,139.983,106.506,38.391,139.997,85.7,32.657,14388,8571,平山,置賜野川
724,38.116,140.028,117.789,38.449,140.053,240,37.028,14421,8557,谷地橋,置賜野川
725,38.608,139.833,258.701,38.121,139.928,11.2,54.693,14280,8203,笹目橋,赤川
726,38.631,139.849,558.489,38.096,139.983,106.1,60.531,14292,8186,熊出,赤川
727,38.678,139.86,605.112,38.116,140.027,119.4,64.067,14300,8152,黒川橋,赤川
728,38.726,139.851,616.984,38.607,139.833,253.5,13.303,14293,8118,羽黒橋,赤川
729,38.773,139.849,650.29,38.631,139.848,551.5,15.763,14292,8084,横山,赤川
730,38.808,139.851,681.159,38.678,139.862,597.8,14.463,14293,8059,押切,赤川
731,38.841,139.815,695.858,38.726,139.851,629,13.143,14267,8035,浜中,赤川
732,38.617,139.84,554.226,38.773,139.849,646.9,17.335,14285,8196,落合左岸,梵字川
733,38.617,139.84,554.226,38.807,139.851,673.7,21.113,14285,8196,落合右岸,梵字川
734,38.59,139.852,283.162,38.841,139.814,695.1,28.059,14294,8216,三栗屋,梵字川
735,38.572,139.923,31.09,38.617,139.84,551.5,8.789,14345,8229,田麦俣,田麦川
736,43.638,145.081,677.603,38.617,139.84,551.5,710.039,18059,4581,合流点,標津川
737,43.672,145.126,692.436,38.59,139.852,283.4,717.054,18091,4557,河口,標津川
738,45.245,141.847,83.563,38.571,139.923,30.7,758.217,15730,3424,小松橋,声問川
739,36.633,140.398,896.613,43.638,145.081,657,873.855,14687,9625,山方,久慈川
740,36.553,140.426,950.756,43.671,145.125,701,885.703,14707,9682,富岡,久慈川
741,36.503,140.519,1176.601,45.245,141.846,83.4,977.193,14774,9718,額田,久慈川
742,36.502,140.553,1179.354,36.633,140.397,898,20.157,14799,9719,榊橋上,久慈川
743,36.494,140.569,1431.177,36.553,140.427,951,14.304,14810,9725,榊橋,久慈川
744,36.481,140.608,6.421,36.504,140.519,1193,8.373,14838,9734,久慈大橋,久慈川
745,36.541,140.472,90.83,36.496,140.554,1197,8.881,14740,9691,常井橋,山田川
746,36.537,140.54,194.477,36.495,140.568,1442,5.293,14789,9694,機初,里川
747,36.341,140.581,2802.099,36.481,140.608,-9999,15.723,14819,9835,湊大橋,那珂川
748,36.377,140.481,2614.387,36.541,140.471,89,18.221,14747,9809,水府橋,那珂川
749,36.422,140.433,2575.945,36.537,140.541,188,16.016,14712,9777,下国井,那珂川
750,36.549,140.326,2244.966,36.341,140.583,2814,32.613,14635,9685,野口,那珂川
751,36.595,140.178,2006.733,36.377,140.48,2552,36.298,14529,9652,川堀,那珂川
752,36.756,140.142,1285.319,36.421,140.435,2517,45.492,14503,9536,小口,那珂川
753,36.856,140.117,651.836,36.55,140.326,2181,38.754,14485,9464,黒羽,那珂川
754,36.37,140.498,77.514,36.594,140.178,1941,37.95,14759,9814,搦手橋,桜川
755,36.322,140.565,458.815,36.756,140.143,1255,61.216,14807,9849,涸沼橋,涸沼川
756,36.437,140.419,109.018,36.857,140.119,648,53.776,14702,9766,上合橋,藤井川
757,35.922,139.977,11033.573,36.369,140.498,52,68.254,14384,10137,高野,利根川
758,35.983,139.892,8951.104,36.321,140.564,461,71.159,14323,10093,芽吹橋,利根川
759,36.145,139.702,8672.199,36.437,140.418,109,72.02,14186,9976,栗橋,利根川
760,36.192,139.515,6013.871,35.922,139.978,-9999,51.359,14051,9942,川俣,利根川
761,36.238,139.383,5894.721,35.982,139.89,8849,53.765,13956,9909,古戸,利根川
762,36.262,139.198,5105.802,36.143,139.698,8588,46.865,13823,9892,八斗島,利根川
763,36.313,139.12,3283.922,36.195,139.515,6018,37.837,13767,9855,上福島,利根川
764,36.191,139.694,2610.373,36.241,139.383,5986,28.51,14180,9943,古河,渡良瀬川
765,36.262,139.658,1230.73,36.264,139.198,5150,41.338,14154,9892,藤岡,渡良瀬川
766,36.263,139.748,871.898,36.313,139.12,3661,56.689,14219,9891,乙女,思川
767,36.387,139.792,595.395,36.193,139.696,2203,23.19,14251,9802,大光寺,思川
768,36.292,139.733,207.982,36.254,139.654,1209.5,8.256,14208,9870,中里,巴波川
769,36.344,139.72,164.654,36.262,139.748,760,9.44,14199,9833,山下橋,永野川
770,35.738,140.835,15499.358,36.388,139.791,-9999,118.525,15002,10269,銚子,利根川
771,35.823,140.719,15381.41,36.293,139.733,205,103.011,14918,10208,太田新田,利根川
772,35.89,140.585,13131.684,36.343,139.72,-9999,92.689,14822,10160,一之分目,利根川
773,35.908,140.497,13119.95,35.736,140.838,15872,36.246,14758,10147,横利根,利根川
774,35.915,140.445,13003.343,35.824,140.719,15789,26.724,14721,10142,川尻,利根川
775,35.885,140.349,12982.7,35.888,140.583,13521,21.131,14652,10163,金江津,利根川
776,35.865,140.317,12816.673,35.91,140.497,13487,17.001,14629,10178,新川,利根川
777,35.855,140.237,12810.812,35.913,140.445,13298,19.854,14571,10185,須賀,利根川
778,35.853,140.14,12100.016,35.886,140.348,13286,19.139,14501,10186,布川,利根川
779,35.87,140.127,12099.037,35.863,140.317,13169,17.178,14492,10174,押付,利根川
780,35.891,140.056,11084.525,35.853,140.237,13151,16.882,14441,10159,取手,利根川
781,35.887,140.133,956.622,35.853,140.138,12458,3.8,14496,10162,戸田井,小貝川
782,35.913,140.14,955.785,35.872,140.129,12458,4.656,14501,10143,中郷,小貝川
783,35.84,140.119,43.332,35.894,140.059,12168,8.079,14486,10196,発作橋,下手賀川
784,35.874,139.984,29.626,35.898,140.126,1043,13.096,14389,10171,呼塚橋,大堀川
785,35.808,140.319,57.632,35.913,140.14,1003,19.928,14630,10219,新妻橋,根木名川
786,35.845,140.344,24.192,35.839,140.119,-9999,20.337,14648,10192,水掛橋,尾羽根川
787,35.941,140.131,158.643,35.874,139.983,-9999,15.29,14495,10123,牛久沼湖面,牛久沼
788,36.028,140.294,1.867,35.808,140.319,-9999,24.515,14612,10060,木原,霞ヶ浦
789,36.016,140.38,1.23,35.843,140.342,-9999,19.499,14674,10069,大山,霞ヶ浦
790,36.065,140.37,1.18,35.941,140.127,-9999,25.87,14667,10034,出島,霞ヶ浦
791,36.035,140.401,1059.143,36.028,140.295,-9999,9.585,14689,10055,湖心,霞ヶ浦
792,36.135,140.394,1.322,36.009,140.374,-9999,14.097,14684,9983,八木蒔,霞ヶ浦
793,36.059,140.422,6.93,36.07,140.375,-9999,4.406,14704,10038,井上,霞ヶ浦
794,35.965,140.49,2.122,36.038,140.404,-9999,11.212,14753,10106,麻生沖,霞ヶ浦
795,36.028,140.566,320.858,36.128,140.39,-9999,19.349,14808,10060,白浜,北浦
796,35.963,140.609,3.201,36.057,140.424,-9999,19.671,14839,10107,神宮橋,鰐川
797,35.958,140.513,1593.536,35.965,140.489,-9999,2.3,14770,10111,牛堀,常陸利根川
798,35.934,140.549,1646.292,36.028,140.56,-9999,10.478,14796,10128,潮来,常陸利根川
799,35.923,140.577,1649.379,35.963,140.609,-9999,5.296,14816,10136,十番,常陸利根川
800,35.899,140.608,2092.223,35.958,140.514,1605,10.715,14838,10153,賀,常陸利根川
801,35.841,140.708,2133.02,35.934,140.55,1655,17.605,14910,10195,波崎上,常陸利根川
802,35.841,140.708,2133.02,35.923,140.577,1664,14.923,14910,10195,波崎下,常陸利根川
804,36.113,140.142,322.893,35.901,140.61,2129.3,48.308,14503,9999,藤沢新田,桜川
805,36.184,140.259,145.932,35.842,140.708,2157,55.483,14587,9948,恋瀬川,恋瀬川
806,35.944,140.251,122.809,35.841,140.709,2157,42.9,14581,10121,小野川,小野川
807,36.01,140.265,17.859,35.937,140.498,177,22.523,14591,10073,塙,清明川
808,36.169,140.352,74.098,36.114,140.143,352.7,19.775,14654,9959,小川,園部川
809,36.158,140.476,107.486,36.184,140.259,227.2,19.735,14743,9967,巴川,巴川
810,36.158,140.512,44.702,35.944,140.251,158.3,33.419,14769,9967,鉾田川,鉾田川
812,35.702,139.926,139.926,36.011,140.265,25.6,45.968,14347,10295,可動堰下,江戸川
813,35.703,139.922,139.756,36.169,140.352,80.1,64.646,14344,10294,可動堰上,江戸川
814,35.738,139.901,137.38,36.158,140.476,130.8,69.735,14329,10269,市川,江戸川
815,35.783,139.894,83.403,36.157,140.512,53.8,69.493,14324,10237,松戸,江戸川
816,35.819,139.89,81.508,35.682,139.946,8793.6,16.023,14321,10211,三郷（4）,江戸川
817,35.822,139.89,81.407,35.701,139.926,8793.6,13.815,14321,10209,松戸水門,江戸川
818,35.851,139.894,79.977,35.703,139.921,8793.6,16.602,14324,10188,流山,江戸川
819,35.938,139.851,30.983,35.738,139.902,8793.6,22.665,14293,10125,野田,江戸川
820,35.992,139.82,12.963,35.782,139.894,8751.29,24.239,14271,10086,東金野井,江戸川
821,36.031,139.817,3.098,35.817,139.888,8716.13,24.594,14269,10058,宝珠花,江戸川
822,36.09,139.777,0.151,35.823,139.891,-9999,31.36,14240,10016,西関宿,江戸川
823,36.103,139.788,8832.593,35.851,139.894,8705.26,29.551,14248,10006,北関宿,利根川
824,36.122,139.765,8706.729,35.938,139.85,8687.87,21.807,14231,9993,利根関宿,利根川
825,35.662,139.887,8.632,35.992,139.82,8670.31,37.112,14319,10324,堀江,旧江戸川
826,35.701,139.919,0.181,36.031,139.817,8664.25,37.757,14342,10296,江戸川水門下,旧江戸川
827,35.703,139.917,0.262,36.09,139.776,8664.25,44.788,14341,10294,江戸川水門上,旧江戸川
828,35.916,139.903,22.496,36.103,139.789,8771.15,23.155,14331,10141,運河,利根運河
829,35.926,139.94,15.002,36.122,139.766,8564.25,26.813,14357,10134,江川（外）,利根運河
830,35.924,139.952,1.036,35.661,139.888,9780.9,29.749,14366,10135,船戸（導）,利根運河
831,35.933,139.956,11032.037,35.701,139.918,8793.6,25.97,14369,10129,船戸（取）,利根運河
832,35.83,139.908,21.006,35.703,139.917,8793.6,14.115,14334,10203,大谷口新田,坂川
833,35.799,139.895,33.97,35.915,139.903,23.26,12.892,14325,10225,古ヶ崎（内）,六間川
834,35.738,139.926,30.655,35.926,139.939,-9999,20.893,14347,10269,須和田,真間川
835,35.749,139.862,743.319,35.929,139.951,-9999,21.53,14301,10261,高砂,中川
836,35.778,139.851,737.925,35.93,139.954,-9999,19.261,14293,10240,飯塚橋,中川
837,35.817,139.869,670.179,35.83,139.907,45.51,3.724,14306,10212,三郷（1）,中川
838,35.847,139.842,661.279,35.799,139.895,-9999,7.163,14287,10191,八条橋,中川
839,35.884,139.838,652.24,35.736,139.926,31,18.247,14284,10164,吉川,中川
840,35.908,139.835,168.648,35.749,139.861,789.97,17.798,14282,10147,川藤,中川
841,35.956,139.806,220.674,35.779,139.85,730.4,20.037,14261,10112,倉田,中川
842,35.916,139.808,166.472,35.818,139.87,724.37,12.23,14262,10141,前波,古利根川
843,35.978,139.774,159.554,35.847,139.842,705.58,15.778,14238,10096,春日部,古利根川
844,35.913,139.802,37.846,35.884,139.838,670.15,4.573,14258,10143,増林,新方川
845,35.898,139.787,176.281,35.907,139.837,154.97,4.623,14247,10154,宮前,元荒川
846,35.817,139.884,43.452,35.955,139.805,224.74,16.892,14317,10212,大場川（2）,大場川
847,35.817,139.884,43.452,35.916,139.808,162.26,12.952,14317,10212,大場川（3）,大場川
848,35.817,139.884,43.452,35.978,139.774,155.76,20.438,14317,10212,大場川（1）,大場川
849,35.792,139.828,203.31,35.913,139.802,48.77,13.629,14277,10230,内匠橋,綾瀬川
850,35.819,139.822,175.736,35.898,139.787,209.71,9.318,14272,10211,柳ノ宮,綾瀬川
851,35.838,139.806,157.092,35.817,139.884,38.33,7.423,14261,10197,谷古宇,綾瀬川
852,35.887,139.742,124.55,35.818,139.886,38.33,15.094,14215,10162,畷橋,綾瀬川
853,36.269,139.592,1136.729,35.819,139.884,38.33,56.441,14107,9887,大島,渡良瀬川
854,36.302,139.503,757.988,35.793,139.828,-9999,63.619,14043,9863,早川田上,渡良瀬川
855,36.32,139.465,699.875,35.818,139.822,143.69,64.32,14015,9850,岩井分水路,渡良瀬川
856,36.32,139.465,699.875,35.838,139.807,124.05,61.72,14015,9850,岩井,渡良瀬川
857,36.334,139.445,696.331,35.887,139.742,-9999,56.348,14001,9840,足利,渡良瀬川
858,36.356,139.387,646.766,36.268,139.593,1144,20.92,13959,9824,葉鹿橋,渡良瀬川
859,36.376,139.36,512.221,36.302,139.503,748,15.24,13940,9810,松原橋,渡良瀬川
860,36.434,139.281,470.306,36.32,139.464,694,20.729,13883,9768,高津戸,渡良瀬川
861,36.281,139.577,100.594,36.32,139.464,694,11.032,14096,9878,伊保内橋,秋山川
862,36.278,139.58,100.627,36.334,139.445,692,13.624,14098,9880,伊保内新橋,秋山川
863,36.278,139.502,42.16,36.355,139.387,582,13.404,14042,9880,足森橋,矢場川
864,36.302,139.442,11.556,36.376,139.361,-9999,10.969,13999,9863,藤本,矢場川
865,36.306,139.534,145.405,36.434,139.28,472,26.856,14065,9860,高田橋,旗川
866,36.409,139.352,88.395,36.281,139.577,109,24.691,13934,9786,広見橋,桐生川
867,36.749,139.798,1065.825,36.279,139.579,-9999,55.723,14255,9541,佐貫（上）,鬼怒川
868,36.748,139.801,1065.968,36.279,139.502,38,58.532,14257,9542,佐貫（下）,鬼怒川
869,36.612,139.974,5.612,36.302,139.443,-9999,58.729,14382,9640,宝積寺（上）,鬼怒川
870,36.605,139.972,1200.214,36.306,139.534,146,51.405,14380,9645,宝積寺（廃止）,鬼怒川
871,36.603,139.972,1200.323,36.407,139.35,75,59.816,14380,9646,宝積寺（下）,鬼怒川
872,36.542,139.948,1208.452,36.75,139.798,-9999,26.696,14363,9690,石井（右）,鬼怒川
873,36.291,139.91,1564.734,36.748,139.801,1070.3,51.644,14336,9871,川島,鬼怒川
874,36.226,139.91,1625.677,36.611,139.974,-9999,43.106,14336,9918,平方,鬼怒川
875,36.152,139.948,1701.955,36.605,139.978,1210.2,50.339,14363,9971,鎌庭,鬼怒川
876,36.022,139.984,1780.154,36.604,139.976,-9999,64.585,14389,10065,鬼怒川水海道,鬼怒川
877,36.431,140.066,162.194,36.542,139.947,1230,16.291,14448,9770,田野橋,小貝川
878,36.392,140.031,206.261,36.291,139.911,1333.5,15.546,14423,9798,三谷,小貝川
879,36.291,139.998,246.544,36.226,139.912,1626.4,10.571,14399,9871,養蚕,小貝川
880,36.251,139.997,588.96,36.153,139.949,1696.1,11.699,14398,9900,黒子,小貝川
881,36.108,140.001,705.974,36.022,139.985,1740.1,9.651,14401,10003,上郷,小貝川
882,36.017,139.999,724.046,36.433,140.065,-9999,46.541,14400,10068,小貝川水海道,小貝川
883,36.003,139.994,728.541,36.392,140.031,222.7,43.293,14396,10078,川又,小貝川
884,35.926,140.128,794.675,36.291,139.998,259.7,42.159,14493,10134,文巻,小貝川
885,36.409,139.988,243.329,36.25,139.996,580,17.658,14392,9786,二宮,五行川
886,36.549,138.784,747.261,36.107,139.999,635.8,119.611,13525,9685,岩島,吾妻川
887,36.385,139.058,3261.35,36.018,139.997,757.5,93.753,13722,9803,前橋,利根川
888,36.597,139.051,1688.412,36.004,139.992,758.6,107.115,13717,9651,岩本,利根川
889,36.769,138.972,494.326,35.925,140.129,831,139.848,13660,9527,湯原,利根川
890,36.381,138.876,155.534,36.409,139.988,-9999,99.807,13591,9806,上里見,烏川
891,36.552,138.922,1256.26,36.55,138.784,747,12.359,13624,9683,村上,吾妻川
892,36.658,139.094,636.824,36.385,139.057,3266.4,30.476,13748,9607,上久屋,片品川
893,36.712,139.209,338.431,36.597,139.05,1692,19.104,13831,9568,千鳥,片品川
894,36.769,139.223,251.929,36.769,138.971,499.9,22.501,13841,9527,鎌田,片品川
895,36.683,138.983,185.127,36.381,138.876,156,34.855,13668,9589,小袖橋,赤谷川
896,36.751,138.888,56.366,36.552,138.921,1239,22.28,13600,9540,川古,赤谷川
897,36.727,138.869,37.278,36.658,139.094,633,21.517,13586,9557,吹路,西川
898,36.965,139.619,75.257,36.709,139.208,331.9,46.381,14126,9386,清水バイパス取水口,湯西川
899,36.322,138.999,550.088,36.768,139.223,359,53.402,13680,9849,高松,烏川
900,36.291,139.076,1217.728,36.683,138.983,184,44.29,13735,9871,岩鼻,烏川
901,36.28,139.124,1341.795,36.75,138.888,56,56.277,13770,9879,新町,烏川
902,36.322,138.888,121.789,36.728,138.869,35,45.085,13600,9849,安中,碓氷川
903,36.26,139.026,549.262,36.963,139.618,-9999,94.29,13699,9893,岩井,鏑川
904,36.27,139.042,554.214,36.322,139,557.2,6.894,13711,9886,山名,鏑川
905,36.194,139.063,382.182,36.291,139.076,1228.7,10.827,13726,9941,浄法寺,神流川
906,36.273,139.128,411.818,36.28,139.124,-9999,0.856,13773,9884,勅使河原,神流川
907,36.192,138.96,41.653,36.321,138.888,122.4,15.709,13652,9942,上鹿島橋,鏑川
908,36.419,138.795,105.039,36.261,139.026,552.2,27.156,13533,9779,水沼橋,烏川
909,36.277,139.153,1794.01,36.271,139.043,556.3,9.907,13791,9881,玉村,烏川
910,36.217,138.803,302.622,36.194,139.064,385.2,23.609,13539,9924,石淵橋,鏑川
911,36.112,139.198,901.33,36.272,139.129,414.9,18.807,13823,10000,寄居,荒川
912,36.135,139.283,941.617,36.192,138.96,41.9,29.743,13884,9983,植松橋,荒川
913,36.137,139.378,968.033,36.419,138.795,104.5,61.015,13953,9982,熊谷,荒川
914,36.084,139.438,974.003,36.278,139.156,1808.8,33.27,13996,10020,大芦橋,荒川
915,35.984,139.517,1203.673,36.217,138.803,303.2,69.298,14053,10092,太郎右衛門橋,荒川
916,35.892,139.562,1975.292,36.113,139.198,905,40.969,14085,10158,治水橋,荒川
917,36.092,139.428,44.077,36.135,139.282,-9999,13.984,13989,10014,玉作,和田吉野川
918,36.019,139.481,139.779,36.138,139.378,1000,16.138,14027,10067,小見野,市野川
