ID,lat_alloc,lon_alloc,area_alloc,lat_ori,lon_ori,area_ori,area_diff,area_error,loc_km_diff,alloc_score,ix,ix,lat_mod,lon_mod,area_mod,Modify,Station Name,River Name,Country,File Date,Last Update,Downstream GRDC Station,Altitude
3627650,-7.204,-60.646,130641.477,-7.208,-60.65,131000,-355.828,-0.003,0.883,0.179,7161,5833,-7.208,-60.65,131000,,Prainha Velha,"ARIPUANA, RIO",BR,2020/1/31,2018/5/18,3627010,107
3627651,-7.704,-60.587,70054.398,-7.707,-60.587,70100,-44.586,-0.001,0.562,0.113,7165,5863,-7.707,-60.587,70100,,Boca Do Guariba,"ARIPUANA, RIO",BR,2020/1/31,2018/5/18,3627650,60
3627660,-7.738,-60.579,16217.102,-7.739,-60.576,16300,-82.904,-0.005,0.35,0.074,7166,5865,-7.739,-60.576,16300,,Leontino,"GUARIBE, RIO",BR,2020/1/31,2018/5/18,3627651,-999
3627700,-6.796,-59.037,12674.469,-6.75,-58.93,14597,-1915.543,-0.131,13.223,2.758,7258,5808,-6.75,-58.93,14597,,Santarem,"SUCUNDURI, RIO",BR,2020/1/31,2018/5/18,3629000,-999
3627701,-6.796,-59.037,12674.469,-6.796,-59.042,12700,-18.543,-0.001,0.442,0.09,7258,5808,-6.796,-59.042,12700,,Santarem Sucunduri,"SUCUNDURI, RIO",BR,2020/1/31,2018/5/18,3627700,49
3627810,-12.854,-62.896,110329.617,-12.851,-62.899,110000,329.617,0.003,1.085,0.22,7027,6172,-12.851,-62.899,110000,,Pedras Negras,"GUAPORE, RIO",BR,2020/1/31,2018/5/18,3627811,152
3627811,-12.429,-64.429,339994.281,-12.427,-64.425,341000,-1001.5,-0.003,0.221,0.046,6935,6146,-12.427,-64.425,341000,,Principe Da Beira,"GUAPORE, RIO",BR,2020/1/31,2018/5/18,3627110,-999
3627812,-13.488,-61.054,51944.18,-13.486,-61.05,54200,-2254.246,-0.042,1.091,0.251,7137,6210,-13.486,-61.05,54200,,Pimenteiras,"GUAPORE, RIO",BR,2020/1/31,2018/5/18,3627810,-999
3627813,-15.013,-59.962,22466.963,-15.009,-59.958,22500,-32.074,-0.001,0.111,0.023,7203,6301,-15.009,-59.958,22500,,Mato Grosso,"GUAPORE, RIO",BR,2020/1/31,2018/5/18,3627812,200
3627814,-15.213,-59.354,2983.714,-15.215,-59.354,2990,-7.163,-0.002,1.504,0.303,7240,6313,-15.215,-59.354,2990,,Pontes E Lacerda,"GUAPORE, RIO",BR,2020/1/31,2018/5/18,3627813,230
3627820,-11.929,-62.154,1438.025,-11.931,-62.153,1430,36.972,0.026,0.859,0.198,7071,6116,-11.931,-62.153,1430,,Cachoeira Do Cachimbo,"BRANCO, RIO",BR,2020/1/31,2018/5/18,3627811,-999
3627900,-7.104,-59.687,5002.359,-7.101,-59.683,4970,32.326,0.007,1.26,0.259,7219,5827,-7.101,-59.683,4970,,Acari Br-230,"ACARI, RIO",BR,2020/1/31,2018/5/18,3629000,-999
3628050,-1.254,-60.396,1506.967,-1.267,-60.4,1721,-214.47,-0.125,1.336,0.374,7177,5476,-1.267,-60.4,1721,,Posto Funai,"SANTO ANTONIO DO ABUNARI, RIO",BR,2020/1/31,2018/5/18,3628401,-999
3628100,-1.096,-56.037,34378.109,-1.101,-56.04,34751,-367.848,-0.011,0.805,0.169,7438,5467,-1.101,-56.04,34751,,Vista Alegre - Conj 1,"PARU DE OESTE, RIO",BR,2020/1/31,2018/5/18,-999,5.309999943
3628150,2.221,-55.954,889.827,2.224,-55.956,945,-55.249,-0.058,0.249,0.096,7443,5267,2.224,-55.956,945,,Tirios,"PARU DE OESTE, RIO",BR,2020/1/31,2018/5/18,3628100,-999
3628200,-1.088,-57.046,77669.211,-1.087,-57.047,76782,891.109,0.012,0.784,0.168,7378,5466,-1.087,-57.047,76782,,Cach Da Porteira - Conj 1,"TROMBETAS, RIO",BR,2020/1/31,2018/5/18,3629000,-999
3628201,-1.063,-57.062,51698.504,-1.065,-57.061,50650,1048.512,0.021,0.843,0.189,7377,5464,-1.065,-57.061,50650,,Caramujo,"TROMBETAS, RIO",BR,2020/1/31,2018/5/18,3628200,-999
3628202,-0.996,-57.037,39052.828,-0.998,-57.043,37910,1143.082,0.03,0.673,0.165,7378,5460,-0.998,-57.043,37910,,Garganta,"TROMBETAS, RIO",BR,2020/1/31,2018/5/18,3628201,-999
3628300,-1.438,-57.829,9804.56,-1.438,-57.827,10615,-798.645,-0.075,0.495,0.16,7331,5487,-1.438,-57.827,10615,,Mineracao Caima,"NHAMUNDA, RIO",BR,2020/1/31,2018/5/18,3629000,-999
3628400,-2.113,-59.337,20431.479,-2.109,-59.335,20394,37.48,0.002,0.786,0.159,7240,5527,-2.109,-59.335,20394,,Cachoeira Morena,"UATUMA, RIO",BR,2020/1/31,2018/5/18,3629000,-999
3628401,-1.938,-59.479,18835.195,-1.938,-59.483,19126,-289.496,-0.015,0.994,0.21,7232,5517,-1.938,-59.483,19126,,Balbina P-8 (Uhe Balbina),"UATUMA, RIO",BR,2020/1/31,2018/5/18,3628400,-999
3628500,-1.104,-57.054,25871.723,-1.101,-57.057,26040,-168.105,-0.006,0.782,0.161,7377,5467,-1.101,-57.057,26040,,Estirao Da Angelica,"MAPUERA, RIO",BR,2020/1/31,2018/5/18,3628200,11.82999992
3628501,-0.696,-57.979,21349.996,-0.695,-57.975,21400,-50.193,-0.002,0.332,0.068,7322,5442,-0.695,-57.975,21400,,Aldea Wai-Wai,"MAPUERA, RIO",BR,2020/1/31,2018/5/18,3628500,82.58999634
3629000,-1.938,-55.504,4671828,-1.947,-55.511,4680000,-8171,-0.002,0.646,0.13,7470,5517,-1.947,-55.511,4680000,,Obidos - Porto,AMAZON RIVER,BR,2020/1/31,2018/5/18,-999,37
3629001,-1.921,-55.521,4671808,-1.919,-55.513,4680000,-8176,-0.002,0.866,0.174,7470,5516,-1.919,-55.513,4680000,,Obidos - Linigrafo,AMAZON RIVER,BR,2020/1/31,2018/5/18,-999,37
3629100,-1.504,-54.871,19810.613,-1.503,-54.873,20803,1078.398,0.052,0.596,0.171,7508,5491,-1.503,-54.873,20803,,Boca Do Inferno,"CURUA, RIO",BR,2020/1/31,2018/5/18,3629210,-999
3629150,-6.046,-57.637,363330,-6.045,-57.643,363000,332.469,0.001,0.35,0.071,7342,5763,-6.045,-57.643,363000,,Fortaleza,"TAPAJOS, RIO",BR,2020/1/31,2018/5/18,3629152,-999
3629152,-5.154,-56.846,387529.688,-5.153,-56.854,387000,812.562,0.002,0.709,0.144,7389,5710,-5.153,-56.854,387000,,Jatoba,"TAPAJOS, RIO",BR,2020/1/31,2018/5/18,3629151,-999
3629180,-7.338,-58.146,332887.062,-7.34,-58.155,333000,-112.25,0,1.453,0.291,7312,5841,-7.34,-58.155,333000,,Barra Do Sao Manuel-Jusante,"TAPAJOS, RIO",BR,2020/1/31,2018/5/18,3629150,-999
3629210,-7.038,-55.462,12405.321,-7.009,-55.407,12300,93.438,0.008,6.657,1.339,7474,5824,-7.009,-55.407,12300,,Novo Progresso,"JAMANXIM, RIO",BR,2020/1/31,2018/5/18,3629205,-999
3629380,-11.363,-58.337,55927.758,-11.358,-58.343,55900,2278.316,0.041,0.11,0.063,7300,6082,-11.358,-58.343,55900,,Fontanilhas,"JURUENA, RIO",BR,2020/1/31,2018/5/18,3629390,247
3629390,-7.729,-58.287,182418.094,-7.731,-58.281,182000,419.5,0.002,1.383,0.279,7303,5864,-7.731,-58.281,182000,,Foz Do Juruena,"JURUENA, RIO",BR,2020/1/31,2018/5/18,3629150,123
3629700,-13.054,-55.887,5440.14,-13.051,-55.89,5635,-158.471,-0.028,0.804,0.183,7447,6184,-13.051,-55.89,5635,,Lucas Do Rio Verde,"AGUA VERDE, RIO",BR,2020/1/31,2018/5/18,3629773,373
3629770,-8.863,-57.404,131217.938,-8.858,-57.402,131000,1749.125,0.013,0.66,0.145,7356,5932,-8.858,-57.402,131000,,Santa Rosa,"SAO MANOEL, RIO",BR,2020/1/31,2018/5/18,3629790,212
3629771,-9.638,-56.021,81738.242,-9.642,-56.018,81600,139.391,0.002,0.768,0.155,7439,5979,-9.642,-56.018,81600,,Jusante Foz Peixoto De Azevedo,"SAO MANOEL, RIO",BR,2020/1/31,2018/5/18,3629770,233
3629772,-10.113,-55.571,52318.625,-10.113,-55.57,52200,137.785,0.003,1.426,0.288,7467,6007,-10.113,-55.57,52200,,Indeco,"SAO MANOEL, RIO",BR,2020/1/31,2018/5/18,3629771,245
3629773,-11.646,-55.704,34764.688,-11.646,-55.702,34600,170.227,0.005,1.176,0.24,7459,6099,-11.646,-55.702,34600,,Cachoeirao,"SAO MANOEL, RIO",BR,2020/1/31,2018/5/18,3629772,317
3629774,-12.671,-55.796,14111.077,-12.674,-55.792,13900,211.082,0.015,0.111,0.037,7453,6161,-12.674,-55.792,13900,,Teles Pires,"SAO MANOEL, RIO",BR,2020/1/31,2018/5/18,3629773,323
3629775,-13.554,-55.329,10904.354,-13.556,-55.332,10800,101.997,0.009,1.105,0.23,7480,6214,-13.556,-55.332,10800,,Porto Roncardo,"SAO MANOEL, RIO",BR,2020/1/31,2018/5/18,3629774,358
3629790,-7.613,-57.946,138678.484,-7.615,-57.95,138000,680.078,0.005,1.174,0.24,7324,5857,-7.615,-57.95,138000,,Tres Marias,"SAO MANOEL, RIO",BR,2020/1/31,2018/5/18,3629180,129
3629800,-10.179,-55.362,17486.219,-10.183,-55.367,17278,293.672,0.017,1.245,0.266,7478,6011,-10.183,-55.367,17278,,Estrada Cuiaba - Santarem,"PEIXOTO DE AZEVEDO, RIO",BR,2020/1/31,2018/5/18,3629771,252
3629810,-9.813,-54.887,1012.589,-9.817,-54.886,1010,2.589,0.003,1.193,0.241,7507,5989,-9.817,-54.886,1010,,Cachimbo,"BRACO DO SUL, RIO",BR,2020/1/31,2018/5/18,3629771,431
3629815,-9.346,-54.904,489.358,-9.342,-54.908,465,24.484,0.053,0,0.053,7506,5961,-9.342,-54.908,465,,Base Do Cachimbo,"BRACO DO NORTE, RIO",BR,2020/1/31,2018/5/18,3629771,-999
3629900,-11.763,-58.037,24694.273,-11.764,-58.036,24700,1.904,0,0.932,0.187,7318,6106,-11.764,-58.036,24700,,Fazenda Tombador,"SANGUE, RIO DO",BR,2020/1/31,2018/5/18,3629390,256
3629910,-11.538,-57.429,37007.285,-11.536,-57.423,37100,-92.883,-0.003,0.698,0.142,7355,6093,-11.536,-57.423,37100,,Porto Dos Gauchos,"ARINOS, RIO",BR,2020/1/31,2018/5/18,3629390,237
3629911,-13.388,-56.612,14767.569,-13.384,-56.61,14800,-29.259,-0.002,0.911,0.184,7404,6204,-13.384,-56.61,14800,,Fazenda Riacho Doce (Ex Taua),"ARINOS, RIO",BR,2020/1/31,2018/5/18,3629910,284
3629950,-13.029,-58.279,4355.302,-13.033,-58.283,4370,-10.98,-0.003,1.239,0.25,7304,6182,-13.033,-58.283,4370,,Utiariti,"SAUERUINA, RIO",BR,2020/1/31,2018/5/18,3629380,379
3630010,-3.729,-51.571,24745.283,-3.731,-51.568,24575,173.365,0.007,1.023,0.212,7706,5624,-3.731,-51.568,24575,,Fazenda Cipauba,"BACAJA, RIO",BR,2020/1/31,2018/5/18,-999,-999
3630050,-3.229,-52.187,447508.656,-3.215,-52.212,446203,1304.719,0.003,3.722,0.747,7669,5595,-3.215,-52.212,446203,,Altamira,"XINGU, RIO",BR,2020/1/31,2018/5/18,-999,-999
3630051,-6.738,-51.987,210407.672,-6.736,-51.995,206863,3544.828,0.017,0.742,0.165,7681,5805,-6.736,-51.995,206863,,Boa Sorte,"XINGU, RIO",BR,2020/1/31,2018/5/18,3630050,-999
3630120,-4.529,-54.021,122117.312,-4.528,-54.013,123827,-1709.664,-0.014,1.373,0.285,7559,5672,-4.528,-54.013,123827,,Pedra Do O,"IRIRI, RIO",BR,2020/1/31,2018/5/18,3630050,-999
3630150,-5.696,-54.246,58654.16,-5.697,-54.246,60058,-1402.355,-0.023,0.709,0.16,7546,5742,-5.697,-54.246,60058,,Laranjeiras,"IRIRI, RIO",BR,2020/1/31,2018/5/18,3630120,-999
3630200,-6.746,-51.771,42435.734,-6.745,-51.774,43030,-559.762,-0.013,0.35,0.08,7694,5805,-6.745,-51.774,43030,,Boa Esperanca,"FRESCO, RIO",BR,2020/1/31,2018/5/18,3630050,-999
3630210,-5.646,-54.521,35595.25,-5.65,-54.521,35213,383.848,0.011,0.989,0.209,7529,5739,-5.65,-54.521,35213,,Cajueiro,"CURUA, RIO",BR,2020/1/31,2018/5/18,3630120,-999
3630215,-6.554,-54.846,25572.018,-6.57,-54.82,20803,4769.484,0.229,2.771,0.783,7510,5794,-6.57,-54.82,20803,,Boca Do Inferno,"CURUA, RIO",BR,2020/1/31,2018/5/18,3630210,-999
3630219,-8.771,-54.954,1099.456,-8.767,-54.95,1631,-525.696,-0.322,1.248,0.606,7504,5927,-8.767,-54.95,1631,,Cachoeira Da Luz,"CURUA, RIO",BR,2020/1/31,2018/5/18,3630210,-999
3630300,-1.779,-54.396,12405.104,-1.779,-54.397,17072,-4665.645,-0.273,0.71,0.424,7537,5507,-1.779,-54.397,17072,,Arapari,"MAICURU, RIO",BR,2020/1/31,2018/5/18,-999,-999
3630600,-3.679,-53.554,2967.5,-3.677,-53.554,2978,5.963,0.002,0.496,0.101,7587,5621,-3.677,-53.554,2978,,Uruara,"URUARA, RIO",BR,2020/1/31,2018/5/18,-999,-999
3630700,-13.138,-54.446,3859.117,-13.141,-54.445,3860,-0.882,0,0.343,0.069,7534,6189,-13.141,-54.445,3860,,Fazenda Itaguacu,"RONURO, RIO",BR,2020/1/31,2018/5/18,3630051,317
3630900,-14.613,-53.996,706.858,-14.611,-53.999,1317,-607.419,-0.461,0.824,0.807,7561,6277,-14.611,-53.999,1317,,Passagem Da Br-309,"CULUENE, RIO",BR,2020/1/31,2018/5/18,3630051,570
3631050,0.712,-51.438,30563.238,0.707,-51.439,29820,743.572,0.025,0.352,0.095,7714,5358,0.707,-51.439,29820,,Porto Platon,"ARAGUARI, RIO",BR,2020/1/31,2018/5/18,-999,-999
3631060,0.904,-52.012,10765.063,0.901,-52.01,10570,195.063,0.018,0.805,0.18,7680,5346,0.901,-52.01,10570,,Sierra Do Navio,"AMAPARI, RIO",BR,2020/1/31,2018/5/18,3631050,-999
3631100,-0.571,-52.571,51742.707,-0.568,-52.569,51343,399.492,0.008,1.023,0.212,7646,5435,-0.568,-52.569,51343,,Sao Francisco,"JARI, RIO",BR,2020/1/31,2018/5/18,-999,-999
3631110,-0.554,-52.579,4444.452,-0.552,-52.57,4858,-412.666,-0.085,0.866,0.243,7646,5434,-0.552,-52.57,4858,,Iratapuru,"IRATAPURU, RIO",BR,2020/1/31,2018/5/18,3631100,-999
3631150,-0.171,-51.771,2282.309,-0.183,-51.8,4270,-1986.559,-0.465,2.92,1.237,7694,5411,-0.183,-51.8,4270,,Pancada,"MARACA-PUCU, RIO",BR,2020/1/31,2018/5/18,-999,-999
3631210,-0.421,-53.687,29460.707,-0.417,-53.7,30945,-1483.871,-0.048,1.255,0.289,7579,5426,-0.417,-53.7,30945,,Fazenda Paquira,"PARU DE ESTE, RIO",BR,2020/1/31,2018/5/18,-999,-999
3631215,1.221,-54.654,7128.474,1.221,-54.657,5902,1226.541,0.208,0.456,0.299,7521,5327,1.221,-54.657,5902,,Apalai,"PARU DE ESTE, RIO",BR,2020/1/31,2018/5/18,3631210,-999
3631500,-3.838,-50.629,6739.827,-3.837,-50.63,2682,4057.824,1.513,0.784,1.67,7763,5631,-3.837,-50.63,2682,,Pacajas,"PACAJA, RIO",BR,2020/1/31,2018/5/18,-999,-999
3649010,-15.721,-49.321,1976.055,-15.718,-49.322,1978,0.012,0,0.839,0.168,7841,6344,-15.718,-49.322,1978,,Jaragua,"ALMAS, RIO DAS",BR,2020/1/31,2018/5/18,3649012,545
3649012,-15.279,-49.554,10601.381,-15.275,-49.552,10538,78.871,0.007,0.645,0.136,7827,6317,-15.275,-49.552,10538,,Ceres (Posto Biquinha),"ALMAS, RIO DAS",BR,2020/1/31,2018/5/18,3649014,549
3649014,-14.738,-49.062,18345.811,-14.74,-49.064,18282,64.457,0.004,0.683,0.14,7857,6285,-14.74,-49.064,18282,,Colonia Dos Americanos,"ALMAS, RIO DAS",BR,2020/1/31,2018/5/18,3649255,499.980011
3649020,-14.371,-48.204,2920.096,-14.369,-48.203,2913,7.759,0.003,0.855,0.174,7908,6263,-14.369,-48.203,2913,,Porto Rio Bagagem,"BAGAGEM, RIO",BR,2020/1/31,2018/5/18,3649255,373
3649030,-14.979,-48.671,11208.805,-14.977,-48.674,11008,208.857,0.019,0.246,0.068,7880,6299,-14.977,-48.674,11008,,Ponte Quebra Linha,"MARANHAO, RIO",BR,2020/1/31,2018/5/18,3649031,522
3649031,-14.521,-49.037,34599.711,-14.519,-49.042,34334,265.754,0.008,0.664,0.141,7858,6272,-14.519,-49.042,34334,,Porto Uruacu,"MARANHAO, RIO",BR,2020/1/31,2018/5/18,3649255,401.7999878
3649040,-13.988,-47.929,874.169,-13.988,-47.929,884,-8.886,-0.01,0.619,0.131,7925,6240,-13.988,-47.929,884,,Ponte Rio Preto,"PRETO, RIO",BR,2020/1/31,2018/5/18,3649255,452
3649050,-15.496,-49.688,3680.57,-15.496,-49.691,3650,48.705,0.013,0.455,0.104,7819,6330,-15.496,-49.691,3650,,Uruana,"URU, RIO",BR,2020/1/31,2018/5/18,3649012,600
3649110,-13.546,-46.471,403.558,-13.551,-46.469,415,-5.455,-0.013,1.188,0.248,8012,6213,-13.551,-46.469,415,,Sao Vicente,"SAO VICENTE, RIO",BR,2020/1/31,2018/5/18,3649251,-999
3649120,-12.796,-46.512,1032.342,-12.794,-46.512,1224,-191.007,-0.156,0.488,0.236,8010,6168,-12.794,-46.512,1224,,Lavandeira,"MOSQUITO, RIO",BR,2020/1/31,2018/5/18,3649251,390
3649130,-13.496,-46.779,2863.827,-13.499,-46.78,2921,-57.176,-0.02,0.945,0.204,7994,6210,-13.499,-46.78,2921,,Fazenda Veneza,"SAO DOMINGOS, RIO",BR,2020/1/31,2018/5/18,3649251,-999
3649140,-13.813,-46.646,1017.772,-13.81,-46.649,895,122.749,0.137,0.788,0.295,8002,6229,-13.81,-46.649,895,,Ponte Sao Mateus,"SAO MATEUS, RIO",BR,2020/1/31,2018/5/18,3649251,-999
3649150,-13.763,-46.837,22608.609,-13.762,-46.838,22834,-225.148,-0.01,0.619,0.131,7990,6226,-13.762,-46.838,22834,,Nova Roma (Faz. Sucuri),"PARANA, RIO",BR,2020/1/31,2018/5/18,3649251,-999
3649151,-14.454,-47.046,7240.848,-14.451,-47.047,7277,-36.238,-0.005,0.944,0.193,7978,6268,-14.451,-47.047,7277,,Flores De Goias,"PARANA, RIO",BR,2020/1/31,2018/5/18,3649150,-999
3649160,-14.479,-46.487,3754.167,-14.477,-46.491,4062,-195.489,-0.048,0.246,0.087,8011,6269,-14.477,-46.491,4062,,Alvorada Do Norte,"CORRENTE, RIO",BR,2020/1/31,2018/5/18,3649150,-999
3649210,-12.388,-48.712,8716.332,-12.388,-48.711,8690,26.333,0.003,0.55,0.113,7878,6144,-12.388,-48.711,8690,,Colonha,"SANTA TERESA, RIO",BR,2020/1/31,2018/5/18,3649211,259
3649211,-11.979,-48.654,13858.59,-11.983,-48.658,13811,48.294,0.003,0.885,0.18,7881,6119,-11.983,-48.658,13811,,Jacinto,"SANTA TERESA, RIO",BR,2020/1/31,2018/5/18,3649250,237
3649240,-11.529,-48.287,14440.347,-11.531,-48.295,14475,-31.604,-0.002,0.74,0.15,7903,6092,-11.531,-48.295,14475,,Fazenda Lobeira,"MANUEL ALVES DA NATIVIDADE, RIO",BR,2020/1/31,2018/5/18,3649250,243
3649241,-11.754,-47.837,10352.458,-11.759,-47.837,9000,1353.081,0.15,0.556,0.262,7930,6106,-11.759,-47.837,9000,,Porto Jeronimo - Faz. Piracicaba,"MANUEL ALVES DA NATIVIDADE, RIO",BR,2020/1/31,2018/5/18,3649240,265
3649242,-11.613,-47.046,1789.096,-11.611,-47.045,1930,-140.904,-0.073,0.466,0.152,7978,6097,-11.611,-47.045,1930,,Porto Alegre,"MANUEL ALVES DA NATIVIDADE, RIO",BR,2020/1/31,2018/5/18,3649241,383
3649251,-12.021,-48.529,127833.062,-12.023,-48.533,130052,-2218.938,-0.017,0.899,0.193,7889,6122,-12.023,-48.533,130052,,Peixe,"TOCANTINS, RIO",BR,2020/1/31,2018/5/18,3649250,235
3649255,-12.738,-48.237,63796.848,-12.743,-48.237,63522,276.93,0.004,0.555,0.115,7906,6165,-12.743,-48.237,63522,,Sao Salvador,"TOCANTINS, RIO",BR,2020/1/31,2018/5/18,3649251,270
3649310,-7.704,-47.312,10028.263,-7.708,-47.312,9636,392.265,0.041,0.442,0.129,7962,5863,-7.708,-47.312,9636,,Goiatins,"MANUEL ALVES GRANDE, RIO",BR,2020/1/31,2018/5/18,3649903,189
3649311,-8.388,-47.762,2830.115,-8.392,-47.765,2776,53.531,0.019,0.771,0.173,7935,5904,-8.392,-47.765,2776,,Itacaja,"MANUEL ALVES PEQUENO, RIO",BR,2020/1/31,2018/5/18,3649903,190
3649312,-8.038,-46.962,3135.094,-8.034,-46.965,4158,-1021.533,-0.246,1.174,0.479,7983,5883,-8.034,-46.965,4158,,Cachoeira Monte Lindo,"MANUEL ALVES GRANDE, RIO",BR,2020/1/31,2018/5/18,3649310,248
3649315,-7.963,-47.262,4061.168,-7.963,-47.261,5069,-1007.68,-0.199,0.645,0.315,7965,5878,-7.963,-47.261,5069,,Jacare,"VERMELHO, RIO",BR,2020/1/31,2018/5/18,3649310,198
3649320,-9.313,-47.929,43970.34,-9.307,-47.929,44910,-939.676,-0.021,0.454,0.107,7925,5959,-9.307,-47.929,44910,,Porto Real,"SONO, RIO DO",BR,2020/1/31,2018/5/18,3649904,200
3649321,-9.963,-47.679,18095.498,-9.963,-47.675,18500,-403.42,-0.022,0.553,0.127,7940,5998,-9.963,-47.675,18500,,Novo Acordo,"SONO, RIO DO",BR,2020/1/31,2018/5/18,3649320,180
3649322,-9.996,-47.471,16946.557,-9.995,-47.472,13855,3142.938,0.227,0.467,0.32,7952,6000,-9.995,-47.472,13855,,Jatoba (Fazenda Boa Nova),"SONO, RIO DO",BR,2020/1/31,2018/5/18,3649321,200
3649325,-9.313,-47.812,9470.008,-9.311,-47.813,9543,-44.669,-0.005,1.359,0.275,7931,5959,-9.311,-47.813,9543,,Dois Irmaos,"PERDIDA, RIO",BR,2020/1/31,2018/5/18,3649320,210
3649409,-11.621,-50.662,193756.203,-11.618,-50.662,193923,-166.859,-0.001,0.889,0.178,7761,6098,-11.618,-50.662,193923,,Sao Felix Do Araguaia,"ARAGUAIA, RIO",BR,2020/1/31,2018/5/18,3649417,226
3649410,-17.171,-53.137,4423.557,-17.167,-53.133,4504,-63.439,-0.014,1.31,0.273,7613,6430,-17.167,-53.133,4504,,Cachoeira Grande,"ARAGUAIA, RIO",BR,2020/1/31,2018/5/18,3649411,-999
3649411,-16.204,-52.546,18350.105,-16.201,-52.55,19100,-749.863,-0.039,1.154,0.261,7648,6373,-16.201,-52.55,19100,,Torixoreu,"ARAGUAIA, RIO",BR,2020/1/31,2018/5/18,3649422,314
3649412,-15.738,-51.829,49985.551,-15.738,-51.828,50930,-944.539,-0.019,0.547,0.124,7691,6345,-15.738,-51.828,50930,,Araguaiana,"ARAGUAIA, RIO",BR,2020/1/31,2018/5/18,3649421,278
3649413,-13.213,-50.587,116993.766,-13.21,-50.585,117580,-583.273,-0.005,0.79,0.162,7765,6193,-13.21,-50.585,117580,,Luiz Alves,"ARAGUAIA, RIO",BR,2020/1/31,2018/5/18,3649414,234
3649414,-11.921,-50.662,132358.297,-11.917,-50.667,131600,758.453,0.006,1.321,0.27,7761,6116,-11.917,-50.667,131600,,Fazenda Telesforo,"ARAGUAIA, RIO",BR,2020/1/31,2018/5/18,3649409,200
3649416,-8.271,-49.254,324993.594,-8.269,-49.259,320290,4704.438,0.015,0.673,0.149,7845,5897,-8.269,-49.259,320290,,Conceicao Do Araguaia,"ARAGUAIA, RIO",BR,2020/1/31,2018/5/18,3649418,141
3649418,-6.404,-48.546,370160.031,-6.41,-48.542,364500,5659.906,0.016,0.221,0.06,7888,5785,-6.41,-48.542,364500,,Xambioa,"ARAGUAIA, RIO",BR,2020/1/31,2018/5/18,3649419,118
3649419,-5.638,-48.137,381480.312,-5.634,-48.13,376660,4820.125,0.013,1.597,0.332,7912,5739,-5.634,-48.13,376660,,Araguatins,"ARAGUAIA, RIO",BR,2020/1/31,2018/5/18,3649901,98
3649420,-16.079,-53.546,5218.064,-16.078,-53.548,4830,391.036,0.081,0.723,0.225,7588,6365,-16.078,-53.548,4830,,Tesouro,"GARCAS, RIO DAS",BR,2020/1/31,2018/5/18,3649422,391
3649421,-14.904,-51.087,76471.547,-14.902,-51.082,76964,-492.25,-0.006,1.264,0.258,7735,6295,-14.902,-51.082,76964,,Aruana,"ARAGUAIA, RIO",BR,2020/1/31,2018/5/18,3649424,237
3649422,-15.888,-52.229,36771.281,-15.891,-52.228,36800,-27.773,-0.001,0.34,0.069,7667,6354,-15.891,-52.228,36800,,Barra Do Garcas,"ARAGUAIA, RIO",BR,2020/1/31,2018/5/18,3649412,-999
3649423,-17.304,-53.221,2054.311,-17.302,-53.221,2070,-14.291,-0.007,0.788,0.163,7607,6439,-17.302,-53.221,2070,,Alto Araguaia,"ARAGUAIA, RIO",BR,2020/1/31,2018/5/18,3649410,655
3649424,-13.688,-50.804,92441.594,-13.69,-50.8,92638,-196.555,-0.002,0.893,0.18,7752,6222,-13.69,-50.8,92638,,Bandeirantes,"ARAGUAIA, RIO",BR,2020/1/31,2018/5/18,3649413,276
3649430,-15.713,-52.754,1952.608,-15.711,-52.754,1950,-1.217,-0.001,1.328,0.266,7636,6343,-15.711,-52.754,1950,,General Carneiro,"BARREIRO, RIO",BR,2020/1/31,2018/5/18,3649422,339
3649440,-16.513,-50.996,2046.611,-16.513,-50.996,2022,28.348,0.014,0.699,0.154,7741,6391,-16.513,-50.996,2022,,Ivolandia,"CLARO, RIO",BR,2020/1/31,2018/5/18,3649440,487
3649449,-15.571,-51.629,10067.733,-15.572,-51.634,9045,1022.718,0.113,1.021,0.317,7703,6335,-15.572,-51.634,9045,,Montes Claros De Goias,"CLARO, RIO",BR,2020/1/31,2018/5/18,3649421,-999
3649450,-16.304,-51.471,6425.439,-16.302,-51.469,6471,-34,-0.005,0.923,0.188,7712,6379,-16.302,-51.469,6471,,Sao Ferreira,"CAIAPO, RIO",BR,2020/1/31,2018/5/18,3649459,-999
3649455,-16.429,-51.812,1350.49,-16.431,-51.816,1350,1.247,0.001,1.083,0.217,7692,6386,-16.431,-51.816,1350,,Piranhas,"PIRANHAS, RIO",BR,2020/1/31,2018/5/18,3649459,-999
3649459,-15.888,-51.854,11993.381,-15.89,-51.853,12084,-89.225,-0.007,0.58,0.121,7689,6354,-15.89,-51.853,12084,,Peres,"CAIAPO, RIO",BR,2020/1/31,2018/5/18,3649412,-999
3649460,-10.563,-49.938,35638.844,-10.565,-49.934,40327,-4682.004,-0.116,1.169,0.332,7804,6034,-10.565,-49.934,40327,,Barreira Da Cruz,"JAVAES, RIO",BR,2020/1/31,2018/5/18,3649417,220
3649461,0,0,0,-12.089,-49.988,-999,-999,-999,-999,-999,-999,-999,-12.089,-49.988,-999,,Barreira Do Pequi,"JAVAES, RIO",BR,2020/1/31,2018/5/18,3649460,108
3649465,0,0,0,-12.418,-49.589,-999,-999,-999,-999,-999,-999,-999,-12.418,-49.589,-999,,Praia Alta,"FORMOSO, RIO",BR,2020/1/31,2018/5/18,3649460,209
