        ID       lat       lon  area_Input   area_CaMa       error        diff    Type     ix1   iy1     ix2   iy2       area1       area2
       381    38.017   140.801     4379.15     4379.27        0.00        0.12       0    1069   480    -999  -999      4379.3      -999.0
       382    37.958   140.791     4319.42     4320.10        0.00        0.68       0    1068   483    -999  -999      4320.1      -999.0
       383    37.924   140.759     4117.83     4118.67        0.00        0.84       0    1066   485    -999  -999      4118.7      -999.0
       384    37.926   140.753     4113.73     4113.63       -0.00       -0.09       0    1065   485    -999  -999      4113.6      -999.0
       385    38.062   140.770      774.27      774.12       -0.00       -0.14       0    1066   477    -999  -999       774.1      -999.0
       386    38.053   140.919        4.61        3.53       -0.23       -1.08       1    1075   475    -999  -999         3.5      -999.0
       387    38.103   140.874       36.71       34.89       -0.05       -1.81       1    1071   475    -999  -999        34.9      -999.0
       388    37.869   140.609     4024.10     4024.78        0.00        0.68       0    1057   488    -999  -999      4024.8      -999.0
       389    37.833   140.617      221.26      221.44        0.00        0.19       0    1057   491    -999  -999       221.4      -999.0
       390    37.830   140.520     3632.70     3633.22        0.00        0.52       0    1052   491    -999  -999      3633.2      -999.0
       391    37.810   140.497      308.09      308.17        0.00        0.08       0    1050   492    -999  -999       308.2      -999.0
       392    37.812   140.273       28.45       29.87        0.05        1.42       0    1037   492    -999  -999        29.9      -999.0
       393    37.781   140.442       74.07       74.10        0.00        0.03       0    1046   494    -999  -999        74.1      -999.0
       394    37.762   140.378       32.95       33.01        0.00        0.06       0    1043   495    -999  -999        33.0      -999.0
       395    37.755   140.402       94.68       94.75        0.00        0.07       0    1044   495    -999  -999        94.7      -999.0
       396    37.749   140.469     3160.68     3161.51        0.00        0.83       0    1048   496    -999  -999      3161.5      -999.0
       397    37.751   140.453      182.67      183.56        0.00        0.89       0    1047   495    -999  -999       183.6      -999.0
       398    37.751   140.388       24.96       25.00        0.00        0.04       0    1042   496    -999  -999        25.0      -999.0
       399    37.735   140.388       66.15       68.69        0.04        2.54       0    1045   496    -999  -999        68.7      -999.0
       400    37.727   140.473     2915.09     2915.47        0.00        0.38       0    1049   497    -999  -999      2915.5      -999.0
       401    37.694   140.341       59.68       61.63        0.03        1.95       0    1041   499    -999  -999        61.6      -999.0
       402    37.683   140.328       34.45       35.03        0.02        0.59       0    1040   500    -999  -999        35.0      -999.0
       403    37.681   140.327        5.57        2.50       -0.55       -3.07       1    1038   502    -999  -999         2.5      -999.0
       404    37.674   140.310       19.80       20.33        0.03        0.53       0    1039   500    -999  -999        20.3      -999.0
       405    37.653   140.312        2.52        2.50       -0.01       -0.01       0    1038   502    -999  -999         2.5      -999.0
       406    37.595   140.462     2373.74     2373.77        0.00        0.03       0    1047   505    -999  -999      2373.8      -999.0
       407    37.583   140.513      140.26      140.48        0.00        0.22       0    1051   506    -999  -999       140.5      -999.0
       408    37.516   140.405     2253.11     2225.67       -0.01      -27.45       0    1045   510    -999  -999      2225.7      -999.0
       409    37.408   140.409     1856.46     1856.61        0.00        0.15       0    1044   516    -999  -999      1856.6      -999.0
       410    37.345   140.374     1270.76     1279.03        0.01        8.27       0    1043   520    -999  -999      1279.0      -999.0
       411    37.302   140.385      889.48      890.79        0.00        1.31       0    1044   522    -999  -999       890.8      -999.0
       412    37.287   140.353      286.97      289.41        0.01        2.44       0    1041   523    -999  -999       289.4      -999.0
       413    37.273   140.408      845.24      862.86        0.02       17.62       0    1045   524    -999  -999       862.9      -999.0
       414    37.142   140.415      423.43      423.46        0.00        0.04       0    1046   532    -999  -999       423.5      -999.0
       415    37.134   140.209      149.81      151.79        0.01        1.98       0    1033   532    -999  -999       151.8      -999.0
       416    37.912   140.426      183.81      184.18        0.00        0.37       0    1046   485    -999  -999       184.2      -999.0
       417    37.951   140.340       14.51       14.51        0.00        0.00       0    1040   484    -999  -999        14.5      -999.0
       418    37.842   140.441      221.76      221.76        0.00        0.01       0    1047   489    -999  -999       221.8      -999.0
       419    37.823   140.453       55.58       55.58       -0.00       -0.01       0    1047   491    -999  -999        55.6      -999.0
       420    37.994   140.444      123.85      124.60        0.01        0.75       0    1047   481    -999  -999       124.6      -999.0
       421    37.994   140.458       48.88       48.88        0.00        0.00       0    1048   480    -999  -999        48.9      -999.0
       422    37.951   140.555      277.18      273.60       -0.01       -3.58       0    1053   484    -999  -999       273.6      -999.0
       423    38.012   140.620      342.86      343.38        0.00        0.52       0    1057   480    -999  -999       343.4      -999.0
       424    38.037   140.697      675.00      675.15        0.00        0.15       0    1062   478    -999  -999       675.1      -999.0
       425    37.980   140.560      296.92      297.86        0.00        0.94       0    1054   482    -999  -999       297.9      -999.0
       426    37.953   140.530      234.13      234.85        0.00        0.71       0    1052   483    -999  -999       234.8      -999.0
       427    38.090   140.658       93.70       94.16        0.01        0.47       0    1060   475    -999  -999        94.2      -999.0
       428    38.049   140.738      684.80      684.64       -0.00       -0.16       1    1064   478    -999  -999       684.6      -999.0
       429    37.962   140.515      231.12      231.98        0.00        0.86       0    1051   483    -999  -999       232.0      -999.0
       430    37.416   140.608       53.49       53.80        0.01        0.31       0    1057   516    -999  -999        53.8      -999.0
       431    37.437   140.648       63.61       63.73        0.00        0.12       0    1060   515    -999  -999        63.7      -999.0
       432    37.424   140.526      181.53      181.56        0.00        0.03       0    1053   515    -999  -999       181.6      -999.0
       433    37.370   140.428      242.44      243.99        0.01        1.55       0    1047   518    -999  -999       244.0      -999.0
       434    38.178   140.953      778.50      778.08       -0.00       -0.42       1    1077   469    -999  -999       778.1      -999.0
       435    38.205   140.913      764.90      765.35        0.00        0.46       0    1075   468    -999  -999       765.4      -999.0
       436    38.206   140.885      442.68      443.64        0.00        0.96       0    1074   468    -999  -999       443.6      -999.0
       437    38.270   140.590       48.15       49.88        0.04        1.73       0    1056   464    -999  -999        49.9      -999.0
       438    38.235   140.890      306.58      307.20        0.00        0.62       0    1074   466    -999  -999       307.2      -999.0
       439    38.269   140.808      273.37      276.01        0.01        2.65       0    1069   464    -999  -999       276.0      -999.0
       440    38.216   140.865       10.24       11.31        0.10        1.06       0    1072   468    -999  -999        11.3      -999.0
       441    38.198   140.931      776.62      778.08        0.00        1.46       0    1077   469    -999  -999       778.1      -999.0
       442    38.217   140.815      421.38      422.38        0.00        1.00       0    1070   467    -999  -999       422.4      -999.0
       443    38.234   140.706      122.73      122.87        0.00        0.14       0    1063   466    -999  -999       122.9      -999.0
       444    38.199   140.727      207.38      207.57        0.00        0.19       0    1064   469    -999  -999       207.6      -999.0
       445    38.209   140.637       31.69       31.64       -0.00       -0.05       0    1058   468    -999  -999        31.6      -999.0
       446    38.173   140.666       58.53       59.68        0.02        1.15       0    1060   470    -999  -999        59.7      -999.0
       447    38.201   140.605       67.90       67.93        0.00        0.03       0    1056   468    -999  -999        67.9      -999.0
       448    38.217   140.815      421.38      422.38        0.00        1.00       0    1070   467    -999  -999       422.4      -999.0
       449    38.380   141.172     1292.85     1303.60        0.01       10.75       0    1091   458    -999  -999      1303.6      -999.0
       450    38.406   141.151      810.79      810.74       -0.00       -0.05       0    1089   456    -999  -999       810.7      -999.0
       451    38.435   141.116      755.19      755.96        0.00        0.78       0    1088   455    -999  -999       756.0      -999.0
       452    38.497   141.119      752.69      752.72        0.00        0.03       0    1087   451    -999  -999       752.7      -999.0
       453    38.528   141.059      726.67      726.91        0.00        0.24       0    1084   449    -999  -999       726.9      -999.0
       454    38.531   141.023      706.82      725.99        0.03       19.18       0    1082   449    -999  -999       726.0      -999.0
       455    38.527   140.948      568.96      569.00        0.00        0.04       0    1077   449    -999  -999       569.0      -999.0
       457    38.405   141.149      473.50      473.60        0.00        0.09       0    1090   456    -999  -999       473.6      -999.0
       458    38.434   141.116      458.25      461.92        0.01        3.67       0    1087   455    -999  -999       461.9      -999.0
       459    38.441   141.063      330.28      311.93       -0.06      -18.35       1    1081   454    -999  -999       311.9      -999.0
       460    38.435   140.997      303.64      303.74        0.00        0.10       0    1080   455    -999  -999       303.7      -999.0
       461    38.431   140.891       81.79       81.99        0.00        0.20       0    1074   455    -999  -999        82.0      -999.0
       462    38.428   140.928      199.87      200.14        0.00        0.26       0    1076   455    -999  -999       200.1      -999.0
       463    38.459   140.883       46.42       46.97        0.01        0.56       0    1073   453    -999  -999        47.0      -999.0
       464    38.415   140.890       46.72       48.30        0.03        1.57       0    1074   456    -999  -999        48.3      -999.0
       465    38.524   140.910      548.80      556.75        0.01        7.95       0    1075   449    -999  -999       556.8      -999.0
       466    39.713   141.131     1193.37     1194.59        0.00        1.22       0    1088   377    -999  -999      1194.6      -999.0
       467    39.692   141.149     2184.84     2184.96        0.00        0.13       0    1089   379    -999  -999      2185.0      -999.0
       468    39.673   141.163     2346.18     2346.69        0.00        0.50       0    1090   380    -999  -999      2346.7      -999.0
       469    39.622   141.183     2422.12     2423.06        0.00        0.95       0    1091   383    -999  -999      2423.1      -999.0
       470    39.553   141.176     2572.77     2572.95        0.00        0.18       0    1091   387    -999  -999      2573.0      -999.0
       471    39.494   141.155     2756.09     2756.19        0.00        0.10       0    1090   390    -999  -999      2756.2      -999.0
       472    39.392   141.130     4227.43     4236.32        0.00        8.89       0    1088   397    -999  -999      4236.3      -999.0
       473    39.352   141.144     4411.44     4411.60        0.00        0.16       0    1089   399    -999  -999      4411.6      -999.0
       474    39.284   141.130     4546.79     4502.57       -0.01      -44.22       0    1089   403    -999  -999      4502.6      -999.0
       475    39.260   141.122     5464.28     5465.82        0.00        1.54       0    1088   405    -999  -999      5465.8      -999.0
       476    39.252   141.115     5465.90     5465.82       -0.00       -0.08       0    1088   405    -999  -999      5465.8      -999.0
       477    39.197   141.128     5547.03     5519.68       -0.00      -27.36       0    1088   408    -999  -999      5519.7      -999.0
       478    39.169   141.155     5887.37     5887.24       -0.00       -0.13       0    1089   410    -999  -999      5887.2      -999.0
       479    39.135   141.176     6259.05     6259.15        0.00        0.10       0    1091   412    -999  -999      6259.1      -999.0
       480    39.065   141.163     6417.60     6425.74        0.00        8.14       0    1090   417    -999  -999      6425.7      -999.0
       481    39.020   141.135     6508.23     6508.39        0.00        0.16       0    1089   419    -999  -999      6508.4      -999.0
       482    38.976   141.138     6730.18     6730.57        0.00        0.39       0    1089   422    -999  -999      6730.6      -999.0
       483    38.949   141.172     7083.70     7083.89        0.00        0.19       0    1091   424    -999  -999      7083.9      -999.0
       484    38.951   141.191     7096.15     7092.95       -0.00       -3.20       0    1091   423    -999  -999      7092.9      -999.0
       485    38.899   141.263     7516.68     7516.95        0.00        0.26       0    1096   426    -999  -999      7516.9      -999.0
       486    38.842   141.263     7650.76     7651.90        0.00        1.14       0    1096   430    -999  -999      7651.9      -999.0
       487    39.926   141.228      321.00      323.26        0.01        2.27       0    1094   365    -999  -999       323.3      -999.0
       488    39.715   141.178      195.35      197.24        0.01        1.89       0    1091   378    -999  -999       197.2      -999.0
       489    39.698   141.069      665.53      665.94        0.00        0.41       0    1084   379    -999  -999       665.9      -999.0
       490    39.705   141.122      767.36      769.34        0.00        1.98       0    1088   378    -999  -999       769.3      -999.0
       491    39.394   141.151      958.31      959.36        0.00        1.05       0    1090   397    -999  -999       959.4      -999.0
       492    39.378   141.108      158.92      158.62       -0.00       -0.30       0    1086   398    -999  -999       158.6      -999.0
       493    39.205   141.159      100.59      100.78        0.00        0.19       0    1090   408    -999  -999       100.8      -999.0
       494    39.185   141.183      100.54      101.87        0.01        1.33       0    1092   410    -999  -999       101.9      -999.0
       495    39.016   141.091      150.96      152.04        0.01        1.08       0    1086   419    -999  -999       152.0      -999.0
       496    38.941   141.053      168.58      173.83        0.03        5.25       0    1084   424    -999  -999       173.8      -999.0
       497    38.928   141.128      268.34      269.61        0.00        1.27       0    1088   425    -999  -999       269.6      -999.0
       498    38.928   141.255      374.12      374.21        0.00        0.08       0    1095   424    -999  -999       374.2      -999.0
       499    38.897   141.290       87.12       88.05        0.01        0.92       0    1098   427    -999  -999        88.0      -999.0
       500    38.860   141.320       65.10       65.52        0.01        0.42       0    1100   429    -999  -999        65.5      -999.0
       501    38.976   141.240      346.85      344.48       -0.01       -2.36       0    1095   421    -999  -999       344.5      -999.0
       502    38.991   141.126     6699.51     6728.60        0.00       29.09       0    1088   421    -999  -999      6728.6      -999.0
       503    39.278   141.123        2.01     -999.00     -999.00     -999.00      -9    -999  -999    -999  -999      -999.0      -999.0
       504    39.278   141.123        2.01     -999.00     -999.00     -999.00      -9    -999  -999    -999  -999      -999.0      -999.0
       505    38.931   141.152       18.45       17.91       -0.03       -0.54       0    1089   425    -999  -999        17.9      -999.0
       506    39.220   141.130     5517.82     5517.97        0.00        0.15       0    1088   407    -999  -999      5518.0      -999.0
       507    39.898   141.198      589.66      589.64       -0.00       -0.02       0    1092   366    -999  -999       589.6      -999.0
       508    38.585   141.476        1.47        1.46       -0.00       -0.00       0    1109   445    -999  -999         1.5      -999.0
       509    38.572   141.448     8273.65     8273.83        0.00        0.18       0    1107   446    -999  -999      8273.8      -999.0
       510    38.531   141.373     8179.08     8187.36        0.00        8.28       0    1103   449    -999  -999      8187.4      -999.0
       511    38.515   141.308     8166.12     8166.79        0.00        0.67       0    1099   449    -999  -999      8166.8      -999.0
       512    38.602   141.298     8088.03     8144.02        0.01       55.99       0    1098   444    -999  -999      8144.0      -999.0
       513    38.602   141.297     8087.91     8144.02        0.01       56.11       0    1098   444    -999  -999      8144.0      -999.0
       514    38.658   141.287     8054.61     8054.73        0.00        0.12       0    1098   440    -999  -999      8054.7      -999.0
       515    38.703   141.287     8037.38     8037.95        0.00        0.57       0    1098   438    -999  -999      8038.0      -999.0
       516    38.765   141.273     7886.79     7877.30       -0.00       -9.49       0    1097   434    -999  -999      7877.3      -999.0
       517    38.420   141.312     1939.98     1939.90       -0.00       -0.08       0    1099   455    -999  -999      1939.9      -999.0
       518    38.491   141.298     1877.93     1878.20        0.00        0.26       0    1098   451    -999  -999      1878.2      -999.0
       519    38.470   141.297     1885.34     1887.82        0.00        2.47       0    1098   453    -999  -999      1887.8      -999.0
       520    38.526   141.228     1803.60     1804.20        0.00        0.61       0    1094   449    -999  -999      1804.2      -999.0
       521    38.605   141.281        2.48     -999.00     -999.00     -999.00      -9    -999  -999    -999  -999      -999.0      -999.0
       522    38.602   141.297     8087.91     8144.02        0.01       56.11       0    1098   444    -999  -999      8144.0      -999.0
       523    38.562   141.228      927.54      927.39       -0.00       -0.15       1    1093   446    -999  -999       927.4      -999.0
       524    38.540   141.203      584.78      584.60       -0.00       -0.17       0    1092   448    -999  -999       584.6      -999.0
       525    38.547   141.127      511.83      513.61        0.00        1.79       0    1089   448    -999  -999       513.6      -999.0
       526    38.565   141.027      397.58      398.07        0.00        0.49       0    1083   447    -999  -999       398.1      -999.0
       527    38.567   141.013      397.32      398.07        0.00        0.75       0    1083   447    -999  -999       398.1      -999.0
       528    38.581   140.978      396.45      396.84        0.00        0.39       0    1079   445    -999  -999       396.8      -999.0
       529    38.662   140.867      352.50      352.87        0.00        0.37       0    1072   441    -999  -999       352.9      -999.0
       530    38.572   140.980        1.09     -999.00     -999.00     -999.00      -9    -999  -999    -999  -999      -999.0      -999.0
       531    38.595   140.951      395.46      396.84        0.00        1.38       0    1079   445    -999  -999       396.8      -999.0
       532    38.622   141.294     8084.76     8085.04        0.00        0.28       0    1098   443    -999  -999      8085.0      -999.0
       533    39.102   140.870       76.63       79.74        0.04        3.11       0    1073   414    -999  -999        79.7      -999.0
       534    39.077   140.865       44.33       45.12        0.02        0.79       0    1072   416    -999  -999        45.1      -999.0
       535    39.170   141.097      221.58      222.37        0.00        0.79       0    1086   411    -999  -999       222.4      -999.0
       536    39.130   141.008      204.31      205.59        0.01        1.28       0    1081   413    -999  -999       205.6      -999.0
       537    39.398   140.769      266.67      279.22        0.05       12.55       0    1067   397    -999  -999       279.2      -999.0
       538    39.290   141.072      882.16      882.00       -0.00       -0.16       0    1084   403    -999  -999       882.0      -999.0
       539    39.360   141.549      321.41      321.24       -0.00       -0.16       0    1114   398    -999  -999       321.2      -999.0
       540    39.320   141.460      532.09      536.77        0.01        4.68       0    1108   401    -999  -999       536.8      -999.0
       541    39.298   141.381      103.19      100.16       -0.03       -3.03       1    1104   404    -999  -999       100.2      -999.0
       542    39.362   141.283      868.54      868.98        0.00        0.44       0    1098   399    -999  -999       869.0      -999.0
       543    39.872   141.178      617.49      618.79        0.00        1.30       0    1091   368    -999  -999       618.8      -999.0
       544    39.874   141.160      411.71      415.26        0.01        3.54       0    1090   368    -999  -999       415.3      -999.0
       545    39.834   141.162     1074.04     1074.09        0.00        0.05       0    1090   370    -999  -999      1074.1      -999.0
       546    39.691   140.945      139.89      139.87       -0.00       -0.02       0    1076   379    -999  -999       139.9      -999.0
       547    39.688   140.956      166.75      166.78        0.00        0.03       0    1077   379    -999  -999       166.8      -999.0
       548    39.655   140.952      120.50      126.43        0.05        5.93       0    1078   381    -999  -999       126.4      -999.0
       550    39.117   140.917      184.68      184.66       -0.00       -0.02       0    1075   413    -999  -999       184.7      -999.0
       551    39.302   140.885      577.04      589.98        0.02       12.95       0    1074   402    -999  -999       590.0      -999.0
       552    39.690   141.028      634.35      635.36        0.00        1.01       0    1082   379    -999  -999       635.4      -999.0
       553    39.681   141.023      629.03      630.18        0.00        1.15       0    1082   380    -999  -999       630.2      -999.0
       554    39.753   141.148     1185.38     1185.94        0.00        0.57       0    1089   375    -999  -999      1185.9      -999.0
       555    39.344   141.320      731.88      731.74       -0.00       -0.14       0    1099   400    -999  -999       731.7      -999.0
       556    39.299   140.883      576.33      576.43        0.00        0.11       0    1073   403    -999  -999       576.4      -999.0
       557    39.115   140.903      149.23      150.05        0.01        0.82       0    1075   414    -999  -999       150.0      -999.0
       558    38.798   140.660      162.88      166.56        0.02        3.68       0    1060   433    -999  -999       166.6      -999.0
       559    38.749   140.723      278.22      279.35        0.00        1.13       0    1064   436    -999  -999       279.3      -999.0
       560    38.737   140.697       58.15       58.33        0.00        0.18       0    1062   437    -999  -999        58.3      -999.0
       561    40.534   141.491     2037.09     2038.13        0.00        1.04       0    1110   328    -999  -999      2038.1      -999.0
       562    40.516   141.470     2005.08     2019.83        0.01       14.76       0    1109   329    -999  -999      2019.8      -999.0
       563    40.485   141.428     1868.99     1864.27       -0.00       -4.72       0    1106   332    -999  -999      1864.3      -999.0
       564    40.444   141.348     1793.45     1793.53        0.00        0.09       0    1101   334    -999  -999      1793.5      -999.0
       565    40.259   141.291     1142.13     1142.15        0.00        0.02       0    1097   345    -999  -999      1142.1      -999.0
       566    40.130   141.365      386.19      378.47       -0.02       -7.72       0    1103   353    -999  -999       378.5      -999.0
       567    40.238   141.233      403.14      404.34        0.00        1.20       0    1094   346    -999  -999       404.3      -999.0
       568    40.505   141.435      115.36      115.66        0.00        0.29       0    1106   330    -999  -999       115.7      -999.0
       569    40.312   141.127      122.14      123.16        0.01        1.02       0    1088   342    -999  -999       123.2      -999.0
       570    40.144   141.312      115.35      115.21       -0.00       -0.14       0    1098   353    -999  -999       115.2      -999.0
       571    40.502   141.445     2000.32     2000.96        0.00        0.63       0    1107   330    -999  -999      2001.0      -999.0
       572    40.753   141.233       44.67       44.67       -0.00       -0.00       0    1094   315    -999  -999        44.7      -999.0
       573    40.738   141.244      344.15      345.26        0.00        1.10       0    1095   316    -999  -999       345.3      -999.0
       574    40.715   141.280       84.81       84.92        0.00        0.11       0    1097   318    -999  -999        84.9      -999.0
       575    40.699   141.320       14.38       14.38       -0.00       -0.00       0    1099   319    -999  -999        14.4      -999.0
       576    40.694   141.324       37.23       38.47        0.03        1.24       0    1100   319    -999  -999        38.5      -999.0
       577    40.747   141.342      678.25      679.95        0.00        1.69       0    1101   316    -999  -999       679.9      -999.0
       578    40.733   141.305      596.85      600.12        0.01        3.28       0    1099   316    -999  -999       600.1      -999.0
       579    40.778   141.258       62.87       63.00        0.00        0.14       0    1096   313    -999  -999        63.0      -999.0
       580    40.763   141.341      685.77      687.39        0.00        1.62       0    1101   315    -999  -999       687.4      -999.0
       581    40.820   141.328      731.98      762.24        0.04       30.26       0    1100   311    -999  -999       762.2      -999.0
       582    40.816   141.324      731.01      731.39        0.00        0.38       0    1100   312    -999  -999       731.4      -999.0
       583    40.841   141.373      793.37      796.45        0.00        3.08       0    1103   310    -999  -999       796.5      -999.0
       584    40.847   141.380      795.38      796.45        0.00        1.07       0    1103   310    -999  -999       796.5      -999.0
       585    40.887   141.390      859.48      859.60        0.00        0.11       0    1104   307    -999  -999       859.6      -999.0
       586    41.040   140.331     2462.46     2465.64        0.00        3.18       0    1040   298    -999  -999      2465.6      -999.0
       587    41.012   140.370     1944.54     1945.31        0.00        0.77       0    1043   300    -999  -999      1945.3      -999.0
       588    40.910   140.419     1937.45     1937.77        0.00        0.32       0    1046   306    -999  -999      1937.8      -999.0
       589    40.810   140.437     1693.60     1693.90        0.00        0.30       0    1047   312    -999  -999      1693.9      -999.0
       590    40.694   140.453     1313.34     1314.10        0.00        0.76       0    1048   319    -999  -999      1314.1      -999.0
       591    40.678   140.459     1278.03     1278.04        0.00        0.01       0    1049   320    -999  -999      1278.0      -999.0
       592    40.592   140.417      402.63      402.77        0.00        0.14       0    1045   325    -999  -999       402.8      -999.0
       593    40.645   140.495      811.74      812.42        0.00        0.69       0    1050   322    -999  -999       812.4      -999.0
       594    40.630   140.502      418.88      419.73        0.00        0.84       0    1051   323    -999  -999       419.7      -999.0
       595    40.552   140.547      266.23      266.66        0.00        0.43       0    1053   328    -999  -999       266.7      -999.0
       596    40.774   140.476      235.70      236.06        0.00        0.36       0    1049   314    -999  -999       236.1      -999.0
       597    40.944   140.388     1939.49     1940.15        0.00        0.66       0    1044   304    -999  -999      1940.2      -999.0
       598    40.469   140.633       58.28       58.47        0.00        0.18       0    1059   333    -999  -999        58.5      -999.0
       599    40.848   140.403     1695.61     1695.94        0.00        0.33       0    1045   310    -999  -999      1695.9      -999.0
       600    40.737   140.422     1372.67     1372.57       -0.00       -0.10       0    1046   317    -999  -999      1372.6      -999.0
       601    40.723   140.423     1315.62     1315.67        0.00        0.05       0    1047   318    -999  -999      1315.7      -999.0
       602    40.673   140.467     1276.47     1278.04        0.00        1.58       0    1049   320    -999  -999      1278.0      -999.0
       603    40.609   140.451      407.15      407.58        0.00        0.43       0    1047   324    -999  -999       407.6      -999.0
       604    40.642   140.517      341.43      341.43        0.00        0.01       0    1052   322    -999  -999       341.4      -999.0
       605    40.641   140.530      327.20      324.48       -0.01       -2.72       0    1053   322    -999  -999       324.5      -999.0
       606    40.608   140.665      306.03      306.42        0.00        0.39       0    1061   324    -999  -999       306.4      -999.0
       607    40.523   140.723      125.84      127.37        0.01        1.53       0    1064   329    -999  -999       127.4      -999.0
       608    40.041   140.433      255.10      255.11        0.00        0.01       0    1047   358    -999  -999       255.1      -999.0
       609    40.219   140.027     4099.11     4104.07        0.00        4.96       0    1022   347    -999  -999      4104.1      -999.0
       610    40.194   140.047     4085.35     4053.29       -0.01      -32.06       0    1024   349    -999  -999      4053.3      -999.0
       611    40.223   140.170     3910.37     3910.63        0.00        0.26       0    1031   347    -999  -999      3910.6      -999.0
       612    40.205   140.241     3755.58     3757.76        0.00        2.17       0    1035   348    -999  -999      3757.8      -999.0
       613    40.203   140.265     3456.13     3456.28        0.00        0.16       0    1037   348    -999  -999      3456.3      -999.0
       614    40.208   140.305     2369.89     2370.58        0.00        0.69       0    1039   348    -999  -999      2370.6      -999.0
       615    40.205   140.377      179.56      182.09        0.01        2.53       0    1043   348    -999  -999       182.1      -999.0
       616    40.219   140.370     2098.81     2098.37       -0.00       -0.44       1    1044   347    -999  -999      2098.4      -999.0
       617    40.267   140.472     1651.83     1629.18       -0.01      -22.64       1    1050   344    -999  -999      1629.2      -999.0
       618    40.262   140.533     1359.59     1363.44        0.00        3.85       0    1053   345    -999  -999      1363.4      -999.0
       619    40.233   140.581     1216.76     1217.81        0.00        1.05       0    1055   346    -999  -999      1217.8      -999.0
       620    40.217   140.670     1173.57     1174.06        0.00        0.49       0    1061   347    -999  -999      1174.1      -999.0
       621    40.122   140.366      689.88      689.88        0.00        0.00       0    1043   353    -999  -999       689.9      -999.0
       622    39.540   140.222     3928.98     3929.03        0.00        0.05       0    1034   389    -999  -999      3929.0      -999.0
       623    39.615   140.156     4038.57     4038.70        0.00        0.13       0    1030   384    -999  -999      4038.7      -999.0
       624    39.680   140.102     4389.73     4390.02        0.00        0.29       0    1027   380    -999  -999      4390.0      -999.0
       625    39.692   140.084     4397.34     4397.36        0.00        0.02       0    1026   379    -999  -999      4397.4      -999.0
       626    39.556   140.260      205.94      208.25        0.01        2.30       0    1036   387    -999  -999       208.2      -999.0
       627    39.647   140.165      303.02      304.07        0.00        1.04       0    1030   382    -999  -999       304.1      -999.0
       628    39.692   140.090     4390.91     4397.36        0.00        6.45       0    1026   379    -999  -999      4397.4      -999.0
       629    39.527   140.277     3672.51     3702.62        0.01       30.11       0    1037   389    -999  -999      3702.6      -999.0
       630    39.549   140.360     3623.84     3624.46        0.00        0.62       0    1042   388    -999  -999      3624.5      -999.0
       631    39.485   140.422     3347.80     3347.83        0.00        0.03       0    1047   391    -999  -999      3347.8      -999.0
       632    39.449   140.467     1855.39     1855.60        0.00        0.21       0    1049   394    -999  -999      1855.6      -999.0
       633    39.341   140.440     1268.22     1277.21        0.01        8.99       0    1047   400    -999  -999      1277.2      -999.0
       634    39.276   140.401     1205.58     1205.79        0.00        0.20       0    1044   404    -999  -999      1205.8      -999.0
       635    39.223   140.438     1043.99     1044.41        0.00        0.42       0    1047   407    -999  -999      1044.4      -999.0
       636    39.190   140.451      445.45      448.89        0.01        3.43       0    1048   409    -999  -999       448.9      -999.0
       637    39.109   140.477      388.99      388.58       -0.00       -0.41       1    1049   415    -999  -999       388.6      -999.0
       638    39.076   140.453      268.20      272.08        0.01        3.88       0    1048   416    -999  -999       272.1      -999.0
       639    39.541   140.527     1104.30     1106.54        0.00        2.24       0    1052   388    -999  -999      1106.5      -999.0
       640    39.694   140.556      191.69      191.18       -0.00       -0.51       1    1054   378    -999  -999       191.2      -999.0
       641    39.206   140.516      549.93      550.30        0.00        0.37       0    1052   408    -999  -999       550.3      -999.0
       642    39.198   140.583      254.36      254.38        0.00        0.02       0    1056   409    -999  -999       254.4      -999.0
       643    39.003   140.469      144.78      149.60        0.03        4.82       0    1048   420    -999  -999       149.6      -999.0
       644    39.534   140.416       30.28       30.26       -0.00       -0.02       0    1046   388    -999  -999        30.3      -999.0
       645    39.484   140.455     1220.63     1220.81        0.00        0.18       0    1048   391    -999  -999      1220.8      -999.0
       646    39.401   140.485      355.53      355.82        0.00        0.29       0    1050   397    -999  -999       355.8      -999.0
       647    39.213   140.424       55.93       55.11       -0.01       -0.82       1    1044   409    -999  -999        55.1      -999.0
       648    39.453   140.365       86.30       93.90        0.09        7.59       0    1042   393    -999  -999        93.9      -999.0
       649    39.305   140.578      206.51      205.26       -0.01       -1.25       1    1056   403    -999  -999       205.3      -999.0
       650    39.463   140.509      149.02      151.49        0.02        2.47       0    1051   393    -999  -999       151.5      -999.0
       651    39.184   140.648      188.78      194.85        0.03        6.07       0    1059   409    -999  -999       194.9      -999.0
       652    39.256   140.402     1186.03     1186.41        0.00        0.38       0    1045   405    -999  -999      1186.4      -999.0
       653    39.606   140.622      611.14      613.53        0.00        2.39       0    1058   384    -999  -999       613.5      -999.0
       654    39.926   140.709      133.82      133.37       -0.00       -0.44       0    1064   365    -999  -999       133.4      -999.0
       655    39.862   140.706       56.03       56.53        0.01        0.50       0    1063   369    -999  -999        56.5      -999.0
       656    39.231   140.148      357.79      358.23        0.00        0.44       0    1030   407    -999  -999       358.2      -999.0
       657    39.272   140.112      413.97      414.80        0.00        0.83       0    1027   405    -999  -999       414.8      -999.0
       658    39.316   140.101      466.68      472.70        0.01        6.02       0    1027   402    -999  -999       472.7      -999.0
