        ID       lat       lon        area    Type     ix1   iy1     ix2   iy2  elv_outlet   elv_gauge    elv_upst  dst_outlet    dst_upst
      6557    32.990   132.926      1799.9       1     596   781     595   780        0.96        0.96        0.96        1.07        0.92
      6558    32.953   132.972       155.6       1     598   783     596   782        0.90        0.90        1.06        0.00       18.30
      6559    33.208   133.130        13.8       1     609   768     610   768      203.19      203.19      211.90        0.00        2.11
      6560    33.048   132.834      1758.7       1     590   778     590   777        7.74        7.80        9.01        0.39        0.78
      6561    33.027   132.931       133.2       1     597   779     597   778        3.34        4.66        8.10        1.31        3.31
      6562    32.919   132.805        11.3       1     588   785     588   786       95.47       95.47      107.46        0.00        0.39
      6563    32.933   132.809        22.5       1     589   785     590   785       20.42       21.58       72.20        0.61        3.07
      6564    32.962   132.844        68.3       1     591   783     590   783        1.68        1.94        1.94        0.99        1.56
      6565    33.230   133.149        63.0       1     610   767     611   767      213.52      213.52      223.00        0.00        4.70
      6566    33.242   133.163        23.9       1     610   766     611   765      222.79      227.47      231.06        1.60        0.92
      6567    33.016   132.803         9.0       1     589   779     588   779      102.80      150.71      177.54        1.60        1.21
      6568    33.001   132.828        13.5       1     590   780     589   780       20.80       32.93       41.35        1.07        0.60
      6569    32.938   132.988      2173.3       1     600   784     599   784        0.00        0.00        0.10        0.39        0.39
      6570    32.935   132.980        10.5       2     600   784     598   785        0.00        0.67        4.39        0.99        2.03
      6571    32.948   132.976      2161.9       1     599   784     599   783        0.10        0.10        0.64        1.07        0.46
      6572    32.965   132.967       144.0       1     598   783     596   782        0.90        1.06        1.06        1.31        9.08
      6573    32.987   132.928      1800.0       1     596   781     595   780        0.96        0.96        0.96        0.60        1.93
      6574    33.006   132.897         1.5       3     595   781    -999  -999        4.43        8.09     -999.00        2.52     -999.00
      6575    33.392   132.926        56.3       1     596   757     596   756      376.78      398.23      406.17        1.07        1.21
      6576    33.391   133.024        66.4       1     602   757     602   756      366.24      370.98      387.98        1.59        2.00
      6577    32.922   132.826         4.2       2     590   785     591   785       72.20      102.78      113.17        2.63        0.60
      6578    33.449   134.041       292.6       1     663   753     664   753       15.40       18.28       25.36        0.39        3.52
      6579    33.506   133.941       134.4       1     657   750     658   750        5.69        8.62       16.48        0.60        1.21
      6580    33.553   133.497       148.3       1     630   747     629   746        1.21        4.95       11.18        1.98        5.03
      6581    33.553   133.522       149.0       1     632   747     630   747        0.32        1.21        1.21        0.99        2.11
      6582    33.623   133.492        69.9       1     630   743     631   743       73.81       82.71       95.37        1.16        1.20
      6583    33.576   133.478       142.5       1     629   746     629   745       11.18       12.32       14.24        1.07        0.60
      6584    33.547   133.508        12.5       1     631   748     630   748        2.34        2.83        3.75        0.39        2.27
      6585    33.603   133.467        46.9       2     629   744     627   744       28.43       32.52       66.77        0.39        2.71
      6586    32.949   132.734       226.7       1     584   785     585   783        0.55        3.04        3.04        2.55        1.00
      6587    32.985   132.772       136.0       1     587   782     586   781       10.40       15.22       18.16        2.56        0.39
      6588    32.952   132.731        76.7       2     585   783     584   783        3.04        3.79        4.46        0.39        0.46
      6589    33.506   134.253        76.7       1     675   750     675   749        5.38        5.38       12.77        0.00        1.85
      6590    33.399   134.205        38.8       1     673   757     672   756        0.00        2.88        5.38        0.39        0.60
      6591    33.291   134.152        20.1       1     669   763     670   763        0.00        3.27        4.44        0.39        0.39
      6592    33.334   134.094        34.3       3     666   761    -999  -999        0.00        0.00     -999.00        0.00     -999.00
      6593    33.365   134.065        44.9       1     664   759     665   758        0.00        3.95       13.41        0.39        1.21
      6594    33.445   133.988       105.3       1     660   753     660   752        1.76        2.67       17.13        0.39        7.96
      6595    33.558   133.902        90.2       1     655   747     656   746       25.96       28.54       51.72        0.46        4.39
      6596    33.505   133.902         6.9       1     655   750     654   750        2.19        4.45        4.94        0.77        0.46
      6597    33.520   133.799        15.4       1     649   749     649   748        3.87        3.87       12.50        0.00        3.29
      6598    33.538   133.758        16.9       1     646   748     647   748        1.73        1.73        6.62        0.00        0.78
      6599    33.559   133.724        37.1       1     644   747     645   747        1.41        3.66        3.99        0.60        0.60
      6600    33.542   133.730        38.7       1     644   748     644   747        0.00        1.41        1.41        2.40        1.21
      6601    33.577   133.741         6.7       1     645   746     646   745       11.35       17.04       29.64        1.23        2.41
      6602    33.552   133.630         9.5       1     638   747     639   747        0.34        0.49        0.83        1.38        0.39
      6603    33.558   133.644         6.7       1     639   747     640   746        0.83        3.68        9.66        1.24        3.41
      6604    33.573   133.544        17.4       1     633   746     632   746        0.10        0.90        0.99        1.38        1.55
      6605    33.498   133.488        14.8       1     630   751     629   750        0.69        0.82        1.33        0.99        0.39
      6606    33.490   133.515         5.7       2     632   752     631   750        0.58        0.78        1.42        1.46        0.92
      6607    33.416   133.305        21.8       1     619   756     618   755        0.00        0.00        4.62        0.00        1.37
      6608    33.397   133.235        95.6       1     615   757     614   757        6.48       12.28       12.60        1.63        0.39
      6609    33.337   133.224        26.5       1     614   760     613   760        0.98        4.86        6.48        1.21        0.60
      6610    33.567   133.701         6.8       1     643   746     643   745       14.94       21.30       31.15        1.06        1.85
      6611    33.569   133.598        14.5       1     637   746     638   746        0.85        0.85        1.75        0.00        1.67
      6612    33.583   133.595        88.1       1     636   746     637   745        0.10        0.81        0.81        1.84        0.60
      6613    33.597   133.647        55.7       1     638   745     640   744        1.67       10.78       11.99        3.90        0.92
      6614    33.091   133.098        57.4       1     606   775     607   775        3.51        4.76        7.46        0.85        0.46
      6615    33.010   132.987        17.9       1     600   780     599   779        0.85        3.23        9.50        0.78        2.14
      6616    32.803   132.898        14.7       1     594   792     594   791        2.75        9.37       19.82        1.07        0.93
      6617    32.784   132.841        42.5       1     591   794     591   793        0.00        0.62        1.14        0.46        0.39
      6618    32.808   132.819        33.1       1     589   791     588   791       20.10       20.10       51.63        0.00        6.45
      6619    32.799   132.965         2.6       3     598   793    -999  -999        0.00        0.00     -999.00        0.00     -999.00
      6620    32.762   132.784         5.2       1     588   795     587   794        0.00        4.61       29.64        0.46        2.21
      6621    32.869   132.733        39.2       1     585   789     586   789        1.12        1.12       27.86        0.00       10.34
      6622    32.872   132.947        90.4       1     597   788     596   788        0.00        0.88        5.35        0.60        3.99
      6623    33.560   133.494         1.0       3     631   747    -999  -999        3.06        7.80     -999.00        2.28     -999.00
      6624    32.803   132.720         7.4       1     584   792     584   791        0.00        1.90       21.19        0.46        1.85
      6625    33.553   130.733        41.4       1     464   747     465   748       29.79       41.02       43.12        2.58        0.60
      6626    33.660   130.688       294.1       1     462   741     462   742        8.56        8.87       10.30        1.45        1.85
      6627    33.740   130.730       372.9       1     464   736     464   737        2.39        3.46        4.96        2.45        0.92
      6628    33.749   130.733       706.7       1     464   736     464   737        2.39        2.39        4.96        1.06        5.25
      6629    33.792   130.710       879.2       1     463   733     464   735        2.10        2.39        2.39        1.99       10.49
      6630    33.816   130.706       916.4       1     463   732     463   733        2.08        2.08        2.10        0.00        0.46
      6631    33.531   130.753        24.6       1     466   749     467   749       61.23       64.92       77.82        0.39        1.20
      6632    33.637   130.691        10.1       1     462   743     462   744       11.63       14.23       18.19        0.00        3.16
      6633    33.799   130.705       879.5       1     463   733     464   735        2.10        2.39        2.39        1.39       13.93
      6634    33.730   130.720       370.0       1     464   737     463   737        4.96        4.96        4.96        0.39        0.60
      6635    33.692   130.715       313.6       1     463   738     463   740        6.40        7.44        7.44        2.73        1.85
      6636    33.537   130.747        35.0       1     465   749     466   749       54.69       55.57       61.23        0.46        0.92
      6637    33.810   130.673        22.3       1     461   732     461   733        1.30        1.30        1.86        0.46        1.85
      6638    33.891   130.673        74.6       3     460   729    -999  -999        0.00        0.00     -999.00        0.00     -999.00
      6639    33.776   130.669         7.2       1     461   734     460   735        2.76        5.09        6.41        0.92        1.20
      6640    33.844   130.667        52.9       1     461   730     460   731        0.93        0.93        0.96        1.06        0.46
      6641    33.799   130.726        12.3       1     464   732     466   732        2.72        4.66       29.91        2.19        9.16
      6642    33.724   130.673       135.3       1     461   737     460   737        5.10        6.01        7.87        1.67        0.39
      6643    33.690   130.574        14.0       1     455   739     454   739       67.52       94.57      106.38        1.37        0.39
      6644    33.717   130.610        28.1       1     457   738     456   738       32.05       32.05       37.97        0.00        0.93
      6645    33.724   130.617        31.6       1     458   737     457   738       17.91       25.07       32.05        2.24        0.60
      6646    33.569   130.852        62.1       1     472   746     472   747       60.20       64.57       69.12        1.31        0.46
      6647    33.649   130.812        95.9       1     469   742     470   742       18.67       19.03       20.02        0.60        0.60
      6648    33.699   130.772       292.9       1     467   739     468   739        7.11        7.11        7.79        0.00        0.46
      6649    33.733   130.734       321.1       1     465   737     466   737        2.67        2.67        3.02        0.00        0.77
      6650    33.726   130.737         4.9       3     465   738    -999  -999        7.66        7.66     -999.00        0.00     -999.00
      6651    33.580   130.848        63.3       1     471   745     472   746       49.89       57.65       60.20        1.59        0.46
      6652    33.576   130.851        63.0       1     472   746     472   747       60.20       60.79       69.12        0.39        1.85
      6653    33.531   130.863        47.1       1     472   749     472   750      112.86      112.86      138.43        0.00        2.21
      6654    33.531   130.863        47.1       1     472   749     472   750      112.86      112.86      138.43        0.00        2.21
      6655    33.531   130.863        47.1       1     472   749     472   750      112.86      112.86      138.43        0.00        2.21
      6656    33.685   130.722        27.4       1     464   740     464   741        9.57        9.57       11.56        0.60        5.12
      6657    33.652   130.666        12.8       1     460   741     461   741       20.57       20.57       23.16        0.00        0.46
      6658    33.619   130.674       118.6       1     461   743     461   744       12.12       13.50       14.72        1.67        0.60
      6659    33.585   130.659        40.6       1     460   746     459   747       27.77       27.77       46.48        0.00        4.96
      6660    33.605   130.676        88.6       1     461   744     460   745       14.72       19.73       24.09        0.92        2.41
      6661    33.783   130.733         7.6       1     465   733     465   734        3.38        3.38        4.29        0.00        0.90
      6662    33.723   130.665        45.6       2     461   737     460   738        5.10       12.62       14.00        2.92        0.46
      6663    33.695   130.641        35.9       1     459   739     458   739       23.44       42.85       51.42        2.08        0.77
      6664    33.723   130.758        13.0       1     466   736     467   735        8.91       12.24       32.65        0.77        3.29
      6665    33.723   130.748        14.7       1     466   736     467   735        8.91        8.91       32.65        0.00        7.18
      6666    33.631   130.794        72.1       1     468   743     469   744       24.06       24.06       30.50        0.00        2.31
      6667    33.576   130.812        37.6       1     469   746     470   746       52.40       56.35       57.97        0.92        0.46
      6668    33.666   130.812        58.0       1     469   740     470   740       13.42       15.92       18.82        1.45        0.60
      6669    33.565   130.687        19.7       1     462   747     462   748       36.72       40.82       57.90        0.60        1.93
      6670    33.403   131.044        90.7       1     483   756     482   756      174.81      191.59      198.15        1.68        0.39
      6671    33.449   131.116       292.1       1     487   753     487   754       96.78      107.18      107.52        1.67        0.39
      6672    33.492   131.172       431.6       1     491   751     490   751       44.97       46.35       47.97        0.92        0.39
      6673    33.570   131.183       470.9       1     492   747     492   748        7.21        8.19       15.10        0.99        1.85
      6674    33.598   131.178       528.3       1     491   745     491   746        0.00        0.00        1.68        0.00        1.93
      6675    33.317   130.501         1.9       3     450   761    -999  -999        4.27        6.44     -999.00        1.67     -999.00
      6676    33.306   130.942      1117.7       1     477   762     477   763       78.96       84.58       88.20        1.75        1.21
      6677    33.347   130.833      1440.1       1     471   760     472   760       37.60       37.60       37.96        0.00        1.21
      6678    33.365   130.753      1562.6       1     466   759     467   759       17.60       20.56       24.10        1.63        1.55
      6679    33.353   130.633      1709.1       1     458   760     459   759        4.03        5.79        5.79        2.76        0.60
      6680    33.319   130.494      2262.9       1     450   762     451   761        3.14        3.25        3.25        2.06        1.68
      6681    33.260   130.419      2522.2       1     446   765     447   764        1.75        1.75        1.75        0.46        3.17
      6682    33.215   130.362      2802.8       1     442   768     443   767        0.88        0.98        0.98        1.39        0.60
      6683    33.203   130.490         6.4       1     449   768     453   768        3.27        7.51       17.11        2.16       11.44
      6684    33.240   130.453        51.7       1     448   766     448   767        1.79        1.79        1.79        0.00        2.21
      6685    33.377   130.552       174.1       1     454   758     454   757        5.87        6.14        6.73        0.46        0.39
      6686    33.513   130.558        12.9       1     454   750     455   749       41.94       64.33       97.00        2.07        0.77
      6687    33.466   130.553        54.9       1     453   753     453   752       21.65       21.85       21.85        1.21        0.39
      6688    33.312   130.535        12.9       1     453   762     454   763        9.62       12.24       33.00        0.46        4.22
      6689    33.295   130.549        11.3       1     454   763     455   763       33.00       40.51       63.28        0.39        2.80
      6690    33.342   130.566        28.1       1     454   760     455   760        3.96        5.66        5.66        1.92        0.39
      6691    33.342   130.691        57.2       1     462   760     463   760       14.40       15.28       16.03        0.60        0.39
      6692    33.342   130.753        31.9       1     466   760     467   761       25.84       26.16       30.57        0.99        2.28
      6693    33.381   130.634        76.6       1     458   759     459   756        8.56       13.60       21.37        2.73        5.37
      6694    33.435   130.659        69.7       1     461   754     461   753       41.64       44.86       60.13        0.60        3.49
      6695    33.342   130.790        65.8       1     469   761     469   762       33.36       33.36       83.10        0.00       15.76
      6696    33.248   130.327        96.7       1     440   766     440   765        0.98        0.98        0.98        1.16        0.39
      6697    33.244   130.372       145.8       1     442   766     441   766        0.98        0.98        0.98        0.00        6.21
      6698    33.242   130.523        37.2       1     452   766     453   766       11.56       16.33       22.34        2.24        1.55
      6699    33.483   130.540        21.5       1     452   752     451   753       30.83       30.83       56.22        0.00        9.17
      6700    33.381   130.660        71.2       1     460   758     461   757       13.10       15.62       16.23        1.67        0.60
      6701    33.437   130.759        40.9       1     466   754     467   754      117.34      125.31      148.98        0.60        2.03
      6702    33.424   130.717        51.3       1     464   755     465   755       46.17       51.69      110.64        0.39        2.02
      6703    33.378   130.538        13.8       2     453   759     453   756        4.07        9.56       12.85        3.38        1.85
      6704    33.367   130.533        19.8       1     452   758     453   757        5.86        7.47        9.27        1.39        1.21
      6705    33.302   130.495         6.1       3     450   761    -999  -999        4.27        4.27     -999.00        0.00     -999.00
      6706    33.206   130.574       358.0       1     456   768     457   768       23.36       24.23       33.32        0.85        2.72
      6707    33.183   130.505       446.8       1     451   770     453   769        5.21        6.63        9.62        1.99        8.93
      6708    33.170   130.484       447.3       1     449   771     451   770        0.33        2.58        5.21        4.43        0.77
      6709    33.122   130.440       527.3       1     447   773     449   771        0.33        0.33        0.33        0.99        9.83
      6710    33.190   130.558       411.0       1     455   769     456   768       16.92       16.92       23.36        0.00        3.97
      6711    33.209   130.583       357.4       1     456   768     457   768       23.36       30.15       33.32        1.45        1.55
      6712    33.213   130.674       172.6       1     461   768     462   768       78.11       83.46       92.15        0.39        2.29
      6713    33.205   130.648       202.9       1     459   768     460   768       54.28       60.98       65.52        0.78        0.78
      6714    33.172   130.458         8.1       1     449   770     451   769        3.58        3.82        7.25        0.39       21.03
      6715    33.176   130.485         7.5       1     449   770     451   769        3.58        5.62        7.25        2.94        3.90
      6716    33.120   130.473        58.4       1     449   773     450   773        1.16        1.16        2.08        0.00        0.78
      6717    33.247   130.701        75.9       1     463   766     463   765      136.16      136.16      141.31        0.00        0.60
      6718    33.223   130.708        22.5       1     463   767     464   767      147.20      170.32      200.39        0.99        1.56
      6719    33.260   130.669        24.1       1     461   764     462   764      117.02      125.74      150.65        0.60        1.67
      6720    33.251   130.765        14.8       2     466   766     467   765      238.21      245.23      261.20        0.60        0.39
      6721    33.612   130.878        56.1       1     473   744     473   745       72.47       74.85       83.35        0.39        2.21
      6722    33.652   130.938        12.4       2     477   742     476   743       18.48       22.30       25.35        1.60        0.92
      6723    33.680   130.963       112.8       1     478   740     478   741        7.78        7.78       11.53        0.00        1.20
      6724    33.724   130.978       120.8       1     479   737     478   738        0.81        1.61        1.92        2.44        3.79
      6725    33.631   130.963        45.5       1     478   743     478   744       66.30       73.03       94.60        0.85        3.31
      6726    33.709   130.997        59.4       1     480   738     480   739        0.25        5.94        9.43        2.37        0.92
      6727    33.549   130.947        20.8       1     478   748     477   748      221.63      231.80      249.63        0.46        0.46
      6728    33.241   131.573         6.1       1     515   766     514   767        0.00        8.63       14.28        1.21        0.60
      6729    33.824   130.744         4.6       3     465   731    -999  -999        8.25       15.55     -999.00        1.00     -999.00
      6730    33.872   130.847        23.0       1     471   728     470   729       10.46       14.44       28.94        0.39        1.54
      6731    33.823   130.862        78.5       1     472   732     471   733       19.68       21.58       40.06        0.46        8.68
      6732    33.847   130.870        92.1       1     473   730     472   730        6.13        8.57       11.99        0.92        0.92
      6733    33.834   130.928        21.1       1     476   730     475   730        1.57        1.57        1.66        0.77        1.54
      6734    33.730   130.953        41.9       1     477   737     476   739        1.36        1.65        8.90        0.39       10.77
      6735    33.695   130.933        27.2       1     476   739     475   738        8.90       11.93       24.38        1.20        7.62
      6736    33.663   131.034        49.9       1     483   741     481   741        2.21       15.60       22.59        2.53        0.77
      6737    33.591   131.152        55.4       1     490   744     488   746        0.00       24.10       45.28        3.12        4.73
      6738    33.738   130.959        28.8       1     478   736     477   736        2.17        2.75        4.38        0.39        1.54
      6739    33.863   130.634         8.5       1     458   729     458   730        1.70        1.70        7.50        0.00        3.64
      6740    33.812   130.534        72.1       1     453   732     454   732        1.69        1.69        2.23        0.00        0.39
      6741    33.835   130.515        85.7       1     451   730     452   731        0.00        1.13        1.16        1.59        0.77
      6742    33.806   130.567        22.5       2     454   732     456   732        2.23        6.38        6.48        2.83        0.39
      6743    33.628   130.473        47.3       1     450   743     451   743        4.85        4.85       19.30        0.00       10.20
      6744    33.631   130.476        45.3       2     449   743     449   742        1.81        4.14        6.93        0.39        0.39
      6745    33.630   130.467        93.2       1     449   743     450   743        1.81        1.81        4.85        0.00        0.60
      6746    33.623   130.535        28.1       1     453   743     454   743       40.17       47.77       62.85        0.77        1.54
      6747    33.542   130.431        89.3       1     446   748     446   749        7.00        7.00       11.09        1.07        1.93
      6748    33.569   130.428       102.2       1     447   747     446   748        1.13        1.13        7.00        0.85        3.29
      6749    33.499   130.424        68.5       1     446   751     445   751       21.78       22.41       27.97        0.85        1.38
      6750    33.567   130.376        19.5       1     443   746     443   747        0.73        1.30        2.61        1.67        0.46
      6751    33.559   130.326        80.8       1     440   747     440   748        1.70        2.29        6.28        0.92        1.93
      6752    33.560   130.233        32.9       1     435   746     435   747        1.78       10.04       11.67        3.52        0.39
      6753    33.517   130.156        11.3       1     430   749     431   749        4.00        4.10        4.90        0.99        0.39
      6754    33.728   130.470        13.9       1     450   736     451   737        4.93        4.93       29.35        0.00        7.16
      6755    33.587   130.478        32.8       1     449   745     450   746        1.63        9.94       12.96        3.04        0.90
      6756    33.669   130.512        10.8       1     451   740     452   740       44.17       49.64       63.16        0.85        0.77
      6757    33.565   130.220        12.6       1     434   747     434   748        3.44        5.77        9.20        0.92        0.60
      6758    33.006   130.456        57.0       1     448   780     449   781        2.19        2.76        3.32        1.21        0.93
      6759    33.047   130.460         7.9       1     448   778     449   778        1.97        3.34        6.85        0.00        0.78
      6760    33.810   130.563         6.1       1     454   731     455   731        6.22        6.22       15.50        0.00        2.21
      6761    33.760   130.494        15.9       1     450   735     451   735        1.82        8.27        9.81        1.16        0.77
      6762    33.495   130.523         3.9       1     452   751     453   751       29.13       31.76       38.46        1.06        0.77
      6763    33.499   130.519         4.5       1     452   751     453   751       29.13       29.13       38.46        0.46        1.55
      6764    33.805   130.538         6.5       1     452   733     452   734        4.37        5.01       19.17        0.00        5.69
      6765    33.584   130.434        83.3       1     446   745     447   746        0.00        0.00        0.00        2.05        0.60
      6766    33.566   130.459        64.2       1     449   747     449   748        7.07        8.70       10.74        0.60        5.98
      6767    33.540   130.483        55.0       1     449   748     450   749       10.74       12.02       13.87        0.60        0.92
      6768    33.601   130.412        87.7       1     445   744     446   745        0.00        0.00        0.00        1.06        0.77
      6769    33.513   130.503        26.1       1     451   750     452   750       20.02       20.61       24.87        0.39        1.21
      6770    33.306   130.942      1117.7       1     477   762     477   763       78.96       84.58       88.20        1.75        1.21
      6771    33.347   130.833      1440.1       1     471   760     472   760       37.60       37.60       37.96        0.00        1.21
      6772    33.353   130.633      1709.1       1     458   760     459   759        4.03        5.79        5.79        2.76        0.60
      6773    33.319   130.494      2262.9       1     450   762     451   761        3.14        3.25        3.25        2.06        1.68
      6774    33.215   130.362      2802.8       1     442   768     443   767        0.88        0.98        0.98        1.39        0.60
      6775    33.184   130.340         7.2       1     441   769     441   768        1.11        1.11        1.11        0.00        0.92
      6776    33.356   130.362        42.6       1     442   759     441   759       17.33       47.79       83.85        1.06        0.60
      6777    33.341   130.365        46.3       1     442   760     442   759       11.15       11.92       17.33        0.46        0.92
      6778    33.313   130.367        49.9       1     443   764     442   760        1.75        6.70       11.15        6.61        5.54
      6779    33.259   130.374        51.3       1     443   764     442   760        1.75        1.75       11.15        0.46       72.04
      6780    33.319   130.387        27.6       1     444   763     444   760        1.89        6.48       12.23        4.44        3.23
      6781    33.315   130.388        27.7       1     444   763     444   760        1.89        6.19       12.23        3.84        5.12
      6782    33.312   130.405         7.1       1     445   761     445   760        3.63        3.63        7.43        0.00        3.65
      6783    33.333   130.427         8.9       1     446   761     446   760        2.12        8.03        9.22        2.98        0.46
      6784    33.347   130.491         9.4       1     449   761     449   759        3.68        4.74        8.14        4.51        0.78
      6785    33.377   130.552       174.1       1     454   758     454   757        5.87        6.14        6.73        0.46        0.39
      6786    33.299   130.315         0.7       3     440   763    -999  -999        3.28        4.63     -999.00        2.45     -999.00
      6787    33.292   130.319         1.4       3     440   763    -999  -999        3.28        3.89     -999.00        1.59     -999.00
      6788    33.273   130.326         9.6       2     440   764     440   763        1.62        1.62        3.28        0.60        2.53
      6789    33.248   130.327        96.7       1     440   766     440   765        0.98        0.98        0.98        1.16        0.39
      6790    33.244   130.372       145.8       1     442   766     441   766        0.98        0.98        0.98        0.00        6.21
      6791    33.244   130.372       145.8       1     442   766     441   766        0.98        0.98        0.98        0.00        6.21
      6792    33.313   130.452        11.9       2     447   763     447   760        1.89        3.21        5.71        3.37        1.21
      6793    33.322   130.449        11.8       1     447   760     447   759        5.71        5.71       23.16        0.00        7.60
      6794    33.362   130.498        19.0       2     451   760     450   758        3.25        9.02       12.44        3.30        1.21
      6795    33.417   130.524         7.6       1     452   756     451   755       24.20       32.54       36.02        0.99        0.39
      6796    33.424   130.531         2.4       3     451   756    -999  -999       35.94       35.94     -999.00        0.00     -999.00
      6797    33.298   130.303        23.7       1     439   763     439   762        2.10        2.10        3.83        0.92        0.91
      6798    33.227   130.347         4.8       1     441   767     442   767        1.26        1.30        1.42        0.92        1.44
      6799    33.378   130.538        13.8       2     453   759     453   756        4.07        9.56       12.85        3.38        1.85
      6800    33.374   129.937        14.1       1     417   758     416   758        1.31        4.76        6.19        2.05        0.39
      6801    33.367   130.533        19.8       1     452   758     453   757        5.86        7.47        9.27        1.39        1.21
      6802    33.317   130.463         7.1       2     448   761     448   760        2.12        3.07        3.93        1.92        0.46
      6803    33.330   130.459         2.8       2     448   761     448   759        2.12        5.60       14.01        3.31        0.92
      6804    33.294   130.344        14.3       1     441   763     442   762        1.66        1.96        2.49        1.31        1.00
      6805    33.301   129.967       119.0       1     419   763     419   764       13.70       13.91       15.89        0.39        0.92
      6806    33.366   130.003       264.0       1     421   759     420   760        0.00        0.00        1.51        0.00        8.09
      6807    33.447   129.985       422.2       1     420   754     420   755        0.00        0.00        0.00        0.00        1.53
      6808    33.227   129.965        28.2       1     418   768     417   768       41.87       41.87       49.48        0.00        5.78
      6809    33.441   129.958         6.9       1     418   754     417   755        1.43        2.04        3.97        0.39        0.60
      6810    33.426   130.002        22.1       1     421   755     421   756        0.00        0.70        2.63        0.99        2.73
      6811    33.376   129.953        69.9       1     417   759     417   760        0.70        0.70        6.27        0.39       11.74
      6812    33.312   129.931        12.8       1     416   762     417   763       27.88       27.88       34.39        0.00        1.85
      6813    33.312   130.073        39.6       1     425   762     426   761       49.27       56.81       68.14        0.99        1.68
      6814    33.351   130.013        91.7       2     421   759     422   760        0.00        4.34        5.12        2.55        0.60
      6815    33.253   129.999         8.6       1     420   766     421   765       47.51       57.93       62.67        1.60        0.39
      6816    33.266   129.994         0.9       3     420   765    -999  -999       36.29       99.79     -999.00        2.55     -999.00
      6817    33.194   129.935         7.3       1     416   769     417   770       67.12       67.12       76.81        0.00        0.77
      6818    33.199   129.935         9.4       1     417   769     416   769       62.20       62.20       67.12        0.00        0.46
      6819    33.363   130.020        12.0       1     422   758     423   758       10.61       17.19       90.37        0.60        2.30
      6820    33.369   130.048         8.1       1     423   758     424   758       90.37      272.80      329.38        1.16        0.39
      6821    33.272   130.006         1.2       3     420   764    -999  -999      149.19      149.19     -999.00        0.00     -999.00
      6822    33.410   130.010         5.6       2     421   756     422   757        2.63        3.73       15.82        0.46        1.85
      6823    33.299   129.974         5.2       1     420   763     421   763       19.40       19.40       87.04        0.00        4.61
      6824    33.172   130.038        30.8       1     423   770     422   770        3.90        8.40        8.40        2.09        0.78
      6825    33.176   130.048        33.3       1     423   770     422   770        3.90        5.47        8.40        0.85        3.31
      6826    33.213   130.074        91.9       1     425   768     424   768        0.80        1.02        1.02        1.55        0.39
      6827    33.138   129.978        12.9       1     419   772     418   772       33.98       36.22       45.91        0.60        1.21
      6828    33.195   130.141       125.4       1     429   768     428   768        0.25        0.25        0.25        1.17        3.89
      6829    33.201   130.197       313.8       1     432   768     430   769        0.00        0.00        0.00        0.39        2.72
      6830    33.138   129.965         4.4       1     418   772     417   772       45.91       49.65       76.34        0.39        2.09
      6831    33.162   130.006        20.9       1     421   771     420   771       13.68       17.21       17.81        0.99        0.39
      6832    33.212   130.060        88.7       1     424   768     424   769        1.02        1.02        1.81        0.60        0.92
      6833    33.276   130.148        95.0       1     429   764     428   763        3.11        4.91        6.90        0.39        0.78
      6834    33.247   130.195        24.8       2     432   766     432   764        0.25        1.75        3.80        3.66        2.11
      6835    33.231   130.190       134.9       1     432   766     432   765        0.25        0.25        0.33        0.99        3.29
      6836    33.194   130.030        11.5       1     422   769     421   769        3.22        7.95        8.90        2.72        2.11
      6837    33.265   130.190        12.0       1     432   764     431   763        3.80        6.20       16.36        0.92        7.88
      6838    33.274   130.187        11.8       1     432   764     431   763        3.80        7.03       16.36        1.99        3.65
      6839    33.248   130.199        24.7       2     432   766     432   764        0.25        1.75        3.80        3.66        2.11
      6840    33.288   130.126        14.3       2     428   763     428   762        6.90       41.06       65.25        2.66        0.92
      6841    33.213   130.040         9.0       1     422   767     421   767        1.96        5.65       22.90        0.60        4.22
      6842    33.287   130.092         5.6       1     427   763     427   762       27.10       27.10       49.86        0.00        6.19
      6843    33.220   130.058         4.3       1     424   767     423   766        1.69        3.72        5.41        0.61        0.60
      6844    33.274   130.130        57.3       1     428   764     427   764        7.82        9.30       13.30        0.78        1.68
      6845    33.369   130.206       139.8       1     433   758     434   757      163.45      186.39      217.33        1.00        1.85
      6846    33.331   130.267       224.7       1     437   761     436   760        8.35       14.97       17.52        2.07        0.60
      6847    33.278   130.253       228.3       1     436   763     437   761        3.00        3.00        8.35        0.99       20.36
      6848    33.247   130.244       258.2       1     436   767     435   765        0.30        1.40        1.43        4.05        0.46
      6849    33.224   130.253       259.8       1     436   767     435   765        0.30        0.65        1.43        0.46       13.35
      6850    33.320   130.270       226.9       1     437   761     436   760        8.35        8.45       17.52        0.46        2.41
      6851    33.280   130.277         3.7       1     437   763     438   764        3.73        3.73        3.73        0.46        1.31
      6852    33.303   130.203        17.5       1     433   762     432   762       12.20       29.97       45.24        2.06        0.78
      6853    33.440   130.205        25.1       1     433   754     432   753      298.17      311.25      332.11        0.60        0.93
      6854    33.283   130.241         3.4       2     435   764     434   762        3.00        5.55        6.50        1.99        0.60
      6855    33.215   130.302         2.0       3     438   768    -999  -999        1.49        1.49     -999.00        2.23     -999.00
      6856    33.231   130.278         1.0       3     437   767    -999  -999        1.49        2.17     -999.00        3.09     -999.00
      6857    33.058   129.985         8.6       1     420   777     420   778      187.16      230.85      393.89        0.46        8.39
