        ID       lat       lon        area    Type     ix1   iy1     ix2   iy2  elv_outlet   elv_gauge    elv_upst  dst_outlet    dst_upst
       677    40.534   141.491      2037.1       1    1110   328    1110   329        0.00        0.00        0.00        0.58        0.35
       678    40.408   141.272      1706.2       1    1097   336    1097   337       18.07       20.22       20.80        1.98        0.35
       679    40.438   141.198        30.5       1    1092   334    1092   335      106.80      106.80      111.28        0.00        0.46
       680    40.517   141.397       110.6       1    1104   329    1104   330        9.38       11.48       11.62        0.94        0.35
       681    40.426   141.335        51.3       1    1101   335    1101   336        8.85       13.08       25.86        0.93        2.71
       682    40.402   141.238        84.8       1    1095   336    1095   337       34.56       43.32       44.67        1.64        0.58
       683    40.290   141.078       105.1       1    1085   343    1084   343      143.86      151.02      161.33        0.94        1.51
       684    40.381   141.258       241.1       1    1096   338    1095   338       30.85       31.36       33.16        0.35        1.17
       685    40.387   141.269       242.8       1    1096   337    1096   338       25.23       29.27       30.85        0.58        1.17
       686    40.353   141.127        23.4       1    1088   339    1087   339      111.70      120.23      129.07        0.71        0.71
       687    40.576   140.978       305.9       1    1079   326    1079   327      206.37      206.37      225.24        0.00        2.15
       688    40.594   141.148       493.1       1    1089   325    1088   325       62.18       65.26       68.36        0.35        0.35
       689    40.587   141.247       552.3       1    1094   325    1093   326       18.98       18.98       32.27        0.00        9.27
       690    40.598   141.315       730.6       1    1099   325    1098   325        7.31        8.60        9.56        1.87        0.71
       691    40.594   141.434       789.5       1    1106   325    1105   325        0.80        0.80        0.83        0.00        0.93
       692    40.541   141.259        53.4       1    1096   328    1095   328       51.87       58.43       60.64        0.71        0.35
       693    40.588   141.133        30.3       2    1089   325    1087   326       62.18       76.12       89.00        1.64        2.01
       694    40.610   141.106        42.4       1    1086   323    1085   323      104.32      104.32      135.33        0.00        3.41
       695    40.580   141.095        19.8       1    1086   326    1084   327       99.00       99.00      129.75        0.00        4.51
       696    40.597   141.090        34.4       1    1086   324    1085   324      103.53      105.82      122.26        0.46        1.29
       697    40.478   141.212       120.8       1    1093   332    1092   332       87.71       91.26       97.80        0.58        0.71
       698    40.522   141.294       159.4       1    1098   329    1097   329       31.51       35.45       37.17        1.04        0.35
       699    40.577   141.441       220.5       1    1107   326    1106   326        1.76        3.72        4.10        0.71        0.35
       700    40.420   141.491       437.1       1    1110   335    1110   336       37.92       44.82       46.08        2.22        0.46
       701    40.431   141.516       445.4       1    1111   335    1110   335       32.73       32.73       37.92        0.00        2.01
       702    40.472   141.492         1.7       3    1110   332    -999  -999        1.87       15.14     -999.00        0.82     -999.00
       703    40.492   141.516       517.3       1    1111   331    1112   331        0.15        0.25        0.25        0.93        0.58
       704    40.473   141.528         3.4       3    1113   333    -999  -999        7.25        7.25     -999.00        0.00     -999.00
       705    40.724   140.744        72.6       1    1065   317    1066   318       81.60      110.40      129.85        1.86        1.51
       706    40.770   140.726        80.8       1    1064   314    1064   315        6.97       21.66       24.46        2.21        0.46
       707    40.794   140.760        95.1       1    1066   313    1065   314        1.15        2.43        5.72        0.84        1.29
       708    40.812   140.766       163.5       1    1066   312    1066   313        0.00        1.12        1.15        0.46        1.85
       709    40.822   140.766       267.1       1    1066   311    1066   312        0.00        0.00        0.00        0.58        0.93
       710    40.778   140.767        31.1       1    1067   314    1067   315        5.66       10.19       24.55        0.93        1.92
       711    40.798   140.778       101.9       1    1067   312    1068   313        0.00        2.93        3.75        2.78        0.70
       712    40.809   140.777       102.4       1    1067   312    1068   313        0.00        0.00        3.75        1.39        3.41
       713    40.583   139.937        48.9       1    1017   326    1018   326        9.88        9.88       17.60        0.00        0.71
       714    40.683   139.974       116.9       1    1019   320    1020   320        0.00        7.90        8.90        0.58        1.87
       715    40.745   140.178       172.0       1    1032   316    1032   317        8.85        8.85        9.62        0.00        0.58
       716    40.756   140.233       139.9       1    1035   315    1034   315        1.16        5.95        7.83        3.28        0.46
       717    40.778   140.270        36.0       1    1037   314    1038   315        1.94        1.94        5.74        0.46        1.91
       718    41.127   140.309        11.1       1    1039   293    1040   293        0.00        4.25       11.35        0.58        1.40
       719    41.188   140.442        31.5       3    1047   289    -999  -999        0.00        0.00     -999.00        0.00     -999.00
       720    41.178   140.498        66.8       1    1050   289    1051   290        0.00        1.70        3.02        1.42        0.35
       721    41.052   140.585        77.1       1    1055   297    1055   296        4.75        4.75        5.90        0.00        0.35
       722    40.610   141.423        18.4       1    1106   324    1105   324        1.41        4.51        5.36        1.52        0.35
       723    40.927   140.647        22.6       1    1059   305    1058   304        1.97        5.27       13.19        1.05        1.75
       724    40.851   140.694        11.0       1    1062   309    1060   310        0.00        1.27       14.59        0.35        3.54
       725    40.826   140.665        64.4       1    1060   311    1059   312        7.97        8.70       13.38        0.70        1.68
       726    40.813   140.692        17.2       1    1061   312    1061   313        5.91        5.91       17.62        0.00        5.60
       727    40.816   140.699        19.2       1    1062   312    1061   312        2.32        2.56        5.91        0.58        0.35
       728    40.816   140.699        19.2       1    1062   312    1061   312        2.32        2.56        5.91        0.58        0.35
       729    40.819   140.706        20.5       1    1063   311    1062   312        1.33        2.28        2.32        1.40        0.35
       730    40.819   140.706        20.5       1    1063   311    1062   312        1.33        2.28        2.32        1.40        0.35
       731    40.828   140.720        54.4       1    1064   311    1064   312        1.17        1.25        1.56        0.58        0.46
       732    40.817   140.720        26.7       1    1064   312    1064   313        1.56        1.95        6.49        0.46        5.09
       733    40.824   140.795        12.0       1    1068   310    1068   312        0.00        1.87        5.61        1.51        1.91
       734    40.823   140.869        75.4       1    1073   311    1074   312       48.14       48.14       67.04        0.00        2.11
       735    40.838   140.823        89.8       1    1070   310    1071   311        1.27        1.79       15.52        0.81        2.00
       736    40.887   140.866         5.6       1    1073   307    1074   307        0.00        6.13       18.29        0.93        0.70
       737    40.899   140.963        22.8       1    1078   307    1077   308       26.88       26.88       51.59        0.00        4.10
       738    40.927   140.959         1.2       3    1077   305    -999  -999        0.64       10.77     -999.00        1.62     -999.00
       739    40.919   141.006        39.2       1    1081   305    1080   306        0.00       12.99       24.07        1.98        0.93
       740    40.809   141.056        12.6       1    1084   312    1083   312      114.20      125.55      132.91        1.06        0.35
       741    40.819   141.103        20.5       1    1087   311    1086   312       40.60       53.83       63.01        1.19        1.16
       742    40.828   141.124        28.7       1    1088   311    1087   311       25.12       33.29       40.60        1.04        0.93
       743    40.842   141.130        36.4       1    1088   310    1088   311       11.85       14.20       25.12        0.46        1.28
       744    40.858   141.119         9.6       1    1087   309    1086   310        6.42       11.08       39.90        0.46        2.71
       745    41.105   141.253        10.3       1    1096   294    1097   294        8.58        8.58       24.70        0.00        2.44
       746    41.319   141.315        38.4       1    1099   281    1100   282        7.78       13.02       14.49        1.28        0.58
       747    41.294   141.212        10.0       1    1093   283    1092   282        1.76        2.00        2.47        0.81        0.46
       748    41.297   141.212         9.3       1    1092   282    1089   282        2.47        2.47       85.96        0.00       27.74
       749    41.276   141.203       156.2       1    1092   284    1094   283        0.00        1.65        1.65        0.93        2.00
       750    41.260   140.990       165.7       1    1080   285    1079   284       26.72       34.08       34.08        0.99        0.46
       751    41.148   140.816        28.1       1    1070   292    1069   291        0.00        4.15        4.15        1.39        0.70
       752    41.328   140.813        13.2       1    1069   281    1070   281        0.00       11.65       18.82        0.70        0.35
       753    41.430   140.869        29.7       1    1072   274    1073   275        0.00        3.51        6.62        0.81        0.58
       754    41.391   141.124       152.6       1    1088   278    1087   277        8.77        9.87       12.47        0.35        0.70
       755    41.401   141.153       166.1       1    1089   277    1088   277        0.59        0.59        8.20        0.00        2.34
       756    41.384   141.176        44.3       1    1091   277    1090   278        0.71        1.13        1.62        0.58        0.35
       757    40.938   141.290        25.5       1    1097   304    1096   305        1.01        1.01        5.95        0.00        5.08
       758    40.928   140.948        37.3       1    1077   305    1077   306        0.64        0.64        1.31        0.46        0.35
       759    40.130   141.365       386.2       1    1103   353    1104   353      256.01      256.01      262.86        0.00        2.01
       760    40.259   141.291      1142.1       1    1097   345    1097   346       88.97       88.97      100.98        0.00        8.84
       761    40.201   141.301       622.6       1    1098   348    1099   349      129.07      137.34      139.77        1.88        0.46
       762    40.042   141.431       207.3       1    1106   358    1107   358      369.04      377.97      386.76        1.30        0.92
       763    40.485   141.428      1869.0       1    1106   332    1105   332        0.00        0.00        1.25        0.00        5.37
       764    40.534   141.491      2037.1       1    1110   328    1110   329        0.00        0.00        0.00        0.58        0.35
       765    40.408   141.272      1706.2       1    1097   336    1097   337       18.07       20.22       20.80        1.98        0.35
       766    40.192   141.172       307.0       1    1091   349    1090   349      171.50      179.79      180.19        1.57        0.35
       767    40.115   141.055       141.3       1    1084   354    1084   355      274.89      279.84      288.00        0.46        0.93
       768    40.237   141.234       403.7       1    1094   346    1094   347      129.36      129.36      133.47        0.00        0.71
       769    40.112   141.316       103.5       1    1099   354    1099   355      274.85      274.85      288.48        0.00        2.16
       770    39.872   141.178       617.5       1    1091   368    1092   368      185.01      188.87      189.97        1.17        0.36
       771    39.834   141.162      1074.0       1    1090   370    1091   369      175.40      175.40      178.09        0.00        1.85
       772    39.753   141.148      1185.4       1    1089   375    1090   375      135.05      135.05      162.53        0.46        2.33
       773    39.713   141.131      1193.4       1    1088   377    1089   376      116.85      119.16      125.67        1.40        3.61
       774    39.692   141.149      2184.8       1    1089   379    1089   378      112.12      113.72      114.28        0.58        0.36
       775    39.552   141.174      2572.8       1    1091   387    1091   386       86.23       86.33       88.61        0.36        0.92
       776    39.494   141.155      2756.1       1    1090   390    1091   390       77.57       77.63       79.45        0.36        1.17
       777    39.391   141.127         8.5       2    1088   397    1087   397       60.41       66.35       66.96        0.82        0.59
       778    39.391   141.128         8.5       2    1088   397    1087   397       60.41       66.35       66.96        0.82        0.59
       779    39.392   141.130      4227.4       1    1088   397    1089   396       60.41       61.80       61.82        0.92        0.72
       780    39.281   141.124         1.9       3    1088   404    -999  -999       48.00       55.68     -999.00        2.10     -999.00
       781    39.281   141.124         1.9       3    1088   404    -999  -999       48.00       55.68     -999.00        2.10     -999.00
       782    39.278   141.123         2.0       3    1088   404    -999  -999       48.00       55.02     -999.00        1.64     -999.00
       783    39.278   141.123         2.0       3    1088   404    -999  -999       48.00       55.02     -999.00        1.64     -999.00
       784    39.284   141.130      4546.8       1    1089   403    1090   402       51.25       51.25       54.00        0.00        6.27
       785    39.260   141.122      5464.3       1    1088   405    1088   404       47.88       48.00       48.00        1.05        0.46
       786    39.252   141.115      5465.9       1    1088   405    1088   404       47.88       47.88       48.00        0.00        1.92
       787    39.197   141.127      5547.0       1    1088   408    1088   407       37.64       37.64       40.38        0.00        5.17
       788    39.169   141.155      5887.4       1    1089   410    1089   409       33.45       33.45       35.15        0.00        1.92
       789    39.065   141.163      6417.6       1    1090   417    1091   416       18.90       20.53       20.53        2.00        0.46
       790    39.020   141.135      6508.2       1    1089   419    1088   419       15.74       15.74       15.95        0.36        0.93
       791    38.992   141.124      6699.4       1    1088   420    1089   419       14.00       14.00       15.74        0.00        9.92
       792    38.948   141.172        24.7       2    1091   424    1091   425        8.06       14.51       21.80        1.05        0.92
       793    38.951   141.191      7096.1       1    1091   423    1091   424        8.06        8.06        8.06        0.00        0.36
       794    38.897   141.269        96.7       1    1097   427    1098   427        5.07        9.47       10.31        0.00        0.36
       795    38.897   141.269        96.7       1    1097   427    1098   427        5.07        9.47       10.31        0.00        0.36
       796    38.899   141.263      7516.7       1    1096   426    1095   426        5.07        5.07        5.73        0.00        1.45
       797    38.842   141.263      7650.8       1    1096   430    1096   429        4.40        4.40        4.40        1.51        1.17
       798    38.765   141.273      7886.8       1    1097   434    1096   434        4.40        4.40        4.40        0.00        2.17
       799    38.703   141.287      8037.4       1    1098   438    1098   437        4.40        4.40        4.40        0.92        3.92
       800    38.658   141.287      8054.6       1    1098   440    1098   439        4.08        4.08        4.40        0.00       10.18
       801    38.602   141.297      8087.9       1    1098   444    1098   443        3.30        3.40        3.50        1.05        3.24
       802    38.515   141.308      8166.1       1    1099   449    1099   448        1.51        1.51        1.51        1.90        5.09
       803    39.963   141.216       100.5       1    1094   363    1094   362      240.72      242.82      246.27        0.46        0.58
       804    38.833   141.188        73.7       1    1093   431    1091   430       13.68       18.36       19.56        2.27        0.73
       805    38.915   141.330        61.7       1    1100   426    1101   425       68.63       75.05       76.58        1.65        0.59
       806    38.897   141.290        87.1       1    1098   427    1099   427       10.31       14.01       16.83        1.90        1.45
       807    38.928   141.340        54.9       1    1101   424    1102   424       79.16       82.02       95.20        0.46        1.99
       808    38.976   141.240       346.8       1    1095   421    1096   421       19.18       19.18       22.14        0.00        5.10
       809    38.930   141.253       374.1       1    1095   424    1095   423        9.59       11.36       14.57        0.59        8.20
       810    38.933   141.152        21.5       1    1089   425    1088   426       18.21       18.21       26.31        0.00        5.24
       811    38.933   141.152        21.5       1    1089   425    1088   426       18.21       18.21       26.31        0.00        5.24
       812    39.016   141.091       151.0       1    1086   419    1085   419       21.70       23.98       26.28        0.82        1.44
       813    39.037   141.117        22.6       1    1087   418    1086   418       18.85       24.56       33.14        1.36        1.44
       814    39.235   141.312        54.0       1    1099   407    1100   406      153.54      163.72      171.98        1.31        0.36
       815    39.185   141.183       100.5       1    1092   410    1092   409       33.20       35.50       39.49        2.44        1.31
       816    39.205   141.159       100.6       1    1090   408    1091   407       37.49       40.49       43.11        1.85        1.71
       817    39.102   140.870        76.6       1    1073   414    1072   414      310.21      346.06      363.90        0.95        0.36
       818    39.117   140.917       184.7       1    1075   413    1075   414      258.11      258.11      269.15        0.00        0.59
       819    39.170   141.097       221.6       1    1086   411    1085   411       52.30       58.97       66.78        1.31        0.72
       820    39.380   141.053       148.9       1    1084   398    1083   397       86.20       99.58      103.66        2.38        0.93
       821    39.378   141.106       158.6       1    1086   398    1085   398       72.47       72.47       80.42        0.00        3.95
       822    39.455   141.174       258.6       2    1090   393    1092   393       71.92       82.35       84.17        3.53        0.36
       823    39.467   141.281       224.8       1    1097   392    1098   392      127.88      141.15      144.85        2.83        0.36
       824    39.691   140.945       139.9       1    1076   379    1075   379      194.06      194.06      215.56        0.00        8.13
       825    39.690   141.028       634.4       1    1082   379    1082   380      146.39      173.00      173.00        1.05        0.72
       826    39.698   141.069       665.5       1    1084   379    1083   379      126.86      130.46      139.85        1.30        2.98
       827    39.705   141.122       767.4       1    1088   378    1086   378      116.69      118.15      120.61        0.58        1.43
       828    39.715   141.176       195.5       1    1091   378    1092   377      128.67      135.86      142.26        0.94        0.85
       829    39.705   141.237        68.6       1    1095   378    1095   379      206.69      224.58      227.12        0.71        0.58
       830    39.713   141.185        83.6       1    1092   378    1093   378      138.65      143.25      160.24        0.36        2.60
       831    38.753   141.210        90.6       1    1093   435    1092   434        3.96        4.10        4.58        0.59        2.17
       832    38.765   141.208        83.0       1    1093   435    1092   434        3.96        4.16        4.58        1.51        1.17
       833    38.781   141.160        48.6       1    1091   434    1089   433        5.50        6.32        6.32        2.26        1.58
       834    38.848   141.294        77.7       1    1099   430    1099   429       12.31       14.07       18.10        0.36        2.03
       835    38.997   141.258        41.1       2    1096   421    1096   420       22.14       27.44       29.69        0.95        0.59
       836    38.994   141.326        29.0       1    1100   421    1101   421       53.13       56.76       59.35        0.36        0.36
       837    39.016   141.398        67.1       1    1105   419    1106   419      135.12      139.25      159.38        0.36        3.45
       838    38.994   141.251       298.4       1    1096   421    1097   421       22.14       22.14       29.40        0.00        3.34
       839    38.994   141.308        33.0       2    1099   421    1100   421       41.37       51.94       53.13        1.81        0.36
       840    38.955   141.252       357.7       1    1095   423    1095   422       14.57       14.57       16.04        0.00        1.17
       841    38.955   141.252       357.7       1    1095   423    1095   422       14.57       14.57       16.04        0.00        1.17
       842    38.922   141.134        13.8       1    1089   425    1088   426       18.21       23.36       26.31        1.90        0.46
       843    38.942   141.052       168.5       1    1084   424    1083   424       43.69       60.60       61.21        2.26        0.36
       844    38.927   141.128       268.3       1    1088   425    1087   425       17.15       18.60       21.22        0.59        0.59
       845    39.005   141.110       175.3       1    1086   420    1086   419       15.74       16.08       21.70        0.36        3.21
       846    39.006   141.110         8.6       2    1087   420    1087   419       15.74       18.10       24.72        0.46        1.31
       847    39.134   140.909         8.2       1    1074   412    1074   413      420.98      420.98      548.46        0.00        1.44
       848    39.077   140.865        44.3       1    1072   416    1072   417      353.02      361.11      383.33        0.93        1.85
       849    39.241   140.991        50.9       1    1080   406    1079   406      156.86      187.12      202.35        1.67        0.36
       850    39.281   141.049         1.3       3    1084   404    -999  -999       67.57       86.21     -999.00        3.07     -999.00
       851    39.909   141.077        30.0       1    1085   366    1084   365      256.88      275.36      280.86        2.34        0.36
       852    39.874   141.160       411.7       1    1090   368    1090   367      187.28      190.99      195.31        0.94        2.16
       853    39.398   140.769       266.7       1    1067   397    1066   396      249.39      253.10      254.95        1.41        0.59
       854    39.302   140.885       577.0       1    1074   402    1073   403      152.60      159.67      223.50        1.17        0.72
       855    39.290   141.072       882.2       1    1084   403    1082   403       63.96       63.96       73.67        0.00        8.63
       856    39.298   141.381       103.2       2    1103   403    1104   404      207.33      212.53      240.16        1.05        3.15
       857    39.328   141.530        36.5       1    1112   401    1112   402      250.97      260.49      262.63        0.72        0.59
       858    39.335   141.538       104.1       2    1112   400    1113   401      249.95      269.17      271.88        2.61        0.59
       859    39.359   141.567       108.1       1    1115   399    1116   399      265.69      276.41      286.82        1.30        2.52
       860    39.360   141.549       321.4       1    1114   398    1114   397      262.08      262.08      266.90        0.00        1.92
       861    39.320   141.460       532.1       1    1108   401    1109   401      229.82      233.27      234.93        0.72        0.59
       862    39.342   141.319       731.8       1    1099   400    1100   401      193.00      193.00      193.00        0.36        1.92
       863    39.362   141.283       868.5       1    1098   399    1099   399      113.30      115.27      123.43        0.72        2.51
       864    39.363   141.551       321.2       1    1114   398    1114   397      262.08      263.50      266.90        0.59        0.93
       865    39.299   141.403       567.6       1    1104   403    1105   402      214.36      215.74      217.57        0.82        0.85
       866    39.392   141.152       958.3       1    1090   397    1090   398       67.04       67.92       69.80        0.46        0.46
       867    39.477   141.253       234.6       1    1096   392    1097   392      122.21      123.99      127.88        0.36        0.59
       868    39.553   141.108        51.7       1    1086   387    1085   387      131.55      135.89      167.54        0.36        5.73
       869    39.617   141.144        11.4       2    1089   383    1088   383      101.63      115.64      125.49        2.58        1.57
       870    39.617   141.144        11.4       2    1089   383    1088   383      101.63      115.64      125.49        2.58        1.57
       871    39.708   141.110        92.6       2    1088   378    1086   377      116.69      122.46      123.65        2.00        0.36
       872    39.748   141.119         2.7       3    1088   376    -999  -999      146.79      151.62     -999.00        0.71     -999.00
       873    39.653   140.953       117.5       1    1078   381    1078   382      173.95      178.63      182.57        1.66        0.99
       874    39.691   140.956       159.1       2    1078   379    1077   378      181.30      190.67      196.11        1.17        0.71
       875    39.781   140.949       102.8       1    1078   375    1077   373      245.81      334.56      343.29        5.23        0.46
       876    39.722   141.185       109.0       1    1092   377    1092   376      142.26      145.63      165.41        0.46        2.16
       877    39.051   141.366        87.2       1    1102   417    1103   417      123.93      124.93      132.09        0.46        0.46
       878    39.519   141.195        63.4       1    1093   389    1093   388       87.76       87.76       93.61        0.00        1.17
       879    39.690   141.169       148.7       2    1091   379    1092   380      108.52      117.73      124.90        1.63        0.71
       880    39.392   141.119         7.5       1    1087   397    1086   397       66.96       68.16       89.53        0.36        3.19
       881    40.217   140.670      1173.6       1    1061   347    1062   347       66.98       68.47       70.95        0.71        1.16
       882    40.244   140.741      1098.9       1    1065   346    1066   345       88.72       90.13       93.98        0.71        1.92
       883    40.260   140.773       238.6       1    1067   345    1068   344      100.82      106.73      121.26        1.06        4.20
       884    40.270   140.762       176.6       1    1066   344    1066   343      104.38      105.40      108.58        0.46        0.58
       885    40.420   141.491       437.1       1    1110   335    1110   336       37.92       44.82       46.08        2.22        0.46
       886    40.492   141.516       517.3       1    1111   331    1112   331        0.15        0.25        0.25        0.93        0.58
       887    40.473   141.528         3.4       3    1113   333    -999  -999        7.25        7.25     -999.00        0.00     -999.00
       888    40.347   141.462       171.6       1    1108   340    1108   341      124.50      124.50      141.42        0.00        3.03
       889    40.324   141.467       164.7       1    1109   341    1109   342      144.68      146.13      150.45        0.58        1.42
       890    40.344   141.423       181.4       1    1106   340    1105   340      121.57      128.15      131.45        1.76        0.58
       891    40.342   141.422       181.3       1    1106   340    1105   340      121.57      128.15      131.45        1.76        0.58
       892    40.208   141.422        99.6       1    1106   348    1106   349      273.68      273.68      282.08        0.00        1.17
       893    40.190   141.738       261.5       1    1124   349    1124   350        6.08        6.08        8.11        0.00        0.71
       894    40.192   141.765       268.5       1    1126   349    1125   349        1.56        1.56        3.93        0.00        2.48
       895    40.152   141.574        23.7       1    1115   352    1114   352      272.78      272.78      282.56        0.00        1.29
       896    40.215   141.788        38.2       2    1128   348    1127   348        0.00        5.80        8.01        2.13        0.35
       897    40.187   141.772       186.0       1    1127   350    1126   350        1.07        1.55        2.67        0.35        2.28
       898    40.091   141.703        45.2       2    1123   355    1123   356      171.68      204.49      216.44        1.40        0.93
       899    39.985   141.717       125.6       1    1123   361    1122   361      268.25      270.60      284.75        0.36        1.88
       900    39.802   141.659       210.9       1    1120   372    1119   372      267.38      282.33      297.20        0.82        0.71
       901    39.934   141.823        16.3       1    1129   365    1129   366      270.46      270.46      294.14        0.00        0.92
       902    39.841   141.890       698.6       1    1134   370    1133   370       10.47       15.63       20.10        2.34        0.72
       903    39.915   141.928        22.8       1    1136   366    1135   366        0.00       17.29       46.30        1.53        1.56
       904    39.858   141.674        19.9       2    1121   369    1120   369      227.64      252.14      258.85        0.71        0.36
       905    39.599   141.681       538.3       1    1121   385    1120   385      174.87      174.87      184.03        0.00        1.51
       906    39.619   141.806       785.7       1    1129   384    1128   384       42.60       42.60       48.69        0.00        1.30
       907    39.631   141.905       844.5       1    1134   383    1133   382        4.85        4.85        5.80        0.00        0.72
       908    39.617   141.905        55.5       1    1135   384    1134   384        5.00        5.49        8.86        0.46        0.93
       909    39.628   141.788       172.7       1    1128   383    1127   382       48.56       55.60       60.76        0.94        0.58
       910    39.142   141.578       300.7       1    1115   411    1114   412       70.63       70.63       76.52        0.00        1.44
       911    39.031   141.606       493.7       1    1117   419    1116   418        0.35        0.86        1.84        0.86        0.59
       912    39.194   141.601        59.4       1    1117   409    1117   410      173.10      176.77      181.32        0.36        0.59
       913    39.024   141.590        95.3       1    1115   419    1114   420        8.74        8.74       13.08        0.00        2.03
       914    39.148   141.476        57.3       1    1109   412    1108   412      209.61      227.57      243.32        1.53        0.72
       915    40.303   141.655        58.1       1    1120   342    1119   342      161.45      169.58      170.67        1.40        0.35
       916    38.937   141.449        27.5       1    1107   424    1106   424      146.38      146.38      155.72        0.00        0.72
       917    38.901   141.565       142.1       1    1114   426    1113   426        0.10        0.10        1.45        0.59        2.03
       918    39.577   141.937       152.1       1    1137   386    1137   387        0.98        0.98        4.55        0.00        1.85
       919    39.337   141.869       136.1       1    1133   400    1132   400        0.05        3.02        4.23        1.66        0.36
       920    39.330   141.890       140.9       1    1134   401    1133   400        0.00        0.05        0.05        1.17        0.36
       921    39.091   141.708        95.2       1    1122   415    1122   414        3.65        3.65       12.10        0.00        3.77
       922    39.088   141.713       124.2       1    1123   415    1122   415        0.28        0.28        3.65        0.00        0.59
       923    39.263   141.848       121.0       1    1131   405    1130   405        8.97        8.97       18.36        0.00        0.72
       924    39.273   141.874       127.4       1    1133   404    1132   404        0.00        0.00        1.26        0.95        0.72
       925    39.267   141.838        33.0       1    1130   404    1129   404       20.31       20.31       43.77        0.00        3.45
       926    39.367   141.897       113.6       1    1134   398    1133   397        0.64        0.64       11.95        0.00        5.62
       927    39.363   141.903       114.6       1    1135   399    1134   398        0.00        0.33        0.64        1.41        0.93
       928    40.003   141.884        69.4       1    1134   360    1133   361        0.00        6.94       14.10        2.11        1.17
       929    39.477   141.949        21.2       1    1137   392    1136   392        0.93        0.93       11.47        0.00        2.75
       930    40.113   141.816        35.3       1    1129   354    1129   353        4.07        4.07        6.21        0.00        0.36
       931    40.113   141.816        35.3       1    1129   354    1129   353        4.07        4.07        6.21        0.00        0.36
       932    40.283   141.627        15.1       1    1118   344    1117   344      205.03      205.75      222.33        0.46        1.42
       933    39.116   141.813        13.9       3    1129   414    -999  -999        0.00        0.00     -999.00        0.00     -999.00
       934    39.053   141.790         6.3       1    1128   417    1127   417        6.50       10.44       21.36        0.36        0.46
       935    39.059   141.715        10.3       1    1123   417    1122   417        4.64       14.80       72.72        0.36        1.44
       936    39.378   141.848        49.4       1    1131   398    1130   398       26.03       29.28       55.07        0.36        2.36
       937    39.713   141.131      1193.4       1    1088   377    1089   376      116.85      119.16      125.67        1.40        3.61
       938    39.692   141.149      2184.8       1    1089   379    1089   378      112.12      113.72      114.28        0.58        0.36
       939    39.552   141.174      2572.8       1    1091   387    1091   386       86.23       86.33       88.61        0.36        0.92
       940    39.392   141.130      4227.4       1    1088   397    1089   396       60.41       61.80       61.82        0.92        0.72
       941    39.260   141.122      5464.3       1    1088   405    1088   404       47.88       48.00       48.00        1.05        0.46
       942    39.169   141.155      5887.4       1    1089   410    1089   409       33.45       33.45       35.15        0.00        1.92
       943    39.065   141.163      6417.6       1    1090   417    1091   416       18.90       20.53       20.53        2.00        0.46
       944    38.948   141.172        24.7       2    1091   424    1091   425        8.06       14.51       21.80        1.05        0.92
       945    38.899   141.263      7516.7       1    1096   426    1095   426        5.07        5.07        5.73        0.00        1.45
       946    38.765   141.273      7886.8       1    1097   434    1096   434        4.40        4.40        4.40        0.00        2.17
       947    38.703   141.287      8037.4       1    1098   438    1098   437        4.40        4.40        4.40        0.92        3.92
       948    38.658   141.287      8054.6       1    1098   440    1098   439        4.08        4.08        4.40        0.00       10.18
       949    38.602   141.297      8087.9       1    1098   444    1098   443        3.30        3.40        3.50        1.05        3.24
       950    38.602   141.298      8088.0       1    1098   444    1098   443        3.30        3.40        3.50        1.05        3.24
       951    38.533   141.306      8165.1       1    1099   449    1099   448        1.51        1.51        1.51        3.75        0.46
       952    38.533   141.306      8165.1       1    1099   449    1099   448        1.51        1.51        1.51        3.75        0.46
       953    38.515   141.308      8166.1       1    1099   449    1099   448        1.51        1.51        1.51        1.90        5.09
       954    38.530   141.374         8.1       1    1102   447    1103   447        0.50        3.27       31.41        0.00        1.92
       955    38.573   141.448         8.6       2    1107   446    1106   446        0.25        0.25        0.39        0.36        0.36
       956    38.585   141.476         1.5       3    1109   445    -999  -999        0.00        0.00     -999.00        0.00     -999.00
       957    38.605   141.281         2.5       3    1096   445    -999  -999        0.80        2.93     -999.00        2.51     -999.00
       958    38.527   141.227      1803.5       1    1094   449    1094   448        0.47        0.47        0.47        1.64        0.93
       959    38.491   141.298      1877.9       1    1098   451    1097   450        0.47        0.47        0.47        0.46        0.59
       960    38.420   141.312      1940.0       1    1099   455    1100   454        0.00        0.00        0.00        0.00        3.92
       961    38.798   140.655        19.6       1    1059   432    1059   433      259.01      260.88      276.90        0.00        0.72
       962    38.512   141.408         5.7       1    1105   450    1105   451        0.25        0.25        7.75        0.00        0.59
       963    38.615   141.313        52.0       1    1099   444    1100   443        3.30        3.41        3.45        2.24        0.46
       964    38.627   141.348        13.5       1    1102   443    1102   444       12.63       12.63       19.91        0.00        0.93
       965    38.799   140.660       140.3       1    1060   432    1059   431      258.87      258.87      281.38        0.00        3.73
       966    38.735   140.702        58.4       1    1062   437    1061   437      161.80      161.80      204.28        0.00        3.90
       967    38.749   140.723       278.2       1    1064   436    1063   436      138.28      140.21      143.71        0.59        0.36
       968    38.662   140.867       352.5       1    1072   441    1072   440       44.82       48.45       53.20        0.95        0.59
       969    38.595   140.951       395.5       1    1079   445    1077   445       12.63       17.65       18.72        4.68        0.59
       970    38.581   140.978       396.4       1    1079   445    1077   445       12.63       15.99       18.72        1.68       10.01
