        ID       lat       lon   area_CaMa  area_GRanD       error        diff      ix      iy     cap_mcm  year  damname                         rivname
      6290    40.287   141.513        70.4        70.0         0.0         0.4    1111     343         2.7  1976  Yukiyagawa                      Yukiyagawa                    
      6291    40.112   141.496        12.1        12.1        -0.0        -0.0    1110     354         1.3  1986  Setsukinai                      Setsukinaigawa                
      6292    40.062   140.113         3.1         2.0         0.6         1.2    1027     357         0.9  1967  Hanekawa                        Itonagaregawa                 
      6293    40.046   140.604       127.0       127.2        -0.0        -0.2    1057     358        37.2  1953  Moriyoshi                       Komatagawa                    
      6294    39.921   140.313        88.1        86.0         0.0         2.2    1039     365        14.9  1966  Haginari                        Koanigawa                     
      6295    39.837   140.638       282.7       282.2         0.0         0.5    1059     370       254.0  1990  Tamagawa                        Tamagawa                      
      6296    39.829   141.371        52.8        49.8         0.1         3.0    1103     371        65.6  1960  Gando                           Tandogawa                     
      6297    39.787   140.654       316.5       315.2         0.0         1.3    1060     373        51.0  1957  Yoroihata                       Tamagawa                      
      6298    39.779   140.154         4.3         3.3         0.3         1.0    1030     374         1.7  1937  Otakisawatameike                Michigawa                     
      6299    39.779   141.288        32.7        30.7         0.1         2.0    1098     374         3.8  1943  Sotoyama                        Sotoyamagawa                  
      6300    39.754   141.146      1185.9      1186.4        -0.0        -0.5    1089     375        47.1  1968  Shijushida                      Kitakamigawa                  
      6301    39.746   140.346        75.6        73.5         0.0         2.1    1041     376        19.3  1978  Iwami                           Sannaigawa                    
      6302    39.712   141.204        82.3        82.2         0.0         0.1    1093     378        15.0  1982  Tsunatori                       Nagatsugawa                   
      6303    39.696   141.029       635.4       635.2         0.0         0.1    1082     379        65.0  1981  Gosho                           Shizukuishigawa               
      6304    39.637   140.713       586.2       551.6         0.1        34.6    1063     383         6.0  1940  Natsuse                         Tamagawa                      
      6305    39.629   140.688       591.0       591.0        -0.0        -0.1    1062     383         5.1  1940  Jindai                          Tamagawa                      
      6306    39.612   140.896        12.7        16.4        -0.2        -3.6    1073     384         1.8  1957  Oshuku                          Oshukugawa                    
      6307    39.546   141.063        41.6        39.8         0.0         1.8    1085     388        37.6  2001  Sannokai                        Takinagawa                    
      6308    39.479   140.971        66.1        64.7         0.0         1.4    1079     392        23.3  1961  Toyosawa                        Toyosawagawa                  
      6309    39.346   141.321       795.2       733.0         0.1        62.3    1100     400       146.5  1954  Tase                            Sarugaishigawa                
      6310    39.304   140.954       705.6       703.7         0.0         1.9    1078     402         4.0  1954  Ishibane                        Wagagawa                      
      6311    39.304   140.888       590.0       578.3         0.0        11.7    1074     402       114.2  1964  Yuda                            Wagagawa                      
      6312    39.296   140.046         5.5         6.9        -0.2        -1.5    1023     403         1.3  1976  Kuromorigawadaiichi             Kuromorigawa                  
      6314    39.229   141.004         9.5         8.2         0.2         1.4    1081     407         5.2  1934  Senganishi                      Shukunaigawa                  
      6315    39.112   140.904       148.9       149.1        -0.0        -0.2    1074     414        16.1  1953  Ishibuchi                       Isawagawa                     
      6316    39.054   140.629       176.7       176.0         0.0         0.6    1058     417        31.6  1963  Minase                          Minasegawa                    
      6317    38.971   140.163        68.7        69.0        -0.0        -0.3    1030     422        19.1  1967  Takasaka                        Sakegawa                      
      6318    38.904   140.921        58.7        53.6         0.1         5.2    1076     426        13.7  1961  Kurikoma                        Sanhazamagawa                 
      6319    38.862   140.379         2.9         3.5        -0.2        -0.6    1044     429         6.8  1963  Masuzawa                        Izumitagawa                   
      6320    38.779   140.871       129.8       129.0         0.0         0.8    1073     434        36.6  2004  Hanayama                        Hazamagawa                    
      6321    38.754   140.704       209.2       208.7         0.0         0.5    1063     435        50.0  1958  Naruko                          Eaigawa                       
      6322    38.704   141.146        16.3        16.1         0.0         0.3    1089     438        38.5  2005  Naganuma                        Hazamagawa                    
      6324    38.596   139.671        32.8        31.8         0.0         1.1    1001     445         5.7  1986  Atsumigawa                      Atsumigawa                    
      6325    38.571   140.638        62.8        59.8         0.0         2.9    1059     446        18.0  1980  Urushizawa                      Narusegawa                    
      6326    38.512   139.871       145.4       143.0         0.0         2.4    1013     450        49.0  1957  Yakuwa                          Bonjigawa                     
      6327    38.504   139.779       163.3       163.0         0.0         0.3    1007     450        41.4  1955  Arasawa                         Akagawa                       
      6328    38.454   140.038       238.9       231.2         0.0         7.7    1023     453       109.0  1990  Sagae                           Sagaegawa                     
      6329    38.437   140.821        24.1        24.2        -0.0        -0.1    1070     455        10.0  1987  Minamikawa                      Minamikawa                    
      6330    38.362   140.738        23.4        20.9         0.1         2.5    1065     459         9.2  1984  Nanakita                        Nanakitagawa                  
      6331    38.321   140.704        88.3        89.1        -0.0        -0.8    1063     461        28.0  1961  Okura                           Okuragawa                     
      6332    38.287   140.138      1818.0      1819.5        -0.0        -1.5    1029     464         7.7  1962  Kamigo                          Mogamigawa                    
      6333    38.279   139.713        87.0        87.9        -0.0        -0.9    1004     464        11.7  1955  Saruta                          Sarutagawa                    
      6334    38.262   139.704       175.8       175.4         0.0         0.4    1003     465       125.5  1999  Okumiomote                      Miomote                       
      6335    38.246   139.638       307.6       308.6        -0.0        -1.0     999     465        47.8  1953  Miomote                         Miomotegawa                   
      6336    38.204   140.696       195.9       196.3        -0.0        -0.4    1062     468        45.3  1970  Kamafusa                        Goishigawa                    
      6337    38.179   140.838        10.3         9.9         0.0         0.4    1071     470         4.7  1976  Tarumizu                        Masudagawa                    
      6338    38.146   139.921        66.3        63.3         0.0         2.9    1016     472         8.2  1960  Kijiyama                        Okimatanogawa                 
      6339    38.121   140.229         3.2         3.3        -0.0        -0.1    1032     473         4.4  1982  Maekawa                         Maekawa                       
      6340    38.079   139.638       769.3       767.4         0.0         1.8     998     476         5.9  1961  Iwafune                         Arakawa                       
      6341    38.037   140.521        12.7        12.4         0.0         0.3    1052     478         2.3  1968  Kawarago                        Shiroishigawa                 
      6342    38.037   140.229         2.5         2.3         0.1         0.2    1034     478         2.2  1948  Birusawatameike                 Yashirogawa                   
      6343    38.029   139.563        71.3        71.7        -0.0        -0.4     995     479        22.8  1980  Oishi                           Oishigawa                     
      6344    37.962   140.513       232.0       231.6         0.0         0.4    1051     483       109.0  1991  NoName                          NoName                        
      6345    37.962   139.529        75.1        72.7         0.0         2.3     993     483        17.1  1979  Tainaigawa                      Tainaigawa                    
      6346    37.862   140.171        30.2        29.7         0.0         0.6    1031     489        31.0  1971  Mizukubo                        Kariyasugawa                  
      6347    37.854   139.421        49.0        49.1        -0.0        -0.2     986     489        24.8  1972  Uchinokura                      Uchinokuragawa                
      6348    37.812   139.496        89.8        89.3         0.0         0.4     990     491        22.5  1974  Kajigawachisui                  Kajigawa                      
      6349    37.771   140.738         4.2         4.8        -0.1        -0.6    1064     494         1.5  1945  Tamano                          Udagawa                       
      6350    37.754   139.904        40.8        41.4        -0.0        -0.5    1015     495        24.6  1991  Nicchu                          Oshikirigawa                  
      6351    37.687   139.929        13.3        12.2         0.1         1.1    1016     500         0.9  1958  Sekishiba                       Ubadogawa                     
      6352    37.629   140.888        13.4        12.5         0.1         0.9    1074     503         6.0  1975  Takanokura                      Mizunashigawa                 
      6353    37.596   140.904        44.4        44.1         0.0         0.3    1075     505        13.7  1983  Yokokawa                        Otagawa                       
      6354    37.521   140.888       110.5       110.2         0.0         0.3    1074     509        19.5  1985  Ogaki                           Ukedogawa                     
      6355    37.504   139.171        71.7        71.7         0.0         0.0     971     510        15.4  1964  Kasabori                        Kasaborigawa                  
      6356    37.496   139.154        56.9        57.3        -0.0        -0.3     970     511        21.1  1993  Otani                           Igarashigawa                  
      6357    37.462   139.963        43.1        42.3         0.0         0.9    1018     513        12.5  1982  Higashiyama                     Yugawa                        
      6358    37.446   140.004         6.7         6.8        -0.0        -0.0    1021     514         1.3  1970  Yoshigadaira                    Harakawa                      
      6360    37.379   140.946        10.4        12.7        -0.2        -2.3    1076     518         2.8  1973  Sakashita                       Okawaragawa                   
      6361    37.346   139.163        65.4        62.3         0.1         3.2     970     520        15.8  1986  Aburumagawa                     Aburumagawa                   
      6362    37.346   139.871         4.7         3.6         0.3         1.1    1013     520        18.5  1991  Ouchi                           Onogawa                       
      6363    37.346   139.913       824.1       823.1         0.0         1.1    1015     520        57.5  1987  Okawa                           Agagawa                       
      6364    37.337   139.304       757.2       755.6         0.0         1.6     979     520         4.5  1989  Tadami                          Tadamigawa                    
      6365    37.321   139.096       108.2       106.9         0.0         1.3     966     521        42.9  1958  Kuromatagawadaiichi             Kuromatagawa                  
      6366    37.312   139.288       746.6       745.6         0.0         1.0     978     522       494.0  1959  Tagokura                        Tadamigawa                    
      6368    37.296   138.513         6.7         6.1         0.1         0.6     931     523         3.7  1990  Akaiwa                          Tannegawa                     
      6369    37.279   139.121        84.4        84.5        -0.0        -0.1     967     524        60.0  1964  Kuromatagawadaini               Kuromatagawa                  
      6370    37.271   140.079        46.3        42.8         0.1         3.5    1025     524        27.3  1955  Hatori                          Tsurunumagawa                 
      6371    37.187   140.488       110.9       110.8         0.0         0.0    1050     529        13.0  1974  Sengozawa                       Kitasugawa                    
      6372    37.154   139.254       441.1       440.4         0.0         0.7     975     531       601.0  1960  Okutadami                       Tadamigawa                    
      6373    37.146   138.179         6.9         6.8         0.0         0.1     911     532         4.7  1984  Shozenji                        Shozenjigawa                  
      6374    37.087   139.904        55.9        55.4         0.0         0.4    1015     535        25.8  1973  Miyama                          Nakagawa                      
      6375    37.054   139.004        75.3        76.4        -0.0        -1.2     961     538        27.5  1993  Sagurigawa                      Sagurigawa                    
      6376    37.046   139.304        16.5        16.2         0.0         0.2     979     538         1.8  1968  Otsumata                        Otsumatagawa                  
      6377    36.996   139.863        24.4        23.9         0.0         0.5    1012     541        10.5  1994  Sabigawa                        Sabigawa                      
      6378    36.979   136.963         2.9         1.8         0.6         1.1     838     542         1.3  1973  Tane                            Kumabuchigawa                 
      6379    36.962   140.729       412.2       412.7        -0.0        -0.4    1064     543        12.7  1961  Takashiba                       Samekawa                      
      6380    36.954   139.888       123.7       125.4        -0.0        -1.8    1013     543         8.8  1978  Shiobara                        Hokigawa                      
      6381    36.912   139.054       189.0       166.6         0.1        22.4     964     546       204.3  1967  Yagisawa                        Tonegawa                      
      6382    36.904   140.721        97.6        96.3         0.0         1.4    1064     546        12.1  1983  Shitoki                         Shitokigawa                   
      6383    36.904   139.704       274.7       274.1         0.0         0.5    1003     546        55.0  1956  Ikari                           Ojikagawa                     
      6384    36.896   139.696       321.6       321.8        -0.0        -0.2    1002     547        83.0  1983  Kawaji                          Kunugawa                      
      6385    36.887   139.079        60.4        60.8        -0.0        -0.4     966     547        90.0  1990  Naramata                        Naramatagawa                  
      6386    36.879   139.521       192.9       178.0         0.1        14.9     992     548        87.6  1966  Kawamata                        Kinugawa                      
      6387    36.871   139.063       312.2       310.8         0.0         1.3     964     548        28.5  1955  Sudagai                         Tonegawa                      
      6388    36.871   139.613       272.2       265.9         0.0         6.4     998     548         2.4  1912  Kurobe                          Kinugawa                      
      6389    36.862   138.071        69.9        62.0         0.1         7.9     905     549        10.6  1979  Sasagamine                      Sekigawa                      
      6391    36.854   140.679        36.2        36.3        -0.0        -0.0    1061     549         2.2  1966  Mizunuma                        Hanazonokawa                  
      6392    36.846   139.863        13.8        11.9         0.2         1.9    1013     550         2.5  1984  Terayama                        Miyakawa                      
      6393    36.829   139.663        15.4        14.6         0.1         0.8    1000     551         9.1  1988  Imaichi                         Togawa                        
      6394    36.821   139.338        23.5        23.1         0.0         0.3     980     551        13.6  1931  Marunuma                        Otakigawa                     
      6395    36.821   139.804        24.9        24.9         0.0         0.0    1009     551         4.3  1967  Nishiarakawa                    Nishiarakawa                  
      6396    36.804   139.038       397.0       391.4         0.0         5.6     962     552        52.5  1957  Fujiwara                        Tonegawa                      
      6398    36.771   137.629       464.1       461.9         0.0         2.2     878     554         9.0  1985  Dashidaira                      Kurobegawa                    
      6399    36.737   139.496       123.0       129.9        -0.1        -6.9     990     556        25.1  1998  Chuzenji                        Daiyagawa                     
      6400    36.729   137.971        64.4        63.6         0.0         0.9     899     557         5.4  1979  Okususobana                     Susobanagawa                  
      6401    36.721   138.646         9.3         9.0         0.0         0.2     938     558        28.7  1956  Nozori                          Nakatsugawa                   
      6402    36.712   138.896       117.6       111.6         0.1         6.0     954     558        23.3  1959  Aimata                          Akayagawa                     
      6403    36.679   137.421        45.8        45.8        -0.0        -0.0     866     560         4.8  1964  Kamiichigawa                    Kamiichigawa                  
      6404    36.671   137.438        40.6        40.3         0.0         0.3     867     560         7.8  1985  Kamiichigawadaini               Kamiichigawa                  
      6406    36.646   139.179       490.8       493.3        -0.0        -2.5     971     561        20.3  1965  Sonohara                        Katashinagawa                 
      6407    36.562   137.663       181.0       180.4         0.0         0.5     880     567       199.3  1961  Kurobe                          Kurobegawa                    
      6408    36.546   139.371       263.7       255.3         0.0         8.4     983     568        60.5  1976  Kusaki                          Watarasegawa                  
      6409    36.537   137.096        86.1        84.5         0.0         1.6     846     568        17.0  1961  Muromaki                        Idagawa                       
      6410    36.512   137.779       194.1       194.2        -0.0        -0.1     887     570        33.9  1985  Omachi                          Takasegawa                    
      6411    36.504   138.346        33.3        31.5         0.1         1.8     921     570         3.5  1968  Sugadaira                       Kangawa                       
      6413    36.496   137.246      1981.2      1982.5        -0.0        -1.4     855     571         5.7  1954  Jinichi                         Jinzugawa                     
      6414    36.487   137.729       160.5       149.0         0.1        11.5     884     571        32.5  1978  Nanakura                        Takasegawa                    
      6415    36.487   137.446        58.0        50.7         0.1         7.4     867     571       222.0  1959  Arimine                         Wadagawa                      
      6416    36.487   138.471        42.2        50.5        -0.2        -8.3     928     571         5.6  1927  Kazawa                          Agatsumagawa                  
      6417    36.487   139.046         2.0         2.1        -0.0        -0.0     965     571         1.1  1928  Makabe                          Tonegawa                      
      6418    36.471   137.688       130.2       130.6        -0.0        -0.4     881     572        76.2  1979  Takase                          Takasegawa                    
      6419    36.471   136.671        37.1        34.9         0.1         2.2     821     572         9.5  1974  Uchikawa                        Uchikawa                      
      6420    36.471   136.979       915.6       911.3         0.0         4.3     839     572        33.9  1930  Soyama                          Shokawa                       
      6421    36.471   136.804        45.7        46.6        -0.0        -0.9     829     573        31.4  1966  Tori                            Oyabegawa                     
      6422    36.429   136.746        56.7        56.7         0.0         0.1     826     575        14.3  1965  Saigawa                         Saigawa                       
      6424    36.404   136.913       815.7       815.0         0.0         0.7     835     576        11.7  1942  Ohara                           Shokawa                       
      6425    36.396   136.638        69.0        67.7         0.0         1.3     819     577         4.2  1978  Tedorigawadaisan                Nomitanigawa                  
      6427    36.346   136.879       721.1       719.6         0.0         1.4     833     580         9.7  1951  Narude                          Shokawa                       
      6428    36.329   137.004        18.0        17.9         0.0         0.1     841     581         2.7  1974  Togagawa                        Togagawa                      
      6429    36.312   136.896       663.2       662.7         0.0         0.6     834     582        22.3  1953  Tsubakihara                     Shokawa                       
      6430    36.296   137.354       470.7       469.7         0.0         1.0     862     583         0.3  1942  Asaida                          Takaharagawa                  
      6431    36.287   136.579        24.6        20.2         0.2         4.4     816     585        27.2  1967  Dainichigawa                    Dainichigawa                  
      6432    36.262   136.646       249.1       243.1         0.0         6.0     819     585       231.0  1979  Tedorigawa                      Tedorigawa                    
      6433    36.262   138.829        11.1        11.4        -0.0        -0.3     950     585         1.4  1952  Nyu                             Nyukawa                       
      6434    36.246   137.029       162.5       162.6        -0.0        -0.0     842     586       123.0  1973  Shimokotori                     Odorigawa                     
      6435    36.246   136.896       578.4       577.0         0.0         1.4     834     586        33.5  1956  Hatogaya                        Shokawa                       
      6436    36.229   138.879         2.8         3.0        -0.1        -0.2     952     588         1.8  1968  Oshio                           Nanmokugawa                   
      6437    36.212   136.354        86.2        85.8         0.0         0.4     802     588        10.1  1964  Wagatani                        Daishojigawa                  
      6438    36.229   139.688      1491.4      1522.1        -0.0       -30.7    1001     586        26.4  1989  Wataraseyusuichi                Watarasegawa                  
      6439    36.171   137.771       439.7       438.3         0.0         1.4     887     590        10.7  1969  Inekoki                         Azusagawa                     
      6440    36.154   137.746       424.8       424.0         0.0         0.8     885     591        15.1  1970  Midono                          Azusagawa                     
      6441    36.154   136.346        32.5        32.1         0.0         0.4     801     591        10.2  1988  Ryugahana                       Tadedagawa                    
      6442    36.137   136.821        20.8        24.5        -0.2        -3.7     829     592        14.2  1963  Oshirakawa                      Oshirakawa                    
      6443    36.137   136.913       400.5       399.8         0.0         0.6     835     593       370.0  1961  Miboro                          Shokawa                       
      6444    36.129   137.721       392.3       373.8         0.0        18.6     884     592       123.0  1969  Nagawado                        Azusagawa                     
      6445    36.129   139.021       325.1       323.2         0.0         1.8     962     593       130.0  1968  Shimokubo                       Kannagawa                     
      6446    36.112   139.721         3.4         3.5        -0.0        -0.1    1003     593         4.1  1991  Gongendochosetsuchi             Nakagawa                      
      6447    36.079   137.413       227.0       226.7         0.0         0.3     865     596        25.5  1953  Asahi                           Hidagawa                      
      6448    36.062   137.396        82.5        82.9        -0.0        -0.4     865     597        17.6  1953  Akigami                         Akigamigawa                   
      6449    36.029   137.496       124.7       126.1        -0.0        -1.3     870     599        43.6  1969  Takanedaiichi                   Hidagawa                      
      6450    36.029   137.463       176.4       175.3         0.0         1.1     868     599        11.9  1968  Takanedaini                     Hidagawa                      
      6451    36.012   136.021         8.8         8.5         0.0         0.3     782     600         2.3  1920  Bushuko                         Omigawa                       
      6452    35.979   137.771        57.4        55.7         0.0         1.7     887     602        61.0  2001  Misogawa                        Kisogawa                      
      6453    35.962   140.513      1594.0      1544.8         0.0        49.2    1051     603       617.0  1995  Kasumigaura-Kaihatsu            Tonegawa                      
      6454    35.946   137.254       768.9       768.7         0.0         0.1     856     604         1.1  1954  Higashiueda                     Hidagawa                      
      6455    35.946   138.913       171.2       171.2        -0.0        -0.0     955     604        26.9  1961  Futase                          Arakawa                       
      6456    35.937   137.813        52.1        47.9         0.1         4.2     889     604         8.0  1982  Narai                           Naraigawa                     
      6457    35.929   138.029        45.0        43.4         0.0         1.6     902     605         9.5  1992  Minowa                          Sawagawa                      
      6458    35.921   136.546       223.4       221.8         0.0         1.5     813     605       115.0  1977  Managawa                        Managawa                      
      6459    35.904   136.679       192.5       192.2         0.0         0.3     821     607         9.7  1968  Washi                           Kuzuryugawa                   
      6460    35.887   136.688       189.2       184.6         0.0         4.7     822     607       353.0  1968  Kuzuryu                         Kuzuryugawa                   
      6461    35.871   139.329         1.9         1.1         0.6         0.7     980     608         0.9  1941  Miyazawatameike                 Koazegawa                     
      6462    35.871   139.179        17.0        17.2        -0.0        -0.2     971     608         7.6  1985  Arima                           Arimagawa                     
      6463    35.837   137.629       553.9       551.1         0.0         2.8     878     610         1.3  1941  Tokiwa                          Otakigawa                     
      6464    35.846   136.546        76.5        76.3         0.0         0.1     813     609        58.8  1957  Sasogawa                        Managawa                      
      6465    35.837   138.763        76.2        76.9        -0.0        -0.6     946     610        14.3  1974  Hirose                          Fuefukigawa                   
      6466    35.829   137.396        74.4        73.8         0.0         0.5     864     611        62.2  1945  Miura                           Otakigawa                     
      6467    35.829   138.063       376.0       376.3        -0.0        -0.3     904     611         2.3  1958  Takato                          Mibugawa                      
      6468    35.821   137.604       308.4       307.3         0.0         1.2     876     611        75.0  2006  Makio                           Otakigawa                     
      6469    35.821   137.671       574.8       573.2         0.0         1.5     880     611         4.4  1968  Kiso                            Otakigawa                     
      6470    35.812   138.079       310.5       310.8        -0.0        -0.3     905     612        34.8  1959  Miwa                            Mibugawa                      
      6471    35.787   139.046       259.0       265.9        -0.0        -6.9     963     613       189.1  1957  Ogohchi                         Tamagawa                      
      6472    35.779   139.413         7.7         7.1         0.1         0.6     985     614        20.6  2002  Yamaguchi                       Tamagawa                      
      6474    35.762   139.438         3.2         3.4        -0.1        -0.2     986     615        12.1  2008  Murayamashimo                   Tamagawa                      
      6475    35.762   137.154       269.9       264.3         0.0         5.6     850     615       173.5  1976  Iwaya                           Masegawa                      
      6476    35.762   138.571        73.4        73.1         0.0         0.2     935     615        10.8  1985  Arakawa                         Arakawa                       
      6477    35.729   137.138       277.6       279.4        -0.0        -1.8     849     616         9.7  1976  Mazegawadaini                   Mazegawa                      
      6478    35.712   136.254        43.5        42.5         0.0         1.0     796     618        11.3  1975  Hirono                          Hinogawa                      
      6480    35.662   137.621      1327.9      1322.2         0.0         5.7     878     621         4.4  1960  Yomikaki                        Kisogawa                      
      6481    35.621   139.054         5.6         5.8        -0.0        -0.2     963     623         1.7  1914  Ono                             Yatagawa                      
      6482    35.612   139.196       915.9      1066.5        -0.1      -150.6     972     624        63.2  1947  Sagami                          Sagamigawa                    
      6483    35.596   136.454       467.6       469.6        -0.0        -2.0     808     624        48.5  1964  Yokoyama                        Ibigawa                       
      6485    35.587   137.571      1519.2      1516.9         0.0         2.3     875     625         3.5  1957  Yamaguchi                       Kisogawa                      
      6486    35.587   139.288      1097.7      1247.7        -0.1      -150.0     978     625        62.3  1964  Shiroyama                       Sagamigawa                    
      6487    35.571   138.304       187.4       186.8         0.0         0.6     919     626         2.4  1957  Nishiyama                       Hayakawa                      
      6488    35.546   139.246       101.3       100.2         0.0         1.1     975     628       193.0  2001  Miyagase                        Nakatsugawa                   
      6489    35.529   137.779        62.1        61.7         0.0         0.4     887     629         7.8  1974  Matsukawa                       Matsukawa                     
      6490    35.521   137.529      1690.2      1684.2         0.0         6.0     872     629         3.9  1926  Ochiai                          Kiso                          
      6492    35.479   137.396      2242.3      2237.6         0.0         4.7     864     632        29.4  1924  Oi                              Kisogawa                      
      6493    35.471   137.171      2414.3      2415.5        -0.0        -1.2     852     633        79.5  1955  Maruyama                        Kisogawa                      
      6494    35.462   137.104      2464.2      2459.9         0.0         4.3     847     633         9.4  1943  Kaneyama                        Kisogawa                      
      6496    35.421   137.429        81.5        82.0        -0.0        -0.4     867     635        48.0  1990  Akigawa                         Akigawa                       
      6497    35.421   137.204         5.7         5.4         0.0         0.2     853     635         3.3  1960  Matsuno                         Kanigawa                      
      6498    35.404   139.046       158.7       158.8        -0.0        -0.1     963     636        64.9  1978  Miho                            Kawauchigawa                  
      6499    35.404   138.329        98.4        99.0        -0.0        -0.6     920     636        11.0  1967  Amahata                         Amehatagawa                   
      6500    35.379   135.954         2.7         4.0        -0.3        -1.3     777     637         0.7  1970  Okuyama                         Ichinosegawa                  
      6501    35.354   140.146       107.7       107.1         0.0         0.6    1030     639        14.2  1990  Takataki                        Yorogawa                      
      6502    35.337   136.996        35.4        33.0         0.1         2.4     840     640        18.5  1991  Irukaike                        Gojogawa                      
      6503    35.321   138.179       320.5       319.4         0.0         1.1     911     641       107.4  1962  Hatanagidaiichi                 Oigawa                        
      6505    35.279   137.846      3614.2      3613.7         0.0         0.5     892     644        42.4  1951  Hiraoka                         Tenryugawa                    
      6506    35.279   138.513        36.8        33.8         0.1         3.0     931     644         7.6  1952  Kakimoto                        Sanogawa                      
      6507    35.271   139.171       571.2       555.2         0.0        16.1     972     645         0.4  1973  Iizumishusuizeki                Sakawagawa                    
      6508    35.237   137.388       509.7       510.6        -0.0        -0.9     865     646         4.4  1971  Yahagidaini                     Yahagigawa                    
      6509    35.237   137.421       506.5       503.5         0.0         3.0     866     646        80.0  1970  Yahagi                          Yahagigawa                    
      6510    35.229   140.088        71.1        69.3         0.0         1.8    1026     647        14.8  1980  Kameyama                        Obitsugawa                    
      6511    35.221   136.479         4.2         4.2        -0.0        -0.0     809     647        16.4  1976  Nakazato                        Ohiragawa                     
      6512    35.212   138.221       465.0       462.7         0.0         2.3     914     648       150.0  1957  Ikawa                           Oigawa                        
      6513    35.187   137.938        56.5        57.3        -0.0        -0.8     897     649        30.0  1969  Misakubo                        Misakubogawa                  
      6514    35.171   136.338        32.9        33.3        -0.0        -0.5     801     651         4.5  1946  Inukamigawa                     Inukamigawa                   
      6515    35.187   137.488         1.7         1.6         0.1         0.1     870     649        11.1  1980  Kuroda                          Kurodagawa                    
      6516    35.137   135.554       281.2       280.9         0.0         0.3     754     652         5.6  1951  Segi                            Katsuragawa                   
      6517    35.129   137.763       137.4       136.4         0.0         1.0     886     653        53.5  1972  Shintoyone                      Onyugawa                      
      6518    35.121   139.896         7.9         6.8         0.2         1.1    1014     653         1.3  1990  Sakuma                          Okuzuregawa                   
      6519    35.112   137.079         5.3         3.8         0.4         1.5     846     655         9.0  1961  Togochoseichi                   Maekawa                       
      6520    35.112   135.271         2.8         2.8         0.0         0.0     736     653         1.7  1971  Tsubaichi                       Tsubaichigawa                 
      6521    35.096   137.796      3787.4      3791.1        -0.0        -3.7     888     654       326.8  1956  Sakuma                          Tenryugawa                    
      6523    35.079   136.338       130.1       129.3         0.0         0.8     801     656        22.7  1972  Eigenji                         Echigawa                      
      6525    35.037   137.396        49.6        48.4         0.0         1.1     865     659        19.4  1962  Habu                            Tomoegawa                     
      6526    35.012   137.646        26.2        26.3        -0.0        -0.1     879     660        29.1  1958  Ure                             Uregawa                       
      6527    35.004   136.263        21.9        22.4        -0.0        -0.5     797     660         1.4  1965  Hinogawa                        Hinogawa                      
      6528    34.979   135.904      3715.1      3712.4         0.0         2.8     774     662      1900.0  1991  Biwako-Kaihatsu                 Sedagawa                      
      6529    34.979   136.354        32.9        33.2        -0.0        -0.3     802     662        16.5  2009  Yasugawa                        Yasugawa                      
      6530    34.971   137.829      4480.3      4484.1        -0.0        -3.8     890     662        34.7  1958  Akiha                           Tenryugawa                    
      6531    34.971   138.096        69.5        70.3        -0.0        -0.9     907     662         6.3  1960  Sasamagawa                      Sasamagawa                    
      6532    34.971   136.888         2.6         2.9        -0.1        -0.2     834     663         5.3  1965  Souri                           Shinanogawa                   
      6533    34.954   136.304        55.2        56.6        -0.0        -1.4     800     663         7.3  1987  Ozuchi                          Yasugawa                      
      6534    34.937   139.071        12.2        12.1         0.0         0.1     964     664         5.1  1989  Okuno                           Itookawa                      
      6535    34.937   135.221        26.4        25.5         0.0         0.9     734     664        15.1  1987  Aono                            Aonogawa                      
      6536    34.929   135.071        22.0        22.1        -0.0        -0.1     725     664         8.7  1951  Kamogawa                        Kamogawa                      
      6537    34.912   136.854         2.5         2.7        -0.1        -0.2     832     666         1.0  1990  Maeyama                         Maeyamakawa                   
      6538    34.904   135.413       115.8       113.9         0.0         1.9     745     666        33.3  1983  Hitokura                        Hitokuraorojigawa             
      6539    34.904   136.279         5.6         4.8         0.2         0.8     797     666         2.1  1960  Ohara                           Oharagawa                     
      6541    34.887   136.521        13.5        10.0         0.3         3.4     812     667         3.1  1983  Kasatochoseichi                 Shiyamagawa                   
      6542    34.887   137.813      4867.8      4867.9        -0.0        -0.1     889     667        10.9  1977  Funagira                        Tenryugawa                    
      6543    34.879   135.271        94.0        94.9        -0.0        -0.9     737     667        11.7  1919  Sengari                         Hazugawa                      
      6544    34.879   137.729        66.1        64.7         0.0         1.3     884     668        12.0  1986  Miyakodagawa                    Miyakodagawa                  
      6545    34.871   135.296         9.0         8.1         0.1         0.9     738     668         2.8  1977  Kawashimogawa                   Kawashimogawa                 
      6547    34.829   135.254         8.5         8.2         0.0         0.3     736     671         2.4  1977  Maruyama                        Funasakagawa                  
      6548    34.804   136.379        31.9        27.9         0.1         3.9     803     672        10.5  1990  Ano                             Anogawa                       
      6549    34.804   136.263         2.5         2.6        -0.0        -0.1     796     672         0.5  1895  Tashiroike                      Takikawa                      
      6550    34.771   135.071        53.2        51.1         0.0         2.0     725     674        18.9  1989  Dondo                           Yamadagawa                    
      6552    34.754   136.013       632.4       634.4        -0.0        -2.1     781     676        56.8  1968  Takayama                        Nabarigawa                    
      6554    34.612   136.154        75.8        76.3        -0.0        -0.5     790     684        45.0  1998  NoName                          NoName                        
      6555    34.604   136.121       103.3       102.2         0.0         1.1     788     684        27.2  1970  Shorenji                        Shorenjigawa                  
