ID,lat_alloc,lon_alloc,area_alloc,lat_ori,lon_ori,area_ori,Modify,Station Name,River Name,Country,File Date,Last Update,Downstream GRDC Station,Altitude
1159510,-27.396,26.613,7755.738,-27.398,26.613,7801,,Grootdraai (27817602),VALSRIVIER,ZA,2020/1/31,2019/2/12,1159500,1259
1159511,-27.396,26.629,7743.239,-27.4,26.626,7794,,Mooifontein (27817603),VALSRIVIER,ZA,2020/1/31,2018/5/22,1159510,1259
1159512,-27.938,27.996,854.088,-27.936,27.996,863,,Klipfontein (27817604),VALSRIVIER,ZA,2020/1/31,2018/5/22,1159511,1530
1159520,-27.354,27.288,914.286,-27.356,27.286,905,,Dankbaar (27817703),HEUNINGSPRUIT,ZA,2020/1/31,2019/2/12,1159500,1357
1159530,-27.371,26.354,903.626,-27.37,26.351,867,,Klipspruit (27817465),LEEWDORINGSPRUIT,ZA,2020/1/31,2018/5/22,1159500,1249
1159540,-27.563,26.229,1413.273,-27.561,26.233,1895,,Leegte (27817467),SANDSPRUIT,ZA,2020/1/31,2018/5/22,1159500,1240
1159600,-31.029,26.329,2174.907,-31.04,26.34,2400,,Diep Kloof,STROMBERGSPRUIT,ZA,2020/1/31,2018/5/22,1159303,-999
1159601,-31.004,26.354,2384.744,-31.001,26.353,2397,,Diepkloof (27819101),WONDERBOOMSPRUIT,ZA,2020/1/31,2019/2/12,1159303,1376
1159650,-30.679,26.713,36988.648,-30.678,26.716,37070,,Aliwal Noord (27819103),ORANGE RIVER,ZA,2020/1/31,2019/2/12,1159303,1298
1159651,-30.338,27.354,24667.82,-30.336,27.358,24745,,Oranjedraai (27819109),ORANGE RIVER,ZA,2020/1/31,2019/2/12,1159650,1394
