ID,lat_alloc,lon_alloc,area_alloc,lat_ori,lon_ori,area_ori,Modify,Station Name,River Name,Country,File Date,Last Update,Downstream GRDC Station,Altitude
3625370,-9.046,-68.579,62992.871,-9.044,-68.577,63166,,Seringal Da Caridade,"PURUS, RIO",BR,2020/1/31,2018/5/18,3625360,-999
3625380,-8.888,-69.271,32746.809,-8.884,-69.268,33693,,Manoel Urbano,"PURUS, RIO",BR,2020/1/31,2018/5/18,3625370,-999
3625400,-9.371,-68.721,11118.481,-9.374,-68.724,10471,,Seringal Sao Jose,"IACO, RIO",BR,2020/1/31,2018/5/18,3625370,-999
3625450,-9.113,-68.996,6123.441,-9.11,-68.993,6025,,Seringal Guarany,"CAETE, RIO",BR,2020/1/31,2018/5/18,3625370,-999
3625500,-7.463,-64.246,6197.762,-7.465,-64.243,6482,,Cristo,"MUCUIM, RIO",BR,2020/1/31,2018/5/18,3625310,-999
3627010,-4.896,-60.029,1311118,-4.897,-60.025,1310000,,Fazenda Vista Alegre,"MADEIRA, RIO",BR,2020/1/31,2018/5/18,3629000,-999
3627030,-5.813,-61.304,1146810.125,-5.817,-61.302,1150000,,Manicore,"MADEIRA, RIO",BR,2020/1/31,2018/5/18,3627010,-999
3627035,-7.504,-63.012,1088879.375,-7.503,-63.018,1090000,,Humaita,"MADEIRA, RIO",BR,2020/1/31,2018/5/18,3627030,-999
3627040,-8.746,-63.921,976131.938,-8.748,-63.917,976000,,Porto Velho,"MADEIRA, RIO",BR,2020/1/31,2018/5/18,3627035,42.5
3627041,-9.704,-65.371,920682.938,-9.703,-65.365,921000,,Abuna,"MADEIRA, RIO",BR,2020/1/31,2018/5/18,3627040,74.65000153
3627060,-9.788,-65.529,31003.516,-9.785,-65.527,31000,,Morada Nova-Jusante,"ABUNA, RIO",BR,2020/1/31,2018/5/18,3627040,-999
3627100,-6.363,-61.771,26174.271,-6.359,-61.766,26200,,Nova Esperanca,"MARMELOS, RIO DOS",BR,2020/1/31,2018/5/18,3627030,-999
3627101,-7.954,-62.046,3617.979,-7.958,-62.042,3550,,Maloca Tenharim,"MARMELOS, RIO DOS",BR,2020/1/31,2018/5/18,3627100,-999
3627110,-10.796,-65.346,609378.5,-10.792,-65.348,609000,,Guajara-Mirim,"MAMORE, RIO",BR,2020/1/31,2018/5/18,3627041,109.2900009
3627120,-10.921,-65.046,4415.48,-10.917,-65.043,4410,,Boca Do Pompeu-Jusante,"OURO PRETO, RIO",BR,2020/1/31,2018/5/18,3627110,-999
3627130,-11.071,-64.079,1058.171,-11.067,-64.083,1050,,Seringal Sao Luiz,"PACAAS NOVOS, RIO",BR,2020/1/31,2018/5/18,3627120,-999
3627300,-8.746,-63.504,15182.555,-8.749,-63.507,14900,,Cachoeira Do Samuel 17-F,"JAMARI, RIO",BR,2020/1/31,2018/5/18,3627035,-999
3627301,-9.929,-63.071,8106.33,-9.926,-63.071,8110,,Ariquemes,"JAMARI, RIO",BR,2020/1/31,2018/5/18,3627300,87.66999817
3627310,-8.796,-63.712,12546.039,-8.799,-63.711,12600,,Santa Isabel,"CANDEIAS, RIO",BR,2020/1/31,2018/5/18,3627035,-999
3627320,-8.779,-63.487,266.456,-8.775,-63.487,220,,Ponte Da Br-364,"NOVO, RIO",BR,2020/1/31,2018/5/18,3627035,54
3627330,-9.179,-62.954,1162.234,-9.179,-62.952,1180,,Mineracao Jacunda,"JACUNDA, RIO",BR,2020/1/31,2018/5/18,3627300,86
3627340,-9.554,-62.954,1122.982,-9.556,-62.951,1110,,Ponte Do Rio Preto Do Crespo,"PRETO, RIO",BR,2020/1/31,2018/5/18,3627300,-999
3627350,-9.763,-63.287,835.004,-9.761,-63.287,843,,Mineracao Ponte Massangana,"MASSANGANA, RIO",BR,2020/1/31,2018/5/18,3627300,-999
3627360,-9.888,-62.987,993.296,-9.887,-62.985,989,,Fazenda Rio Branco,"BRANCO, RIO",BR,2020/1/31,2018/5/18,3627300,89.20999908
3627402,-8.929,-62.054,60352.652,-8.932,-62.056,60300,,Tabajara,"JI-PARANA, RIO",BR,2020/1/31,2018/5/18,3627035,68.15000153
3627403,-9.746,-61.879,48623.383,-9.743,-61.882,48500,,Fabio Barragem (Ex-Jp-14),"JI-PARANA, RIO",BR,2020/1/31,2018/5/18,3627402,-999
3627408,-10.871,-61.937,32971.031,-10.874,-61.936,32800,,Jiparana (Rondonia),"JI-PARANA, RIO",BR,2020/1/31,2018/5/18,3627403,129.6000061
3627410,-11.654,-61.212,16243.54,-11.653,-61.215,16100,,Sitio Bela Vista,"JI-PARANA, RIO",BR,2020/1/31,2018/5/18,3627408,-999
3627420,-9.346,-61.937,4658.911,-9.347,-61.935,4650,,Piratininga,"MACHADINHO, RIO",BR,2020/1/31,2018/5/18,3627402,-999
3627430,-10.446,-62.462,3959.092,-10.446,-62.466,3970,,Jaru,"JARU, RIO",BR,2020/1/31,2018/5/18,3627403,133.3000031
3627440,-11.688,-61.187,10091.47,-11.684,-61.192,10100,,Pimenta Bueno,"APIDIA, RIO",BR,2020/1/31,2018/5/18,3627410,-999
3627450,-11.671,-61.179,6068.472,-11.67,-61.181,5790,,Ponte Comemoracao (Pimenta Bueno),"COMEMORACAO, RIO",BR,2020/1/31,2018/5/18,3627410,-999
3627451,-11.754,-60.871,4337.835,-11.749,-60.868,4360,,Fazenda Flor Do Campo,"COMEMORACAO, RIO",BR,2020/1/31,2018/5/18,3627450,185
3627550,-9.813,-60.696,24332.25,-9.817,-60.692,24300,,Concisa,"ROOSEVELT, RIO",BR,2020/1/31,2018/5/18,3627551,107
3627551,-7.596,-60.712,59293.258,-7.593,-60.709,59400,,Fazenda Boa Lembranca,"ROOSEVELT, RIO",BR,2020/1/31,2018/5/18,3627650,-999
3627600,-10.163,-59.462,15332.608,-10.167,-59.464,15200,,Humboldt,"ARIPUANA, RIO",BR,2020/1/31,2018/5/18,3627610,181
3627610,-8.371,-59.771,40092.652,-8.375,-59.772,40100,,Bom Destino,"ARIPUANA, RIO",BR,2020/1/31,2018/5/18,3627651,-999
3627650,-7.204,-60.646,130641.477,-7.208,-60.65,131000,,Prainha Velha,"ARIPUANA, RIO",BR,2020/1/31,2018/5/18,3627010,107
3627651,-7.704,-60.587,70054.398,-7.707,-60.587,70100,,Boca Do Guariba,"ARIPUANA, RIO",BR,2020/1/31,2018/5/18,3627650,60
3627660,-7.738,-60.579,16217.102,-7.739,-60.576,16300,,Leontino,"GUARIBE, RIO",BR,2020/1/31,2018/5/18,3627651,-999
3627700,-6.796,-59.037,12674.469,-6.75,-58.93,14597,,Santarem,"SUCUNDURI, RIO",BR,2020/1/31,2018/5/18,3629000,-999
3627701,-6.796,-59.037,12674.469,-6.796,-59.042,12700,,Santarem Sucunduri,"SUCUNDURI, RIO",BR,2020/1/31,2018/5/18,3627700,49
3627810,-12.854,-62.896,110329.617,-12.851,-62.899,110000,,Pedras Negras,"GUAPORE, RIO",BR,2020/1/31,2018/5/18,3627811,152
3627811,-12.429,-64.429,339994.281,-12.427,-64.425,341000,,Principe Da Beira,"GUAPORE, RIO",BR,2020/1/31,2018/5/18,3627110,-999
3627812,-13.488,-61.054,51944.18,-13.486,-61.05,54200,,Pimenteiras,"GUAPORE, RIO",BR,2020/1/31,2018/5/18,3627810,-999
3627813,-15.013,-59.962,22466.963,-15.009,-59.958,22500,,Mato Grosso,"GUAPORE, RIO",BR,2020/1/31,2018/5/18,3627812,200
3627814,-15.213,-59.354,2983.714,-15.215,-59.354,2990,,Pontes E Lacerda,"GUAPORE, RIO",BR,2020/1/31,2018/5/18,3627813,230
3627820,-11.929,-62.154,1438.025,-11.931,-62.153,1430,,Cachoeira Do Cachimbo,"BRANCO, RIO",BR,2020/1/31,2018/5/18,3627811,-999
3627900,-7.104,-59.687,5002.359,-7.101,-59.683,4970,,Acari Br-230,"ACARI, RIO",BR,2020/1/31,2018/5/18,3629000,-999
3628050,-1.254,-60.396,1506.967,-1.267,-60.4,1721,,Posto Funai,"SANTO ANTONIO DO ABUNARI, RIO",BR,2020/1/31,2018/5/18,3628401,-999
3628100,-1.096,-56.037,34378.109,-1.101,-56.04,34751,,Vista Alegre - Conj 1,"PARU DE OESTE, RIO",BR,2020/1/31,2018/5/18,-999,5.309999943
3628150,2.221,-55.954,889.827,2.224,-55.956,945,,Tirios,"PARU DE OESTE, RIO",BR,2020/1/31,2018/5/18,3628100,-999
3628200,-1.088,-57.046,77669.211,-1.087,-57.047,76782,,Cach Da Porteira - Conj 1,"TROMBETAS, RIO",BR,2020/1/31,2018/5/18,3629000,-999
3628201,-1.063,-57.062,51698.504,-1.065,-57.061,50650,,Caramujo,"TROMBETAS, RIO",BR,2020/1/31,2018/5/18,3628200,-999
3628202,-0.996,-57.037,39052.828,-0.998,-57.043,37910,,Garganta,"TROMBETAS, RIO",BR,2020/1/31,2018/5/18,3628201,-999
3628300,-1.438,-57.829,9804.56,-1.438,-57.827,10615,,Mineracao Caima,"NHAMUNDA, RIO",BR,2020/1/31,2018/5/18,3629000,-999
3628400,-2.113,-59.337,20431.479,-2.109,-59.335,20394,,Cachoeira Morena,"UATUMA, RIO",BR,2020/1/31,2018/5/18,3629000,-999
3628401,-1.938,-59.479,18835.195,-1.938,-59.483,19126,,Balbina P-8 (Uhe Balbina),"UATUMA, RIO",BR,2020/1/31,2018/5/18,3628400,-999
3628500,-1.104,-57.054,25871.723,-1.101,-57.057,26040,,Estirao Da Angelica,"MAPUERA, RIO",BR,2020/1/31,2018/5/18,3628200,11.82999992
3628501,-0.696,-57.979,21349.996,-0.695,-57.975,21400,,Aldea Wai-Wai,"MAPUERA, RIO",BR,2020/1/31,2018/5/18,3628500,82.58999634
3629000,-1.938,-55.504,4671828,-1.947,-55.511,4680000,,Obidos - Porto,AMAZON RIVER,BR,2020/1/31,2018/5/18,-999,37
3629001,-1.921,-55.521,4671808,-1.919,-55.513,4680000,,Obidos - Linigrafo,AMAZON RIVER,BR,2020/1/31,2018/5/18,-999,37
3629100,-1.504,-54.871,19810.613,-1.503,-54.873,20803,,Boca Do Inferno,"CURUA, RIO",BR,2020/1/31,2018/5/18,3629210,-999
3629150,-6.046,-57.637,363330,-6.045,-57.643,363000,,Fortaleza,"TAPAJOS, RIO",BR,2020/1/31,2018/5/18,3629152,-999
3629152,-5.154,-56.846,387529.688,-5.153,-56.854,387000,,Jatoba,"TAPAJOS, RIO",BR,2020/1/31,2018/5/18,3629151,-999
3629180,-7.338,-58.146,332887.062,-7.34,-58.155,333000,,Barra Do Sao Manuel-Jusante,"TAPAJOS, RIO",BR,2020/1/31,2018/5/18,3629150,-999
3629210,-7.038,-55.462,12405.321,-7.009,-55.407,12300,,Novo Progresso,"JAMANXIM, RIO",BR,2020/1/31,2018/5/18,3629205,-999
3629380,-11.363,-58.337,55927.758,-11.358,-58.343,55900,,Fontanilhas,"JURUENA, RIO",BR,2020/1/31,2018/5/18,3629390,247
3629390,-7.729,-58.287,182418.094,-7.731,-58.281,182000,,Foz Do Juruena,"JURUENA, RIO",BR,2020/1/31,2018/5/18,3629150,123
3629700,-13.054,-55.887,5440.14,-13.051,-55.89,5635,,Lucas Do Rio Verde,"AGUA VERDE, RIO",BR,2020/1/31,2018/5/18,3629773,373
3629770,-8.863,-57.404,131217.938,-8.858,-57.402,131000,,Santa Rosa,"SAO MANOEL, RIO",BR,2020/1/31,2018/5/18,3629790,212
3629771,-9.638,-56.021,81738.242,-9.642,-56.018,81600,,Jusante Foz Peixoto De Azevedo,"SAO MANOEL, RIO",BR,2020/1/31,2018/5/18,3629770,233
3629772,-10.113,-55.571,52318.625,-10.113,-55.57,52200,,Indeco,"SAO MANOEL, RIO",BR,2020/1/31,2018/5/18,3629771,245
3629773,-11.646,-55.704,34764.688,-11.646,-55.702,34600,,Cachoeirao,"SAO MANOEL, RIO",BR,2020/1/31,2018/5/18,3629772,317
3629774,-12.671,-55.796,14111.077,-12.674,-55.792,13900,,Teles Pires,"SAO MANOEL, RIO",BR,2020/1/31,2018/5/18,3629773,323
3629775,-13.554,-55.329,10904.354,-13.556,-55.332,10800,,Porto Roncardo,"SAO MANOEL, RIO",BR,2020/1/31,2018/5/18,3629774,358
3629790,-7.613,-57.946,138678.484,-7.615,-57.95,138000,,Tres Marias,"SAO MANOEL, RIO",BR,2020/1/31,2018/5/18,3629180,129
3629800,-10.179,-55.362,17486.219,-10.183,-55.367,17278,,Estrada Cuiaba - Santarem,"PEIXOTO DE AZEVEDO, RIO",BR,2020/1/31,2018/5/18,3629771,252
3629810,-9.813,-54.887,1012.589,-9.817,-54.886,1010,,Cachimbo,"BRACO DO SUL, RIO",BR,2020/1/31,2018/5/18,3629771,431
3629815,-9.346,-54.904,489.358,-9.342,-54.908,465,,Base Do Cachimbo,"BRACO DO NORTE, RIO",BR,2020/1/31,2018/5/18,3629771,-999
3629900,-11.763,-58.037,24694.273,-11.764,-58.036,24700,,Fazenda Tombador,"SANGUE, RIO DO",BR,2020/1/31,2018/5/18,3629390,256
3629910,-11.538,-57.429,37007.285,-11.536,-57.423,37100,,Porto Dos Gauchos,"ARINOS, RIO",BR,2020/1/31,2018/5/18,3629390,237
3629911,-13.388,-56.612,14767.569,-13.384,-56.61,14800,,Fazenda Riacho Doce (Ex Taua),"ARINOS, RIO",BR,2020/1/31,2018/5/18,3629910,284
3629950,-13.029,-58.279,4355.302,-13.033,-58.283,4370,,Utiariti,"SAUERUINA, RIO",BR,2020/1/31,2018/5/18,3629380,379
3630010,-3.729,-51.571,24745.283,-3.731,-51.568,24575,,Fazenda Cipauba,"BACAJA, RIO",BR,2020/1/31,2018/5/18,-999,-999
3630050,-3.229,-52.187,447508.656,-3.215,-52.212,446203,,Altamira,"XINGU, RIO",BR,2020/1/31,2018/5/18,-999,-999
3630051,-6.738,-51.987,210407.672,-6.736,-51.995,206863,,Boa Sorte,"XINGU, RIO",BR,2020/1/31,2018/5/18,3630050,-999
3630120,-4.529,-54.021,122117.312,-4.528,-54.013,123827,,Pedra Do O,"IRIRI, RIO",BR,2020/1/31,2018/5/18,3630050,-999
3630150,-5.696,-54.246,58654.16,-5.697,-54.246,60058,,Laranjeiras,"IRIRI, RIO",BR,2020/1/31,2018/5/18,3630120,-999
3630200,-6.746,-51.771,42435.734,-6.745,-51.774,43030,,Boa Esperanca,"FRESCO, RIO",BR,2020/1/31,2018/5/18,3630050,-999
3630210,-5.646,-54.521,35595.25,-5.65,-54.521,35213,,Cajueiro,"CURUA, RIO",BR,2020/1/31,2018/5/18,3630120,-999
3630215,-6.554,-54.846,25572.018,-6.57,-54.82,20803,,Boca Do Inferno,"CURUA, RIO",BR,2020/1/31,2018/5/18,3630210,-999
3630219,-8.771,-54.954,1099.456,-8.767,-54.95,1631,,Cachoeira Da Luz,"CURUA, RIO",BR,2020/1/31,2018/5/18,3630210,-999
3630300,-1.779,-54.396,12405.104,-1.779,-54.397,17072,,Arapari,"MAICURU, RIO",BR,2020/1/31,2018/5/18,-999,-999
3630600,-3.679,-53.554,2967.5,-3.677,-53.554,2978,,Uruara,"URUARA, RIO",BR,2020/1/31,2018/5/18,-999,-999
3630700,-13.138,-54.446,3859.117,-13.141,-54.445,3860,,Fazenda Itaguacu,"RONURO, RIO",BR,2020/1/31,2018/5/18,3630051,317
3630900,-14.613,-53.996,706.858,-14.611,-53.999,1317,,Passagem Da Br-309,"CULUENE, RIO",BR,2020/1/31,2018/5/18,3630051,570
3631050,0.712,-51.438,30563.238,0.707,-51.439,29820,,Porto Platon,"ARAGUARI, RIO",BR,2020/1/31,2018/5/18,-999,-999
3631060,0.904,-52.012,10765.063,0.901,-52.01,10570,,Sierra Do Navio,"AMAPARI, RIO",BR,2020/1/31,2018/5/18,3631050,-999
3631100,-0.571,-52.571,51742.707,-0.568,-52.569,51343,,Sao Francisco,"JARI, RIO",BR,2020/1/31,2018/5/18,-999,-999
3631110,-0.554,-52.579,4444.452,-0.552,-52.57,4858,,Iratapuru,"IRATAPURU, RIO",BR,2020/1/31,2018/5/18,3631100,-999
3631150,-0.171,-51.771,2282.309,-0.183,-51.8,4270,,Pancada,"MARACA-PUCU, RIO",BR,2020/1/31,2018/5/18,-999,-999
3631210,-0.421,-53.687,29460.707,-0.417,-53.7,30945,,Fazenda Paquira,"PARU DE ESTE, RIO",BR,2020/1/31,2018/5/18,-999,-999
3631215,1.221,-54.654,7128.474,1.221,-54.657,5902,,Apalai,"PARU DE ESTE, RIO",BR,2020/1/31,2018/5/18,3631210,-999
3631500,-3.838,-50.629,6739.827,-3.837,-50.63,2682,,Pacajas,"PACAJA, RIO",BR,2020/1/31,2018/5/18,-999,-999
3649010,-15.721,-49.321,1976.055,-15.718,-49.322,1978,,Jaragua,"ALMAS, RIO DAS",BR,2020/1/31,2018/5/18,3649012,545
3649012,-15.279,-49.554,10601.381,-15.275,-49.552,10538,,Ceres (Posto Biquinha),"ALMAS, RIO DAS",BR,2020/1/31,2018/5/18,3649014,549
3649014,-14.738,-49.062,18345.811,-14.74,-49.064,18282,,Colonia Dos Americanos,"ALMAS, RIO DAS",BR,2020/1/31,2018/5/18,3649255,499.980011
3649020,-14.371,-48.204,2920.096,-14.369,-48.203,2913,,Porto Rio Bagagem,"BAGAGEM, RIO",BR,2020/1/31,2018/5/18,3649255,373
3649030,-14.979,-48.671,11208.805,-14.977,-48.674,11008,,Ponte Quebra Linha,"MARANHAO, RIO",BR,2020/1/31,2018/5/18,3649031,522
3649031,-14.521,-49.037,34599.711,-14.519,-49.042,34334,,Porto Uruacu,"MARANHAO, RIO",BR,2020/1/31,2018/5/18,3649255,401.7999878
3649040,-13.988,-47.929,874.169,-13.988,-47.929,884,,Ponte Rio Preto,"PRETO, RIO",BR,2020/1/31,2018/5/18,3649255,452
3649050,-15.496,-49.688,3680.57,-15.496,-49.691,3650,,Uruana,"URU, RIO",BR,2020/1/31,2018/5/18,3649012,600
3649110,-13.546,-46.471,403.558,-13.551,-46.469,415,,Sao Vicente,"SAO VICENTE, RIO",BR,2020/1/31,2018/5/18,3649251,-999
3649120,-12.796,-46.512,1032.342,-12.794,-46.512,1224,,Lavandeira,"MOSQUITO, RIO",BR,2020/1/31,2018/5/18,3649251,390
3649130,-13.496,-46.779,2863.827,-13.499,-46.78,2921,,Fazenda Veneza,"SAO DOMINGOS, RIO",BR,2020/1/31,2018/5/18,3649251,-999
3649140,-13.813,-46.646,1017.772,-13.81,-46.649,895,,Ponte Sao Mateus,"SAO MATEUS, RIO",BR,2020/1/31,2018/5/18,3649251,-999
3649150,-13.763,-46.837,22608.609,-13.762,-46.838,22834,,Nova Roma (Faz. Sucuri),"PARANA, RIO",BR,2020/1/31,2018/5/18,3649251,-999
3649151,-14.454,-47.046,7240.848,-14.451,-47.047,7277,,Flores De Goias,"PARANA, RIO",BR,2020/1/31,2018/5/18,3649150,-999
3649160,-14.479,-46.487,3754.167,-14.477,-46.491,4062,,Alvorada Do Norte,"CORRENTE, RIO",BR,2020/1/31,2018/5/18,3649150,-999
3649210,-12.388,-48.712,8716.332,-12.388,-48.711,8690,,Colonha,"SANTA TERESA, RIO",BR,2020/1/31,2018/5/18,3649211,259
3649211,-11.979,-48.654,13858.59,-11.983,-48.658,13811,,Jacinto,"SANTA TERESA, RIO",BR,2020/1/31,2018/5/18,3649250,237
3649240,-11.529,-48.287,14440.347,-11.531,-48.295,14475,,Fazenda Lobeira,"MANUEL ALVES DA NATIVIDADE, RIO",BR,2020/1/31,2018/5/18,3649250,243
3649241,-11.754,-47.837,10352.458,-11.759,-47.837,9000,,Porto Jeronimo - Faz. Piracicaba,"MANUEL ALVES DA NATIVIDADE, RIO",BR,2020/1/31,2018/5/18,3649240,265
3649242,-11.613,-47.046,1789.096,-11.611,-47.045,1930,,Porto Alegre,"MANUEL ALVES DA NATIVIDADE, RIO",BR,2020/1/31,2018/5/18,3649241,383
3649251,-12.021,-48.529,127833.062,-12.023,-48.533,130052,,Peixe,"TOCANTINS, RIO",BR,2020/1/31,2018/5/18,3649250,235
3649255,-12.738,-48.237,63796.848,-12.743,-48.237,63522,,Sao Salvador,"TOCANTINS, RIO",BR,2020/1/31,2018/5/18,3649251,270
3649310,-7.704,-47.312,10028.263,-7.708,-47.312,9636,,Goiatins,"MANUEL ALVES GRANDE, RIO",BR,2020/1/31,2018/5/18,3649903,189
3649311,-8.388,-47.762,2830.115,-8.392,-47.765,2776,,Itacaja,"MANUEL ALVES PEQUENO, RIO",BR,2020/1/31,2018/5/18,3649903,190
3649312,-8.038,-46.962,3135.094,-8.034,-46.965,4158,,Cachoeira Monte Lindo,"MANUEL ALVES GRANDE, RIO",BR,2020/1/31,2018/5/18,3649310,248
3649315,-7.963,-47.262,4061.168,-7.963,-47.261,5069,,Jacare,"VERMELHO, RIO",BR,2020/1/31,2018/5/18,3649310,198
3649320,-9.313,-47.929,43970.34,-9.307,-47.929,44910,,Porto Real,"SONO, RIO DO",BR,2020/1/31,2018/5/18,3649904,200
3649321,-9.963,-47.679,18095.498,-9.963,-47.675,18500,,Novo Acordo,"SONO, RIO DO",BR,2020/1/31,2018/5/18,3649320,180
3649322,-9.996,-47.471,16946.557,-9.995,-47.472,13855,,Jatoba (Fazenda Boa Nova),"SONO, RIO DO",BR,2020/1/31,2018/5/18,3649321,200
3649325,-9.313,-47.812,9470.008,-9.311,-47.813,9543,,Dois Irmaos,"PERDIDA, RIO",BR,2020/1/31,2018/5/18,3649320,210
3649409,-11.621,-50.662,193756.203,-11.618,-50.662,193923,,Sao Felix Do Araguaia,"ARAGUAIA, RIO",BR,2020/1/31,2018/5/18,3649417,226
3649410,-17.171,-53.137,4423.557,-17.167,-53.133,4504,,Cachoeira Grande,"ARAGUAIA, RIO",BR,2020/1/31,2018/5/18,3649411,-999
3649411,-16.204,-52.546,18350.105,-16.201,-52.55,19100,,Torixoreu,"ARAGUAIA, RIO",BR,2020/1/31,2018/5/18,3649422,314
3649412,-15.738,-51.829,49985.551,-15.738,-51.828,50930,,Araguaiana,"ARAGUAIA, RIO",BR,2020/1/31,2018/5/18,3649421,278
3649413,-13.213,-50.587,116993.766,-13.21,-50.585,117580,,Luiz Alves,"ARAGUAIA, RIO",BR,2020/1/31,2018/5/18,3649414,234
3649414,-11.921,-50.662,132358.297,-11.917,-50.667,131600,,Fazenda Telesforo,"ARAGUAIA, RIO",BR,2020/1/31,2018/5/18,3649409,200
3649416,-8.271,-49.254,324993.594,-8.269,-49.259,320290,,Conceicao Do Araguaia,"ARAGUAIA, RIO",BR,2020/1/31,2018/5/18,3649418,141
3649418,-6.404,-48.546,370160.031,-6.41,-48.542,364500,,Xambioa,"ARAGUAIA, RIO",BR,2020/1/31,2018/5/18,3649419,118
3649419,-5.638,-48.137,381480.312,-5.634,-48.13,376660,,Araguatins,"ARAGUAIA, RIO",BR,2020/1/31,2018/5/18,3649901,98
3649420,-16.079,-53.546,5218.064,-16.078,-53.548,4830,,Tesouro,"GARCAS, RIO DAS",BR,2020/1/31,2018/5/18,3649422,391
3649421,-14.904,-51.087,76471.547,-14.902,-51.082,76964,,Aruana,"ARAGUAIA, RIO",BR,2020/1/31,2018/5/18,3649424,237
3649422,-15.888,-52.229,36771.281,-15.891,-52.228,36800,,Barra Do Garcas,"ARAGUAIA, RIO",BR,2020/1/31,2018/5/18,3649412,-999
3649423,-17.304,-53.221,2054.311,-17.302,-53.221,2070,,Alto Araguaia,"ARAGUAIA, RIO",BR,2020/1/31,2018/5/18,3649410,655
3649424,-13.688,-50.804,92441.594,-13.69,-50.8,92638,,Bandeirantes,"ARAGUAIA, RIO",BR,2020/1/31,2018/5/18,3649413,276
3649430,-15.713,-52.754,1952.608,-15.711,-52.754,1950,,General Carneiro,"BARREIRO, RIO",BR,2020/1/31,2018/5/18,3649422,339
3649440,-16.513,-50.996,2046.611,-16.513,-50.996,2022,,Ivolandia,"CLARO, RIO",BR,2020/1/31,2018/5/18,3649440,487
3649449,-15.571,-51.629,10067.733,-15.572,-51.634,9045,,Montes Claros De Goias,"CLARO, RIO",BR,2020/1/31,2018/5/18,3649421,-999
3649450,-16.304,-51.471,6425.439,-16.302,-51.469,6471,,Sao Ferreira,"CAIAPO, RIO",BR,2020/1/31,2018/5/18,3649459,-999
3649455,-16.429,-51.812,1350.49,-16.431,-51.816,1350,,Piranhas,"PIRANHAS, RIO",BR,2020/1/31,2018/5/18,3649459,-999
3649459,-15.888,-51.854,11993.381,-15.89,-51.853,12084,,Peres,"CAIAPO, RIO",BR,2020/1/31,2018/5/18,3649412,-999
3649460,-10.563,-49.938,35638.844,-10.565,-49.934,40327,,Barreira Da Cruz,"JAVAES, RIO",BR,2020/1/31,2018/5/18,3649417,220
3649461,0,0,0,-12.089,-49.988,-999,,Barreira Do Pequi,"JAVAES, RIO",BR,2020/1/31,2018/5/18,3649460,108
3649465,0,0,0,-12.418,-49.589,-999,,Praia Alta,"FORMOSO, RIO",BR,2020/1/31,2018/5/18,3649460,209
3649510,-15.521,-50.712,5278.671,-15.519,-50.705,5370,,Travessao,"VERMELHO, RIO",BR,2020/1/31,2018/5/18,3649421,-999
3649511,-15.921,-50.171,229.281,-15.922,-50.172,231,,Balneario Cachoeira Grande,"VERMELHO, RIO",BR,2020/1/31,2018/5/18,3649510,474
3649515,-15.896,-50.438,229.135,-15.897,-50.439,260,,Colonia Dos Alemaes,"UVA, RIO",BR,2020/1/31,2018/5/18,3649510,-999
3649610,-15.313,-54.179,5329.698,-15.315,-54.176,5346,,Rio Das Mortes,"MORTES, RIO DAS",BR,2020/1/31,2018/5/18,3649614,551
3649614,-15.246,-53.054,17719.768,-15.249,-53.055,17160,,Toriqueje,"MORTES, RIO DAS",BR,2020/1/31,2018/5/18,3649617,339
3649617,-14.671,-52.354,25286.771,-14.672,-52.355,24950,,Xavantina,"MORTES, RIO DAS",BR,2020/1/31,2018/5/18,3649618,266
3649618,-14.088,-51.696,40780.598,-14.087,-51.696,44320,,Trecho Medo,"MORTES, RIO DAS",BR,2020/1/31,2018/5/18,3649619,232
3649619,-12.296,-50.962,58651.348,-12.292,-50.964,59163,,Santo Antonio Do Leverger,"MORTES, RIO DAS",BR,2020/1/31,2018/5/18,3649418,205
3649630,-12.888,-50.829,10834.663,-12.884,-50.832,8039,,Jusante Barra Do Forquilha,"CRISTALINO, RIO",BR,2020/1/31,2018/5/18,3649409,112
3649640,-13.563,-50.404,18331.992,-13.561,-50.401,18600,,Jusante Do Rio Pintado,"CRIXAS-ACU, RIO",BR,2020/1/31,2018/5/18,3649413,-999
3649850,-6.671,-48.471,3472.551,-6.672,-48.47,3488,,Piraque,"LONTRA, RIO",BR,2020/1/31,2018/5/18,3649418,211
3649855,-7.154,-48.612,1575.027,-7.154,-48.62,1600,,Muricilandia,"MURICIZAL, RIO",BR,2020/1/31,2018/5/18,3649418,193
3649860,-7.613,-49.046,1195.062,-7.614,-49.045,1386,,Arapoema,"JENIPAPO, RIBEIRAO",BR,2020/1/31,2018/5/18,3649418,211
3649870,-9.188,-49.387,1666.371,-9.184,-49.377,1686,,Ponte Rio Piranhas,"PIRANHAS, RIO",BR,2020/1/31,2018/5/18,3649416,163
3649900,-5.129,-49.321,739404.438,-5.128,-49.324,731270,,Itupiranga,"TOCANTINS, RIO",BR,2020/1/31,2018/5/18,3649950,65.59999847
3649901,-5.338,-49.129,695844,-5.339,-49.124,690920,,Maraba,"TOCANTINS, RIO",BR,2020/1/31,2018/5/18,3649900,69.76999664
3649902,-5.788,-47.462,296801.719,-5.789,-47.469,298559,,Descarreto,"TOCANTINS, RIO",BR,2020/1/31,2018/5/18,3649901,114
3649903,-6.288,-47.387,289062.812,-6.289,-47.392,290570,,Tocantinopolis,"TOCANTINS, RIO",BR,2020/1/31,2018/5/18,3649902,126
