ID,lat_mod,lon_mod,area_mod,rivname,locname,,
3078,37.916,139.152,7361.323,阿賀野川,胡桃山外水,,
3079,37.949,139.14,7614.183,阿賀野川,松ヶ崎,,
3080,37.946,139.131,7614.458,阿賀野川,通船川水門,,
3081,37.939,139.154,237.057,新井郷川,新井郷川,,
3082,37.917,139.167,223.476,新井郷川,兄弟堀,,
3083,37.955,139.254,35.958,新発田川,新発田川水門下流,,
3084,37.869,139.259,35.052,折居川,折居川,,
3085,37.845,139.291,23.313,折居川,上一分,,
3086,37.886,139.271,15.836,荒川川,荒川川,,
3087,37.884,139.322,7.665,荒川川,荒川,,
3088,37.814,139.255,5.58,安野川,大室,,
3089,37.827,139.23,1.013,安野川,金田町,,
3090,37.671,139.233,160.538,早出川,松野,,
3091,37.69,139.211,209.086,早出川,不動堂,,
3092,37.746,139.198,216.299,早出川,善願,,
3093,37.726,139.386,135.615,新谷川,白川,,
3094,37.664,139.474,364.143,常浪川,常浪,,
3095,37.602,139.426,168.719,常浪川,広瀬,,
3096,37.94,139.276,33.303,太田川,下興野,,
3097,37.952,139.257,35.262,太田川,太田川水門下流,,
3098,37.824,139.152,7314.679,小阿賀野川,七日町,,
3099,37.92,139.304,1.231,松岡川,松岡川,,
3100,37.968,139.247,85.276,その他,潮止堰（上）,,
3101,37.913,139.24,17.942,その他,福島潟,,
3102,37.964,139.216,2.15,その他,豊栄潮止堰河口部,,
3103,37.964,139.216,2.251,その他,豊栄潮止堰下流,,
3104,37.964,139.216,2.251,その他,豊栄潮止堰上流,,
3105,37.949,139.217,4.675,その他,浦ノ入水門下流,,
3106,37.949,139.218,7.105,その他,浦ノ入水門上流,,
3107,37.925,139.232,12.15,その他,椋堰下流,,
3108,37.925,139.233,12.15,その他,椋堰上流,,
3109,37.969,139.247,86.998,その他,潮止堰下流,,
3110,37.02,138.641,7555.677,信濃川,割野,,
3111,37.755,139.067,955.815,信濃川,小須戸橋,,
3112,37.794,138.917,51.657,西川,曽根,,
3113,37.694,138.878,1.488,西川,吉田,,
3114,37.64,138.924,8.2,中ノ口川,道金,,
3115,37.765,139.012,3.14,中ノ口川,白根橋,,
3116,37.851,139.018,1.727,中ノ口川,金巻,,
3117,37.796,139.007,4.123,中ノ口川,七穂,,
3118,37.822,139.002,2.145,中ノ口川,板井,,
3119,37.842,139.115,137.976,小阿賀野川,寿橋,,
3120,37.631,139.096,41.729,加茂川,黒水（県）,,
3121,37.657,139.066,61.419,加茂川,昭和橋,,
3122,37.674,139.046,1.614,加茂川,大正川内水位,,
3123,37.673,139.045,67.363,加茂川,大正川外水位,,
3124,37.631,139.096,41.729,加茂川,黒水,,
3125,37.653,139.042,15.185,下条川,小橋,,
3126,37.646,139.055,13.906,下条川,大平,,
3127,37.541,139.119,207.962,五十嵐川,宮地,,
3128,37.545,139.087,212.41,五十嵐川,荒沢（県）,,
3129,37.597,139.007,300.798,五十嵐川,島潟,,
3130,37.602,139,301.414,五十嵐川,篭場,,
3131,37.627,138.966,313.044,五十嵐川,一新橋,,
3132,37.62,138.984,312.667,五十嵐川,渡瀬橋,,
3133,37.586,139.022,299.415,五十嵐川,滝谷,,
3134,37.63,138.948,2.448,五十嵐川,嵐川橋,,
3135,37.545,139.088,212.391,五十嵐川,荒沢,,
3136,37.489,139.001,115.525,刈谷田川,栃尾,,
3137,37.514,138.962,219.267,刈谷田川,本明,,
3138,37.539,138.879,238.983,刈谷田川,大堰,,
3139,37.551,138.88,239.172,刈谷田川,猫興野,,
3140,37.524,138.95,227.394,刈谷田川,Ａ池内水位,,
3141,37.524,138.95,227.394,刈谷田川,Ａ池外水位,,
3142,37.524,138.95,227.394,刈谷田川,Ｂ池内水位,,
3143,37.524,138.95,227.394,刈谷田川,Ｂ池外水位,,
3144,37.524,138.95,227.394,刈谷田川,Ｃ池内水位,,
3145,37.524,138.95,227.394,刈谷田川,Ｃ池外水位,,
3146,37.524,138.95,227.394,刈谷田川,Ｄ池内水位,,
3147,37.524,138.95,227.394,刈谷田川,Ｄ池外水位,,
3148,37.524,138.95,227.394,刈谷田川,Ｆ池内水位,,
3149,37.524,138.95,227.394,刈谷田川,Ｆ池外水位,,
3150,37.609,138.88,240.03,刈谷田川,大沼新田,,
3151,37.519,138.929,232.984,刈谷田川,見附,,
3152,37.604,138.868,98.678,中之島川,中之島川,,
3153,37.496,138.884,57.574,猿橋川,大黒,,
3154,37.421,138.835,30.151,太田川,宮内,,
3155,36.869,138.868,30.021,魚野川,土樽,,
3156,36.941,138.814,144.968,魚野川,大河原,,
3157,37.062,138.881,354.674,魚野川,六日町,,
3158,37.17,138.927,649.996,魚野川,浦佐,,
3159,37.23,138.957,842.4,魚野川,小出,,
3160,37.242,138.931,1363.24,魚野川,堀之内,,
3161,37.025,138.844,204.302,魚野川,中之島,,
3162,36.925,138.646,302.64,中津川,清水川原,,
3163,36.273,138.419,1175.722,千曲川,塩名田,,
3164,36.37,138.282,2027.916,千曲川,生田,,
3165,36.533,138.112,2564.576,千曲川,杭瀬下,,
3166,36.732,138.309,6431.575,千曲川,立ヶ花,,
3167,36.196,138.484,754.544,千曲川,下越（臼田橋下流）,,
3168,35.977,138.529,197.207,千曲川,樋沢,,
3169,37.71,139.156,65.797,能代川,千原,,
3170,37.814,139.122,128.895,能代川,北上,,
3171,37.689,139.173,12.483,滝谷川,滝谷川,,
3172,37.686,139.146,15.921,牧川,牧川,,
3173,37.507,139.035,42.044,塩谷川,塩谷川,,
3174,37.467,138.991,53.781,西谷川,西谷川,,
3175,37.739,138.839,25.667,矢川,橋本,,
3176,37.729,138.84,24.734,矢川,矢川放水路上流,,
3177,37.729,138.84,24.734,矢川,矢川放水路下流,,
3178,37.111,138.564,6.673,城川,阿寺,,
3179,37.625,138.91,350.855,信濃川下流,尾崎,,
3180,37.638,138.949,771.158,信濃川下流,荒町,,
3181,37.694,139.034,917.924,信濃川下流,保明新田,,
3182,37.784,139.057,957.556,信濃川下流,臼井橋,,
3183,37.835,139.062,1167.095,信濃川下流,新酒屋,,
3184,37.882,139.014,1250.024,信濃川下流,帝石橋,,
3185,37.941,139.061,-999,信濃川下流,西港,,
3186,37.901,139.075,96.921,栗ノ木川,竹尾,,
3187,37.306,138.708,240.503,渋海川,法坂,,
3188,37.387,138.753,302.651,渋海川,飯塚,,
3189,37.487,138.786,70.884,小木城川,脇野町,,
3190,36.989,138.586,7163.828,信濃川中流,宮野原,,
3191,37.096,138.718,7941.383,信濃川中流,十日町（姿）,,
3192,37.247,138.803,8203.905,信濃川中流,岩沢,,
3193,37.309,138.801,2.174,信濃川中流,小千谷,,
3194,37.448,138.836,46.593,信濃川中流,長岡,,
3195,37.609,138.842,1.752,信濃川中流,大河津,,
3196,37.609,138.844,1.86,信濃川中流,洗堰下流,,
3197,37.627,138.953,323.37,新通川,新通川（外）,,
3198,37.626,138.953,323.37,新通川,新通川内水位,,
3199,37.457,138.866,23.973,栖吉川,地蔵,,
3200,37.436,138.866,23.242,栖吉川,長倉,,
3201,37.615,138.835,10465.856,大河津分水路,可動堰下流,,
3202,37.664,138.789,10520.078,大河津分水路,渡部,,
3203,37.274,138.856,2.656,大平沢川,大平沢川（外）,,
3204,37.274,138.856,2.656,大平沢川,大平沢川内水位,,
3205,37.931,139.073,115.492,通船川,山ノ下（外）,,
3206,37.946,139.131,7614.458,通船川,津島屋（外）,,
3207,37.931,139.075,115.476,通船川,山の下内水位,,
3208,37.946,139.131,7614.458,通船川,津島屋内水位,,
3209,37.462,138.765,63.721,面川,面川（外）,,
3210,37.462,138.765,63.721,面川,面川内水位,,
3211,37.259,138.974,453.54,破間川,今泉,,
3212,37.239,138.952,846.704,破間川,四日町,,
3213,37.294,138.996,370.352,破間川,両道橋,,
3214,37.228,138.962,86.941,佐梨川,佐梨,,
3215,37.146,138.996,36.821,水無川,大倉,,
3216,37.041,139.061,6.963,三国川,内膳落合,,
3217,37.053,138.976,95.334,三国川,当ノ坂,,
3218,37.065,138.936,137.456,三国川,三国川,,
3219,36.953,138.921,27.875,登川,清水,,
3220,37.024,138.87,82.79,登川,登川,,
3221,36.487,137.851,320.109,高瀬川,高瀬上橋,,
3222,37.511,138.811,3.078,黒川,広野,,
3223,37.452,138.747,48.128,黒川,宮本,,
3224,37.809,139.128,128.704,その他,新津川水門上流,,
3225,37.809,139.128,128.704,その他,新津川水門下流,,
3226,37.754,139.159,7.197,その他,荻曽根川水門上流,,
3227,37.754,139.158,7.197,その他,荻曽根川水門下流,,
3228,37.565,138.816,10.074,その他,岩方内水位,,
3229,37.449,138.878,4.451,その他,稲葉川放水路上流,,
3230,37.449,138.878,4.451,その他,稲葉川放水路下流,,
3231,37.449,138.878,4.451,その他,稲葉川水門下流,,
3232,37.025,138.268,1.329,関川,二子島,,
3233,37.118,138.264,1.985,関川,高田,,
3234,35.687,139.753,2.221,関川,東雲町排水樋管（内水位）,,
3235,35.687,139.753,2.221,関川,東雲町排水樋管（外水位）,,
3236,37.178,138.249,791.411,関川,直江津,,
3237,37.031,138.267,402.455,関川,二子島,,
3238,36.854,138.195,133.689,関川,一之橋,,
3239,36.958,138.272,351.998,関川,猿橋,,
3240,37.156,138.427,148.897,保倉川,有島,,
3241,37.174,138.308,239.026,保倉川,頚城,,
3242,37.179,138.284,305.042,保倉川,佐内,,
3243,37.158,138.426,149.076,保倉川,顕聖寺,,
3244,37.178,138.298,4.312,保倉川,三分一,,
3245,37.174,138.344,196.092,保倉川,保倉川内水位,,
3246,37.174,138.344,196.092,保倉川,遊水池外水位,,
3247,37.14,138.229,15.365,正善寺川,藤新田,,
3248,37.142,138.239,15.896,正善寺川,木田,,
3249,37.093,138.246,12.919,青田川,高田新田,,
3250,37.103,138.236,11.566,儀明川,儀明川,,
3251,37.085,138.331,24.775,櫛池川,櫛池川,,
3252,37.078,138.255,109.182,矢代川,石沢,,
3253,37.035,138.249,83.698,矢代川,石塚,,
3254,37.072,138.307,30.465,別所川,別所川,,
3255,37.046,138.292,27.783,大熊川,大熊川,,
3256,37.017,138.251,30.534,渋江川,渋江川,,
3257,37.171,138.26,27.288,戸野目川,戸野目内水位,,
3258,37.171,138.26,27.288,戸野目川,戸野目外水位,,
3259,37.161,138.296,55.957,飯田川,飯田川,,
3260,37.154,138.341,27.577,桑曽根川,桑曽根川,,
3261,35.687,139.753,2.221,姫川,唐沢排水樋管（内水位）,,
3262,35.687,139.753,2.221,姫川,唐沢排水樋管（外水位）,,
3263,36.986,137.87,687.926,姫川,山本,,
3264,37.034,137.84,717.862,姫川,須沢,,
3265,36.941,137.856,555.16,姫川,大前,,
3266,36.939,137.858,554.775,姫川,小滝,,
3267,36.704,137.869,58.13,松川,松川橋上,,
3268,38.516,139.542,129.089,大川,府屋,,
3269,38.247,139.606,4.568,三面川,茎太,,
3270,38.257,139.498,598.349,三面川,宮ノ下,,
3271,38.229,139.477,674.871,三面川,泉町,,
3272,38.23,139.493,45.636,門前川,山辺里,,
3273,38.309,139.547,4.65,高根川,早稲田,,
3274,38.271,139.525,158.394,高根川,岩沢,,
3275,38.021,139.496,18.252,胎内川,鹿の俣,,
3276,38.068,139.444,135.522,胎内川,下館,,
3277,38.091,139.381,138.356,胎内川,高畑,,
3278,37.886,139.394,196.849,加治川,第一頭首工,,
3279,37.95,139.365,202.973,加治川,岡田,,
3280,37.964,139.355,349.347,加治川,小松,,
3281,37.956,139.368,143.313,姫田川,早道場,,
3282,37.954,139.383,90.954,坂井川,坂井川,,
3283,37.851,139.458,34.842,内の倉川,網張場,,
3284,37.389,138.595,261.17,鯖石川,上原,,
3285,37.275,138.633,115.889,鯖石川,行兼,,
3286,37.307,138.626,127.236,鯖石川,加納,,
3287,37.384,138.573,272.471,鯖石川,葦薮川（外）,,
3288,37.374,138.606,178.186,鯖石川,天保橋,,
3289,37.384,138.574,272.471,鯖石川,葦藪川内水位,,
3290,37.449,138.639,29.925,別山川,栄橋,,
3291,37.394,138.607,80.622,別山川,土合川（外）,,
3292,37.394,138.608,80.622,別山川,土合川内水位,,
3293,37.18,138.57,9.77,落合川,落合,,
3294,38.197,139.45,37.145,石川,石川,,
3295,38.042,138.469,12.543,久知川,久知河内,,
3296,37.85,138.319,45.708,羽茂川,羽茂,,
3297,37.991,138.349,154.727,国府川,八幡,,
3298,38.015,138.425,15.983,国府川,新穂,,
3299,38.011,138.325,21.777,石田川,石田,,
3300,38.016,138.353,11.289,藤津川,中興,,
3301,37.987,138.387,30.627,小倉川,一宮橋,,
3302,38.01,138.392,14.818,大野川,皆川,,
3303,37.994,138.439,8.992,大野川,白原,,
3304,37.31,138.569,73.962,鵜川,宮ノ窪,,
3305,37.357,138.553,98.101,鵜川,源太川（外）,,
3306,37.357,138.553,106.787,鵜川,源太川内水位,,
3307,37.256,138.397,47.348,柿崎川,角取,,
3308,37.274,138.386,8.527,柿崎川,柿崎橋,,
3309,37.146,138.106,56.749,名立川,大菅,,
3310,37.082,138.031,78.981,能生川,中野口,,
3311,37.037,137.93,93.577,早川,新町,,
3312,37.027,137.891,60.181,海川,羽生,,
3313,37.235,138.409,54.146,吉川,代石,,
3314,37.028,137.811,21.306,田海川,田海川,,
3315,37.814,138.96,180.453,新川,新川,,
3316,37.571,138.741,33.382,島崎川,落水,,
3317,38.036,139.387,18.114,舟戸川,舟戸川,,
3318,37.793,138.857,5.327,その他,上堰潟,,
3319,37.565,138.816,10.074,その他,岩方（外）,,
3320,37.954,139.257,35.946,その他,合流点,,
3321,37.699,138.92,43.363,その他,分水工上流,,
3322,37.7,138.92,43.363,その他,大通川水門下流,,
3323,37.699,138.92,43.363,その他,ケラ島堰下流,,
3324,37.746,138.84,28.065,その他,潮止ゲート上流,,
3325,37.746,138.839,28.065,その他,潮止ゲート下流,,
3326,37.356,138.552,98.101,その他,横山川内水位,,
3327,37.356,138.553,98.101,その他,横山川外水位,,
3328,36.814,137.589,609.683,黒部川,宇奈月,,
3329,36.859,137.555,657.846,黒部川,愛本,,
3330,36.859,137.555,657.846,黒部川,愛本（下流）,,
3331,36.823,137.581,628.523,弥太蔵谷,弥太蔵,,
3332,36.786,137.629,115.052,黒薙川,黒薙,,
3333,36.695,137.649,31.309,小黒部谷,小黒部1号,,
3334,36.696,137.666,56.005,祖母谷,祖母谷下流,,
3335,36.576,137.384,201.48,常願寺川,小見,,
3336,36.576,137.343,347.445,常願寺川,瓶岩,,
3337,36.603,137.314,352.649,常願寺川,大川寺,,
3338,36.73,137.283,371.09,常願寺川,常願寺橋,,
3339,36.572,137.185,2078.487,神通川,大沢野大橋,,
3340,36.659,137.189,2094.453,神通川,富山空港,,
3341,36.701,137.204,2696.827,神通川,神通大橋,,
3342,36.746,137.218,2703.634,神通川,萩浦橋,,
3343,36.591,137.143,254.149,井田川,杉原橋,,
3344,36.688,137.184,412.089,井田川,高田橋,,
3345,36.59,137.143,254.149,井田川,福島,,
3346,36.624,137.21,124.862,熊野川,熊野橋,,
3347,36.605,137.262,57.871,熊野川,津毛,,
3348,36.602,137.246,99.741,熊野川,浄土寺,,
3349,36.698,137.219,15.544,いたち川,千歳橋,,
3350,36.656,137.21,19.078,土川,土川橋,,
3351,36.647,137.125,85.968,山田川,長沢橋,,
3352,36.581,137.149,77.851,久婦須川,小長谷,,
3353,36.662,137.163,3.851,坪野川,坪野橋,,
3354,36.579,136.991,1066.94,庄川,雄神,,
3355,36.735,137.044,1093.189,庄川,大門,,
3356,36.716,137.052,1.086,和田川,本江,,
3357,36.629,137.029,13.318,和田川,伊香浜,,
3358,36.423,137.003,77.354,利賀川,坂上,,
3359,36.364,136.868,44.004,境川,水行谷,,
3360,36.333,137.015,14.794,水無川,水無,,
3361,36.764,137.007,604.4,小矢部川管内,四屋内水位,,
3362,36.765,137.007,604.4,小矢部川管内,四屋外水位,,
3363,36.763,137.01,640.158,小矢部川管内,千保川水位,,
3364,36.625,136.892,287.527,小矢部川,津沢,,
3365,36.681,136.883,388.06,小矢部川,石動,,
3366,36.758,136.983,591.757,小矢部川,長江,,
3367,36.598,136.9,232.651,小矢部川,川崎橋,,
3368,36.561,136.878,105.65,小矢部川,新福光大橋,,
3369,36.427,136.805,3.788,小矢部川,中河内,,
3370,36.535,136.86,102.873,小矢部川,殿,,
3371,36.561,136.876,105.65,小矢部川,福光,,
3372,36.583,136.881,129.416,小矢部川,岩木,,
3373,36.728,137.003,21.227,千保川,市場橋,,
3374,36.757,137.012,31.155,千保川,志貴野橋,,
3375,36.725,136.969,22.78,祖父川,樋詰橋,,
3376,36.706,136.928,10.144,岸渡川,岸渡川鉄道橋,,
3377,36.698,136.852,50.617,子撫川,宮島橋,,
3378,36.692,136.868,60.924,子撫川,桜町,,
3379,36.743,136.875,15.919,子撫川,五位,,
3380,36.654,136.86,57.564,渋江川,蓮沼,,
3381,36.633,136.836,27.734,渋江川,下御亭橋,,
3382,36.596,136.912,31.903,旅川,柴田屋橋,,
3383,36.575,136.911,68.879,山田川,桜橋,,
3384,36.554,136.919,7.65,山田川,田屋,,
3385,36.5,136.867,1.017,山田川,桜ヶ池,,
3386,36.45,136.863,1.085,打尾川,東島,,
3387,36.511,136.856,19.649,打尾川,道場原,,
3388,36.666,136.881,10.509,横江宮川,宮川橋,,
3389,36.769,137.403,135.072,早月川,月形橋,,
3390,36.726,137.44,129.637,早月川,蓑輪,,
3391,36.946,137.595,12.913,笹川,笹川,,
3392,36.96,137.566,3.778,木流川,木流橋,,
3393,36.931,137.557,64.471,小川,小川橋,,
3394,36.903,137.592,43.674,小川,上小川橋,,
3395,36.862,137.423,23.771,黒瀬川,新田橋,,
3396,36.856,137.418,109.536,片貝川,落合橋,,
3397,36.795,137.472,96.843,片貝川,東城橋,,
3398,36.807,137.403,44.759,角川,住吉,,
3399,36.733,137.348,87.896,上市川,交観橋,,
3400,36.702,137.332,77.351,白岩川,泉正橋,,
3401,36.733,137.306,137.751,白岩川,新池田橋,,
3402,36.706,137.316,110.074,白岩川,交益橋,,
3403,36.623,137.367,19.87,白岩川,目桑,,
3404,36.718,137.091,35.2,下条川,駅南大橋,,
3405,36.928,137.543,13.441,舟川,学校橋,,
3406,36.893,137.555,9.841,舟川,新舟川橋,,
3407,36.853,137.43,53.21,布施川,荒町,,
3408,36.824,137.507,10.852,布施川,田籾,,
3409,36.702,137.32,30.827,栃津川,流観橋,,
3410,36.689,137.356,23.33,大岩川,新屋橋,,
3411,36.858,137.478,1.973,大谷川,谷,,
3412,36.859,137.46,5.06,大谷川,前沢,,
3413,36.914,137.016,15.351,宇波川,宇波川,,
3414,36.891,136.977,22.016,阿尾川,指崎大橋,,
3415,36.881,136.97,28.366,余川川,糀屋橋,,
3416,36.865,136.938,55.472,上庄川,泉大橋,,
3417,36.829,136.964,26.828,仏生寺川,川尻橋,,
3418,36.761,137.347,2.227,中川,中川,,
3419,36.96,137.656,54.166,水上谷,水上谷,,
3420,36.977,137.628,1.925,金剛川,金剛谷,,
3421,36.878,137.432,8.26,高橋川,堀切橋,,
3422,36.914,137.566,7.394,山合川,山崎,,
3423,36.757,137.34,2.623,沖田川,沖田川,,
3424,36.818,137.402,6.594,鴨川,鴨川,,
3425,36.903,137.423,7.297,吉田川,舞亀橋,,
3426,36.978,137.635,59.303,境川,境橋,,
3427,36.168,136.632,137.599,手取川,風嵐,,
3428,36.412,136.631,729.587,手取川,中島,,
3429,36.449,136.62,747.009,手取川,鶴来,,
3430,36.487,136.481,785.877,手取川,美川,,
3431,36.359,136.602,133.525,大日川,別宮,,
3432,36.291,136.649,189.192,尾添川,瀬戸,,
3433,36.492,136.494,3.447,安産川,安産川,,
3434,36.404,136.514,156.323,梯川,埴田,,
3435,36.416,136.451,221.804,梯川,小松大橋,,
3436,36.414,136.441,221.926,梯川,牧,,
3437,36.256,136.492,25.048,梯川,大杉,,
3438,36.383,136.436,1.015,前川,御幸橋,,
3439,36.427,136.468,19.549,八丁川,長野田橋,,
3440,36.421,136.495,29.55,鍋谷川,牛島,,
3441,36.427,136.531,27.093,鍋谷川,鍋谷川橋,,
3442,36.394,136.518,23.437,滓上川,滓上橋,,
3443,36.345,136.439,19,日用川,絵馬堂橋,,
3444,36.37,136.444,28.448,木場潟,木場潟,,
3445,36.328,136.436,4.262,粟津川,粟津分水門,,
3446,36.327,136.434,4.183,粟津川,後開地橋,,
3447,36.577,136.606,6.538,犀川,示野橋,,
3448,36.55,136.659,143.986,犀川,下菊橋,,
3449,36.408,136.752,21.916,犀川,倉谷,,
3450,36.555,136.626,1.413,伏見川,米泉,,
3451,36.531,136.643,11.71,伏見川,山科,,
3452,36.441,136.668,24.479,内川,菊水,,
3453,36.458,136.621,4.05,高橋川,月橋,,
3454,36.477,136.616,8.082,高橋川,坂尻,,
3455,36.499,136.613,13.6,高橋川,四十万田橋,,
3456,36.524,136.624,21.521,高橋川,馬替,,
3457,36.502,136.693,10.653,平沢川,平沢川,,
3458,36.542,136.594,4.346,安原川,長池,,
3459,36.561,136.587,9.55,安原川,安原大橋,,
3460,36.3,136.279,164.46,大聖寺川,三木大橋,,
3461,36.311,136.319,118.343,大聖寺川,敷地天神橋,,
3462,36.309,136.311,23.249,大聖寺川,新橋（大聖寺川）,,
3463,36.295,136.346,112.776,大聖寺川,保賀橋,,
3464,36.306,136.322,22.685,三谷川,三谷分水門,,
3465,36.294,136.303,7.128,熊坂川,熊坂分水門,,
3466,36.312,136.303,119.038,大聖寺川旧川,下福田水門内,,
3467,36.312,136.303,119.038,大聖寺川旧川,下福田水門外,,
3468,36.629,136.639,15.961,大野川,機具橋,,
3469,36.649,136.655,100.9,大野川,貯木場（外）,,
3470,36.531,136.695,66.181,浅野川,田上(放水路）,,
3471,36.591,136.65,81.207,浅野川,沖橋（諸江）,,
3472,36.576,136.661,79.537,浅野川,小橋,,
3473,36.569,136.669,78.292,浅野川,天神橋,,
3474,36.492,136.749,34.882,浅野川,芝原橋,,
3475,36.531,136.696,66.181,浅野川,田上（浅野川）,,
3476,36.716,136.707,26.307,宇ノ気川,宇ノ気川,,
3477,36.744,136.731,7.465,宇ノ気川,上田名橋,,
3478,36.649,136.655,100.9,河北潟,貯木場（内）,,
3479,36.652,136.704,7.083,河北潟,潟端,,
3480,36.643,136.673,2.633,河北潟,八田,,
3481,36.665,136.645,385.99,河北潟放水路,大根布（内）,,
3482,36.665,136.645,385.99,河北潟放水路,大根布（外）,,
3483,36.619,136.657,18.078,金腐川,金腐川橋,,
3484,36.584,136.681,16.72,金腐川,御所通学橋,,
3485,36.698,136.737,10.31,熊瀬川,御門橋,,
3486,36.603,136.713,58.013,森下川,薬師,,
3487,36.623,136.695,74.475,森下川,森本大橋,,
3488,36.666,136.746,50.787,津幡川,津幡川,,
3489,36.666,136.775,23.456,津幡川,新道橋,,
3490,36.531,136.684,139.103,浅野川放水路,大桑,,
3491,37.005,136.782,47.215,前川,前川水門内,,
3492,37.239,136.9,20.35,小又川,上野橋,,
3493,37.498,137.174,13.339,珠洲大谷川,鯉恋橋,,
3494,37.466,137.32,10.133,紀の川,塚田橋,,
3495,37.449,137.285,10.887,金川,弥長司橋,,
3496,37.461,137.217,28.628,若山川,宇都山,,
3497,37.439,137.267,49.803,若山川,板谷橋,,
3498,37.386,137.144,3.279,鵜飼川,泥ノ木,,
3499,37.396,137.211,24.261,鵜飼川,西方寺,,
3500,37.399,137.229,28.795,鵜飼川,柏原橋,,
3501,37.399,137.238,31.731,鵜飼川,鵜飼大橋,,
3502,37.352,137.235,13.111,松波川,多喜尾橋,,
3503,37.336,137.209,13.539,九里川尻川,末次橋,,
3504,37.255,137.081,45.468,山田川,鵜川,,
3505,37.28,137.045,38.353,山田川,瑞穂橋,,
3506,37.139,136.819,31.811,熊木川,町屋橋,,
3507,37.129,136.841,42.233,熊木川,加茂橋,,
3508,37.034,136.956,11.051,御祓川,国分大橋,,
3509,37.043,136.958,22.213,御祓川,藤橋橋,,
3510,37.027,136.967,2.898,大谷川,後畠橋,,
3511,36.98,137.025,17.087,熊淵川,生出橋,,
3512,37.374,137.061,37.97,町野川,五十里橋,,
3513,37.367,137.098,46.832,町野川,石井橋,,
3514,37.427,137.082,156.199,町野川,明治橋,,
3515,37.291,136.777,69.203,八ヶ川,広和橋,,
3516,37.296,136.784,59.852,八ヶ川,高根尾橋,,
3517,37.291,136.742,78.259,八ヶ川,鹿磯橋,,
3518,37.266,136.841,12.55,八ヶ川,上田圃橋,,
3519,37.231,136.723,18.443,仁岸川,紅葉橋,,
3520,37.142,136.732,37.856,富来川,富来川桜橋,,
3521,36.901,136.778,108.412,羽咋川,羽咋川的場,,
3522,36.831,136.761,10.205,相見川,相見川橋,,
3523,36.818,136.758,8.635,宝達川,宝達大橋,,
3524,36.797,136.745,2.27,前田川,しんがい大橋,,
3525,36.777,136.759,38.509,大海川,八野大橋,,
3526,36.552,136.56,5.993,倉部川,倉部,,
3527,37.424,137.091,20.114,鈴屋川,五里分新橋,,
3528,37.366,137.099,101.006,上町川,笹川橋,,
3529,37.376,136.905,80.871,河原田川,姫田橋,,
3530,37.394,136.9,127.886,河原田川,新橋,,
3531,37.386,136.89,40.115,鳳至川,小伊勢橋,,
3532,37.011,136.777,62.641,米町川,神代大橋,,
3533,37.029,136.799,54.428,米町川,梨谷小山橋,,
3534,36.98,136.817,17.259,於古川,上棚出橋,,
3535,36.998,136.792,38.623,於古川,於古川鷺橋,,
3536,37.005,136.782,47.215,於古川,前川水門外,,
3537,36.898,136.826,17.073,飯山川,飯山川飯山橋,,
3538,36.938,136.84,39.898,長曽川,長曽川新橋,,
3539,36.973,136.921,1.694,長曽川,濁川橋,,
3540,36.253,136.421,32.287,動橋川,鶴ヶ滝橋,,
3541,36.33,136.387,86.587,動橋川,動橋大橋,,
3542,36.859,136.8,3.978,子浦川,吉野屋橋,,
3543,36.936,136.865,1.861,地獄谷川,地獄谷川橋,,
3544,36.894,136.783,16.252,長者川,長者川紺屋橋,,
3545,37.086,137.043,7.921,崎山川,新田橋,,
3546,36.348,136.364,1.837,柴山潟,片山津,,
3547,36.31,136.39,26.943,那谷川,新橋（那谷川）,,
3548,37.524,137.28,7.032,折戸川,山田橋,,
3549,37.039,136.895,29.308,二宮川,落合橋,,
3550,36.982,136.919,7.548,二宮川,二宮川橋,,
3551,37.312,137.148,5.086,梶川,梶川,,
3552,37.036,136.951,9.272,鷹合川,国分南橋,,
3553,35.873,136.751,83.864,九頭竜川,箱ヶ瀬,,
3554,35.905,136.667,342.267,九頭竜川,朝日,,
3555,35.991,136.557,577.159,九頭竜川,松丸,,
3556,36.058,136.493,5.872,九頭竜川,比島,,
3557,36.076,136.432,1165.995,九頭竜川,小舟渡,,
3558,36.099,136.298,1277.9,九頭竜川,五松橋,,
3559,36.103,136.208,1302.38,九頭竜川,中角,,
3560,36.111,136.185,1310.622,九頭竜川,高屋,,
3561,36.146,136.163,2647.335,九頭竜川,布施田(副),,
3562,36.205,136.146,2688.898,九頭竜川,三国(副),,
3563,36.158,136.335,32.503,竹田川,平岩,,
3564,36.179,136.32,45.759,竹田川,川上,,
3565,36.175,136.289,54.984,竹田川,坪江,,
3566,36.174,136.262,65.357,竹田川,里竹田,,
3567,36.187,136.264,87.208,竹田川,石塚,,
3568,36.201,136.243,123.482,竹田川,矢地,,
3569,36.216,136.229,142.604,竹田川,六日,,
3570,36.206,136.158,210.759,竹田川,岩崎（金井）,,
3571,36.14,136.181,8.732,磯部川,安沢橋（石塚）,,
3572,35.703,136.262,13.007,日野川,岩谷,,
3573,35.716,136.28,21.181,日野川,二ツ屋,,
3574,35.771,136.202,146.22,日野川,今庄,,
3575,35.817,136.199,241.741,日野川,聖橋,,
3576,35.926,136.176,324.961,日野川,家久（鯖江）,,
3577,36.008,136.164,550.188,日野川,三尾野,,
3578,35.862,136.181,293.301,日野川,中平吹,,
