ID,lat_mod,lon_mod,area_mod,rivname,locname,,
1769,36.075,140.219,351.32,霞ヶ浦(西浦),土浦出張所,,
1770,36.028,140.295,1.867,霞ヶ浦(西浦),木原,,
1771,36.139,140.34,249.819,霞ヶ浦(西浦),平山,,
1772,36.009,140.374,1.23,霞ヶ浦(西浦),大山,,
1773,36.128,140.39,1.322,霞ヶ浦(西浦),八木蒔,,
1774,36.069,140.375,1.18,霞ヶ浦(西浦),出島,,
1775,36.057,140.424,6.93,霞ヶ浦(西浦),井上,,
1776,35.978,140.45,2.125,霞ヶ浦(西浦),浮島,,
1777,36.038,140.404,1059.143,霞ヶ浦(西浦),湖心,,
1778,35.687,139.753,2.221,霞ヶ浦(西浦),麻生沖,,
1779,36.054,140.247,435.27,霞ヶ浦(西浦),掛馬沖,,
1780,35.958,140.514,1593.536,常陸利根川,牛堀,,
1781,35.862,140.677,2119.044,常陸利根川,日川,,
1782,35.934,140.55,1646.292,常陸利根川,潮来,,
1783,35.923,140.577,1649.379,常陸利根川,十番,,
1784,35.842,140.708,2133.02,常陸利根川,波崎上,,
1785,35.841,140.709,2133.02,常陸利根川,波崎下,,
1786,35.901,140.61,1.104,常陸利根川,賀,,
1787,35.937,140.497,2.035,横利根川,新横利根,,
1788,36.076,139.993,38.544,八間堀川,三坂新田,,
1789,36.027,139.998,51.881,八間堀川,水海道橋本町,,
1790,36.027,139.998,51.881,八間堀川,石洗橋,,
1791,35.908,140.117,6.911,北浦川,桜が丘,,
1792,35.941,140.127,158.643,牛久沼,牛久沼湖面,,
1793,36.432,140.067,162.154,小貝川,田野橋,,
1794,36.392,140.032,206.261,小貝川,三谷,,
1795,36.291,139.998,246.544,小貝川,養蚕,,
1796,36.25,139.996,588.96,小貝川,黒子,,
1797,36.107,140,705.974,小貝川,上郷,,
1798,36.017,139.998,724.082,小貝川,小貝川水海道,,
1799,36.004,139.993,728.541,小貝川,川又,,
1800,35.925,140.128,794.675,小貝川,文巻,,
1801,35.913,140.139,955.785,小貝川,中郷,,
1802,35.881,140.126,983.116,小貝川,戸田井,,
1803,36.456,140.083,139.235,小貝川,鉄道橋下,,
1804,36.256,139.992,65.579,小貝川,湛水池田谷川,,
1805,36.262,139.995,523.122,小貝川,越流堤,,
1806,36.75,139.798,1065.825,鬼怒川,佐貫（上）,,
1807,36.749,139.8,1065.968,鬼怒川,佐貫（下）,,
1808,36.613,139.971,1193.807,鬼怒川,宝積寺（上）,,
1809,36.605,139.973,1200.214,鬼怒川,宝積寺（下）,,
1810,36.542,139.948,1208.452,鬼怒川,石井（右）,,
1811,36.291,139.91,1564.734,鬼怒川,川島,,
1812,36.225,139.911,1625.677,鬼怒川,平方,,
1813,36.152,139.948,1701.955,鬼怒川,鎌庭,,
1814,36.022,139.984,1780.154,鬼怒川,鬼怒川水海道,,
1815,36.156,139.739,7.468,女沼川,才塚橋,,
1816,35.992,139.921,246.609,飯沼川,法師戸水門内水位,,
1817,35.992,139.921,246.609,飯沼川,法師戸水門外水位,,
1818,36.065,139.923,4.455,飯沼川,幸田,,
1819,36.022,139.916,25.207,飯沼川,菅生沼,,
1820,36.068,139.931,164.883,飯沼川,勘助新田,,
1821,35.896,140.037,11053.066,田中調節池,田中外水位,,
1822,35.887,140.05,26.584,田中調節池,青山水門外水位,,
1823,36.189,139.774,26.56,宮戸川,稲宮,,
1824,36.126,139.78,89.306,宮戸川,宮戸川橋,,
1825,35.959,139.929,9216.931,菅生調節池,菅生外水位,,
1826,35.959,139.929,9216.931,菅生調節池,菅生内水位,,
1827,36.198,139.684,199.48,渡良瀬遊水地,第一排水門外水位,,
1828,36.198,139.684,199.48,渡良瀬遊水地,第一排水門内水位,,
1829,36.226,139.699,38.91,渡良瀬遊水地,第二排水門外水位,,
1830,36.226,139.699,38.91,渡良瀬遊水地,第二排水門内水位,,
1831,36.434,139.28,470.306,渡良瀬川,高津戸,,
1832,36.356,139.387,646.766,渡良瀬川,葉鹿橋,,
1833,36.334,139.445,696.331,渡良瀬川,足利,,
1834,36.302,139.503,757.932,渡良瀬川,早川田上,,
1835,36.268,139.593,1136.729,渡良瀬川,大島,,
1836,36.263,139.654,1204.728,渡良瀬川,藤岡,,
1837,36.191,139.694,2610.373,渡良瀬川,古河,,
1838,36.177,139.693,8.443,渡良瀬川,渡良瀬川００２０,,
1839,36.445,140.591,24.519,新川,東川根橋,,
1840,35.962,140.608,3.218,鰐川,神宮橋,,
1841,35.929,140.616,426.453,鰐川,鰐川,,
1842,36.158,140.476,107.486,巴川,巴川,,
1843,36.149,140.502,122.905,巴川,北浦橋,,
1844,36.195,140.448,85.295,巴川,本田橋,,
1845,36.281,140.278,2.946,巴川,市野谷,,
1846,36.076,140.489,11.286,山田川,小幡橋,,
1847,35.873,140.197,29.21,新利根川,三夜橋,,
1848,35.941,140.554,2.17,前川,潮来大橋,,
1849,35.944,140.559,1.448,前川,辻大橋,,
1850,35.944,140.251,122.809,小野川,小野川,,
1851,35.952,140.222,61.833,小野川,正直橋,,
1852,35.971,140.226,32.355,乙戸川,塙橋,,
1853,36.033,140.149,3.317,乙戸川,乙戸,,
1854,36.109,140.411,32.074,梶無川,谷島,,
1855,36.169,140.352,74.083,園部川,小川,,
1856,36.171,140.351,73.901,園部川,小川,,
1857,36.22,140.283,27.284,園部川,新大谷橋,,
1858,36.184,140.26,145.952,恋瀬川,恋瀬川,,
1859,36.181,140.268,148.489,恋瀬川,石岡（恋瀬川）,,
1860,36.238,140.202,61.221,恋瀬川,下川橋,,
1861,36.22,140.209,84.222,恋瀬川,光安寺橋,,
1862,36.195,140.223,133.434,恋瀬川,五輪堂橋,,
1863,36.06,140.171,21.615,花室川,西根橋,,
1864,36.077,140.198,350.754,桜川,匂橋,,
1865,36.279,140.085,155.968,桜川,塙世橋,,
1866,36.129,140.127,317.955,桜川,桜橋（田土部）,,
1867,36.163,140.085,3.147,桜川,君島橋,,
1868,36.364,140.106,41.234,桜川,岩瀬,,
1869,36.221,140.055,233.598,桜川,筑真橋,,
1870,36.347,140.08,90.724,桜川,大和橋,,
1871,36.27,140.047,1.224,観音川,宮山,,
1872,35.929,140.133,160.24,谷田川,朝日橋,,
1873,36.001,140.078,46.119,西谷田川,中谷原橋,,
1874,36.051,140.046,30.935,西谷田川,榎内橋,,
1875,35.961,140.048,21.043,中通川,上谷井田,,
1876,35.979,140.024,16.761,中通川,奉社,,
1877,36.217,139.964,32.401,糸繰川,大神橋,,
1878,36.196,139.97,38.548,糸繰川,宝橋,,
1879,36.318,139.978,269.979,五行川,仙在,,
1880,36.37,139.978,257.34,五行川,桂橋,,
1881,36.306,139.984,271.513,五行川,下中山,,
1882,36.441,140.017,170.641,五行川,妹内橋,,
1883,36.601,140.043,62.445,五行川,両郡橋,,
1884,36.409,139.988,243.329,五行川,二宮,,
1885,36.521,140.026,57.902,野元川,監物橋,,
1886,36.205,139.925,8.531,北台川,双瀬橋,,
1887,36.289,139.898,36.321,田川,田川橋,,
1888,36.297,139.899,35.551,田川,越渡橋,,
1889,36.636,139.86,74.631,田川,桜橋,,
1890,36.752,139.767,240.352,大谷川,町谷,,
1891,36.307,139.96,48.219,大谷川,大谷川橋,,
1892,36.052,139.953,13.872,東仁連川,新香取橋,,
1893,36.11,139.902,8.591,西仁連川,沓掛橋,,
1894,36.2,139.833,72.515,西仁連川,尾崎橋,,
1895,36.281,139.84,45.76,西仁連川,つむぎ橋,,
1896,36.07,139.924,5.895,西仁連川,山宮橋,,
1897,35.987,140.11,63.169,谷田川,茎崎橋,,
1898,36.039,140.074,50.632,谷田川,陣谷橋,,
1899,36.215,139.613,115.435,谷田川,藤の木橋,,
1900,36.387,139.792,595.395,思川,大光寺,,
1901,36.263,139.747,871.911,思川,乙女,,
1902,36.316,139.799,1.014,思川,観晃橋,,
1903,36.417,139.788,353.085,思川,保橋,,
1904,36.516,139.679,123.646,思川,天満橋,,
1905,36.367,139.809,195.719,姿川,姿川橋,,
1906,36.544,139.82,37.506,武子川,武子川橋,,
1907,36.561,139.709,95.604,大芦川,御幣岩橋,,
1908,36.292,139.732,207.982,巴波川,中里,,
1909,36.43,139.805,230.6,黒川,東雲橋,,
1910,36.568,139.755,148.371,黒川,府中橋,,
1911,36.088,139.766,12.625,五霞落川,五霞,,
1912,36.084,140.181,15.777,上備前川,上備前川,,
1913,36.063,140.081,14.98,蓮沼川,新井橋,,
1914,35.913,140.073,5.599,相野谷川,菅田堰,,
1915,36.167,139.726,23.132,向堀川,田中橋,,
1916,36.011,140.265,17.867,清明川,塙,,
1917,35.988,140.48,8.01,城下川,水門橋,,
1918,36.193,139.892,29.807,山川,山川橋,,
1919,35.937,139.967,2.277,大野川,大野川排水樋管内水位,,
1920,35.937,139.967,2.277,大野川,大野川排水樋管外水位,,
1921,36.156,140.512,44.711,鉾田川,鉾田川,,
1922,36.152,140.512,45.049,鉾田川,旭橋,,
1923,36.163,140.509,43.534,鉾田川,飯名橋,,
1924,36.123,140.529,7.768,北浦,安塚,,
1925,36.028,140.56,320.858,北浦,白浜,,
1926,36.017,140.565,332.562,北浦,釜谷沖,,
1927,35.913,140.01,14.411,利根川稲戸井遊水池,稲戸井排水門外水位,,
1928,35.913,140.01,14.411,利根川稲戸井遊水池,稲戸井排水門内水位,,
1929,35.903,140.038,11052.904,利根川稲戸井遊水池,稲戸井下流排水樋門内水位,,
1930,35.903,140.038,11052.904,利根川稲戸井遊水池,稲戸井下流排水樋門外水位,,
1931,36.118,139.958,4.261,その他,岡田橋,,
1932,36.787,140.739,134.644,大北川,磯原,,
1933,36.783,140.709,100.23,大北川,石岡（大北川）,,
1934,36.79,140.749,196.091,大北川,大北橋,,
1935,36.793,140.739,58.484,花園川,豊田,,
1936,36.826,140.709,45.648,花園川,上小津田,,
1937,36.531,140.626,2.241,大沼川,東大沼町,,
1938,36.759,140.721,8.203,塩田川,小野矢指,,
1939,36.674,140.688,41.738,十王川,伊師本郷,,
1940,36.728,140.719,29.668,関根川,下手綱,,
1941,36.718,140.724,35.357,関根川,新磯馴橋,,
1942,36.847,140.774,29.25,里根川,関本下,,
1943,36.705,140.694,59.299,花貫川,島名,,
1944,36.698,140.714,64.962,花貫川,花貫橋,,
1945,36.613,140.644,11.292,宮田川,白銀,,
1946,36.495,140.614,2.4,瀬上川,久慈,,
1947,36.857,140.119,602.457,那珂川,黒羽,,
1948,36.756,140.143,1285.319,那珂川,小口,,
1949,36.594,140.178,2006.625,那珂川,川堀,,
1950,36.55,140.326,2244.966,那珂川,野口（那珂川）,,
1951,36.377,140.48,2614.387,那珂川,水府橋（那珂川）,,
1952,36.978,140.066,195.074,那珂川,晩翠橋,,
1953,36.505,140.159,43.673,逆川,木幡大橋,,
1954,36.731,140.174,14.087,武茂川,古館橋下,,
1955,36.785,140.123,13.266,箒川,箒橋,,
1956,36.811,140.01,186.151,箒川,佐久山,,
1957,36.939,139.894,134.428,箒川,和田山,,
1958,36.811,140.055,471.849,箒川,福原,,
1959,36.965,139.851,109.114,箒川,夕の原,,
1960,36.943,140.138,118.581,余笹川,稲沢睦橋,,
1961,37.018,140.111,82.649,余笹川,中余笹橋,,
1962,36.621,140.157,89.377,江川,烏山江川（簡）,,
1963,36.808,139.922,22.727,内川,京町橋,,
1964,36.778,139.934,90.316,内川,内川橋,,
1965,36.718,140.032,144.692,内川,旭橋,,
1966,36.843,139.871,12.273,宮川,長井,,
1967,36.822,139.782,18.218,西荒川,東古屋,,
1968,36.619,140.14,6.537,荒川,荒川橋,,
1969,36.714,140.026,127.81,荒川,連城橋,,
1970,36.799,139.845,67.912,荒川,落合橋,,
1971,36.73,139.973,118.82,荒川,松島橋,,
1972,36.65,140.106,309.246,荒川,森田,,
1973,36.811,139.841,27.83,荒川,東荒川,,
1974,36.849,139.828,13.894,尚仁沢,尚仁沢,,
1975,36.872,140.034,176.717,蛇尾川,蛇尾橋,,
1976,36.898,140.032,74.997,熊川,熊川橋,,
1977,36.957,139.984,63.547,熊川,中内橋,,
1978,36.957,140.143,95.792,黒川,新田橋,,
1979,37.104,140.141,30.201,黒川,栃福橋,,
1980,36.144,139.702,8672.362,利根川,栗橋,,
1981,36.432,140.067,162.154,小貝川,田野橋,,
1982,36.392,140.032,206.261,小貝川,三谷,,
1983,36.291,139.998,246.544,小貝川,養蚕,,
1984,36.25,139.996,588.96,小貝川,黒子,,
1985,36.107,140,705.974,小貝川,上郷,,
1986,36.017,139.998,724.082,小貝川,小貝川水海道,,
1987,36.456,140.083,139.235,小貝川,鉄道橋下,,
1988,36.88,139.464,70.504,鬼怒川,湯元,,
1989,36.864,139.552,208.458,鬼怒川,大川筑,,
1990,36.874,139.636,272.306,鬼怒川,松ノ木平,,
1991,36.894,139.701,321.209,鬼怒川,元湯,,
1992,36.849,139.729,655.14,鬼怒川,原,,
1993,36.802,139.704,672.638,鬼怒川,小佐越,,
1994,36.75,139.798,1065.825,鬼怒川,佐貫（上）,,
1995,36.749,139.8,1065.968,鬼怒川,佐貫（下）,,
1996,36.613,139.971,1193.807,鬼怒川,宝積寺（上）,,
1997,36.605,139.973,1200.214,鬼怒川,宝積寺（下）,,
1998,36.542,139.948,1208.452,鬼怒川,石井（右）,,
1999,36.469,139.957,1.391,鬼怒川,勝瓜（下）,,
2000,36.291,139.91,1564.734,鬼怒川,川島,,
2001,36.022,139.984,1780.154,鬼怒川,鬼怒川水海道,,
2002,36.198,139.684,199.48,渡良瀬遊水地,第一排水門外水位,,
2003,36.198,139.684,199.48,渡良瀬遊水地,第一排水門内水位,,
2004,36.255,139.662,1.193,渡良瀬遊水地,赤麻Ａ,,
2005,36.255,139.662,1.193,渡良瀬遊水地,赤麻Ｂ,,
2006,36.226,139.699,38.91,渡良瀬遊水地,第二排水門外水位,,
2007,36.226,139.699,38.91,渡良瀬遊水地,第二排水門内水位,,
2008,36.255,139.683,45.477,渡良瀬遊水地,第三排水門内水位,,
2009,36.254,139.683,45.477,渡良瀬遊水地,第三排水門外水位,,
2010,36.434,139.28,470.306,渡良瀬川,高津戸,,
2011,36.356,139.387,646.766,渡良瀬川,葉鹿橋,,
2012,36.334,139.445,696.331,渡良瀬川,足利,,
2013,36.32,139.464,699.859,渡良瀬川,岩井,,
2014,36.32,139.464,699.875,渡良瀬川,岩井分水路,,
2015,36.302,139.503,757.932,渡良瀬川,早川田上,,
2016,36.268,139.593,1136.729,渡良瀬川,大島,,
2017,36.263,139.654,1204.728,渡良瀬川,藤岡,,
2018,36.191,139.694,2610.373,渡良瀬川,古河,,
2019,36.523,139.315,319.065,渡良瀬川,花輪,,
2020,35.687,139.753,2.221,渡良瀬川,片向,,
2021,36.318,139.978,269.979,五行川,仙在,,
2022,36.37,139.978,257.34,五行川,桂橋,,
2023,36.441,140.017,170.641,五行川,妹内橋,,
2024,36.601,140.043,62.445,五行川,両郡橋,,
2025,36.686,139.968,1.388,五行川,氏家体育館脇,,
2026,36.409,139.988,243.329,五行川,二宮,,
2027,36.521,140.026,57.902,野元川,監物橋,,
2028,36.428,139.89,186.385,田川,明治橋,,
2029,36.563,139.894,153.568,田川,東橋,,
2030,36.636,139.86,74.631,田川,桜橋,,
2031,36.576,139.874,8.11,釜川,兜橋,,
2032,36.752,139.767,240.352,大谷川,町谷,,
2033,36.307,139.96,48.219,大谷川,大谷川橋,,
2034,36.733,139.675,1.67,大谷川,水郷橋,,
2035,36.771,139.714,84.355,板穴川,砥川橋,,
2036,36.773,139.695,29.055,砥川,佐下部橋,,
2037,36.965,139.686,132.695,男鹿川,独鈷沢,,
2038,36.963,139.621,75.386,湯西川,清水バイパス取水口,,
2039,36.963,139.621,75.386,湯西川,赤倉橋,,
2040,36.387,139.792,595.395,思川,大光寺,,
2041,36.263,139.747,871.911,思川,乙女,,
2042,36.316,139.799,1.014,思川,観晃橋,,
2043,36.417,139.788,353.085,思川,保橋,,
2044,36.516,139.679,123.646,思川,天満橋,,
2045,36.367,139.809,195.719,姿川,姿川橋,,
2046,36.5,139.833,122.756,姿川,淀橋,,
2047,36.544,139.82,37.506,武子川,武子川橋,,
2048,36.561,139.709,95.604,大芦川,御幣岩橋,,
2049,36.292,139.732,207.982,巴波川,中里,,
2050,36.38,139.732,11.141,巴波川,倭橋,,
2051,36.445,139.927,21.292,江川,道城橋,,
2052,36.343,139.72,164.654,永野川,山下橋,,
2053,36.359,139.713,162.961,永野川,大平橋上,,
2054,36.44,139.661,63.374,永野川,永倉橋,,
2055,36.265,139.654,1204.715,蓮花川,蓮花川排水機場外水位,,
2056,36.265,139.654,1204.715,蓮花川,蓮花川排水機場内水位,,
2057,36.274,139.614,1137.768,三杉川,三杉川排水機場（外）,,
2058,36.274,139.614,1137.768,三杉川,三杉川排水機場（内）,,
2059,36.286,139.609,60.257,三杉川,願成寺橋,,
2060,36.279,139.579,100.609,秋山川,伊保内新橋,,
2061,36.313,139.569,99.676,秋山川,大橋,,
2062,36.409,139.605,66.934,秋山川,葛生大橋,,
2063,36.271,139.584,100.713,菊沢川,菊沢川排水機場（外）,,
2064,36.271,139.584,100.713,菊沢川,菊沢川排水機場（内）,,
2065,36.279,139.502,42.16,矢場川,足森橋,,
2066,36.294,139.452,12.62,矢場川,後河原橋,,
2067,36.306,139.534,145.405,旗川,高田橋,,
2068,36.314,139.542,145.223,旗川,白旗橋,,
2069,36.343,139.474,34.463,袋川,千歳橋,,
2070,36.407,139.35,93.721,桐生川,広見橋,,
2071,36.45,139.369,77.211,桐生川,上久方,,
2072,36.43,139.805,230.6,黒川,東雲橋,,
2073,36.568,139.755,148.371,黒川,府中橋,,
2074,36.915,139.521,28.233,馬坂川,馬坂,,
2075,36.284,139.498,1.409,姥川,久野橋,,
2076,36.28,139.514,12.146,姥川,姥川排水機場（内）,,
2077,36.28,139.514,12.146,姥川,姥川排水機場（外）,,
2078,36.893,139.649,20.479,稲ヶ沢川,小穴,,
2079,36.287,139.61,60.269,その他,沼縁樋門,,
2080,36.769,138.971,494.326,利根川,湯原,,
2081,36.622,139.038,989.595,利根川,屋形原,,
2082,36.597,139.05,1688.412,利根川,岩本,,
2083,36.385,139.057,3261.35,利根川,前橋,,
2084,36.313,139.12,3283.922,利根川,上福島,,
2085,36.313,139.12,3283.922,利根川,上福島（県）,,
2086,36.263,139.197,5105.694,利根川,八斗島,,
2087,36.24,139.381,5894.536,利根川,古戸,,
2088,36.194,139.515,6013.871,利根川,川俣,,
2089,36.144,139.702,8672.362,利根川,栗橋,,
2090,35.982,139.891,8951.104,利根川,芽吹橋,,
2091,35.891,140.057,11084.525,利根川,取手,,
2092,35.87,140.128,12099.037,利根川,押付,,
2093,35.852,140.236,544.062,利根川,須賀,,
2094,35.911,140.496,13119.883,利根川,横利根,,
2095,36.391,139.06,1.557,利根川,県庁裏,,
2096,36.497,139.017,3164.166,利根川,大正橋,,
2097,36.683,138.994,574.203,利根川,月夜野橋,,
2098,36.954,139.029,28.212,利根川,奈良沢,,
2099,36.975,139.107,35.876,利根川,小穂口,,
2100,36.905,139.121,32.124,利根川,平弦,,
2101,36.855,139.106,35.743,利根川,木ノ根沢,,
2102,36.269,138.844,26.448,高田川,下高田,,
2103,36.265,138.878,47.848,高田川,中瀬橋,,
2104,36.434,139.28,470.306,渡良瀬川,高津戸,,
2105,36.376,139.361,512.221,渡良瀬川,松原橋,,
2106,36.356,139.387,646.766,渡良瀬川,葉鹿橋,,
2107,36.334,139.445,696.331,渡良瀬川,足利,,
2108,36.32,139.464,699.859,渡良瀬川,岩井,,
2109,36.32,139.464,699.875,渡良瀬川,岩井分水路,,
2110,36.302,139.503,757.932,渡良瀬川,早川田上,,
2111,36.268,139.593,1136.729,渡良瀬川,大島,,
2112,36.263,139.654,1204.728,渡良瀬川,藤岡,,
2113,36.191,139.694,2610.373,渡良瀬川,古河,,
2114,36.523,139.315,319.065,渡良瀬川,花輪,,
2115,36.254,139.355,44.502,石田川,牛沢,,
2116,36.262,139.319,15.023,石田川,下田島,,
2117,36.246,139.319,84.196,早川,前島,,
2118,36.253,139.283,75.667,早川,徳川橋,,
2119,36.274,139.238,332.544,広瀬川,下武士,,
2120,36.321,139.189,209.753,広瀬川,三光,,
2121,36.419,138.795,105.039,烏川,水沼橋,,
2122,36.381,138.876,155.534,烏川,上里見,,
2123,36.322,139,550.088,烏川,高松,,
2124,36.291,139.076,1217.728,烏川,岩鼻,,
2125,36.28,139.124,1341.795,烏川,新町,,
2126,36.278,139.156,1795.078,烏川,玉村,,
2127,36.347,138.968,254.457,烏川,烏川,,
2128,36.493,139.012,9.313,平沢川,平沢橋,,
2129,36.55,138.784,747.261,吾妻川,岩島,,
2130,36.552,138.921,1256.26,吾妻川,村上,,
2131,36.512,139.008,1347.356,吾妻川,吾妻橋,,
2132,36.544,138.804,2.32,吾妻川,郷原,,
2133,36.566,138.89,1227.294,吾妻川,市城,,
2134,36.538,138.554,270.338,吾妻川,三原,,
2135,35.687,139.753,2.221,吾妻川,浜岩橋,,
2136,36.768,139.223,251.929,片品川,鎌田,,
2137,36.709,139.208,412.945,片品川,千鳥,,
2138,36.658,139.094,636.688,片品川,上久屋,,
2139,36.783,139.233,162.665,片品川,越本,,
2140,36.647,139.03,148.061,薄根川,薄根橋,,
2141,36.649,139.026,33.027,四釜川,四釜,,
2142,36.75,138.888,56.366,赤谷川,川古,,
2143,36.682,138.983,185.127,赤谷川,小袖橋,,
2144,36.7,138.912,121.766,赤谷川,湯宿,,
2145,36.8,138.991,411.974,湯檜曽川,湯檜曽,,
2146,36.285,139.308,6.72,大川,新田木崎,,
2147,36.428,139.308,19.904,山田川,山田川,,
2148,36.302,139.193,17.189,大川,大川,,
2149,36.213,139.591,5.471,谷田川,谷田川排水機場内水位,,
2150,36.214,139.661,184.022,谷田川,谷田川第一排水機場内水位,,
2151,36.215,139.613,115.435,谷田川,藤の木橋,,
2152,36.279,139.502,42.16,矢場川,足森橋,,
2153,36.294,139.452,12.62,矢場川,後河原橋,,
2154,36.407,139.35,93.721,桐生川,広見橋,,
2155,36.45,139.369,77.211,桐生川,上久方,,
2156,36.268,139.354,43.796,蛇川,細谷,,
2157,36.264,139.225,14.949,韮川,松原橋,,
2158,36.29,139.189,3.274,韮川,堀口,,
2159,36.336,139.201,78.568,粕川,八幡,,
2160,36.294,139.226,91.581,粕川,境保泉,,
2161,36.417,139.16,28.691,荒砥川,大胡,,
2162,36.349,139.163,48.205,荒砥川,下増田,,
2163,36.391,139.108,79.601,桃ノ木川,上泉,,
2164,36.363,139.138,97.447,桃ノ木川,笂井,,
2165,36.414,139.077,18.896,赤城白川,細井,,
2166,36.194,139.064,382.182,神流川,浄法寺,,
2167,36.272,139.129,411.818,神流川,勅使河原,,
2168,36.153,139.06,370.244,神流川,鬼石,,
2169,36.112,138.923,1.266,神流川,万場（万場第二）,,
2170,36.174,139.058,375.926,神流川,若泉,,
2171,36.153,139.026,21.914,三波川,三波川,,
2172,36.279,139.091,1.218,温井川,温井川,,
2173,36.324,139.065,66.674,井野川,元島名,,
2174,36.351,139.026,38.905,井野川,井野,,
2175,36.346,139.039,18.599,染谷川,染谷川,,
2176,36.217,138.803,302.622,鏑川,石淵橋,,
2177,36.261,139.026,549.262,鏑川,岩井,,
2178,36.271,139.043,554.214,鏑川,山名,,
2179,36.24,138.717,82.6,鏑川,本宿,,
2180,36.253,138.878,348.424,鏑川,七日市,,
2181,36.209,138.792,298.355,鏑川,東部大橋,,
2182,36.268,138.98,1.08,鏑川,岩崎,,
2183,36.192,138.96,41.653,鮎川,上鹿島橋,,
2184,36.245,139.042,68.397,鮎川,鮎川,,
2185,36.249,138.94,2.987,白倉川,白倉,,
2186,36.257,138.837,13.714,丹生川,丹生,,
2187,36.197,138.889,20.212,雄川,秋畑,,
2188,36.321,138.888,121.789,碓氷川,安中,,
2189,36.339,138.911,1.411,碓氷川,板鼻,,
2190,36.327,138.859,71.183,九十九川,花の木,,
2191,36.338,138.892,27.724,秋間川,自性寺,,
2192,36.326,138.841,14.493,後閑川,中後閑,,
2193,36.324,138.819,31.75,増田川,国衙,,
2194,36.359,138.955,38.209,榛名白川,西新波,,
2195,36.396,138.951,34.11,榛名白川,箕郷,,
2196,36.39,138.827,13.167,榛名川,上室田,,
2197,36.459,139.031,10.401,滝の沢川,漆原,,
2198,36.467,139.026,17.26,午王川,半田,,
2199,36.559,139.056,35.297,沼尾川,清水橋,,
2200,36.623,138.92,45.844,名久田川,尻高,,
2201,36.516,138.777,93.374,温川,大戸,,
2202,36.731,139.061,25.459,発知川,上発知,,
2203,36.728,138.869,37.278,西川,吹路,,
2204,36.337,139.019,4.556,一貫堀川,稲荷,,
2205,36.256,139.467,4.577,孫兵衛川,新中野,,
2206,36.219,139.422,5904.346,休泊川,休泊川排水機場内水位,,
2207,36.218,139.421,5904.346,休泊川,休泊川排水機場外水位,,
2208,36.257,139.414,19.123,休泊川,西小泉,,
2209,36.383,139.04,6.624,牛池川,元総社,,
2210,36.198,139.504,1.51,新堀川,新堀川排水機場内水位,,
2211,36.198,139.504,1.51,新堀川,新堀川排水機場外水位,,
2212,36.23,139.476,34.785,新堀川,新堀橋,,
2213,36.361,139.051,16.54,滝川,川曲,,
2214,36.785,139.249,82.124,小川,東小川,,
2215,36.331,138.916,23.656,柳瀬川,中宿,,
2216,36.284,139.498,1.409,姥川,久野橋,,
2217,35.892,139.824,180.951,利根川管内,浄化用水門外水位,,
2218,35.882,139.821,1.059,利根川管内,大相模調節池,,
2219,35.87,139.838,2.597,利根川管内,大相模排水場（内水位）,,
2220,35.87,139.838,2.597,利根川管内,大相模排水場（外水位）,,
2221,36.385,139.057,3261.35,利根川,前橋,,
2222,36.263,139.197,5105.694,利根川,八斗島,,
2223,36.24,139.381,5894.536,利根川,古戸,,
2224,36.194,139.515,6013.871,利根川,川俣,,
2225,36.181,139.629,6022.114,利根川,利根川１３８５,,
2226,36.173,139.647,1.025,利根川,利根川１３６５,,
2227,36.159,139.682,1.738,利根川,利根川１３３０,,
2228,36.144,139.702,8672.362,利根川,栗橋,,
2229,36.122,139.766,29.261,利根川,利根関宿,,
2230,36.391,139.06,1.557,利根川,県庁裏,,
2231,36.497,139.017,3164.166,利根川,大正橋,,
2232,36.09,139.776,12.419,江戸川,西関宿,,
2233,36.069,139.782,1.029,江戸川,江戸川,右岸,56.0ｋ
2234,35.992,139.82,12.963,江戸川,東金野井,,
2235,35.962,139.833,17.9,江戸川,江戸川,右岸,42.0ｋ
2236,35.938,139.85,30.966,江戸川,野田,,
2237,35.851,139.894,79.977,江戸川,流山,,
2238,35.782,139.894,132.221,江戸川,松戸,,
2239,36.083,139.779,1.171,江戸川,中川上流排水機場（外水位）,,
2240,35.836,139.887,80.723,江戸川,大場川上流排水機場（外水位）,,
2241,35.806,139.887,44.319,江戸川,大場川下流排水機場（外水位）,,
2242,35.955,139.805,220.674,中川,倉田,,
2243,35.907,139.837,424.86,中川,川藤,,
2244,35.884,139.838,652.24,中川,吉川,,
2245,35.847,139.842,661.206,中川,八条橋,,
2246,35.818,139.87,667.604,中川,三郷（1）,,
2247,35.806,139.859,672.418,中川,中川,左岸,20.0ｋ
2248,35.796,139.848,51.258,中川,新大場川水門（外）,,
2249,35.779,139.85,737.925,中川,飯塚橋,,
2250,35.749,139.861,743.319,中川,高砂,,
2251,36.25,139.176,30.201,元小山川,湧泉橋,,
2252,36.214,139.661,184.022,渡良瀬遊水地,谷田川第一排水機場外水位,,
2253,36.198,139.684,199.48,渡良瀬遊水地,第一排水門外水位,,
2254,36.198,139.684,199.48,渡良瀬遊水地,第一排水門内水位,,
2255,36.191,139.694,2610.373,渡良瀬川,古河,,
2256,36.193,139.44,102.294,福川,福川水門外水位,,
2257,36.193,139.44,102.294,福川,福川水門内水位,,
2258,36.198,139.425,101.004,福川,落合橋,,
