ID,lat_alloc,lon_alloc,area_alloc,lat_ori,lon_ori,loc_km_diff,ix,iy,Station Name,River Name,Memo
1947,36.858,140.119,602.457,36.857,140.119,0.075,14486,9463,黒羽,那珂川,
1948,36.756,140.142,1285.319,36.756,140.143,0.064,14503,9536,小口,那珂川,
1949,36.595,140.178,2006.733,36.594,140.178,0.133,14529,9652,川堀,那珂川,
1950,36.549,140.326,2244.966,36.55,140.326,0.082,14635,9685,野口（那珂川）,那珂川,
1951,36.377,140.481,2614.387,36.377,140.48,0.113,14747,9809,水府橋（那珂川）,那珂川,
1952,36.977,140.066,195.074,36.978,140.066,0.102,14448,9377,晩翠橋,那珂川,
1953,36.505,140.159,43.673,36.505,140.159,0.016,14515,9717,木幡大橋,逆川,
1954,36.731,140.176,14.087,36.731,140.174,0.154,14527,9554,古館橋下,武茂川,
1955,36.785,140.124,13.266,36.785,140.123,0.125,14490,9515,箒橋,箒川,
1956,36.812,140.01,186.151,36.811,140.01,0.097,14408,9496,佐久山,箒川,
1957,36.94,139.894,134.267,36.939,139.894,0.068,14324,9404,和田山,箒川,
1958,36.812,140.055,471.818,36.811,140.055,0.091,14440,9496,福原,箒川,
1959,36.965,139.851,109.114,36.965,139.851,0.053,14293,9386,夕の原,箒川,
1960,36.944,140.138,118.581,36.943,140.138,0.085,14500,9401,稲沢睦橋,余笹川,
1961,37.019,140.112,82.649,37.018,140.111,0.11,14481,9347,中余笹橋,余笹川,
1962,36.622,140.156,89.377,36.621,140.157,0.089,14513,9633,烏山江川（簡）,江川,
1963,36.808,139.923,22.727,36.808,139.922,0.091,14345,9499,京町橋,内川,
1964,36.778,139.934,90.316,36.778,139.934,0.052,14353,9520,内川橋,内川,
1965,36.717,140.033,144.692,36.718,140.032,0.091,14424,9564,旭橋,内川,
1966,36.842,139.872,12.273,36.843,139.871,0.084,14308,9474,長井,宮川,
1967,36.823,139.783,18.218,36.822,139.782,0.117,14244,9488,東古屋,西荒川,
1968,36.619,140.14,6.537,36.619,140.14,0.046,14501,9635,荒川橋,荒川,
1969,36.715,140.026,127.81,36.714,140.026,0.07,14419,9566,連城橋,荒川,
1970,36.799,139.844,67.811,36.799,139.845,0.116,14288,9505,落合橋,荒川,
1971,36.73,139.973,118.82,36.73,139.973,0.018,14381,9555,松島橋,荒川,
1972,36.649,140.106,309.246,36.65,140.106,0.08,14477,9613,森田,荒川,
1973,36.81,139.842,27.83,36.811,139.841,0.137,14287,9497,東荒川,荒川,
1974,36.848,139.828,13.894,36.849,139.828,0.127,14277,9470,尚仁沢,尚仁沢,
1975,36.872,140.034,176.717,36.872,140.034,0.053,14425,9453,蛇尾橋,蛇尾川,
1976,36.898,140.031,74.997,36.898,140.032,0.067,14423,9434,熊川橋,熊川,
1977,36.958,139.984,63.501,36.957,139.984,0.071,14389,9391,中内橋,熊川,
1978,36.958,140.142,95.776,36.957,140.143,0.091,14503,9391,新田橋,黒川,
1979,37.103,140.141,30.201,37.104,140.141,0.059,14502,9286,栃福橋,黒川,
1980,36.145,139.702,8672.199,36.144,139.702,0.126,14186,9976,栗橋,利根川,
1981,36.433,140.067,162.154,36.432,140.067,0.078,14449,9769,田野橋,小貝川,
1982,36.392,140.031,206.261,36.392,140.032,0.078,14423,9798,三谷,小貝川,
1983,36.291,139.998,246.544,36.291,139.998,0.007,14399,9871,養蚕,小貝川,
1984,36.251,139.997,588.96,36.25,139.996,0.09,14398,9900,黒子,小貝川,
1985,36.108,140.001,705.974,36.107,140,0.096,14401,10003,上郷,小貝川,
1986,36.016,139.998,724.082,36.017,139.998,0.114,14399,10069,小貝川水海道,小貝川,
1987,36.456,140.083,139.235,36.456,140.083,0.042,14460,9752,鉄道橋下,小貝川,
1988,36.88,139.463,70.504,36.88,139.464,0.074,14014,9447,湯元,鬼怒川,
1989,36.865,139.552,208.458,36.864,139.552,0.065,14078,9458,大川筑,鬼怒川,
1990,36.874,139.635,272.306,36.874,139.636,0.062,14138,9451,松ノ木平,鬼怒川,
1991,36.894,139.701,321.209,36.894,139.701,0.04,14185,9437,元湯,鬼怒川,
1992,36.849,139.728,655.14,36.849,139.729,0.059,14205,9469,原,鬼怒川,
1993,36.802,139.705,672.638,36.802,139.704,0.079,14188,9503,小佐越,鬼怒川,
1994,36.749,139.798,1065.825,36.75,139.798,0.078,14255,9541,佐貫（上）,鬼怒川,
1995,36.749,139.799,1065.903,36.749,139.8,0.07,14256,9541,佐貫（下）,鬼怒川,
1996,36.613,139.97,1193.807,36.613,139.971,0.079,14379,9639,宝積寺（上）,鬼怒川,
1997,36.605,139.972,1200.214,36.605,139.973,0.133,14380,9645,宝積寺（下）,鬼怒川,
1998,36.542,139.948,1208.452,36.542,139.948,0.041,14363,9690,石井（右）,鬼怒川,
1999,36.47,139.955,1.391,36.469,139.957,0.229,14368,9742,勝瓜（下）,鬼怒川,
2000,36.291,139.91,1564.734,36.291,139.91,0.037,14336,9871,川島,鬼怒川,
2001,36.022,139.984,1780.154,36.022,139.984,0.053,14389,10065,鬼怒川水海道,鬼怒川,
2002,36.198,139.685,199.48,36.198,139.684,0.128,14174,9938,第一排水門外水位,渡良瀬遊水地,
2003,36.198,139.685,199.48,36.198,139.684,0.128,14174,9938,第一排水門内水位,渡良瀬遊水地,
2004,36.251,139.662,1.193,36.255,139.662,0.478,14157,9900,赤麻Ａ,渡良瀬遊水地,
2005,36.251,139.662,1.193,36.255,139.662,0.478,14157,9900,赤麻Ｂ,渡良瀬遊水地,
2006,36.226,139.698,38.91,36.226,139.699,0.104,14183,9918,第二排水門外水位,渡良瀬遊水地,
2007,36.226,139.698,38.91,36.226,139.699,0.104,14183,9918,第二排水門内水位,渡良瀬遊水地,
2008,36.255,139.683,45.477,36.255,139.683,0.034,14172,9897,第三排水門内水位,渡良瀬遊水地,
2009,36.255,139.683,45.477,36.254,139.683,0.1,14172,9897,第三排水門外水位,渡良瀬遊水地,
2010,36.434,139.281,470.306,36.434,139.28,0.111,13883,9768,高津戸,渡良瀬川,
2011,36.356,139.387,646.766,36.356,139.387,0.032,13959,9824,葉鹿橋,渡良瀬川,
2012,36.334,139.445,696.331,36.334,139.445,0.013,14001,9840,足利,渡良瀬川,
2013,36.32,139.465,699.875,36.32,139.464,0.055,14015,9850,岩井,渡良瀬川,
2014,36.32,139.465,699.875,36.32,139.464,0.055,14015,9850,岩井分水路,渡良瀬川,
2015,36.302,139.503,757.988,36.302,139.503,0.044,14043,9863,早川田上,渡良瀬川,
2016,36.269,139.592,1136.729,36.268,139.593,0.101,14107,9887,大島,渡良瀬川,
2017,36.263,139.653,1204.728,36.263,139.654,0.053,14151,9891,藤岡,渡良瀬川,
2018,36.191,139.694,2610.373,36.191,139.694,0.024,14180,9943,古河,渡良瀬川,
2019,36.523,139.315,319.065,36.523,139.315,0.038,13907,9704,花輪,渡良瀬川,
2020,35.69,139.756,2.221,35.687,139.753,0.411,14225,10304,片向,渡良瀬川,
2021,36.317,139.977,270.011,36.318,139.978,0.109,14384,9852,仙在,五行川,
2022,36.37,139.978,257.34,36.37,139.978,0.046,14385,9814,桂橋,五行川,
2023,36.441,140.017,170.641,36.441,140.017,0.033,14413,9763,妹内橋,五行川,
2024,36.601,140.044,62.445,36.601,140.043,0.075,14432,9648,両郡橋,五行川,
2025,36.685,139.969,1.388,36.686,139.968,0.093,14378,9587,氏家体育館脇,五行川,
2026,36.409,139.988,243.329,36.409,139.988,0.016,14392,9786,二宮,五行川,
2027,36.522,140.026,57.902,36.521,140.026,0.064,14419,9705,監物橋,野元川,
2028,36.428,139.89,186.365,36.428,139.89,0.064,14321,9772,明治橋,田川,
2029,36.563,139.894,153.568,36.563,139.894,0.031,14324,9675,東橋,田川,
2030,36.635,139.86,74.659,36.636,139.86,0.075,14300,9623,桜橋,田川,
2031,36.576,139.874,8.41,36.576,139.874,0.043,14310,9666,兜橋,釜川,
2032,36.752,139.767,240.352,36.752,139.767,0.034,14233,9539,町谷,大谷川,
2033,36.308,139.96,48.219,36.307,139.96,0.08,14372,9859,大谷川橋,大谷川,
2034,36.734,139.674,1.67,36.733,139.675,0.13,14166,9552,水郷橋,大谷川,
2035,36.772,139.715,84.405,36.771,139.714,0.078,14195,9525,砥川橋,板穴川,
2036,36.773,139.695,29.055,36.773,139.695,0.015,14181,9524,佐下部橋,砥川,
2037,36.965,139.687,132.787,36.965,139.686,0.084,14175,9386,独鈷沢,男鹿川,
2038,36.963,139.622,75.386,36.963,139.621,0.051,14128,9387,清水バイパス取水口,湯西川,
2039,36.963,139.622,75.386,36.963,139.621,0.051,14128,9387,赤倉橋,湯西川,
2040,36.387,139.792,595.395,36.387,139.792,0.039,14251,9802,大光寺,思川,
2041,36.263,139.747,871.911,36.263,139.747,0.048,14218,9891,乙女,思川,
2042,36.316,139.799,1.014,36.316,139.799,0.027,14256,9853,観晃橋,思川,
2043,36.417,139.787,353.085,36.417,139.788,0.115,14247,9780,保橋,思川,
2044,36.516,139.678,123.646,36.516,139.679,0.048,14169,9709,天満橋,思川,
2045,36.367,139.809,195.719,36.367,139.809,0.04,14263,9816,姿川橋,姿川,
2046,36.501,139.833,122.756,36.5,139.833,0.083,14280,9720,淀橋,姿川,
2047,36.544,139.82,37.506,36.544,139.82,0.03,14271,9689,武子川橋,武子川,
2048,36.56,139.709,95.621,36.561,139.709,0.065,14191,9677,御幣岩橋,大芦川,
2049,36.292,139.733,207.982,36.292,139.732,0.07,14208,9870,中里,巴波川,
2050,36.38,139.733,11.141,36.38,139.732,0.06,14208,9807,倭橋,巴波川,
2051,36.445,139.927,21.292,36.445,139.927,0.016,14348,9760,道城橋,江川,
2052,36.344,139.72,164.654,36.343,139.72,0.084,14199,9833,山下橋,永野川,
2053,36.359,139.713,162.961,36.359,139.713,0.019,14194,9822,大平橋上,永野川,
2054,36.44,139.66,63.374,36.44,139.661,0.069,14156,9764,永倉橋,永野川,
2055,36.265,139.653,1204.715,36.265,139.654,0.067,14151,9890,蓮花川排水機場外水位,蓮花川,
2056,36.265,139.653,1204.715,36.265,139.654,0.067,14151,9890,蓮花川排水機場内水位,蓮花川,
2057,36.273,139.615,1137.768,36.274,139.614,0.131,14123,9884,三杉川排水機場（外）,三杉川,
2058,36.273,139.615,1137.768,36.274,139.614,0.131,14123,9884,三杉川排水機場（内）,三杉川,
2059,36.287,139.609,60.257,36.286,139.609,0.089,14119,9874,願成寺橋,三杉川,
2060,36.278,139.58,100.627,36.279,139.579,0.098,14098,9880,伊保内新橋,秋山川,
2061,36.313,139.57,99.676,36.313,139.569,0.104,14091,9855,大橋,秋山川,
2062,36.409,139.605,66.934,36.409,139.605,0.013,14116,9786,葛生大橋,秋山川,
2063,36.272,139.584,100.713,36.271,139.584,0.059,14101,9885,菊沢川排水機場（外）,菊沢川,
