ID,lat_alloc,lon_alloc,area_alloc,lat_ori,lon_ori,loc_km_diff,ix,iy,Station Name,River Name,Memo
3749,36.195,138.484,754.544,36.196,138.484,0.096,13309,9940,下越（臼田橋下流）,千曲川,
3750,35.977,138.528,197.207,35.977,138.529,0.049,13341,10097,樋沢,千曲川,
3751,36.195,138.484,754.544,36.196,138.484,0.096,13309,9940,下越（臼田橋上流）,千曲川,
3752,36.967,138.452,6931.563,36.967,138.453,0.091,13286,9384,市川橋,千曲川,
3753,36.99,138.587,7163.828,36.989,138.586,0.097,13383,9368,宮野原,信濃川中流,
3754,36.144,138.542,44.866,36.143,138.543,0.101,13351,9977,平河原,抜井川,
3755,36.86,138.399,112.997,36.861,138.4,0.09,13248,9461,樽川橋,樽川,
3756,36.74,138.413,69.577,36.74,138.413,0.05,13258,9548,星川,夜間瀬川,
3757,36.724,138.333,41.098,36.724,138.333,0.045,13200,9559,殿橋,篠井川,
3758,36.753,138.247,139.785,36.753,138.247,0.067,13138,9538,鳥居川,鳥居川,
3759,36.716,138.292,69.398,36.716,138.293,0.057,13171,9565,浅川,浅川,
3760,36.672,138.24,26.056,36.672,138.24,0.065,13133,9597,富竹,浅川,
3761,36.683,138.367,77.198,36.683,138.367,0.05,13225,9589,須坂松川,松川,
3762,36.688,138.316,86.497,36.689,138.316,0.089,13188,9585,小布施松川,松川,
3763,36.67,138.299,24.594,36.67,138.3,0.065,13176,9598,八木沢川,八木沢川,
3764,36.642,138.287,48.309,36.642,138.287,0.044,13167,9618,鮎川,鮎川,
3765,36.637,138.323,61.928,36.637,138.323,0.023,13193,9622,百々川橋,百々川,
3766,36.633,138.334,25.72,36.633,138.334,0.04,13201,9625,下河原橋,灰野川,
3767,36.287,137.944,1229.951,36.287,137.943,0.072,12920,9874,熊倉,犀川,
3768,36.397,137.927,2213.473,36.396,137.927,0.059,12908,9795,陸郷,犀川,
3769,36.62,138.142,2757.581,36.62,138.142,0.037,13063,9634,小市,犀川,
3770,36.547,137.988,2535.61,36.547,137.987,0.119,12952,9687,弘崎（更級橋上流）,犀川,
3771,36.547,137.988,2535.61,36.547,137.987,0.119,12952,9687,弘崎（更級橋下流）,犀川,
3772,36.673,138.077,227.931,36.673,138.077,0.013,13016,9596,祖山,裾花川,
3773,36.681,137.973,104.189,36.681,137.973,0.028,12941,9590,大久保,裾花川,
3774,36.647,138.18,269.063,36.647,138.18,0.053,13090,9615,岡田,裾花川,
3775,36.488,137.851,320.09,36.487,137.851,0.135,12853,9729,高瀬上橋,高瀬川,
3776,36.374,137.877,408.273,36.374,137.876,0.101,12872,9811,十日市場（高瀬下橋）,高瀬川,
3777,36.374,137.877,408.273,36.374,137.876,0.101,12872,9811,高瀬下橋,高瀬川,
3778,36.512,137.816,245.228,36.511,137.816,0.089,12828,9712,大出橋,高瀬川,
3779,36.347,137.89,269.656,36.346,137.89,0.069,12881,9831,巾下,穂高川,
3780,36.33,137.903,105.602,36.33,137.903,0.046,12891,9843,矢原,万水川,
3781,36.267,137.944,634.406,36.267,137.944,0.046,12920,9888,島橋,奈良井川,
3782,36.08,137.906,136.266,36.08,137.906,0.026,12893,10023,長瀬,奈良井川,
3783,36.099,137.915,152.006,36.099,137.914,0.062,12899,10009,琵琶橋,奈良井川,
3784,36.248,137.951,632.127,36.248,137.951,0.029,12925,9902,新橋,奈良井川,
3785,36.217,137.872,572.542,36.217,137.871,0.061,12868,9924,下島橋,梓川,
3786,36.228,137.96,200.852,36.228,137.96,0.064,12932,9916,渚,田川,
3787,36.226,137.976,73.408,36.226,137.976,0.043,12943,9918,薄川,薄川,
3788,36.187,137.783,76.877,36.186,137.783,0.095,12804,9946,島々,島々谷川,
3789,36.577,138.201,50.147,36.577,138.2,0.064,13105,9665,蛭川,蛭川,
3790,36.547,138.219,16.826,36.547,138.219,0.057,13118,9687,豊栄,蛭川,
3791,36.547,138.151,30.69,36.547,138.151,0.059,13069,9687,沢山川,沢山川,
3792,36.54,138.151,3.93,36.539,138.151,0.069,13069,9692,生萱,沢山川,
3793,36.515,138.103,9.955,36.514,138.103,0.077,13035,9710,八幡,更級川,
3794,36.372,138.152,51.451,36.372,138.152,0.053,13070,9813,浦野川下流,浦野川,
3795,36.372,138.152,51.451,36.372,138.152,0.053,13070,9813,浦野川上流,浦野川,
3796,36.398,138.294,193.684,36.398,138.293,0.068,13172,9794,神川,神川,
3797,36.351,138.28,378.073,36.351,138.281,0.108,13162,9828,依田橋,依田川,
3798,36.285,138.26,199.411,36.285,138.261,0.069,13148,9875,立岩,依田川,
3799,36.328,138.265,65.379,36.328,138.265,0.064,13151,9844,内村橋,内村川,
3800,36.301,138.19,49.013,36.301,138.189,0.062,13097,9864,霊泉寺橋,内村川,
3801,36.233,137.963,54.164,36.233,137.963,0.043,12934,9913,女鳥羽川,女鳥羽川,
3802,36.985,137.87,687.926,36.986,137.87,0.066,12867,9371,山本,姫川,
3803,36.777,137.91,232.057,36.776,137.911,0.131,12896,9521,雨中,姫川,
3804,36.697,137.872,78.771,36.696,137.872,0.072,12868,9579,天神宮橋,姫川,
3805,36.703,137.869,58.13,36.704,137.869,0.063,12866,9574,松川橋上,松川,
3806,36.719,137.83,54.862,36.719,137.829,0.082,12838,9563,松川,松川,
3807,35.965,137.984,729.93,35.965,137.984,0.046,12949,10106,伊那富,天竜川,
3808,35.877,137.985,856.234,35.877,137.986,0.054,12950,10169,北殿,天竜川,
3809,35.837,137.962,978.642,35.837,137.962,0.028,12933,10198,伊那,天竜川,
3810,35.808,137.947,1515.276,35.808,137.947,0.059,12922,10219,沢渡,天竜川,
3811,35.741,137.967,1651.846,35.741,137.966,0.124,12937,10267,下平,天竜川,
3812,35.597,137.93,2232.786,35.596,137.93,0.06,12910,10371,宮ヶ瀬,天竜川,
3813,35.549,137.89,2332.028,35.55,137.89,0.085,12881,10405,市田,天竜川,
3814,35.499,137.863,2567.201,35.499,137.864,0.081,12862,10441,伊久間,天竜川,
3815,35.462,137.833,2618.209,35.462,137.832,0.062,12840,10468,時又,天竜川,
3816,35.441,137.819,2665.556,35.441,137.819,0.022,12830,10483,天竜峡,天竜川,
3817,34.853,137.805,4943.298,34.854,137.805,0.06,12820,10906,鹿島,天竜川,
3818,34.741,137.813,5027.944,34.74,137.814,0.129,12826,10987,池田,天竜川,
3819,34.726,137.803,5030.25,34.728,137.801,0.342,12819,10998,中ノ町,天竜川,
3820,34.676,137.799,0.942,34.676,137.797,0.214,12816,11034,掛塚,天竜川,
3821,36.055,138.048,525.749,36.054,138.048,0.096,12995,10041,下浜,天竜川,
3822,36.035,138.023,539.423,36.035,138.022,0.095,12977,10055,西天竜堰,天竜川,
3823,35.308,137.91,314.763,35.308,137.911,0.066,12896,10579,平岡,遠山川,
3824,35.327,137.947,263.987,35.327,137.946,0.049,12922,10565,和田,遠山川,
3825,35.442,137.745,171.583,35.443,137.745,0.073,12777,10482,駒場,阿智川,
3826,35.556,137.766,47.383,35.557,137.766,0.083,12792,10400,市の瀬,松川,
3827,35.512,137.819,71.11,35.511,137.819,0.092,12830,10432,上茶屋,松川,
3828,35.616,137.878,21.684,35.617,137.878,0.123,12873,10357,名古井,片桐松川,
3829,35.609,137.909,25.444,35.609,137.909,0.003,12895,10362,平石橋,片桐松川,
3830,35.717,138.098,152.725,35.717,138.099,0.106,13031,10284,杉島,三峰川,
3831,35.773,138.122,94.242,35.773,138.122,0.043,13048,10244,鷹岩,三峰川,
3832,35.835,138.055,450.283,35.835,138.055,0.048,13000,10199,高遠,三峰川,
3833,36.006,137.923,53.227,36.006,137.923,0.029,12905,10076,下横川,横川川,
3834,35.985,137.985,136.501,35.986,137.986,0.084,12950,10091,宮所,横川川,
3835,35.949,138.041,19.711,35.949,138.041,0.034,12990,10117,末広,沢川,
3836,35.935,138.048,10.771,35.934,138.047,0.177,12995,10127,日影入,沢川,
3837,35.926,138.009,46.379,35.926,138.008,0.1,12967,10134,福沢,沢川,
3838,35.93,137.991,50.439,35.93,137.991,0.016,12954,10131,南田,沢川,
3839,35.988,138.144,92.694,35.989,138.144,0.092,13064,10089,安国寺,宮川,
3840,36.005,138.126,5.992,36.005,138.126,0.032,13051,10077,中洲,宮川,
3841,36.053,138.052,525.275,36.053,138.052,0.053,12998,10042,釜口水門,諏訪湖,
3842,36.049,138.108,0.961,36.047,138.112,0.47,13038,10045,衣ノ渡,諏訪湖,
3843,36.081,138.081,56.671,36.081,138.081,0.036,13019,10022,医王渡橋,砥川,
3844,36.076,138.058,25.258,36.076,138.057,0.067,13002,10026,長地,横河川,
3845,35.991,138.152,236.694,35.99,138.152,0.108,13070,10087,銭場,上川,
3846,35.762,137.705,1062.157,35.762,137.704,0.082,12748,10252,桃山,木曽川,
3847,35.437,137.034,4643.675,35.436,137.034,0.09,12265,10486,今渡,木曽川,
3848,35.401,136.962,4830.88,35.401,136.963,0.113,12213,10512,犬山,木曽川,
3849,35.362,136.762,4891.728,35.363,136.762,0.133,12069,10540,笠松,木曽川,
3850,35.312,136.735,4896.77,35.312,136.738,0.237,12050,10576,起,木曽川,
3851,35.237,136.673,2041.092,35.238,136.674,0.165,12005,10630,木曽成戸,木曽川,
3852,35.185,136.68,4909.416,35.184,136.681,0.188,12010,10667,葛木,木曽川,
3853,35.108,136.712,4940.519,35.11,136.714,0.33,12033,10723,弥富,木曽川,
3854,35.851,137.698,306.566,35.851,137.698,0.035,12743,10188,大手橋,木曽川,
3855,35.608,137.608,1.66,35.607,137.608,0.079,12678,10363,南木曽（高瀬橋）,木曽川,
3856,35.96,137.77,57.374,35.96,137.77,0.048,12795,10109,十王橋,木曽川,
3857,36.023,137.772,38.577,36.023,137.771,0.049,12796,10064,センミ沢,木曽川,
3858,35.899,137.767,163.199,35.901,137.761,0.606,12793,10153,宮の越,木曽川,
3859,35.401,136.653,14.933,35.401,136.653,0.054,11991,10512,十八条,犀川,
3860,36.297,137.367,467.932,36.296,137.367,0.067,12505,9867,双六,高原川,
3861,36.331,137.301,555.708,36.332,137.301,0.088,12457,9842,西里橋,高原川,
3862,36.208,137.22,495.608,36.207,137.22,0.072,12399,9931,国府,宮川,
3863,36.242,137.176,627.785,36.242,137.176,0.049,12367,9906,古川大橋,宮川,
3864,36.145,137.258,55.854,36.146,137.258,0.101,12426,9976,高山,宮川,
3865,36.184,137.251,306.909,36.184,137.25,0.063,12421,9948,宮川下切,宮川,
3866,36.222,137.238,95.777,36.222,137.238,0.055,12412,9921,漆垣内,荒城川,
3867,36.234,137.188,106.042,36.233,137.188,0.115,12376,9912,向町,荒城川,
3868,36.167,137.24,149.077,36.167,137.24,0.055,12413,9960,冬頭町,川上川,
3869,36.155,137.247,18.076,36.155,137.247,0.046,12418,9969,岡本,苔川,
3870,36.155,137.259,60.044,36.154,137.259,0.096,12427,9969,三福寺,大八賀川,
3871,36.142,137.265,6.673,36.142,137.264,0.066,12431,9978,愛宕橋,江名子川,
3872,36.258,136.903,580.619,36.257,136.903,0.082,12171,9895,荻町,庄川,
3873,35.327,137.947,263.987,35.327,137.946,0.049,12922,10565,和田,遠山川,
3874,35.09,137.166,1.562,35.09,137.166,0.046,12360,10736,高橋,矢作川,
3875,35.003,137.166,1374.522,35.003,137.167,0.108,12360,10798,岩津,矢作川,
3876,34.962,137.151,1434.029,34.962,137.152,0.12,12349,10828,岡崎,矢作川,
3877,34.888,137.059,1738.738,34.889,137.059,0.089,12283,10881,米津,矢作川,
3878,35.27,137.478,203.439,35.27,137.479,0.051,12585,10606,澄ヶ瀬,上村川,
3879,35.363,137.256,197.442,35.363,137.256,0.032,12425,10539,瑞浪,庄内川,
3880,35.358,137.19,286.903,35.357,137.19,0.081,12377,10543,土岐,庄内川,
3881,35.334,137.127,366.656,35.334,137.127,0.007,12332,10560,多治見,庄内川,
3882,35.252,137.019,523.859,35.252,137.019,0.024,12254,10619,志段味,庄内川,
3883,35.202,136.876,675.193,35.202,136.875,0.064,12151,10655,枇杷島,庄内川,
3884,35.408,137.303,43.492,35.408,137.303,0.059,12459,10507,釜戸,土岐川,
3885,35.363,137.256,197.442,35.363,137.256,0.032,12425,10539,瑞浪（県）,土岐川,
3886,35.335,137.115,15.674,35.336,137.114,0.083,12323,10559,太平,大原川,
3887,35.351,137.173,1.008,35.351,137.173,0.036,12365,10548,御幸,妻木川,
3888,35.337,137.348,39.947,35.337,137.348,0.023,12491,10558,小里川,小里川,
3889,35.365,137.265,96.378,35.365,137.264,0.071,12431,10538,市原,小里川,
3890,35.32,137.133,16.621,35.32,137.133,0.035,12336,10570,大畑,笠原川,
3891,35.317,137.31,5.447,35.317,137.31,0.056,12464,10572,猿爪,猿爪川,
3892,35.559,137.535,1589.279,35.559,137.536,0.052,12626,10398,坂下山口,木曽川,
3893,35.474,137.138,2431.968,35.474,137.139,0.081,12340,10459,八百津,木曽川,
3894,35.437,137.034,4643.675,35.436,137.034,0.09,12265,10486,今渡,木曽川,
3895,35.401,136.962,4830.88,35.401,136.963,0.113,12213,10512,犬山,木曽川,
3896,35.362,136.762,4891.728,35.363,136.762,0.133,12069,10540,笠松,木曽川,
3897,35.312,136.735,4896.77,35.312,136.738,0.237,12050,10576,起,木曽川,
3898,35.237,136.673,2041.092,35.238,136.674,0.165,12005,10630,木曽成戸,木曽川,
3899,35.227,136.68,4905.933,35.226,136.679,0.143,12010,10637,木曽成戸第2,木曽川,
3900,35.185,136.68,4909.416,35.184,136.681,0.188,12010,10667,葛木,木曽川,
3901,35.108,136.712,4940.519,35.11,136.714,0.33,12033,10723,弥富,木曽川,
3902,35.37,136.824,4871.322,35.37,136.823,0.12,12114,10534,川島大橋,木曽川,
3903,35.851,137.698,306.566,35.851,137.698,0.035,12743,10188,大手橋,木曽川,
3904,35.428,137.128,45.406,35.429,137.128,0.072,12333,10492,門前橋,可児川,
3905,35.424,137.058,66.812,35.424,137.057,0.068,12282,10495,広見,可児川,
3906,35.419,137.031,117.362,35.419,137.031,0.035,12263,10499,土田,可児川,
3907,35.445,137.015,8.662,35.445,137.014,0.055,12251,10480,太田,加茂川,
3908,35.915,137.203,861.184,35.915,137.204,0.066,12387,10142,上呂,飛騨川,
3909,36.077,137.292,417.521,36.077,137.292,0.033,12451,10025,久々野,飛騨川,
3910,35.845,137.226,901.206,35.845,137.226,0.031,12403,10192,中呂,飛騨川,
3911,35.808,137.242,919.276,35.807,137.242,0.078,12415,10219,下呂,飛騨川,
3912,35.578,137.188,2017.131,35.578,137.189,0.089,12376,10384,白川口,飛騨川,
3913,35.517,137.298,14.791,35.517,137.298,0.041,12455,10428,野瀬橋,中野方川,
3914,35.399,137.458,34.863,35.399,137.458,0.046,12570,10513,阿木,阿木川,
3915,35.431,137.426,82.965,35.431,137.427,0.122,12547,10490,向島上,阿木川,
3916,35.444,137.422,105.928,35.444,137.421,0.055,12544,10481,大門,阿木川,
3917,35.641,137.441,99.232,35.641,137.44,0.088,12558,10339,付知,付知川,
3918,35.535,137.447,203.031,35.535,137.446,0.067,12562,10415,知原,付知川,
3919,35.469,137.508,62.173,35.468,137.508,0.089,12606,10463,手賀野,中津川,
3920,35.452,137.517,57.607,35.452,137.517,0.035,12613,10475,中津川,中津川,
3921,35.694,137.141,447.04,35.694,137.141,0.028,12342,10301,東沓部,馬瀬川,
3922,35.665,137.158,466.151,35.664,137.157,0.087,12354,10322,金山,馬瀬川,
3923,35.823,137.19,159.031,35.822,137.19,0.108,12377,10208,西村,馬瀬川,
3924,35.924,137.233,8.477,35.925,137.233,0.083,12408,10135,前野,大ケ洞川,
3925,35.39,137.437,26.579,35.39,137.437,0.05,12555,10520,下切,岩村川,
3926,35.481,136.569,608.958,35.481,136.569,0.035,11930,10454,岡島,揖斐川,
3927,35.36,136.658,1188.47,35.36,136.658,0.057,11994,10541,万石,揖斐川,
3928,35.252,136.622,1591.265,35.252,136.622,0.045,11968,10619,今尾,揖斐川,
3929,35.213,136.622,1622.764,35.213,136.624,0.227,11968,10647,西小島,揖斐川,
3930,35.135,136.67,1769.693,35.135,136.67,0.047,12003,10703,揖斐油島,揖斐川,
3931,35.89,136.855,136.657,35.889,136.855,0.066,12136,10160,白鳥,長良川,
3932,35.794,136.909,285.487,35.793,136.909,0.083,12175,10229,西河橋,長良川,
3933,35.738,136.948,514.688,35.738,136.947,0.084,12203,10269,稲成,長良川,
3934,35.681,136.967,669.763,35.681,136.966,0.125,12217,10310,新美並橋,長良川,
3935,35.64,136.951,0.98,35.638,136.951,0.178,12205,10340,上田,長良川,
3936,35.551,136.909,1081.835,35.55,136.909,0.077,12175,10404,美濃,長良川,
3937,35.51,136.895,1104.513,35.51,136.896,0.091,12165,10433,小俣川樋門（外）,長良川,
3938,35.469,136.833,5.942,35.469,136.833,0.042,12120,10463,福富樋門(内),長良川,
3939,35.46,136.837,1582.758,35.46,136.836,0.087,12123,10469,芥見,長良川,
3940,35.455,136.837,9.262,35.455,136.837,0.024,12123,10473,山田川機場（外）,長良川,
3941,35.44,136.774,1605.7,35.441,136.774,0.16,12078,10484,長良,長良川,
3942,35.43,136.751,1607.036,35.429,136.75,0.115,12061,10491,忠節,長良川,
3943,35.398,136.702,1805.015,35.398,136.701,0.099,12026,10514,穂積,長良川,
3944,35.362,136.688,1812.109,35.362,136.688,0.029,12016,10540,墨俣,長良川,
3945,35.274,136.676,2006.706,35.273,136.676,0.147,12007,10603,南濃大橋,長良川,
3946,35.237,136.673,2041.092,35.238,136.674,0.165,12005,10630,長良成戸,長良川,
3947,35.19,136.669,1.271,35.189,136.67,0.132,12002,10664,外浜,長良川,
3948,35.135,136.67,1769.693,35.135,136.67,0.047,12003,10703,長良油島,長良川,
3949,35.469,136.833,5.942,35.469,136.833,0.042,12120,10463,福富樋門（外）,長良川,
3950,35.367,136.688,10.696,35.367,136.688,0.045,12016,10536,溢流樋門,長良川,
3951,35.355,136.694,125.891,35.356,136.693,0.144,12020,10545,大江逆水樋門（内）,大江川,
3952,35.234,136.592,10.612,35.234,136.592,0.034,11947,10632,腰越谷樋門,津屋川,
3953,35.24,136.584,2.215,35.24,136.584,0.047,11941,10628,ハリヨ橋,津屋川,
3954,35.333,136.515,174.369,35.334,136.514,0.16,11891,10561,広瀬橋,牧田川,
3955,35.306,136.594,179.406,35.306,136.594,0.036,11948,10580,烏江,牧田川,
3956,35.633,136.616,258.27,35.632,136.616,0.07,11964,10345,板所,根尾川,
3957,35.51,136.656,388.12,35.51,136.656,0.051,11993,10433,山口,根尾川,
3958,35.476,136.524,116.836,35.475,136.524,0.082,11898,10458,市場,粕川,
3959,35.474,136.527,116.989,35.474,136.527,0.035,11900,10459,市場,粕川,
3960,35.598,136.42,114.89,35.597,136.42,0.102,11823,10370,広瀬,坂内川,
3961,35.298,136.687,7.318,35.298,136.686,0.073,12015,10586,堀津町,桑原川,
3962,35.376,136.623,6.696,35.374,136.619,0.403,11969,10530,林町,水門川,
3963,35.324,136.627,38.811,35.324,136.627,0.035,11972,10567,川口,水門川,
3964,35.333,136.495,57.802,35.333,136.495,0.043,11877,10561,萩原橋,藤古川,
3965,35.353,136.644,5.93,35.353,136.643,0.086,11984,10546,小泉橋,中之江川,
3966,35.412,136.58,32.924,35.412,136.579,0.082,11938,10504,市橋,杭瀬川,
3967,35.391,136.588,37.835,35.391,136.588,0.019,11944,10519,赤坂大橋,杭瀬川,
3968,35.355,136.595,47.337,35.355,136.595,0.02,11949,10545,塩田橋,杭瀬川,
3969,35.308,136.595,155.763,35.308,136.596,0.088,11949,10579,高渕,杭瀬川,
3970,35.362,136.552,53.621,35.362,136.552,0.023,11918,10540,地蔵橋,相川,
3971,35.338,136.583,96.089,35.338,136.582,0.061,11940,10557,野口,相川,
3972,35.331,136.578,4.554,35.331,136.579,0.054,11937,10562,色目樋門（外）,相川,
3973,35.373,136.527,41.922,35.373,136.526,0.1,11900,10532,御幸橋,相川,
3974,35.331,136.578,4.554,35.331,136.579,0.054,11937,10562,色目樋門（内）,色目川,
3975,35.353,136.576,17.784,35.353,136.576,0.059,11935,10546,新荒崎機場,大谷川,
3976,35.355,136.694,125.891,35.356,136.693,0.144,12020,10545,大江逆水樋門（外）,境川,
3977,35.403,136.816,53.352,35.405,136.815,0.191,12108,10510,水海道堰,境川,
3978,35.394,136.798,11.345,35.394,136.798,0.029,12095,10517,馬橋,境川,
3979,35.372,136.749,91.887,35.371,136.75,0.087,12060,10533,八幡橋,境川,
3980,35.394,136.81,9.926,35.394,136.811,0.059,12104,10517,境川,境川,
3981,35.384,136.726,21.595,35.386,136.724,0.267,12043,10524,薮田橋,荒田川,
3982,35.401,136.653,14.933,35.401,136.653,0.054,11991,10512,十八条,犀川,
3983,35.367,136.687,36.869,35.367,136.688,0.116,12015,10536,調節樋門（内）,犀川,
3984,35.408,136.67,5.24,35.407,136.669,0.125,12003,10507,十七条,五六川,
3985,35.463,136.744,3.028,35.463,136.743,0.072,12056,10467,城田寺樋門（内）,城田寺川,
3986,35.516,136.733,21.772,35.516,136.733,0.032,12048,10429,伊自良,伊自良川,
3987,35.463,136.744,3.028,35.463,136.743,0.072,12056,10467,城田寺樋門（外）,伊自良川,
3988,35.449,136.735,128.165,35.45,136.735,0.085,12050,10477,古川橋,伊自良川,
3989,35.477,136.699,20.117,35.478,136.699,0.106,12024,10457,御望,板屋川,
3990,35.452,136.727,26.582,35.452,136.727,0.012,12044,10475,蛭川樋門（外）,板屋川,
3991,35.342,136.565,11.973,35.342,136.564,0.067,11927,10554,室原新橋,泥川,
3992,35.342,136.573,12.09,35.342,136.573,0.041,11933,10554,泥川水門内水位,泥川,
3993,35.342,136.573,12.09,35.342,136.573,0.041,11933,10554,泥川水門外水位,泥川,
3994,35.342,136.574,12.113,35.342,136.574,0.048,11934,10554,十六大野,泥川,
3995,35.394,136.819,1.185,35.395,136.819,0.14,12110,10517,三井川,三井川,
3996,35.519,136.787,20.799,35.519,136.787,0.033,12087,10427,東深瀬,鳥羽川,
3997,35.467,136.777,59.176,35.467,136.776,0.106,12080,10464,岩崎樋門（外）,鳥羽川,
3998,35.455,136.758,65.024,35.455,136.757,0.06,12066,10473,天神川機場（外）,鳥羽川,
3999,35.552,136.998,128.398,35.552,136.998,0.011,12239,10403,下之保,津保川,
4000,35.481,136.959,213.326,35.481,136.958,0.099,12211,10454,肥田瀬,津保川,
4001,35.476,136.86,282.764,35.476,136.86,0.052,12140,10458,関,津保川,
4002,35.542,136.827,144.446,35.542,136.827,0.041,12116,10410,谷口,武儀川,
4003,35.491,136.842,161.187,35.491,136.843,0.058,12127,10447,千疋橋,武儀川,
4004,35.603,136.838,241.512,35.604,136.839,0.094,12124,10366,下洞戸,板取川,
4005,35.57,136.899,310.316,35.57,136.899,0.032,12168,10390,穴洞,板取川,
4006,35.713,136.949,120.704,35.713,136.949,0.035,12204,10287,相生,亀尾島川,
4007,35.752,136.966,156.335,35.752,136.967,0.093,12216,10259,旭,吉田川,
4008,35.887,136.881,41.964,35.887,136.881,0.031,12155,10162,下島,牛道川,
4009,35.872,136.863,43.32,35.872,136.864,0.091,12142,10173,為真,牛道川,
4010,35.427,136.687,9.977,35.427,136.687,0.02,12015,10493,北方,糸貫川,
4011,35.415,136.78,2.908,35.414,136.78,0.065,12082,10502,東栄町,岩戸川,
4012,35.444,136.812,1.054,35.444,136.812,0.033,12105,10481,日野橋,岩地川,
4013,35.455,136.837,9.262,35.455,136.837,0.024,12123,10473,山田川機場（内）,山田川,
4014,35.51,136.897,7.884,35.511,136.896,0.081,12166,10433,小俣川樋門（内）,小俣川,
4015,35.406,136.844,5.33,35.403,136.841,0.439,12128,10508,新那加橋,新境川,
4016,35.42,136.847,26.159,35.42,136.846,0.051,12130,10498,那加,新境川,
4017,35.384,136.847,3.369,35.385,136.844,0.255,12130,10524,上戸排水機場（内）,新境川,
4018,35.384,136.847,3.369,35.385,136.843,0.338,12130,10524,上戸排水機場（外）,新境川,
4019,35.384,136.847,3.369,35.385,136.844,0.255,12130,10524,更木ゲート,新境川,
4020,35.384,136.848,3.249,35.384,136.848,0.008,12131,10524,山脇排水路,新境川,
4021,35.402,136.815,53.367,35.403,136.814,0.115,12107,10511,水海道ゲート,新荒田川,
4022,35.395,136.759,6.421,35.396,136.76,0.129,12067,10516,茜部堰,新荒田川,
4023,35.41,136.778,65.465,35.412,136.777,0.221,12081,10505,入舟,新荒田川,
4024,35.366,136.688,47.579,35.366,136.687,0.11,12016,10537,調節樋門（外）,新犀川,
4025,35.34,136.687,47.833,35.34,136.686,0.085,12015,10556,森部樋門（内）,新犀川,
4026,35.34,136.687,47.833,35.339,136.687,0.068,12015,10556,森部樋門（外）,新犀川,
4027,35.878,136.859,4.917,35.879,136.859,0.059,12139,10168,曽部地,曽部地川,
4028,35.455,136.758,65.024,35.454,136.758,0.101,12066,10473,天神川機場（内）,天神川,
4029,35.452,136.727,26.582,35.452,136.727,0.012,12044,10475,蛭川樋門（内）,蛭川,
4030,35.373,137.455,2.836,35.373,137.456,0.103,12568,10532,芝原,富田川,
4031,35.388,137.438,25.653,35.388,137.438,0.028,12556,10521,鳥屋場,富田川,
4032,35.408,136.778,65.92,35.408,136.778,0.058,12081,10507,領下川,領下川,
4033,35.824,137.158,56.126,35.824,137.157,0.067,12354,10207,弓掛,その他,
4034,35.533,138.451,2170.397,35.533,138.451,0.05,13285,10417,清水端,富士川,
4035,35.533,138.451,2170.397,35.533,138.451,0.05,13285,10417,清水端：高,富士川,
4036,35.42,138.451,1.329,35.419,138.451,0.13,13285,10498,富山橋,富士川,
4037,35.285,138.459,3046.15,35.286,138.46,0.111,13291,10595,南部,富士川,
4038,35.195,138.583,3504.847,35.195,138.583,0.036,13380,10660,北松野,富士川,
4039,35.195,138.583,3504.847,35.195,138.583,0.036,13380,10660,北松野：高,富士川,
4040,35.152,138.626,3643.516,35.152,138.627,0.119,13411,10691,松岡,富士川,
4041,35.372,138.442,59.163,35.371,138.443,0.081,13279,10533,身延波木井,富士川,
4042,35.235,138.483,54.474,35.236,138.483,0.073,13308,10631,上福士川橋,富士川,
4043,35.287,138.587,12.363,35.287,138.587,0.028,13383,10594,上条,潤井川,
4044,35.242,138.595,50.005,35.242,138.594,0.112,13389,10626,淀師,潤井川,
4045,35.216,138.612,106.224,35.216,138.612,0.018,13401,10645,黒田,潤井川,
4046,35.202,138.634,50.923,35.202,138.634,0.01,13417,10655,山本橋,潤井川,
4047,35.172,138.655,113.308,35.171,138.655,0.06,13432,10677,本市場新田,潤井川,
4048,35.156,138.672,0.991,35.156,138.671,0.055,13444,10688,潤井川橋,潤井川,
4049,35.123,138.816,9.699,35.123,138.816,0.009,13548,10712,今沢橋,沼川,
4050,35.147,138.703,184.506,35.146,138.704,0.075,13467,10695,河合橋,沼川,
4051,35.17,138.667,9.366,35.17,138.667,0.036,13441,10678,伝法沢川,伝法沢川,
4052,35.18,138.669,8.184,35.18,138.669,0.029,13442,10671,伝法沢川調整池,伝法沢川,
4053,35.134,138.803,17.962,35.133,138.803,0.122,13539,10704,青野,高橋川,
4054,35.284,138.456,31.753,35.285,138.456,0.11,13289,10596,戸栗川橋,戸栗川,
4055,35.431,138.476,59.641,35.432,138.476,0.088,13303,10490,常葉川,常葉川,
4056,35.434,138.423,504.058,35.434,138.423,0.009,13265,10488,早川橋,早川,
4057,35.472,138.338,272.274,35.472,138.339,0.09,13204,10461,早川三里,早川,
4058,35.162,138.678,124.216,35.162,138.678,0.049,13449,10684,小潤井川,小潤井川,
4059,35.167,138.685,5.887,35.167,138.686,0.067,13454,10680,和田川,和田川,
4060,35.166,138.708,19.038,35.166,138.708,0.031,13470,10681,原田橋,滝川,
4061,35.159,138.728,40.879,35.159,138.728,0.042,13485,10686,花守橋,赤淵川,
4062,35.34,139.135,415.957,35.341,139.136,0.165,13778,10556,松田,酒匂川,
