ID,lat_mod,lon_mod,area_mod,rivname,locname
587,41.015,140.372,1996,岩木川,若宮
588,40.911,140.418,1986,岩木川,繁田
589,40.81,140.437,1740,岩木川,五所川原
590,40.694,140.454,1308,岩木川,幡龍橋
591,40.678,140.459,1248,岩木川,三世寺
592,40.592,140.417,410,岩木川,上岩木橋
593,40.645,140.495,831,平川,百田
594,40.63,140.502,83,平川,豊平橋
595,40.552,140.547,284,平川,石川
596,40.775,140.476,255.8,十川,梅田
597,40.945,140.389,1990.1,岩木川,上長泥
598,40.47,140.634,57,浅瀬石川,碇ヶ関
599,40.848,140.403,1816.3,岩木川,出精
600,40.736,140.427,1400.1,岩木川,菖蒲川
601,40.72,140.423,1354.3,岩木川,上中畑
602,40.672,140.471,1254.7,岩木川,飯田
603,40.607,140.454,412.2,岩木川,駒越
604,40.643,140.518,341,浅瀬石川,朝日橋
605,40.641,140.529,111,浅瀬石川,大曲
606,40.608,140.665,302,浅瀬石川,温湯
607,40.524,140.723,128,浅瀬石川,葛川
608,40.041,140.433,-9999,小又川,巻渕
609,40.221,140.027,4079,米代川,向能代
610,40.193,140.047,4065.2,米代川,榊
611,40.223,140.17,3908.7,米代川,富根
612,40.205,140.24,3750.4,米代川,二ツ井
613,40.203,140.264,3415,米代川,七座
614,40.205,140.309,2353.3,米代川,坊沢
615,40.205,140.377,174.8,小猿部川,脇神
616,40.219,140.37,2109,米代川,鷹巣
617,40.268,140.472,1654.4,米代川,下川沿
618,40.261,140.533,1287.1,米代川,吉富士
619,40.233,140.581,1220.8,米代川,扇田橋
620,40.217,140.67,1167.4,米代川,十二所
621,40.121,140.366,683.6,阿仁川,米内沢
622,39.548,140.224,3914,雄物川,新波
623,39.615,140.157,4035,雄物川,椿川
624,39.683,140.108,4372.4,雄物川,石田坂
625,39.703,140.084,4386,雄物川,新屋
626,39.556,140.26,204.4,淀川,淀川
627,39.656,140.169,300,岩見川,豊成
628,39.715,140.095,4386.2,旧雄物川,新屋水門
629,39.528,140.277,3681.6,雄物川,木原田
630,39.549,140.361,3608.4,雄物川,刈和野橋
631,39.484,140.422,3336.5,雄物川,神宮寺
632,39.45,140.467,1882.1,雄物川,大曲橋
633,39.341,140.439,1290,雄物川,大上橋
634,39.276,140.401,1240,雄物川,雄物川橋
635,39.223,140.438,1063.5,雄物川,大久保
636,39.189,140.451,475.6,雄物川,柳田橋
637,39.109,140.477,401.2,雄物川,酒蒔
638,39.076,140.454,268.2,雄物川,岩館
639,39.541,140.527,1088,玉川,長野
640,39.689,140.555,216.4,桧木内川,栃木橋
641,39.206,140.516,547.35,皆瀬川,岩崎橋
642,39.199,140.583,255,成瀬川,安養寺
643,39.003,140.469,145,役内川,川井
644,39.532,140.409,30.2,土買川,半道寺
645,39.48,140.46,1217,玉川,玉川橋
646,39.401,140.489,397.1,横手川,角間
647,39.223,140.426,52.4,西馬音内川,下郡
648,39.453,140.364,81.8,楢岡川,中宿
649,39.306,140.575,216.2,横手川,横手
650,39.463,140.514,211.7,丸子川,館の橋
651,39.184,140.648,191,成瀬川,田子内
652,39.256,140.398,1194,雄物川,鵜の巣
653,39.606,140.622,596,玉川,広久内
654,39.926,140.709,136,玉川,五十曲
655,39.862,140.711,74.6,玉川,小和瀬
656,39.231,140.148,362,子吉川,矢島
657,39.272,140.112,419,子吉川,吉沢
658,39.316,140.101,472,子吉川,明法
659,39.354,140.07,900,子吉川,宮内
660,39.376,140.066,937,子吉川,二十六木橋
661,39.394,140.047,1180,子吉川,由利橋
662,39.158,140.253,127.3,笹子川,小川
663,39.322,140.176,262.9,石沢川,山内
664,39.344,140.091,316,石沢川,鮎瀬
665,39.416,140.07,218,芋川,館前
666,38.481,140.35,3770,最上川,稲下
667,38.421,140.326,3534,最上川,下野
668,38.37,140.316,2962,最上川,蔵増
669,38.34,140.286,2147,最上川,長崎
670,38.369,140.239,2100,最上川,中郷
671,38.35,140.198,1909,最上川,中沢
672,38.304,140.136,1817,最上川,宮宿
673,38.198,140.102,1578,最上川,菖蒲
674,38.114,140.048,1350,最上川,小出
675,38.066,140.065,1018,最上川,西大塚
676,38.034,140.097,843,最上川,下田
677,37.986,140.142,359,最上川,糠野目
678,37.944,140.127,203,最上川,上新田
679,37.909,140.12,85.3,最上川,信濃町
680,38.397,140.283,478,寒河江川,西根
681,38.347,140.307,661,須川,寺津
682,38.292,140.279,422,須川,鮨洗
683,38.234,140.296,350,須川,前明石
684,38.376,140.206,158.5,月布川,月布川
685,38.284,140.124,84.2,朝日川,松程
686,38.437,140.336,3597.3,最上川,押切
687,38.759,140.064,6270.9,最上川,高屋
688,38.82,139.976,6471.1,最上川,臼ヶ沢
689,38.88,139.908,6497.2,最上川,砂越
690,38.887,139.842,6519.4,最上川,両羽橋
691,38.911,139.826,6774.7,最上川,下瀬
692,38.886,139.943,168.1,相沢川,石名坂
693,38.884,139.838,247.8,京田川,広田
694,38.777,140.018,163,立谷沢川,肝煎
695,38.648,140.006,90,立谷沢川,瀬場
696,38.637,140.006,7,立谷沢川,玉川第六ダム
697,38.668,140.145,122,角川,明戸
698,38.738,140.143,6096,最上川,古口（副）
699,38.746,140.194,812,鮭川,岩清水
700,38.799,140.213,618,鮭川,真木（副）
701,38.868,140.229,173,鮭川,八千代橋
702,38.903,140.226,43,小又川,小川内
703,38.86,140.25,320,真室川,真室川（副）
704,38.867,140.255,206,真室川,安久土
705,38.864,140.28,106,金山川,平岡橋（副）
706,38.729,140.227,5273,最上川,本合海
707,38.702,140.232,5146,最上川,清水
708,38.687,140.235,186,銅山川,通り
709,38.653,140.211,126,銅山川,木遠田
710,38.607,140.164,97,銅山川,肘折ダム
711,38.691,140.278,397,最上小国川,長者原
712,38.756,140.426,319,最上小国川,瀬見
713,38.663,140.288,4516,最上川,堀内（副）
714,38.589,140.369,3963,最上川,大石田（副）
715,37.918,139.886,73.6,置賜白川,下屋地
716,37.913,139.915,59,広河原川,広河原
717,38.011,139.966,237.3,置賜白川,手の子
718,38.027,139.987,276.7,置賜白川,椿
719,38.391,139.997,85.7,寒河江川,中村
720,38.449,140.053,240,寒河江川,本道寺
721,38.121,139.928,11.2,置賜野川,合地沢
723,38.096,139.983,106.1,置賜野川,平山
724,38.116,140.027,119.4,置賜野川,谷地橋
725,38.607,139.833,253.5,赤川,笹目橋
726,38.631,139.848,551.5,赤川,熊出
727,38.678,139.862,597.8,赤川,黒川橋
728,38.726,139.851,629,赤川,羽黒橋
729,38.773,139.849,646.9,赤川,横山
730,38.807,139.851,673.7,赤川,押切
731,38.841,139.814,695.1,赤川,浜中
732,38.617,139.84,551.5,梵字川,落合左岸
733,38.617,139.84,551.5,梵字川,落合右岸
734,38.59,139.852,283.4,梵字川,三栗屋
735,38.571,139.923,30.7,田麦川,田麦俣
736,43.638,145.081,657,標津川,合流点
737,43.671,145.125,701,標津川,河口
738,45.245,141.846,83.4,声問川,小松橋
739,36.633,140.397,898,久慈川,山方
740,36.553,140.427,951,久慈川,富岡
741,36.504,140.519,1193,久慈川,額田
742,36.496,140.554,1197,久慈川,榊橋上
743,36.495,140.568,1442,久慈川,榊橋
744,36.481,140.608,-9999,久慈川,久慈大橋
745,36.541,140.471,89,山田川,常井橋
746,36.537,140.541,188,里川,機初
747,36.341,140.583,2814,那珂川,湊大橋
748,36.377,140.48,2552,那珂川,水府橋
749,36.421,140.435,2517,那珂川,下国井
750,36.55,140.326,2181,那珂川,野口
751,36.594,140.178,1941,那珂川,川堀
752,36.756,140.143,1255,那珂川,小口
753,36.857,140.119,648,那珂川,黒羽
754,36.369,140.498,52,桜川,搦手橋
755,36.321,140.564,461,涸沼川,涸沼橋
756,36.437,140.418,109,藤井川,上合橋
757,35.922,139.978,-9999,利根川,高野
758,35.982,139.89,8849,利根川,芽吹橋
759,36.143,139.698,8588,利根川,栗橋
760,36.195,139.515,6018,利根川,川俣
761,36.241,139.383,5986,利根川,古戸
762,36.264,139.198,5150,利根川,八斗島
763,36.313,139.12,3661,利根川,上福島
764,36.193,139.696,2203,渡良瀬川,古河
765,36.254,139.654,1209.5,渡良瀬川,藤岡
766,36.262,139.748,760,思川,乙女
767,36.388,139.791,-9999,思川,大光寺
768,36.293,139.733,205,巴波川,中里
769,36.343,139.72,-9999,永野川,山下橋
770,35.736,140.838,15872,利根川,銚子
771,35.824,140.719,15789,利根川,太田新田
772,35.888,140.583,13521,利根川,一之分目
773,35.91,140.497,13487,利根川,横利根
774,35.913,140.445,13298,利根川,川尻
775,35.886,140.348,13286,利根川,金江津
776,35.863,140.317,13169,利根川,新川
777,35.853,140.237,13151,利根川,須賀
778,35.853,140.138,12458,利根川,布川
779,35.872,140.129,12458,利根川,押付
780,35.894,140.059,12168,利根川,取手
781,35.898,140.126,1043,小貝川,戸田井
782,35.913,140.14,1003,小貝川,中郷
783,35.839,140.119,-9999,下手賀川,発作橋
784,35.874,139.983,-9999,大堀川,呼塚橋
785,35.808,140.319,-9999,根木名川,新妻橋
786,35.843,140.342,-9999,尾羽根川,水掛橋
787,35.941,140.127,-9999,牛久沼,牛久沼湖面
788,36.028,140.295,-9999,霞ヶ浦,木原
789,36.009,140.374,-9999,霞ヶ浦,大山
790,36.07,140.375,-9999,霞ヶ浦,出島
791,36.038,140.404,-9999,霞ヶ浦,湖心
792,36.128,140.39,-9999,霞ヶ浦,八木蒔
793,36.057,140.424,-9999,霞ヶ浦,井上
794,35.965,140.489,-9999,霞ヶ浦,麻生沖
795,36.028,140.56,-9999,北浦,白浜
796,35.963,140.609,-9999,鰐川,神宮橋
797,35.958,140.514,1605,常陸利根川,牛堀
798,35.934,140.55,1655,常陸利根川,潮来
799,35.923,140.577,1664,常陸利根川,十番
800,35.901,140.61,2129.3,常陸利根川,賀
801,35.842,140.708,2157,常陸利根川,波崎上
802,35.841,140.709,2157,常陸利根川,波崎下
803,35.937,140.498,177,横利根川,新横利根
804,36.114,140.143,352.7,桜川,藤沢新田
805,36.184,140.259,227.2,恋瀬川,恋瀬川
806,35.944,140.251,158.3,小野川,小野川
807,36.011,140.265,25.6,清明川,塙
808,36.169,140.352,80.1,園部川,小川
809,36.158,140.476,130.8,巴川,巴川
810,36.157,140.512,53.8,鉾田川,鉾田川
811,35.682,139.946,8793.6,江戸川,妙典
812,35.701,139.926,8793.6,江戸川,可動堰下
813,35.703,139.921,8793.6,江戸川,可動堰上
814,35.738,139.902,8793.6,江戸川,市川
815,35.782,139.894,8751.29,江戸川,松戸
816,35.817,139.888,8716.13,江戸川,三郷（4）
817,35.823,139.891,-9999,江戸川,松戸水門
818,35.851,139.894,8705.26,江戸川,流山
819,35.938,139.85,8687.87,江戸川,野田
820,35.992,139.82,8670.31,江戸川,東金野井
821,36.031,139.817,8664.25,江戸川,宝珠花
822,36.09,139.776,8664.25,江戸川,西関宿
823,36.103,139.789,8771.15,利根川,北関宿
824,36.122,139.766,8564.25,利根川,利根関宿
825,35.661,139.888,9780.9,旧江戸川,堀江
826,35.701,139.918,8793.6,旧江戸川,江戸川水門下
827,35.703,139.917,8793.6,旧江戸川,江戸川水門上
828,35.915,139.903,23.26,利根運河,運河
829,35.926,139.939,-9999,利根運河,江川（外）
830,35.929,139.951,-9999,利根運河,船戸（導）
831,35.93,139.954,-9999,利根運河,船戸（取）
832,35.83,139.907,45.51,坂川,大谷口新田
833,35.799,139.895,-9999,六間川,古ヶ崎（内）
834,35.736,139.926,31,真間川,須和田
835,35.749,139.861,789.97,中川,高砂
836,35.779,139.85,730.4,中川,飯塚橋
837,35.818,139.87,724.37,中川,三郷（1）
838,35.847,139.842,705.58,中川,八条橋
839,35.884,139.838,670.15,中川,吉川
840,35.907,139.837,154.97,中川,川藤
841,35.955,139.805,224.74,中川,倉田
842,35.916,139.808,162.26,古利根川,前波
843,35.978,139.774,155.76,古利根川,春日部
844,35.913,139.802,48.77,新方川,増林
845,35.898,139.787,209.71,元荒川,宮前
846,35.817,139.884,38.33,大場川,大場川（2）
847,35.818,139.886,38.33,大場川,大場川（3）
848,35.819,139.884,38.33,大場川,大場川（1）
849,35.793,139.828,-9999,綾瀬川,内匠橋
850,35.818,139.822,143.69,綾瀬川,柳ノ宮
851,35.838,139.807,124.05,綾瀬川,谷古宇
852,35.887,139.742,-9999,綾瀬川,畷橋
853,36.268,139.593,1144,渡良瀬川,大島
854,36.302,139.503,748,渡良瀬川,早川田上
855,36.32,139.464,694,渡良瀬川,岩井分水路
856,36.32,139.464,694,渡良瀬川,岩井
857,36.334,139.445,692,渡良瀬川,足利
858,36.355,139.387,582,渡良瀬川,葉鹿橋
859,36.376,139.361,-9999,渡良瀬川,松原橋
860,36.434,139.28,472,渡良瀬川,高津戸
861,36.281,139.577,109,秋山川,伊保内橋
862,36.279,139.579,-9999,秋山川,伊保内新橋
863,36.279,139.502,38,矢場川,足森橋
864,36.302,139.443,-9999,矢場川,藤本
865,36.306,139.534,146,旗川,高田橋
866,36.407,139.35,75,桐生川,広見橋
867,36.75,139.798,-9999,鬼怒川,佐貫（上）
868,36.748,139.801,1070.3,鬼怒川,佐貫（下）
869,36.611,139.974,-9999,鬼怒川,宝積寺（上）
870,36.605,139.978,1210.2,鬼怒川,宝積寺（廃止）
871,36.604,139.976,-9999,鬼怒川,宝積寺（下）
872,36.542,139.947,1230,鬼怒川,石井（右）
873,36.291,139.911,1333.5,鬼怒川,川島
874,36.226,139.912,1626.4,鬼怒川,平方
875,36.153,139.949,1696.1,鬼怒川,鎌庭
876,36.022,139.985,1740.1,鬼怒川,鬼怒川水海道
877,36.433,140.065,-9999,小貝川,田野橋
878,36.392,140.031,222.7,小貝川,三谷
879,36.291,139.998,259.7,小貝川,養蚕
880,36.25,139.996,580,小貝川,黒子
881,36.107,139.999,635.8,小貝川,上郷
882,36.018,139.997,757.5,小貝川,小貝川水海道
883,36.004,139.992,758.6,小貝川,川又
884,35.925,140.129,831,小貝川,文巻
885,36.409,139.988,-9999,五行川,二宮
886,36.55,138.784,747,吾妻川,岩島
887,36.385,139.057,3266.4,利根川,前橋
888,36.597,139.05,1692,利根川,岩本
889,36.769,138.971,499.9,利根川,湯原
890,36.381,138.876,156,烏川,上里見
891,36.552,138.921,1239,吾妻川,村上
892,36.658,139.094,633,片品川,上久屋
893,36.709,139.208,331.9,片品川,千鳥
894,36.768,139.223,359,片品川,鎌田
895,36.683,138.983,184,赤谷川,小袖橋
896,36.75,138.888,56,赤谷川,川古
897,36.728,138.869,35,西川,吹路
898,36.963,139.618,-9999,湯西川,清水バイパス取水口
899,36.322,139,557.2,烏川,高松
900,36.291,139.076,1228.7,烏川,岩鼻
901,36.28,139.124,-9999,烏川,新町
902,36.321,138.888,122.4,碓氷川,安中
903,36.261,139.026,552.2,鏑川,岩井
904,36.271,139.043,556.3,鏑川,山名
905,36.194,139.064,385.2,神流川,浄法寺
906,36.272,139.129,414.9,神流川,勅使河原
907,36.192,138.96,41.9,鏑川,上鹿島橋
908,36.419,138.795,104.5,烏川,水沼橋
909,36.278,139.156,1808.8,烏川,玉村
910,36.217,138.803,303.2,鏑川,石淵橋
911,36.113,139.198,905,荒川,寄居
912,36.135,139.282,-9999,荒川,植松橋
913,36.138,139.378,1000,荒川,熊谷
914,36.084,139.438,1019,荒川,大芦橋
915,35.985,139.519,-9999,荒川,太郎右衛門橋
916,35.891,139.56,2020,荒川,治水橋
917,36.092,139.429,-9999,和田吉野川,玉作
918,36.018,139.481,140,市野川,小見野
919,35.922,139.454,222,入間川,小ヶ谷
920,35.956,139.474,227,入間川,入間川落合橋
921,35.953,139.511,712.5,入間川,菅間
922,35.966,139.345,85,越辺川,今宿
923,35.979,139.378,100,越辺川,入西
924,35.984,139.402,207,越辺川,高坂橋
925,35.956,139.474,471,越辺川,越辺川落合橋
926,35.977,139.391,87,高麗川,坂戸
927,36.019,139.382,146,都幾川,唐子橋
928,36.008,139.421,154,都幾川,野本
929,35.935,139.442,54,小畔川,八幡橋
930,35.956,139.474,66,小畔川,小畔川落合橋
931,35.988,139.437,-9999,越辺川,天神橋
932,35.802,139.648,2095,荒川,笹目
933,35.788,139.728,2137,荒川,岩淵水門（上）
935,35.784,139.744,-9999,荒川,芝川水門（表）
936,35.784,139.744,117,芝川,芝川水門（裏）
937,35.76,139.793,2250,荒川,西新井
938,35.75,139.82,-9999,荒川,綾瀬水門（表）
939,35.75,139.82,90.2,荒川,綾瀬水門（裏）
940,35.743,139.818,-9999,荒川,隅田水門（表）
941,35.743,139.818,-9999,隅田川,隅田水門（裏）
942,35.721,139.844,-9999,荒川,中川水門（表）
943,35.721,139.844,-9999,中川,中川水門（裏）
944,35.683,139.847,2938,荒川,小名木川
945,35.654,139.842,2940,荒川,南砂町
946,35.833,139.584,286.24,新河岸川,志木
947,35.785,139.732,-9999,隅田川,岩淵水門（下）
948,35.672,139.783,666,隅田川,霊岸島
949,35.937,138.85,100,荒川,川又
950,35.949,138.932,173,荒川,落合
951,36.081,139.109,820,荒川,親鼻
952,35.923,138.918,49.2,大洞川,市ノ沢
953,35.537,139.767,1240,多摩川,多摩川河口
954,35.587,139.668,1202,多摩川,田園調布（下）
955,35.589,139.666,1202,多摩川,田園調布（上）
956,35.611,139.626,1190,多摩川,玉川
957,35.644,139.528,1040,多摩川,石原
958,35.682,139.412,801,多摩川,日野橋
959,35.781,139.267,433,多摩川,調布橋
960,35.649,139.458,45,大栗川,報恩橋
961,35.664,139.41,151,浅川,高幡橋
962,35.667,139.33,90,浅川,浅川橋
963,35.718,139.299,164,秋川,東秋留橋
964,35.479,139.684,235,鶴見川,鶴見川河口
965,35.506,139.686,239,鶴見川,芦穂橋
966,35.534,139.666,230,鶴見川,末吉橋
967,35.534,139.636,190,鶴見川,綱島
968,35.531,139.618,140,鶴見川,太尾
969,35.515,139.609,134,鶴見川,亀の子橋
970,35.513,139.552,112,鶴見川,落合橋
971,35.551,139.658,29,矢上川,矢上橋
972,35.547,139.621,28,早淵川,高田橋
973,35.503,139.607,8,鳥山川,鳥山
974,35.537,139.498,-9999,恩田川,浅山橋
975,35.57,139.512,-9999,谷本川,寺家橋
976,35.321,139.367,1680,相模川,馬入橋
977,35.373,139.37,1606,相模川,神川橋
978,35.444,139.371,1178,相模川,相模大橋
979,35.493,139.22,42.37,中津川,中津川
980,35.497,139.345,130.9,中津川,才戸橋
981,35.519,139.199,21.5,早戸川,早戸川
982,35.152,138.627,3558.9,富士川,松岡
983,35.195,138.583,3539.8,富士川,北松野
984,35.286,138.46,3063.4,富士川,南部
985,35.419,138.451,3016.7,富士川,富山橋
986,35.533,138.484,2179.1,富士川,清水端
987,35.593,138.512,991.1,釜無川,浅原橋
988,35.699,138.453,481.5,釜無川,船山橋
989,35.434,138.423,517.9,早川,早川橋
990,35.576,138.522,916.3,笛吹川,桃林橋
991,35.648,138.642,504.1,笛吹川,石和
992,35.696,138.684,267.7,笛吹川,亀甲橋
993,35.661,138.678,113.2,日川,日川
994,35.67,138.682,109.9,重川,重川
995,35.686,138.476,389.9,塩川,金剛地
996,35.672,138.478,81.2,御勅使川,堀切
997,38.088,139.728,240,荒川,小渡
998,38.089,139.573,914,荒川,上関
999,38.112,139.486,1069.1,荒川,花立
1000,38.135,139.461,1078,荒川,葛籠山
1001,38.057,139.744,287,横川,小国
1002,37.738,139.271,6997,阿賀野川,馬下
1003,37.822,139.156,7288,阿賀野川,満願寺（左岸）
1004,37.853,139.155,7295,阿賀野川,横越
1005,37.916,139.153,-9999,阿賀野川,胡桃山外水
1006,37.746,139.198,261,早出川,善願
1007,37.917,139.167,192,新井郷川,兄弟堀
1008,37.916,139.153,-9999,阿賀野川,胡桃山内水
1009,37.609,139.821,2742,阿賀川,山科
1010,37.557,139.858,1311,阿賀川,宮古
1011,37.406,139.916,882,阿賀川,馬越
1012,37.393,139.926,868,阿賀川,小谷
1013,37.262,139.87,547,阿賀川,若水
1014,37.205,139.782,226,阿賀川,田島
1015,37.577,139.768,2765,只見川,片門
1016,37.593,139.885,1033,日橋川,南大橋
1017,37.59,139.897,896,日橋川,東大橋
1018,37.301,139.932,179,鶴沼川,鶴沼川
1019,37.625,138.91,355,信濃川下流,尾崎
1020,37.638,138.949,769,信濃川下流,荒町
1021,37.694,139.034,895,信濃川下流,保明新田
1022,37.784,139.058,940,信濃川下流,臼井橋
1023,37.835,139.062,1146,信濃川下流,新酒屋
1024,37.882,139.014,1260,信濃川下流,帝石橋
1025,37.941,139.061,1420,信濃川下流,西港
1026,37.519,138.929,186.1,刈谷田川,見附
1027,37.822,139.002,390,中ノ口川,板井
1028,37.545,139.088,219,五十嵐川,荒沢
1029,37.631,139.096,46,加茂川,黒水
1030,37.824,139.152,-9999,小阿賀野川,七日町
1031,37.664,138.789,10524,大河津分水路,渡部
1032,37.609,138.842,10387,信濃川中流,大河津
1033,37.448,138.836,10199,信濃川中流,長岡
1034,37.309,138.801,9719,信濃川中流,小千谷
1035,37.247,138.803,8129,信濃川中流,岩沢
1036,37.096,138.718,7959,信濃川中流,十日町（姿）
1037,36.989,138.586,7177,信濃川中流,宮野原
1038,37.242,138.931,1408,魚野川,堀之内
1039,37.23,138.957,879,魚野川,小出
1040,37.17,138.927,674,魚野川,浦佐
1041,37.062,138.881,355,魚野川,六日町
1042,37.553,138.82,10275,信濃川中流,与板
1043,37.142,138.996,38.2,水無川（信濃川）,大倉
1044,36.989,138.889,75,登川,登川
1045,36.958,138.918,25.5,登川,清水
1046,36.941,138.814,148,魚野川,大河原
1047,36.925,138.646,307.5,中津川,清水川原
1048,36.878,138.863,29.4,魚野川,土樽
1049,36.273,138.419,1179,千曲川,塩名田
1050,36.37,138.282,2036.4,千曲川,生田
1051,36.533,138.112,2595.9,千曲川,杭瀬下
1052,36.732,138.309,6442.3,千曲川,立ヶ花
1053,36.892,138.402,6821.4,千曲川,大倉崎
1054,36.917,138.398,6859.2,千曲川,柏尾橋
1055,36.218,137.871,559.1,梓川,下島橋
1056,36.287,137.943,1236,犀川,熊倉
1057,36.396,137.927,2335,犀川,陸郷
1058,36.62,138.142,3773,犀川,小市
1059,36.267,137.944,643.5,奈良井川,島橋
1060,36.18,137.789,75.3,島々谷川,島々谷
1061,37.041,139.061,-9999,三国川,内膳落合
1062,37.053,138.976,-9999,三国川,当ノ坂
1063,37.053,138.965,-9999,三国川,小川
1064,37.062,138.935,-9999,三国川,深沢
1065,36.512,137.816,-9999,高瀬川,大出橋
1066,37.031,138.267,397,関川,二子島
1067,37.116,138.264,703,関川,高田
1068,37.078,138.255,120,矢代川,石沢
1069,37.158,138.425,150,保倉川,有島
1070,37.179,138.287,332,保倉川,佐内
1071,36.986,137.871,698,姫川,山本
1072,36.719,137.829,-9999,松川,松川
1073,36.814,137.589,637,黒部川,宇奈月
1074,36.859,137.555,667,黒部川,愛本
1075,36.786,137.629,117.6,黒薙川,黒薙
1076,36.576,137.343,344,常願寺川,瓶岩
1077,36.603,137.314,350,常願寺川,大川寺
1078,36.73,137.283,365.7,常願寺川,常願寺橋
1079,36.572,137.185,2065,神通川,大沢野大橋
1080,36.701,137.204,2688,神通川,神通大橋
1081,36.746,137.218,2776,神通川,萩浦橋
1082,36.624,137.21,127,熊野川,熊野橋
1083,36.662,137.2,127.9,熊野川,八幡橋
1084,36.591,137.143,25.1,井田川,杉原橋
1085,36.688,137.184,408.3,井田川,高田橋
1086,36.332,137.301,635.2,高原川,西里橋
1087,36.579,136.991,1099.8,庄川,雄神
1088,36.735,137.044,1120,庄川,大門
1089,36.728,137.047,62,和田川,和田川
1090,36.625,136.892,280,小矢部川,津沢
1091,36.681,136.883,358.7,小矢部川,石動
1092,36.758,136.983,569,小矢部川,長江
1093,36.588,136.903,78.8,山田川,福野
1094,36.654,136.86,59.5,渋江川,蓮沼
1095,36.693,136.869,62,子撫川,子撫川
1096,36.168,136.632,136.9,手取川,風嵐
1097,36.232,136.639,207.6,手取川,尾口大橋
1098,36.273,136.648,248.2,手取川,女原
1099,36.413,136.631,732,手取川,中島
1100,36.449,136.62,747.6,手取川,鶴来
1101,36.488,136.481,809.2,手取川,美川
1102,36.291,136.649,187,尾添川,瀬戸
1103,36.404,136.514,167.3,梯川,埴田
1104,36.416,136.451,211.5,梯川,小松大橋
1105,36.414,136.441,221.5,梯川,牧
1106,36.37,136.444,1.1,木場潟,木場潟
1107,34.991,138.939,322,狩野川,大仁
1108,35.039,138.944,390,狩野川,千歳橋
1109,35.042,138.935,390,狩野川,古奈
1110,35.043,138.935,430,狩野川,墹之上
1111,35.072,138.919,551,狩野川,新城
1112,35.092,138.901,568,狩野川,徳倉
1113,35.099,138.87,849,狩野川,黒瀬
1114,35.073,138.94,76,来光川,蛇ヶ橋
1115,35.09,138.936,88,大場川,大場
1116,35.099,138.166,2.3,柿田川,柿田
1117,35.118,138.886,259,黄瀬川,本宿
1118,35.042,138.93,-9999,放水路,鏡橋
1119,35.04,138.906,4.2,放水路,口野（廃止）
1120,35.201,138.912,166.5,黄瀬川,石脇
1121,35.071,138.37,288,安倍川,牛妻
1122,34.958,138.365,537,安倍川,手越
1123,35.016,138.269,112,藁科川,奈良間
1125,34.883,138.108,1160,大井川,神座
1126,34.829,138.209,1241,大井川,細島
1127,34.795,138.253,1276,大井川,富士見橋
1128,34.848,138.144,-9999,大井川,赤松
1129,34.821,138.149,-9999,大代川,大代川
1130,35.189,138.197,475.9,大井川,閑蔵
1131,35.196,138.182,29.6,大井川,関の沢
1133,34.766,138.097,32.45,菊川,潮海寺
1134,34.739,138.089,34.2,菊川,加茂
1135,34.695,138.073,69.7,菊川,嶺田
1136,34.665,138.064,144.6,菊川,国安
1137,34.656,138.062,150,菊川,河口
1138,34.732,138.094,10.93,牛淵川,横地
1139,34.68,138.087,33.1,牛淵川,堂山
1140,34.692,138.053,10.3,下小笠川,川久保
1141,35.085,137.801,4530,天竜川,佐久間
1142,34.854,137.805,4880,天竜川,鹿島
1143,34.741,137.816,4955,天竜川,池田
1144,34.729,137.801,4955,天竜川,中ノ町
1145,34.677,137.796,4985,天竜川,掛塚
1146,35.058,137.773,351,大千瀬川,浦川
1147,34.953,137.883,317,気田川,犬居
1148,35.138,137.702,76.5,大入川,川合
1149,35.157,137.749,33.3,古真立川,大立
1150,34.93,137.836,4775,天竜川,上島
1151,35.965,137.984,730.8,天竜川,伊那富
1152,35.877,137.986,818.1,天竜川,北殿
1153,35.837,137.961,968.4,天竜川,伊那
1154,35.808,137.947,1515.4,天竜川,沢渡
1155,35.741,137.966,1659.4,天竜川,下平
1156,35.596,137.93,2224.3,天竜川,宮ヶ瀬
1157,35.55,137.89,2320.3,天竜川,市田
1158,35.499,137.864,2569.9,天竜川,伊久間
1159,35.462,137.832,2620.2,天竜川,時又
1160,35.441,137.819,2670.7,天竜川,天竜峡
1161,35.833,138.009,480.4,三峰川,上新田
1162,35.748,137.912,-9999,太田切川,太田切
1163,35.717,138.099,-9999,三峰川,杉島
1165,35.835,138.055,-9999,三峰川,高遠
1166,35.773,138.122,-9999,三峰川,鷹岩
1167,35.606,137.978,288,小渋川,小渋ダム
1168,34.985,137.525,248.8,豊川,布里
1169,34.967,137.554,300,豊川,長楽
1170,34.866,137.447,611,豊川,東上
1171,34.891,137.495,545,豊川,石田
1172,34.834,137.424,623.5,豊川,向河原
1173,34.811,137.419,634,豊川,当古
1174,34.804,137.401,21,豊川放水路,放水路第１
1175,34.801,137.402,658.4,豊川,行明
1176,34.772,137.385,703.5,豊川,豊橋
1177,34.781,137.331,724,豊川,前芝
1178,34.979,137.559,-9999,海老川,海老川
1179,34.932,137.574,170.9,宇連川,内金
1180,34.802,137.399,658.4,豊川放水路,放水路第２
1181,34.791,137.368,658.4,豊川放水路,放水路第４
1182,34.788,137.413,4.6,下条霞,暮川
1183,35.09,137.166,1004.8,矢作川,高橋
1184,35.003,137.167,1355.9,矢作川,岩津
