GRDC Station Number,Latitude,Longitude,Catchment Area,Station Name,River Name,Country,File Date,Last Update,Downstream GRDC Station,Altitude
6233470,64.05999755859375,14.09000015258789,1110.0999755859375,Rengen,HARKAN,SE,2020/1/31,2020/1/16,6233401,-999
6233500,65.73999786376953,15.050000190734863,356.1000061035156,Nedre Jovattnet,JOVATTSAN,SE,2020/1/31,2020/1/16,-999,460
6233501,63.83000183105469,20.25,-999,Umeae,UMEALVEN,SE,2020/1/31,2020/1/21,-999,-999
6233502,63.849998474121094,20.040000915527344,26567.80078,Stornorrfors Krv,UMEALVEN,SE,2020/1/31,2020/1/16,-999,-999
6233510,64.23999786376953,19.65999984741211,11850.5,Granaker,VINDELALVEN,SE,2020/1/31,2020/1/16,6233502,-999
6233520,65.73999786376953,15.390000343322754,1080.9000244140625,Solberg,TARNAAN,SE,2020/1/31,2020/1/16,6233502,-999
6233530,65.83000183105469,14.829999923706055,194.6999969482422,Taengvattnet,TANGVATTSBACKEN,SE,2020/1/31,2020/1/16,6233502,-999
6233550,62.65999984741211,16.280000686645508,164,Storsillret,KASSJOAN,SE,2020/1/31,2020/1/21,6233551,224
6233551,62.36000061035156,16.959999084472656,12087.5,Skallboele Krv,LJUNGAN,SE,2020/1/31,2020/1/16,-999,-999
6233555,62.720001220703125,16.079999923706055,15,Norrsjoen,ORAAN,SE,2020/1/31,2020/1/16,6233551,-999
6233600,60.00999832,17.729999542236328,293.79998779296875,Vattholma 2,VATTHOLMAAN,SE,2020/1/31,2020/1/16,-999,21
6233650,63.16999816894531,17.260000228881836,30638,Solleftea Krv,ANGERMANALVEN,SE,2020/1/31,2020/1/16,-999,4
6233680,65.54000091552734,17.5,6056.299805,Sorsele 2,VINDELALVEN,SE,2020/1/31,2020/1/16,6233510,340
6233690,64.73999786376953,20.860000610351562,11308.7002,Kvistforsens Krv,SKELLEFTEALVEN,SE,2020/1/31,2020/1/16,-999,-999
6233700,63.43000030517578,18.290000915527344,1465.199951171875,Vaestersel,MOALVEN,SE,2020/1/31,2020/1/16,-999,-999
6233710,65.52999877929688,21.200000762939453,10816.09961,Sikfors Krv,PITEALVEN,SE,2020/1/31,2020/1/16,-999,-999
6233720,63.70000076293945,19.610000610351562,2859.699951171875,Torrboele,OREALVEN,SE,2020/1/31,2020/1/16,-999,-999
6233750,65.80000305175781,21.670000076293945,24923.5,"Bodens Krv (+ Vattenverk, Trangfors)",LULEALVEN,SE,2020/1/31,2020/1/16,-999,11
6233755,65.84999847,21.219999313354492,42.599998474121094,Langsjoen,ALAN,SE,2020/1/31,2020/1/16,6233750,-999
6233780,66.01999664,21.959999084472656,3780.800048828125,Niemisel,RANEALVEN,SE,2020/1/31,2020/1/16,-999,-999
6233785,66.41000366210938,21.690000534057617,41.29999923706055,Vuottasbaecken,VUOTTASBAECKEN,SE,2020/1/31,2020/1/16,6233780,-999
6233800,66.16999816894531,21.799999237060547,1012,Ytterholmen,RORAN,SE,2020/1/31,2020/1/16,-999,51
6233850,66.16999816894531,22.809999465942383,23102.90039,Raektfors,KALIXALVEN,SE,2020/1/31,2020/1/16,-999,-999
6233870,66.11000061035156,23.309999465942383,494.29998779296875,Kukkasjaervi,KUKASJOKI,SE,2020/1/31,2020/1/16,-999,-999
6235100,47.35530090332031,9.881400108337402,228.60000610351562,Mellau,BREGENZER ACH,AT,2020/1/31,2018/6/7,6935055,673.4600219726562
6235101,47.33000183105469,9.972800254821777,149.3000030517578,Au,BREGENZER ACH,AT,2020/1/31,2018/6/7,6235100,772.9000244140625
6235102,47.28609848022461,10.047800064086914,41.70000076293945,Hopfreben,BREGENZER ACH,AT,2020/1/31,2018/6/7,6235101,943.2000122070312
6235110,47.38639831542969,10.041099548339844,31.100000381469727,Schoenenbach (Hengstig),SUBERSACH,AT,2020/1/31,2018/6/7,6935055,980.75
6235200,47.25749969482422,9.729200363,33.400001525878906,Laterns,FRUTZBACH,AT,2020/1/31,2018/6/7,6935500,830.0999755859375
6235210,47.22719955444336,9.876099586486816,95.5,Garsella,LUTZ,AT,2020/1/31,2018/6/7,6935500,730
6242020,47.209999084472656,10.140000343322754,84.30000305175781,Lech (Tannbergbruecke),LECH,AT,2020/1/31,2018/6/7,6342512,1437.47998
6242100,48.310001373291016,14.300000190734863,79490,Linz,DANUBE RIVER,AT,2020/1/31,2018/6/7,6242401,248
6242110,48.04999923706055,13.920000076293945,445,Penningersteg,ALM,AT,2020/1/31,2018/6/7,6242401,357.7099914550781
6242200,47.082801818847656,15.943599700927734,190.10000610351562,Neudorf Bei Ilz,ILZ BACH,AT,2020/1/31,2018/6/7,6442050,277.8500061035156
6242240,47.74169922,15.30560017,280,Gusswerk,SALZA,AT,2020/1/31,2018/6/7,6242250,735.5
6242250,48.039398193359375,14.42669964,5915.399902,Steyr,ENNS,AT,2020/1/31,2018/6/7,6242401,283.9700012207031
6242251,47.38280106,13.425800323486328,134.5,Altenmarkt Im Pongau,ENNS,AT,2020/1/31,2018/6/7,6242250,838.9600219726562
6242260,47.76530075073242,14.170599937438965,184.89999389648438,Kniewas,STEYR,AT,2020/1/31,2018/6/7,6242250,468.6099853515625
6242270,47.80310059,14.13860034942627,72.40000153,Steyrling,STEYRLING,AT,2020/1/31,2018/6/7,6242250,497.6700134277344
6242280,47.66999816894531,14.329999923706055,40.20000076293945,Spital Am Pyhrn,TEICHLBACH,AT,2020/1/31,2018/6/7,6242281,626.5800170898438
6242281,47.72359848022461,14.29640007019043,148.60000610351562,Teichlbruecke,TEICHLBACH,AT,2020/1/31,2018/6/7,6242250,571.1900024414062
6242290,47.548301696777344,14.306099891662598,368.70001220703125,Selzthal,PALTEN,AT,2020/1/31,2018/6/7,6242250,632.9299926757812
6242400,48.40079879760742,15.586400032043457,96044.79688,Stein-Krems,DANUBE RIVER,AT,2020/1/31,2018/6/7,6242501,188.9600067138672
6242401,48.38330078,15.462200164794922,95970,Kienstock,DANUBE RIVER,AT,2020/1/31,2018/6/7,6242400,194
6242420,48.44580078,15.568099975585938,305.8999938964844,Imbach,KREMS,AT,2020/1/31,2018/6/7,6242400,230.39999389648438
6242500,48.25,16.299999237060547,101700,Wien-Nussdorf,DANUBE RIVER,AT,2020/1/31,2018/6/7,6142200,156
6242501,48.360416412353516,16.34375,101536.6016,Korneuburg,DANUBE RIVER,AT,2020/1/31,2018/6/7,6242500,159.8699951171875
6242600,47.80609893798828,13.767499923706055,1257.5999755859375,Ebensee,TRAUN,AT,2020/1/31,2018/6/7,6242401,422.9800109863281
6242610,47.63499832,13.768099784851074,54.5,Altaussee (Traun),ALTAUSSEER TRAUN,AT,2020/1/31,2018/6/7,6242250,709.4699707
6243030,47.276100158691406,11.396900177001953,5792,Innsbruck,INN,AT,2020/1/31,2018/6/7,6343100,565.9500122070312
6243110,46.86280059814453,10.918600082397461,164.6999969482422,Vent,VENTER ACHE,AT,2020/1/31,2018/6/7,6243030,1877.0799560546875
6243200,47.455299377441406,12.390000343322754,153,Kitzbuehel (Bahnhofsbruecke),KITZBUHLER ACHE,AT,2020/1/31,2018/6/7,6243850,736.2899780273438
6243201,47.52000045776367,12.41919994354248,332.3999938964844,St. Johann In Tirol,KITZBUHLER ACHE,AT,2020/1/31,2018/6/7,6243200,649.8800048828125
6243210,47.52000045776367,12.40310001373291,147.39999389648438,Sperten,ASCHAUER ACHE,AT,2020/1/31,2018/6/7,6243850,668.9699707
6243220,47.51969909667969,12.442500114440918,165.3000030517578,Almdorf,FIEBERBRUNNER ACHE,AT,2020/1/31,2018/6/7,6243850,660
6243230,47.44139862060547,12.819700241088867,112.30000305175781,Uttenhofen,LEOGANGER ACHE,AT,2020/1/31,2018/6/7,6343560,719.2000122070312
6243235,47.42810059,12.838899612426758,119.5,Saalfelden,URSCHLAUBACH,AT,2020/1/31,2018/6/7,6343560,730.2000122070312
6243240,47.72639846801758,13.042799949645996,428.20001220703125,St. Leonhard (Summenpegel),BERCHTESGADENER ACHE,AT,2020/1/31,2018/6/7,6343500,446.1400146484375
6243260,47.22999954223633,12.25,80.69999694824219,Sulzau,OBERSULZBACH,AT,2020/1/31,2018/6/7,6343500,882.2000122070312
6243270,47.25310134887695,12.48639965057373,74.5,Haidbach,FELBER BACH,AT,2020/1/31,2018/6/7,6343500,888
6243300,47.49110031,12.104399681091309,322.29998779296875,Bruckhausl,BRIXENTALER ACHE,AT,2020/1/31,2018/6/7,6343100,590
6243350,47.03689956665039,11.479399681091309,58.29999923706055,Gries Am Brenner,OBERNBERGER SEEBACH,AT,2020/1/31,2018/6/7,6243030,1177.6500244140625
6243355,47.06309891,11.500300407409668,108.80000305175781,St. Jodok Am Brenner,SCHMIRNBACH,AT,2020/1/31,2018/6/7,6243030,1099.22998
6243360,47.093299865722656,11.465800285339355,111.4000015258789,Steinach Am Brenner,GSCHNITZBACH,AT,2020/1/31,2018/6/7,6243030,1041.8399658203125
6243400,47.163299560546875,10.910799980163574,785.5,Tumpen,OTZTALER ACHE,AT,2020/1/31,2018/6/7,6243030,923.9500122070312
6243410,46.86500168,11.019700050354004,72.5,Obergurgl,GURGLER ACHE,AT,2020/1/31,2018/6/7,6243400,1882.6700439453125
6243450,46.93809891,10.489999771118164,107.80000305175781,Schalklhof,SCHALKLBACH,AT,2020/1/31,2018/6/7,6243030,983.1900024414062
6243800,48.27360153198242,13.45110034942627,164.89999389648438,Haging,ANTIESEN,AT,2020/1/31,2018/6/7,6243850,378.6700134277344
6243850,48.436100006103516,13.441699981689453,25663.80078,Schaerding,INN,AT,2020/1/31,2018/6/7,6343900,299.79998779296875
6246100,47.38999938964844,14.90999984741211,265.6000061035156,Kammern Im Liesingtal,LIESING BACH,AT,2020/1/31,2018/6/7,6246612,647.8800048828125
6246110,46.66360092163086,14.945599555969238,954.5,Krottendorf,LAVANT,AT,2020/1/31,2018/6/7,6546802,354.04998779296875
6246120,46.75809860229492,14.533300399780273,315.6000061035156,Bruckl,GORSCHITZ,AT,2020/1/31,2018/6/7,6546802,497.0100098
6246121,46.939998626708984,14.550000190734863,130.3000030517578,Huettenberg,GORSCHITZ,AT,2020/1/31,2018/7/2,6246120,777.5100098
6246130,46.62390137,13.254400253295898,594.9000244140625,Rattendorf,GAIL,AT,2020/1/31,2018/6/7,6546802,595.2800293
6246150,47.04719924926758,12.805299758911133,74.5,Ranigobruecke,MOLL,AT,2020/1/31,2018/6/7,6546802,1280.699951171875
6246160,46.97439956665039,12.552499771118164,518.4000244140625,Bruehl,ISEL,AT,2020/1/31,2018/6/7,6546802,920.8400268554688
6246161,47.02000045776367,12.34000015258789,107,Hinterbichl,ISEL,AT,2020/1/31,2018/6/7,6246160,1320.739990234375
6246165,47.01969909667969,12.339400291442871,35,Hinterbichl (Muehle),ISLITZ,AT,2020/1/31,2018/6/7,6246161,1335.8699951171875
6246170,46.91809844970703,12.513899803161621,268.1000061035156,Hopfgarten In Defereggen-Zwenew,SCHWARZACH,AT,2020/1/31,2018/6/7,6546802,1091.8699951171875
6246180,47.026100158691406,12.632200241088867,47,Spottling,DORFERBACH,AT,2020/1/31,2018/6/7,6546802,1486.4300537109375
6246185,47.026100158691406,12.634400367736816,14.199999809265137,Spottling-Taurer,TEISCHNITZBACH,AT,2020/1/31,2018/6/7,6546802,1498.3199462890625
6246190,47.12440109,12.451899528503418,39.29999923706055,Innergschloss,GSCHLOSSBACH,AT,2020/1/31,2018/6/7,6246160,1687.290039
6246195,47.11859893798828,12.495599746704102,59.900001525878906,Matreier Tauernhaus,TAUERNBACH,AT,2020/1/31,2018/6/7,6246160,1503.550048828125
6246600,46.710601806640625,15.635600090026855,9480,Spielfeld,MURA,AT,2020/1/31,2018/6/7,6546610,244.22000122070312
6246601,46.75,15.566666603088379,8339.599609,Landscha,MURA,AT,2020/1/31,2018/6/7,6246600,258.2900085449219
6246610,47.266666412353516,15.316666603088379,6548,Frohnleiten,MURA,AT,2020/1/31,2018/6/7,6246611,414
6246611,47.164398193359375,15.318900108337402,6791.5,Friesach,MURA,AT,2020/1/31,2018/6/7,6246601,379.1000061035156
6246612,47.41059875488281,15.282500267028809,6214,"Bruck A. D. Mur, Below Muerz",MURA,AT,2020/1/31,2018/6/7,6246610,468.1400146484375
6246620,47.42610168457031,15.260000228881836,144,Arndorf,LAMING BACH,AT,2020/1/31,2018/6/7,6246612,502.2300109863281
6246630,47.13529968261719,13.803600311279297,377.8999938964844,Tamsweg (Taurach),TAURACHBACH,AT,2020/1/31,2018/6/7,6246612,1019.02002
6246631,47.13389969,13.684200286865234,102.0999984741211,Mauterndorf,TAURACHBACH,AT,2020/1/31,2018/6/7,6246630,1106.469970703125
6246632,47.22999954223633,13.482799530029297,86.59999847,Lobenau,TAURACHBACH,AT,2020/1/31,2018/6/7,6246631,1835.800048828125
6246635,47.17689895629883,13.705300331115723,77.09999847,Weisspriach,WEISSPRIACHBACH,AT,2020/1/31,2018/6/7,6246630,1097.6099853515625
6246700,47.526100158691406,15.473099708557129,727.7000122070312,Kindthal,MURZ,AT,2020/1/31,2018/6/7,6246612,569.6400146484375
6246701,47.65719985961914,15.593899726867676,229.39999389648438,Neuberg An Der Muerz,MURZ,AT,2020/1/31,2018/6/7,6246700,731.4199829101562
6246710,47.47330093383789,15.255800247192383,324.20001220703125,Hansenhuette,THORLBACH,AT,2020/1/31,2018/6/7,6246612,509.4100036621094
6258200,52.83333206176758,24.03333282470703,326,Nemerzha,NAREW,BY,2020/1/31,2019/5/14,-999,-999
6258220,51.791839599609375,24.09316635131836,460,Malaryta,MALARYTA,BY,2020/1/31,2019/5/14,-999,-999
6258224,52.101810455322266,24.694210052490234,1070,Melenkovo,OREKHOVSKIY KANAL,BY,2020/1/31,2019/5/14,-999,-999
6258226,52.08411407470703,23.669986724853516,6590,Brest,MUKHAVETS,BY,2020/1/31,2019/5/14,-999,-999
6258230,52.032501220703125,23.995594024658203,968,Radvanichi Malyye,RYTA,BY,2020/1/31,2019/5/14,-999,-999
6258240,52.36931228637695,23.374366760253906,317,Vysokaye,PUL'VA,BY,2020/1/31,2019/5/14,-999,-999
6258250,52.154293060302734,23.676715850830078,2590,Tyukhinichi,LYASNAYA,BY,2020/1/31,2019/5/14,-999,-999
6258252,52.40013504,23.809999465942383,1920,Kamyanyets,LYASNAYA,BY,2020/1/31,2019/5/14,-999,-999
6258260,51.70446014404297,23.697540283203125,461,Chersk,KAPAYUWKA,BY,2020/1/31,2019/5/14,-999,-999
6261100,39.58000183105469,20.979999542236328,640,Tsimovo,ARACHTHOS POTAMOS,GR,2020/1/31,2018/5/25,-999,350
6261200,39.157501220703125,21.385000228881836,1349,Avlakion,ACHELOOS POTAMOS,GR,2020/1/31,2018/5/25,6261200,304
6273302,55.20000076293945,30.200000762939453,27300,Vitebsk,DAUGAVA,BY,2020/1/31,2019/5/14,-999,-999
6273303,55.483333587646484,28.766666412353516,41700,Polatsk,DAUGAVA,BY,2020/1/31,2019/5/14,-999,-999
6273500,55.54494094848633,28.853796005249023,618,Yankovo,PALATA,BY,2020/1/31,2018/10/12,6373300,-999
6273613,54.74645233154297,28.61634063720703,530,Gadivlya,ESA,BY,2020/1/31,2019/5/14,-999,-999
6273614,55.36371994018555,27.46689224243164,4720,Sharkawshchyna,DZISNA,BY,2020/1/31,2019/5/14,-999,-999
6273615,55.82059860229492,29.30970001220703,1810,Demekh,DRYSA,BY,2020/1/31,2019/5/14,-999,-999
6273656,55.709224700927734,28.449817657470703,4580,Dzyernavichy,DRYSA,BY,2020/1/31,2019/5/14,-999,-999
6273751,55.39360809326172,28.345914840698242,240,Nacha,NACHA,BY,2020/1/31,2019/5/14,-999,-999
6273752,54.979461669921875,29.523544311523438,269,Dabrihory,KRYVINKA,BY,2020/1/31,2019/5/14,-999,-999
6273761,55.356895446777344,29.285898208618164,2520,Obal,OBAL',BY,2020/1/31,2019/5/14,-999,-999
6273762,55.28830337524414,27.51201629638672,567,Savutki,BYAROZAWKA,BY,2020/1/31,2019/5/14,-999,-999
6273763,55.58106613,30.377164840698242,314,Vyarechcha,AWSYANKA,BY,2020/1/31,2019/5/14,-999,-999
6273771,55.01462936401367,29.154634475708008,3330,Bacheykava,ULA,BY,2020/1/31,2019/5/14,-999,-999
6273772,55.77381516,28.594518661499023,1290,Sakalishcha,NISHCHA,BY,2020/1/31,2019/5/14,-999,-999
6273797,54.90141296386719,30.354215621948242,1250,Luchesa,LUCHOSA,BY,2020/1/31,2019/5/14,-999,-999
6273900,55.18330001831055,26.799999237060547,462,Rusaki,MYADZYELKA,BY,2020/1/31,2018/10/12,6373300,-999
6274153,53.63333511352539,25.316667556762695,16700,Belitsa,NEMUNAS,BY,2020/1/31,2019/5/14,-999,-999
6274155,53.68333435058594,23.816667556762695,33600,Grodno,NEMUNAS,BY,2020/1/31,2019/5/14,-999,-999
6274157,53.41666793823242,24.633333206176758,25600,Mosty,NEMUNAS,BY,2020/1/31,2019/5/14,-999,-999
6274353,54.479251861572266,26.923744201660156,4190,Vilyeyka,NERYS,BY,2020/1/31,2019/5/14,-999,-999
6274550,53.31669998168945,25.700000762939453,211,Molchad,MOWCHADZ',BY,2020/1/31,2018/10/12,6574150,-999
6274600,53.46968078613281,26.72861671447754,3070,Stowbtsy,NEMUNAS,BY,2020/1/31,2018/10/12,6574150,145
6274611,54.74080276489258,26.216001510620117,1480,Bolshiye Yatsyny,ASHMYANKA,BY,2020/1/31,2019/5/14,-999,-999
6274620,54.90643310546875,26.73792076,0,Antonisberg,ANTONISBERG BROOK,BY,2020/1/31,2019/5/14,-999,-999
6274631,53.781333923339844,25.165252685546875,810,Parachany,DZITVA,BY,2020/1/31,2019/5/14,-999,-999
6274641,53.990638732910156,25.64446449279785,920,Lubinyata,HAWYA,BY,2020/1/31,2019/5/14,-999,-999
6274651,54.77112579345703,26.85795021057129,337,Cheremshitsy,NARACH,BY,2020/1/31,2019/5/14,-999,-999
6274653,54.558189392089844,26.727205276489258,1480,Narach,NARACH,BY,2020/1/31,2019/5/14,-999,-999
6274655,53.467342376708984,24.025697708129883,1720,Sukhaya Dolina,SVISLACH,BY,2020/1/31,2019/5/14,-999,-999
6274657,54.71074676513672,26.934005737304688,466,Uzla,VUZLYANKA,BY,2020/1/31,2019/5/14,-999,-999
6274671,53.580379486083984,24.19029426574707,2000,"Skidal, Sahkombinat",KOTRA,BY,2020/1/31,2019/5/14,-999,-999
6274673,54.175437927246094,26.105661392211914,201,Bogdanovo,HAL'SHCHANKA,BY,2020/1/31,2019/5/14,-999,-999
6274675,53.29610061645508,24.409400939941406,974,Studenets,ROS',BY,2020/1/31,2019/5/14,-999,-999
6274677,53.09764099121094,25.323284149169922,4860,Slonim,SHCHARA,BY,2020/1/31,2019/5/14,-999,-999
6274681,54.88180160522461,26.859100341796875,133,Nikoltsy,SKEMA,BY,2020/1/31,2019/5/14,-999,-999
6274683,53.66510009765625,26.030010223388672,104,Pobrezhye,VALOWKA,BY,2020/1/31,2019/5/14,-999,-999
6274685,53.957313537597656,26.73780059814453,624,Borovikovshchina,ISLACH,BY,2020/1/31,2019/5/14,-999,-999
6274691,54.81666564941406,26.16666603088379,10300,Michalishki,NERYS,BY,2020/1/31,2019/5/14,-999,-999
6274693,54.572200775146484,27.398000717163086,1230,Steshitsy,NERYS,BY,2020/1/31,2019/5/14,-999,-999
6279500,52.04999923706055,29.266700744628906,101000,Mozyr,PRYPYATS',BY,2020/1/31,2018/10/12,6680801,113
6321100,51.683998107910156,6.151000022888184,1203,Goch,NIERS,DE,2020/1/31,2018/5/24,6421501,12
6321200,51.09760284423828,6.104184150695801,2105,Stah,ROER,DE,2020/1/31,2018/5/24,-999,32.45000076293945
6335010,51.83256149291992,6.472320079803467,258,Isselburg,ISSEL,DE,2020/1/31,2018/5/24,-999,16.65999984741211
6335020,51.756919860839844,6.395394802093506,159300,Rees,RHINE RIVER,DE,2020/1/31,2018/5/24,6435060,8
6335030,51.399749755859375,7.161034107208252,4078,Hattingen,RUHR,DE,2020/1/31,2018/5/24,6335020,64.69000244140625
6335031,51.43598556518555,7.581097126,1988,Villigst,RUHR,DE,2020/1/31,2018/5/24,6335030,105.83000183105469
6335032,51.34775924682617,8.280574798583984,425,Meschede,RUHR,DE,2020/1/31,2018/5/24,6335031,265.29998779296875
6335035,51.10887145996094,8.100414276123047,186,Kickenbach,LENNE,DE,2020/1/31,2018/5/24,6335030,283.5299987792969
6335040,50.766075134277344,6.846039772033691,285,Weilerswist,SWISTBACH,DE,2020/1/31,2018/5/24,6335050,108.62999725341797
6335045,50.79790115356445,7.159167766571045,2832,Menden 1,SIEG,DE,2020/1/31,2018/5/24,6335050,52.029998779296875
6335046,50.776981353759766,7.442712783813477,1472,Eitorf,SIEG,DE,2020/1/31,2018/5/24,6335045,83.52999877929688
6335048,50.849998474121094,7.199999809265137,788,Lohmar,AGGER,DE,2020/1/31,2018/5/24,6335045,58.61000061035156
6335050,51.225547790527344,6.770183086395264,147680,Duesseldorf,RHINE RIVER,DE,2020/1/31,2018/5/24,6335020,24.479999542236328
6335060,50.93696212768555,6.963293075561523,144232,Koeln,RHINE RIVER,DE,2020/1/31,2018/5/24,6335050,34.970001220703125
6335070,50.44338607788086,7.392049789428711,139549,Andernach,RHINE RIVER,DE,2020/1/31,2018/5/24,6335060,51.470001220703125
6335075,50.41999816894531,7.429999828338623,368.6000061035156,Nettegut,NETTEBACH,DE,2020/1/31,2018/5/24,6335700,66.51999664
6335076,50.50212097167969,7.445734977722168,697,Friedrichsthal,WIED,DE,2020/1/31,2018/5/24,6335070,86.62000274658203
6335080,51.673858642578125,6.851150035858154,-999,Schermbeck 1,LIPPE,DE,2020/1/31,2018/5/24,6335020,-999
6335081,51.66296387,8.089404106140137,2005,Kesseler 3,LIPPE,DE,2020/1/31,2018/5/24,6335083,67.86000061035156
6335082,51.74883270263672,8.630535125732422,1018,Bentfeld,LIPPE,DE,2020/1/31,2018/5/24,6335081,92.33000183105469
6335083,51.74528503417969,7.186914920806885,4249,Haltern,LIPPE,DE,2020/1/31,2018/5/24,6335080,34.779998779296875
6335100,50.085445404052734,7.764966965,103488,Kaub,RHINE RIVER,DE,2020/1/31,2018/5/24,6335070,67.66000366210938
6335115,49.91157531738281,7.910783767700195,4013,Grolsheim,NAHE,DE,2020/1/31,2018/5/24,6335100,85
6335116,49.77997970581055,7.7203168869018555,2832,Boos,NAHE,DE,2020/1/31,2018/5/24,6335115,133.72999572753906
6335117,49.78070068359375,7.831241130828857,318,Altenbamberg,ALSENZ,DE,2020/1/31,2018/5/24,6335115,125.22000122070312
6335125,48.391719818115234,8.032560348510742,954,Schwaibach,KINZIG,DE,2020/1/31,2018/5/24,6335200,173
6335150,50.00398635864258,8.275313377380371,98206,Mainz,RHINE RIVER,DE,2020/1/31,2018/5/24,6335100,78.43000030517578
6335155,49.95081711,8.452623367,136,Nauheim,SCHWARZBACH,DE,2020/1/31,2018/5/24,6335150,86.02999877929688
6335156,50.136749267578125,8.399592399597168,108,Eppstein,SCHWARZBACH,DE,2020/1/31,2018/5/24,6335155,186.27000427246094
6335160,50.27849578857422,8.801141738891602,1072,Ilbenstadt,NIDDA,DE,2020/1/31,2018/5/24,6335150,117.16000366210938
6335165,49.813865661621094,8.627985000610352,90.59999847,Eberstadt,MODAU,DE,2020/1/31,2018/5/24,6335150,111.30999755859375
6335167,49.66873550415039,8.571186065673828,382.79998779296875,Lorsch,WESCHNITZ,DE,2020/1/31,2018/5/24,6335150,93.94000244140625
6335170,49.32380676269531,8.448717117,53131,Speyer,RHINE RIVER,DE,2020/1/31,2018/5/24,6335180,88.51999664
6335175,49.20963668823242,8.052761078,196,Siebeldingen,QUEICH,DE,2020/1/31,2018/5/24,6335170,154.1300048828125
6335180,49.64112091064453,8.376018524169922,68827,Worms,RHINE RIVER,DE,2020/1/31,2018/5/24,6335150,84.16000366210938
6335190,49.35009002685547,8.138862609863281,311,Neustadt / Weinstrasse,SPEYERBACH,DE,2020/1/31,2018/5/24,6335180,144.5399932861328
6335200,49.03898620605469,8.305562973022461,50196,Maxau,RHINE RIVER,DE,2020/1/31,2018/5/24,6335170,97.79000091552734
6335240,49.71647644042969,9.224583625793457,21505,Kleinheubach,MAIN,DE,2020/1/31,2018/5/24,6335304,119.62000274658203
6335290,49.258277893066406,9.287113189697266,1929,Stein,KOCHER,DE,2020/1/31,2018/5/24,6335600,154
6335291,49.00155258178711,9.768198013305664,726,Gaildorf,KOCHER,DE,2020/1/31,2018/5/24,6335300,320.7600098
6335300,49.234981536865234,9.33215332,141,Neuenstadt,BRETTACH,DE,2020/1/31,2018/5/24,6335290,159
6335301,50.03119659423828,10.22081470489502,12715,Schweinfurt - Neuer Hafen,MAIN,DE,2020/1/31,2018/5/24,6335500,201.16000366210938
6335302,50.00999450683594,9.603864669799805,17914,Steinbach,MAIN,DE,2020/1/31,2018/5/24,6335240,146.3300018310547
6335303,49.92969894,10.755209922790527,12010,Trunstadt,MAIN,DE,2020/1/31,2018/5/24,6335301,223.39999389648438
6335304,50.10577392578125,8.714985847473145,24764,Frankfurt / Main (Osthafen),MAIN,DE,2020/1/31,2018/5/24,6335150,90.63999938964844
6335310,50.132083892822266,8.945812225341797,921,Hanau,KINZIG,DE,2020/1/31,2018/5/24,6335304,104.73999786376953
6335320,49.97368240356445,8.984184265136719,461,Harreshausen,GERSPRENZ,DE,2020/1/31,2018/5/24,6335304,119.83999633789062
6335350,50.545162200927734,8.355248451,3571,Leun (Neu),LAHN,DE,2020/1/31,2018/5/24,6335070,135
6335351,50.7987175,8.764489174,1667,Marburg,LAHN,DE,2020/1/31,2018/5/24,6335350,166.3800048828125
6335360,50.58226395,8.464053154,692.2000122070312,Asslar,DILL,DE,2020/1/31,2018/5/24,6335350,155.11000061035156
6335400,47.56146240234375,7.800325870513916,34550,Rheinfelden,RHINE RIVER,DE,2020/1/31,2018/5/24,6935053,259.5899963378906
6335410,47.62330627441406,8.325545310974121,627.1300048828125,Oberlauchingen,WUTACH,DE,2020/1/31,2018/5/24,6335400,351.1700134277344
6335450,47.62799072265625,9.595916748046875,639.3400268554688,Giessen,ARGEN,DE,2020/1/31,2018/5/24,6935055,420.1300048828125
6335451,47.67290115356445,9.601799964904785,651.3800048828125,Giessenbruecke,ARGEN,DE,2020/1/31,2018/5/24,6335450,420.7200012207031
6335460,47.672576904296875,9.534876823425293,782.0100098,Gerbertshaus,SCHUSSEN,DE,2020/1/31,2018/5/24,6935055,401.5799865722656
6335461,47.67319869995117,9.534799575805664,790.5499877929688,Lochbruecke,SCHUSSEN,DE,2020/1/31,2018/5/24,6335460,400.7399902
6335465,47.708351135253906,9.817449569702148,261,Beutelsau,UNTERE ARGEN,DE,2020/1/31,2018/5/24,6335461,553.8400268554688
6335470,47.72949981689453,9.244930267333984,271.5,Uhldingen,SEEFELDER AACH,DE,2020/1/31,2018/5/24,6335400,397.6300048828125
6335485,49.189998626708984,9.239999771118164,109.56999969482422,Hausen,ZABER,DE,2020/1/31,2018/5/24,6335600,168.39999389648438
6335500,49.79600143432617,9.925999641418457,14031,Wuerzburg,MAIN,DE,2020/1/31,2018/5/24,6335302,164.5500030517578
6335510,50.022369384765625,9.761057854,597,Sachsenheim,WERN,DE,2020/1/31,2018/5/24,6335302,169.3800048828125
6335520,49.62587356567383,9.665741920471191,1584,Tauberbischofsheim,TAUBER,DE,2020/1/31,2018/5/24,6335303,172.27000427246094
6335521,49.49250030517578,9.773611068725586,1013,Bad Mergentheim,TAUBER,DE,2020/1/31,2018/5/24,6335520,199.67999267578125
6335530,49.834190368652344,10.941274642944336,7005,Pettstadt,REGNITZ,DE,2020/1/31,2018/5/24,6335303,241.83999633789062
6335540,50.181522369384766,11.226675033569336,713,Unterlangenstadt,RODACH,DE,2020/1/31,2018/5/24,6335800,278.5799865722656
