GRDC Station Number,Latitude,Longitude,Catchment Area,Station Name,River Name,Country,File Date,Last Update,Downstream GRDC Station,Altitude
2589701,38.88000107,139.9100037,6497.200195,Sagoshi,MOGAMI GAWA,JP,2020/1/31,2018/5/30,-999,-999
2589702,38.65000153,140.3500061,3769.5,Inashita,MOGAMI GAWA,JP,2020/1/31,2018/5/30,2589700,-999
2589703,38.34000015,140.2899933,2146.899902,Nagasaki,MOGAMI GAWA,JP,2020/1/31,2018/5/30,2589702,-999
2589704,38.06000137,140.0700073,1917.900024,Nishiotsuka,MOGAMI GAWA,JP,2020/1/31,2018/5/30,2589703,-999
2589705,38.79999924,140.2200012,617.5999756,Maki,SAKE GAWA,JP,2020/1/31,2018/5/30,2589700,-999
2589750,39.61000061,140.1600037,4035,Tsubakigawa,KYUOMONO GAWA,JP,2020/1/31,2018/5/30,-999,-999
2589751,39.47999954,140.4199982,3336.5,Jinguji,KYUOMONO GAWA,JP,2020/1/31,2018/5/30,2589750,-999
2589752,39.45000076,140.4600067,1882.099976,Omagari-Bashi,KYUOMONO GAWA,JP,2020/1/31,2018/5/30,2589751,-999
2589753,39.27999878,140.3999939,1240,Omonogawa-Bashi,KYUOMONO GAWA,JP,2020/1/31,2018/5/30,2589752,-999
2589754,39.54000092,140.5330048,1088,Nagano,TAMA GAWA,JP,2020/1/31,2018/5/30,2589751,-999
2589800,40.20000076,140.2400055,3750.399902,Futatsui,YONESHIRO GAWA,JP,2020/1/31,2018/5/30,-999,-999
2589801,40.22200012,140.3690033,2109,Takanosu,YONESHIRO GAWA,JP,2020/1/31,2018/5/30,2589800,-999
2589802,40.20800018,140.6730042,1667.400024,Junisho,YONESHIRO GAWA,JP,2020/1/31,2018/5/30,2589801,-999
2590100,33.31611252,130.4972229,2315,Senoshita,CHIKUGO GAWA,JP,2020/1/31,2018/5/30,-999,2
2590101,33.3433342,130.8350067,1443,Arase,CHIKUGO GAWA,JP,2020/1/31,2018/5/30,2590100,-999
2590200,33.75,130.7299957,695,Hinode-Bashi,ONGA GAWA,JP,2020/1/31,2018/5/30,-999,-999
2590210,33.36000061,130.0099945,275,Mutabe,MATSUURA GAWA,JP,2020/1/31,2018/5/30,-999,-999
2590220,32.93999863,130.5899963,906,Tamana,KIKUCHI GAWA,JP,2020/1/31,2018/5/30,-999,-999
2590230,31.86000061,130.3399963,1348,Onobuchi,SENDAI GAWA,JP,2020/1/31,2018/5/30,-999,-999
2590300,32.45999908,130.6600037,1856,Yokoishi,KUMA GAWA,JP,2020/1/31,2018/5/30,-999,-999
2590301,32.20999908,130.7700043,1137,Hitoyoshi,KUMA GAWA,JP,2020/1/31,2018/5/30,2590300,-999
2590400,31.95000076,131.3999939,2126,Kashiwada,OYODO GAWA,JP,2020/1/31,2018/5/30,-999,-999
2590401,31.86000061,131.1000061,860.5999756,Hiwatashi,OYODO GAWA,JP,2020/1/31,2018/5/30,2590400,-999
2591100,32.97999954,132.9299927,1807.599976,Gudo,SHIMANTO GAWA,JP,2020/1/31,2018/5/30,-999,-999
2591200,33.56999969,133.1799927,944.5999756,Kawaguchi,NIYODO-GAWA,JP,2020/1/31,2018/5/30,2591201,-999
2591201,33.54999924,133.4199982,1462.699951,Ino,NIYODO-GAWA,JP,2020/1/31,2018/5/30,-999,-999
2591210,33.79999924,132.7299957,445,Deai,SHIGENOBU-GAWA,JP,2020/1/31,2018/5/30,-999,-999
2591220,33.5,132.5500031,984,Ozu,HIJI-KAWA,JP,2020/1/31,2018/5/30,-999,-999
2591230,33.93999863,134.6199951,765,Furusho,NAKA GAWA,JP,2020/1/31,2018/5/30,-999,-999
2591800,34.06000137,134.1999969,2810,Iwazu,YOSHINO GAWA,JP,2020/1/31,2018/5/30,2591801,28
2591801,34.09000015,134.3500061,3044,Chuo-Bashi,YOSHINO GAWA,JP,2020/1/31,2018/5/30,-999,-999
2591802,34.02999878,133.8399963,2073.800049,Ikeda,YOSHINO GAWA,JP,2020/1/31,2018/5/30,2591800,-999
2617110,37.83000183,65.25,309000,Kerki,AMU DARYA,TM,2020/1/31,2018/5/29,2817100,241
2646200,24.07999992,89.02999878,846300,Hardinge Bridge,GANGES RIVER,BD,2020/1/31,2018/5/29,2646100,14
2651080,25.75,89.5,-999,Kaunia,TISTA RIVER,BD,2020/1/31,2018/5/29,2651100,-999
2651100,25.18000031,89.66999817,636130,Bahadurabad,BRAHMAPUTRA RIVER,BD,2020/1/31,2018/5/29,-999,19
2677300,37.29611206,127.6474991,11104.40039,Yeoju,HAN-GANG,KR,2020/1/31,2018/5/30,2677100,32.52999878
2694100,36.4636116,127.1263885,7149.5,Gongju,KUM-GANG,KR,2020/1/31,2018/5/30,-999,5.659999847
2694200,35.03333282,126.7336121,2058.699951,Naju,YEONGSANGANG,KR,2020/1/31,2018/5/30,-999,1.309999943
2694450,36.00027847,128.3944397,11074.40039,Waegwan,NAKDONGGANG,KR,2020/1/31,2018/5/30,2694500,18.96999931
2707050,48.72999954,98.27999878,8012,Tosontsengel,IDER GOL,MN,2020/1/31,2018/5/30,2707500,-999
2707200,47.5,101.25,2993,Ikh Tamir,HOYT TAMIR GOL,MN,2020/1/31,2018/5/30,2707600,-999
2707700,48.91999817,106.0699997,9580,Barun Kharaa,HARAA GOL,MN,2020/1/31,2018/5/30,2907403,-999
2707900,48.04999924,107.4199982,1232,Terelj,TERELJ GOL,MN,2020/1/31,2018/5/30,2707800,-999
2743100,49.77000046,91.83000183,738,Tarialan,HARHIRAA GOL,MN,2020/1/31,2018/5/30,-999,-999
2744100,48.29999924,89.5,4630,Buyant,SAGSAY GOL,MN,2020/1/31,2018/5/30,-999,-999
2792500,46.13000107,100.6800003,2552,Bayankhongar,TUYN GOL,MN,2020/1/31,2018/5/30,-999,-999
2816650,39.88000107,64.25,2480,Sarykanda,SO`X,UZ,2020/1/31,2018/5/29,2316200,1140
2817100,42.27999878,59.70000076,450000,Chatly,AMU DARYA,UZ,2020/1/31,2018/5/29,-999,72
2901100,66.41000366,-179.25,207,6 Km From The Mouth,NYRVAKINOTVEEM,RU,2020/1/31,2018/5/28,-999,42
2901201,65.44999695,172.9700012,106000,Snezhnoye,ANADYR',RU,2020/1/31,2018/5/28,2901202,-999
2901300,62.41999817,166.0299988,71600,Kamenskoye,PENZHINA,RU,2020/1/31,2018/5/28,-999,15
2901500,60.18000031,151.2899933,682,Kolyma Road (79Th Km),KHASYN,RU,2020/1/31,2018/5/28,-999,253
2902500,52.5,157,649,Dal'Niy,PLOTNIKOVA,RU,2020/1/31,2018/5/28,-999,-999
2902600,54.43000031,158.3099976,3760,Verkhne-Kamchatsk,KAMCHATKA,RU,2020/1/31,2018/5/28,2902800,12
2902700,53.18330002,158.3833008,4750,Elizovo (Yelizovo),AVACHA,RU,2020/1/31,2018/5/28,-999,7
2902850,56.27000046,161.6699982,51600,Bolshie Scheki,KAMCHATKA,RU,2020/1/31,2018/5/28,-999,-999
2903050,57.81999969,114.1699982,186000,Bodaibo,VITIM,RU,2020/1/31,2018/5/28,2903427,235
2903087,57.77000046,130.8999939,108000,Chulbu,UCHUR,RU,2020/1/31,2018/5/28,2903602,-999
2903100,58.43999863,116.1399994,4790,Svetly,ZHUYA,RU,2020/1/31,2018/5/28,2903490,401
2903200,61.90999985,118.6800003,1290,Kempendai,KEMPENDYAYI,RU,2020/1/31,2018/5/28,2903700,169
2903400,55.97999954,124.75,613,Nagorny,TIMPTON,RU,2020/1/31,2018/5/28,2903401,830
2903420,70.69999695,127.6500015,2430000,Kyusyur (Kusur),LENA,RU,2020/1/31,2018/5/28,2903430,0
2903426,57.77999878,108.3199997,140000,Zmeinovo,LENA,RU,2020/1/31,2018/5/28,2903427,-999
2903427,59.72999954,113.1699982,440000,Krestovskoye,LENA,RU,2020/1/31,2018/5/28,2903428,-999
2903428,60.47999954,120.6999969,770000,Solyanka,LENA,RU,2020/1/31,2018/5/28,2903429,-999
2903429,61.83000183,129.6000061,897000,Tabaga,LENA,RU,2020/1/31,2018/5/28,2903420,-999
2903430,72.37000275,126.8000031,2460000,Stolb,LENA,RU,2020/1/31,2018/5/28,-999,-999
2903450,70.36000061,127.9499969,1000,Ebetem,EBITIYEM,RU,2020/1/31,2018/5/28,2903420,40
2903500,62.06000137,129.0299988,3550,Vtoroy Stanok,KENGKEME,RU,2020/1/31,2018/5/28,2903420,187
2903600,63.31999969,132.0200043,696000,Verkhoyanskiy Perevoz,ALDAN,RU,2020/1/31,2018/5/28,2903420,-999
2903700,63.95000076,124.8300018,452000,Khatyryk-Khoma,VILYUY,RU,2020/1/31,2018/5/28,2903420,-999
2903920,58.97000122,126.2699966,22.79999924,Near The Mouth,RADIO-URUYETE,RU,2020/1/31,2018/5/28,2903604,-999
2903930,61.88000107,135.5700073,20.29999924,Near The Mouth,PODGORNYY,RU,2020/1/31,2018/5/28,2903601,-999
2903940,63.27000046,143.2299957,743,Kujdusun,BUOR-YURYAKH,RU,2020/1/31,2018/5/28,2903030,-999
2903950,60.45000076,120.3499985,469,Tyube (Tyubya),BOL'SHAYA CHEREPANIKHA,RU,2020/1/31,2018/5/28,2903428,-999
2903960,61.93000031,129.5500031,170,Kamyrdagystakh,SHESTAKOVKA,RU,2020/1/31,2018/5/28,2903429,-999
2904200,51.25999832,142.7100067,3420,Ado-Tymovo,TYM',RU,2020/1/31,2018/5/28,-999,52
2904800,46.81000137,142.4400024,667,"Chaplanovo, Futamata",LYUTOGA,RU,2020/1/31,2018/5/28,-999,93
2904850,47.33000183,142.5899963,679,Bykov,NAYBA,RU,2020/1/31,2018/5/28,-999,-999
2905800,43.43999863,133.5099945,549,Molchanovka,PARTIZANSKAYA,RU,2020/1/31,2018/5/28,-999,251
2906100,51.93000031,113.6800003,575,Atamanovka,NIKISHIKHA,RU,2020/1/31,2018/5/28,2906200,633
2906201,53.41999817,119.9700012,200000,Chasovaya,SHILKA,RU,2020/1/31,2018/5/28,2906700,-999
2906300,49.77999878,129.9199982,67400,Malinovka,BUREYA,RU,2020/1/31,2018/5/28,2906700,-999
2906600,48.93000031,131.8000031,2910,Birakan,BIRA,RU,2020/1/31,2018/5/28,2906700,213
2906650,48.81000137,132.8899994,155,Birobidzhan,IKURA,RU,2020/1/31,2018/5/28,2906700,-999
2906700,48.43000031,135.0500031,1630000,Khabarovsk,AMUR RIVER,RU,2020/1/31,2018/5/28,2906900,24
2906850,44.31000137,134.2599945,3350,Uborka,PAVLOVKA,RU,2020/1/31,2018/5/28,2906860,180
2906860,45.56000137,134.8099976,4730,Rakitnoye,MALINOVKA,RU,2020/1/31,2018/5/28,2906700,94
2906880,52.56000137,136.5,-999,Nemilen,NIMELEN,RU,2020/1/31,2018/5/28,2906901,-999
2906900,50.63000107,137.1199951,1730000,Komsomolsk,AMUR RIVER,RU,2020/1/31,2018/5/28,2906901,13
2906901,52.52999878,140.4700012,1790000,Bogorodskoye,AMUR RIVER,RU,2020/1/31,2018/5/28,-999,-999
2907100,51.36000061,104.3099976,1130,Murino,KHARA-MURIN,RU,2020/1/31,2018/5/28,2908105,475
2907200,51.75999832,106.4400024,565,Possolskaya,BOL'SHAYA RECHKA,RU,2020/1/31,2018/5/28,2908105,477
2907400,52.02999878,107.4800034,440200,Mostovoy,SELENGA,RU,2020/1/31,2018/5/28,2907401,486.1000061
2908099,58.08000183,102.7300034,785000,Nevon,ANGARA,RU,2020/1/31,2018/5/28,2908101,-999
2908100,58.18000031,93.37000275,1040000,Tatarka,ANGARA,RU,2020/1/31,2018/5/28,2909153,-999
2908101,58.38000107,97.44999695,866000,Boguchany,ANGARA,RU,2020/1/31,2018/5/28,2908100,-999
2908102,56.27999878,101.7300034,736000,Bratskaya,ANGARA,RU,2020/1/31,2018/5/28,2908101,-999
2908103,52.56999969,103.9499969,598000,Angarsk,ANGARA,RU,2020/1/31,2018/5/28,2908102,-999
2908300,53.52999878,98.20999908,4980,Alygdzher,CHUNA,RU,2020/1/31,2018/5/28,2908301,46
2908305,57.81999969,94.31999969,127000,Mashukovka,CHUNA,RU,2020/1/31,2018/5/28,2908100,-999
2908500,52.09999847,104.0299988,590,Olkha,OLKHA,RU,2020/1/31,2018/5/28,2908150,450
2909100,67.51000214,86.55000305,323,Igarka,GRAVIYKA,RU,2020/1/31,2018/5/28,2909150,-999
2909150,67.48000336,86.5,2440000,Igarka,YENISEY,RU,2020/1/31,2018/5/28,-999,20
2909152,61.59999847,90.08000183,1760000,Pod. Tunguska,YENISEY,RU,2020/1/31,2018/5/28,2909151,-999
2909153,58.45000076,92.15000153,1400000,Yeniseysk,YENISEY,RU,2020/1/31,2018/5/28,2909152,-999
2909156,55.45999908,92.30000305,289000,Krasnoyarskaya Ges,YENISEY,RU,2020/1/31,2018/5/28,2909155,-999
2909160,51.72000122,94.40000153,115000,Kyzyl,YENISEY,RU,2020/1/31,2018/5/28,2909159,-999
2909250,52.02999878,92.66000366,6110,Ust-Zolotaya,US,RU,2020/1/31,2018/5/28,2909159,569
2909300,54.33000183,92.5,1480,Otrok,SYDA,RU,2020/1/31,2018/5/28,2909156,43
2909350,51.36000061,95.95999908,867,Sizim,SISIM,RU,2020/1/31,2018/5/28,2909165,-999
2909700,58.27999878,108.4100037,8270,Podvoloshino,NIZHNYAYA TUNGUSKA,RU,2020/1/31,2018/5/28,2909702,330
2909705,65.62999725,90.01999664,447000,Bol'Shoy Porog,NIZHNYAYA TUNGUSKA,RU,2020/1/31,2018/5/28,2909150,-999
2909750,60.33000183,103.8300018,3300,Dzhida,DZHIDA,RU,2020/1/31,2018/5/28,2909402,-999
2909900,58.70000076,92.37000275,301,Chernoye Ii,CHERNAYA,RU,2020/1/31,2018/5/28,2909153,-999
2909950,61.02000046,93.41999817,32.29999924,Velmo 2,MIKHANSKYY,RU,2020/1/31,2018/5/28,2909400,-999
2910300,56.5,84.91999817,57000,Tomsk,TOM',RU,2020/1/31,2018/5/28,2910301,69.30000305
2910310,57.77999878,85.15000153,131000,Baturino,CHULYM,RU,2020/1/31,2018/5/28,2910602,-999
2910450,52.18000031,85.18000031,4720,Tochilnoe,PESCHANAYA,RU,2020/1/31,2018/5/28,2910608,46
2910460,52,85.84999847,780,Mayma,MAYMA,RU,2020/1/31,2018/5/28,2910440,-999
2910480,50.33000183,86.91000366,78.90000153,Akkem,AKKEM,RU,2020/1/31,2018/5/28,2910441,-999
2910500,53.63999939,88.09999847,3320,Mezhdourechensk,USA,RU,2020/1/31,2018/5/28,2910491,240
2910601,58.29999924,82.87999725,486000,Kolpashevo,OB',RU,2020/1/31,2018/5/28,2910600,-999
2910606,53.79999924,81.33000183,216000,Kamen'Na Obi,OB',RU,2020/1/31,2018/5/28,2910605,-999
2911095,60.97000122,69.06999969,1200000,Hanti-Mansisk,IRTYSH,RU,2020/1/31,2018/5/28,2912602,-999
2911097,58.20000076,68.23000336,1500000,Tobol'Sk,IRTYSH,RU,2020/1/31,2018/5/28,2911096,-999
2911098,57.70000076,71.16999817,564000,Ust-Ishim,IRTYSH,RU,2020/1/31,2018/5/28,2911100,-999
2911100,55.02000046,73.30000305,769000,Omsk,IRTYSH,RU,2020/1/31,2018/5/28,2911097,68.90000153
2911303,56.81999969,70.62999725,151000,Vikulovo,ISHIM,RU,2020/1/31,2018/5/28,2911304,-999
2911920,56.56999969,75.23000336,371,Rjazany,BERGAMAK,RU,2020/1/31,2018/5/28,2911460,-999
2911940,58.29999924,68.5,478,Chukmanka,AREMZYANKA,RU,2020/1/31,2018/5/28,2911096,-999
2912200,54.13000107,60.47999954,3600,Stepnoe,UY,RU,2020/1/31,2018/5/28,2312204,42
2912302,56.66999817,66.34999847,241000,Yalutorovsk,TOBOL,RU,2020/1/31,2018/5/28,2912301,-999
2912500,59.04999924,60.25999832,2940,Lobva,LOBVA,RU,2020/1/31,2018/5/28,2912505,82
2912600,66.56999969,66.52999878,2949998,Salekhard,OB',RU,2020/1/31,2018/5/28,-999,0
2912602,61.06999969,68.59999847,2690000,Belogor'Ye,OB',RU,2020/1/31,2018/5/28,2912601,-999
2912900,56.84999847,60.15000153,32,Novoalekseevskoye,RESHETKA,RU,2020/1/31,2018/5/28,2912432,-999
2912950,58.02999878,63.61999893,62.59999847,Kaltiukova,YALYNKA,RU,2020/1/31,2018/5/28,2912401,-999
2919100,51.68000031,55.09999847,82300,Orenburg,URAL,RU,2020/1/31,2018/5/28,2319200,-999
2919600,52.77999878,56.70999908,1870,Mrakovo,BOL'SHOY IK,RU,2020/1/31,2018/5/28,2919100,229
2962017,19.22999954,98.33999634,1750,Ban Paeng (Dam Site),"PAI, NAM MAE",TH,2020/1/31,2018/5/29,-999,424
2964011,19.20999908,98.87000275,1765,Ban Muang Kut,"PING, MAE NAM",TH,2020/1/31,2018/5/29,2964100,444
2964035,18.79999924,99.65000153,1284,Ban Hai,"WANG, MAE NAM",TH,2020/1/31,2018/5/29,2964100,8
2964042,19.10000038,100.8000031,2200,Tha Wang Pha,"NAN, MAE NAM",TH,2020/1/31,2018/5/29,2964080,225
2964043,19.29999924,100.3799973,155,Ban Hae,"YOM, MAE NAM",TH,2020/1/31,2018/5/29,2964042,350
2964051,19.21999931,100.9700012,148,Ban Nafang,"PUA, NAM",TH,2020/1/31,2018/5/29,2964042,270
2964078,15.89999962,99.48000336,833,Ban Pang Makha,"SAKAE KRANG, MAE NAM",TH,2020/1/31,2018/5/29,2964150,4
2964081,16.95000076,101.2200012,268,Nam Phung Bridge,"PUNG, NAM",TH,2020/1/31,2018/5/29,2964082,9
2964082,16.77000046,101.2300034,1070,Bua Chum,"PUNG, NAM",TH,2020/1/31,2018/5/29,2964128,-999
2964100,15.67000008,100.1200027,110569,Nakhon Sawan,"CHAO PHRAYA, MAENAM",TH,2020/1/31,2018/5/29,2964122,17
2964120,14.58469963,100.4533005,-999,Ban Bang Kaeo 1,"CHAO PHRAYA, MAENAM",TH,2020/1/31,2018/5/29,2964128,-999
2964121,15.27140045,100.2714005,118816,Wat Phikun Ngam,"CHAO PHRAYA, MAENAM",TH,2020/1/31,2018/5/29,2964130,-999
2964122,15.67080021,100.6707993,110569,Khai Chira Prawat,"CHAO PHRAYA, MAENAM",TH,2020/1/31,2018/5/29,2964121,-999
2964123,14.58469963,100.4533005,-999,Ban Bang Kaeo 2,"CHAO PHRAYA, MAENAM",TH,2020/1/31,2018/5/29,2964120,-999
2964124,14.88249969,100.4111023,-999,Wat Phrom,"CHAO PHRAYA, MAENAM",TH,2020/1/31,2018/5/29,2964125,-999
2964125,14.86970043,100.4111023,-999,Wat Sawang Arom,"CHAO PHRAYA, MAENAM",TH,2020/1/31,2018/5/29,2964123,-999
2964127,15.00829983,100.3305969,-999,Min Buri,"CHAO PHRAYA, MAENAM",TH,2020/1/31,2018/5/29,2964124,-999
2964128,14.42640018,100.4863968,-999,Wat Chula Mani (Ban Kum),"CHAO PHRAYA, MAENAM",TH,2020/1/31,2018/5/29,-999,-999
2964130,15.16580009,100.1921997,120693,Wat Pho Ngam (Ban Re Rai),"CHAO PHRAYA, MAENAM",TH,2020/1/31,2018/5/29,2964127,-999
2964140,15.1019001,100.7161026,1281,Ban Wang Krathum,"KRATHUM, KHLONG",TH,2020/1/31,2018/5/29,2964125,-999
2964145,15.25329971,100.8625031,68,Ban Maha Pho,"YAI, HUAI",TH,2020/1/31,2018/5/29,2964140,-999
2964147,14.59220028,100.4730988,-999,Ban It,"BANG KAEO, KHLONG",TH,2020/1/31,2018/5/29,2964120,-999
2964150,15.37969971,100.0353012,3865,Uthai Thani,"SAKAE KRANG, MAE NAM",TH,2020/1/31,2018/5/29,2964128,-999
2964160,15.35109997,99.53939819,219,Ban Samo Thong,"KHUN KAEO, HUAI",TH,2020/1/31,2018/5/29,2964121,-999
2966060,14.72999954,98.62999725,4040,Thong Pha Phum,"KHWAE NOI, MAE NAM",TH,2020/1/31,2018/5/29,-999,-999
2966400,13.97000027,100.6999969,5330,Kabin Buri,"PRACHIN BURI, MAE NAM",TH,2020/1/31,2018/5/29,-999,-999
2969003,19.9633007,99.16169739,56.20000076,Ban Pong Nam Ron,"CHAI, NAM MAE",TH,2020/1/31,2018/5/29,2969009,-999
2969004,19.94169998,99.11170197,121,Ban Muang Chum,"MAO, NAM MAE",TH,2020/1/31,2018/5/29,2969009,-999
2969005,19.9083004,99.29000092,88.09999847,Ban Pa Daeng,"WANG, MAE NAM",TH,2020/1/31,2018/5/29,2969009,-999
2969008,19.79999924,99.1733017,541,Ban Sop Kha,"FANG, NAM MAE",TH,2020/1/31,2018/5/29,2969009,-999
2969009,20.02000046,99.35829926,1800,Ban Tha Mai Liam,"FANG, NAM MAE",TH,2020/1/31,2018/5/29,2969014,445
2969010,20.27330017,100.0832977,189000,Chiang Saen,MEKONG RIVER,TH,2020/1/31,2018/5/29,2969012,357
2969011,20.05999947,99.36329651,2980,Ban Tha Ton,"KOK, MAE NAM",TH,2020/1/31,2018/5/29,2969014,445
2969012,20.24169922,100.1333008,201000,Sop-Kok,MEKONG RIVER,TH,2020/1/31,2018/5/29,2969020,355
2969013,19.91830063,99.84999847,6060,Chiang Rai,"KOK, MAE NAM",TH,2020/1/31,2018/5/29,2969012,387.8500061
2969014,19.94169998,99.73999786,5870,Dam Site,"KOK, MAE NAM",TH,2020/1/31,2018/5/29,2969013,398
2969015,20.07999992,99.36000061,-999,Ban Pong Na Kham,"KOK, MAE NAM",TH,2020/1/31,2018/5/29,2969011,-999
2969016,19.43330002,99.45829773,258,Dam Site,"PUN LUANG, NAM MAE",TH,2020/1/31,2018/5/29,2969029,455.6000061
2969017,19.18670082,99.37830353,164,Ban Nong Sra,"CHEDI, NAM MAE",TH,2020/1/31,2018/5/29,2969016,-999
2969018,20.11170006,99.78500366,203,Ban Huai Yano Mai,"CHAN, NAM MAE",TH,2020/1/31,2018/5/29,2969014,436.7179871
2969019,20.23329926,99.80670166,518,Ban Pa Yang,"KHAM, NAM MAE",TH,2020/1/31,2018/5/29,2969012,407.1830139
2969020,17.9782505,102.4355316,-999,Ban Khok Suak,MEKONG RIVER,TH,2020/1/31,2018/5/29,2969430,-999
2969025,19.70000076,99.51999664,426,Dam Site,"SUAI, NAM MAE",TH,2020/1/31,2018/5/29,2969029,475
2969028,19.35000038,99.86830139,165,Ban Mae Chai,"PUM, NAM MAE",TH,2020/1/31,2018/5/29,2969030,407
2969029,19.85330009,99.84329987,3080,Ban Tha Sai,"LAO, NAM MAE",TH,2020/1/31,2018/5/29,2969012,394.7999878
2969030,19.68670082,100.1917038,5700,Thoeng,"ING, MAE NAM",TH,2020/1/31,2018/5/29,2969430,359.1000061
2969069,17.70330048,101.4150009,4090,Ban Pak Huai,"HEUNG, NAM",TH,2020/1/31,2018/5/29,2969430,240.8099976
2969071,17.05170059,101.5199966,235,Ban Wang Sai,"LOEI, MAE NAM",TH,2020/1/31,2018/5/29,2969460,489.8599854
2969076,16.86669922,102.1849976,1260,Ban Kae (Si Chomphu),"PHONG, LAM NAM",TH,2020/1/31,2018/5/29,2969166,191.5099945
2969077,17.4817009,102.8000031,1210,Ban Tha Tum,"LUANG, HUAI",TH,2020/1/31,2018/5/29,2969095,167
2969078,17.81999969,102.4300003,2370,Ban Kruat,"MONG, NAM",TH,2020/1/31,2018/5/29,2969090,161
2969079,17.18169975,102.4349976,1260,Ban Wang Mun,"PHANIANG, HUAI",TH,2020/1/31,2018/5/29,2969083,94
2969080,16.49329948,102.1283035,1500,Ban Tha Dua,"CHOEN, LAM",TH,2020/1/31,2018/5/29,2969083,-999
2969081,16.13330078,101.6667023,1370,Ban Non Kiang,"RAI, HUAI",TH,2020/1/31,2018/5/29,2969160,218.5
2969082,16.10000038,102.5766983,10200,Ban Chot,"CHI, MAE NAM",TH,2020/1/31,2018/5/29,2969083,151.75
2969083,16.35000038,102.9633026,28500,Ban Kok,"CHI, MAE NAM",TH,2020/1/31,2018/5/29,2969153,138
2969086,16.3383007,103.5800018,5680,Kamalasai,"PAO, LAM",TH,2020/1/31,2018/5/29,2969152,-999
2969087,15.3032999,103.2900009,26800,Satuk,"MUN, NAM",TH,2020/1/31,2018/5/29,2969231,-999
2969090,17.87669945,102.7200012,302000,Nong Khai,MEKONG RIVER,TH,2020/1/31,2018/5/29,2969095,153.6499939
2969095,17.39830017,104.803299,373000,Nakhon Phanom,MEKONG RIVER,TH,2020/1/31,2018/5/29,2469102,130.9600067
2969096,16.95499992,104.5083008,2360,Na-Kae,"KAM, LAM NAM",TH,2020/1/31,2018/5/29,2969100,137.6300049
2969100,16.54000092,104.736702,391000,Mukdahan,MEKONG RIVER,TH,2020/1/31,2018/5/29,2969101,124.1299973
2969101,15.31830025,105.5,419000,Khong Chiam (Ban Dan),MEKONG RIVER,TH,2020/1/31,2018/5/29,2469260,89.02999878
2969115,16.05830002,104.0382996,3240,Ban Na Thom,"YANG, NAM",TH,2020/1/31,2018/5/29,2969150,90.19999695
2969116,15.00500011,104.638298,2900,Ban Huai Khayung,"KHAYUNG, HUAI",TH,2020/1/31,2018/5/29,2969200,-999
2969120,15.64999962,103.5599976,1310,Kaset Wisai,"SIAO, HUAI",TH,2020/1/31,2018/5/29,2969124,3
2969123,15.04669952,104.0233002,2030,Ban Huai Thap Than,"THAP THAN, HUAI",TH,2020/1/31,2018/5/29,2969124,-999
2969124,15.33500004,104.1616974,44600,Rasi Salai,"MUN, NAM",TH,2020/1/31,2018/5/29,2969200,109.5699997
2969150,15.78170013,104.1417007,43100,Yasothon,"CHI, MAE NAM",TH,2020/1/31,2018/5/29,2969200,117.1399994
2969151,15.14155579,103.4292603,-999,Ban Khai (E23),"CHI, MAE NAM",TH,2020/1/31,2018/5/29,2969150,-999
2969152,16.19330025,103.7517014,39700,Ban Bung Kha,"CHI, MAE NAM",TH,2020/1/31,2018/5/29,2969151,-999
2969153,16.25329971,103.071701,28800,Kosum Phisai,"CHI, MAE NAM",TH,2020/1/31,2018/5/29,2969152,-999
2969160,16.11000061,101.6650009,1440,Ban Nong Tum,"RAI, HUAI",TH,2020/1/31,2018/5/29,2969082,-999
2969161,15.95829964,102.0299988,326,Ban Tao Ton,"LAM PA THAO, HUAI",TH,2020/1/31,2018/5/29,2969082,192.6000061
2969165,16.84670067,101.9483032,945,Ban Pha Nok Khao,"PHONG, LAM NAM",TH,2020/1/31,2018/5/29,2969076,-999
2969166,16.85499954,102.2170029,-999,Pong Need,"PHONG, LAM NAM",TH,2020/1/31,2018/5/29,2969083,-999
2969167,16.9116993,102.2399979,815,Ban Khok Lam,"PHUAI, NAM",TH,2020/1/31,2018/5/29,2969083,-999
2969168,16.91670036,102.603302,68,Ban Hua Khua,"SOM, HUAI",TH,2020/1/31,2018/5/29,2969083,-999
2969170,16.67830086,102.353302,303,Phu Wiang (Phu Miang),"BONG, HUAI",TH,2020/1/31,2018/5/29,2969083,-999
2969171,16.38500023,102.1316986,2000,Ban Phrom Thai,"PHROM, HUAI",TH,2020/1/31,2018/5/29,2969083,-999
2969200,15.22169971,104.861702,104000,Ubon,"MUN, NAM",TH,2020/1/31,2018/5/29,2969220,105.0999985
2969210,14.68999958,105.1600037,1410,Ban Fang Phe,"DOM YAI, LAM",TH,2020/1/31,2018/5/29,2969211,-999
2969211,14.89830017,105.0800018,3340,Dej Udom,"DOM YAI, LAM",TH,2020/1/31,2018/5/29,2969220,-999
2969220,15.23999977,105.2482986,116000,Kaeng Saphu Tai (Downstream),"MUN, NAM",TH,2020/1/31,2018/5/29,2969221,105.4100037
2969221,15.28670025,105.4700012,117000,Ban Hua Heo,"MUN, NAM",TH,2020/1/31,2018/5/29,2969101,-999
2969230,15.32330036,103.678299,34800,Tha Tum,"MUN, NAM",TH,2020/1/31,2018/5/29,2969124,-999
2969231,15.33329964,103.3833008,28400,Chumphon Buri,"MUN, NAM",TH,2020/1/31,2018/5/29,2969230,-999
