ID,lat_mod,lon_mod,area_mod,lat_ori,lon_ori,area_ori,Memo,Station Name,River Name,Country,File Date,Last Update,Downstream GRDC Station,Altitude
2964042,19.1,100.8,2200,19.1,100.8,2200, ,Tha Wang Pha,"NAN, MAE NAM",TH,2020/1/31,2018/5/29,2964080,225
2964043,19.3,100.38,155,19.3,100.38,155, ,Ban Hae,"YOM, MAE NAM",TH,2020/1/31,2018/5/29,2964042,350
2964051,19.22,100.97,148,19.22,100.97,148, ,Ban Nafang,"PUA, NAM",TH,2020/1/31,2018/5/29,2964042,270
2964078,15.9,99.48,833,15.9,99.48,833, ,Ban Pang Makha,"SAKAE KRANG, MAE NAM",TH,2020/1/31,2018/5/29,2964150,4
2964081,16.95,101.22,268,16.95,101.22,268, ,Nam Phung Bridge,"PUNG, NAM",TH,2020/1/31,2018/5/29,2964082,9
2964082,16.77,101.23,1070,16.77,101.23,1070, ,Bua Chum,"PUNG, NAM",TH,2020/1/31,2018/5/29,2964128,-999
2964100,15.67,100.12,110569,15.67,100.12,110569, ,Nakhon Sawan,"CHAO PHRAYA, MAENAM",TH,2020/1/31,2018/5/29,2964122,17
2964120,14.585,100.453,-999,14.585,100.453,-999, ,Ban Bang Kaeo 1,"CHAO PHRAYA, MAENAM",TH,2020/1/31,2018/5/29,2964128,-999
2964121,15.271,100.271,118816,15.271,100.271,118816, ,Wat Phikun Ngam,"CHAO PHRAYA, MAENAM",TH,2020/1/31,2018/5/29,2964130,-999
2964122,15.671,100.671,110569,15.671,100.671,110569,??,Khai Chira Prawat,"CHAO PHRAYA, MAENAM",TH,2020/1/31,2018/5/29,2964121,-999
2964123,14.585,100.453,-999,14.585,100.453,-999, ,Ban Bang Kaeo 2,"CHAO PHRAYA, MAENAM",TH,2020/1/31,2018/5/29,2964120,-999
2964124,14.882,100.411,-999,14.882,100.411,-999, ,Wat Phrom,"CHAO PHRAYA, MAENAM",TH,2020/1/31,2018/5/29,2964125,-999
2964125,14.87,100.411,-999,14.87,100.411,-999, ,Wat Sawang Arom,"CHAO PHRAYA, MAENAM",TH,2020/1/31,2018/5/29,2964123,-999
2964127,15.008,100.331,-999,15.008,100.331,-999, ,Min Buri,"CHAO PHRAYA, MAENAM",TH,2020/1/31,2018/5/29,2964124,-999
2964128,14.426,100.486,-999,14.426,100.486,-999, ,Wat Chula Mani (Ban Kum),"CHAO PHRAYA, MAENAM",TH,2020/1/31,2018/5/29,-999,-999
2964130,15.166,100.192,120693,15.166,100.192,120693, ,Wat Pho Ngam (Ban Re Rai),"CHAO PHRAYA, MAENAM",TH,2020/1/31,2018/5/29,2964127,-999
2964140,15.102,100.716,1281,15.102,100.716,1281, ,Ban Wang Krathum,"KRATHUM, KHLONG",TH,2020/1/31,2018/5/29,2964125,-999
2964145,15.253,100.863,68,15.253,100.863,68, ,Ban Maha Pho,"YAI, HUAI",TH,2020/1/31,2018/5/29,2964140,-999
2964147,14.592,100.473,-999,14.592,100.473,-999, ,Ban It,"BANG KAEO, KHLONG",TH,2020/1/31,2018/5/29,2964120,-999
2964150,15.38,100.035,3865,15.38,100.035,3865, ,Uthai Thani,"SAKAE KRANG, MAE NAM",TH,2020/1/31,2018/5/29,2964128,-999
2964160,15.351,99.539,219,15.351,99.539,219, ,Ban Samo Thong,"KHUN KAEO, HUAI",TH,2020/1/31,2018/5/29,2964121,-999
2966060,14.73,98.63,4040,14.73,98.63,4040, ,Thong Pha Phum,"KHWAE NOI, MAE NAM",TH,2020/1/31,2018/5/29,-999,-999
2966400,13.97,100.7,5330,13.97,100.7,5330,??,Kabin Buri,"PRACHIN BURI, MAE NAM",TH,2020/1/31,2018/5/29,-999,-999
2969003,19.963,99.162,56.2,19.963,99.162,56.2, ,Ban Pong Nam Ron,"CHAI, NAM MAE",TH,2020/1/31,2018/5/29,2969009,-999
2969004,19.942,99.112,121,19.942,99.112,121, ,Ban Muang Chum,"MAO, NAM MAE",TH,2020/1/31,2018/5/29,2969009,-999
2969005,19.908,99.29,88.1,19.908,99.29,88.1, ,Ban Pa Daeng,"WANG, MAE NAM",TH,2020/1/31,2018/5/29,2969009,-999
2969008,19.8,99.173,541,19.8,99.173,541, ,Ban Sop Kha,"FANG, NAM MAE",TH,2020/1/31,2018/5/29,2969009,-999
2969009,20.02,99.358,1800,20.02,99.358,1800, ,Ban Tha Mai Liam,"FANG, NAM MAE",TH,2020/1/31,2018/5/29,2969014,445
2969010,20.273,100.083,189000,20.273,100.083,189000, ,Chiang Saen,MEKONG RIVER,TH,2020/1/31,2018/5/29,2969012,357
2969011,20.06,99.363,2980,20.06,99.363,2980, ,Ban Tha Ton,"KOK, MAE NAM",TH,2020/1/31,2018/5/29,2969014,445
2969012,20.242,100.133,201000,20.242,100.133,201000, ,Sop-Kok,MEKONG RIVER,TH,2020/1/31,2018/5/29,2969020,355
2969013,19.918,99.85,6060,19.918,99.85,6060, ,Chiang Rai,"KOK, MAE NAM",TH,2020/1/31,2018/5/29,2969012,387.8500061
2969014,19.942,99.74,5870,19.942,99.74,5870, ,Dam Site,"KOK, MAE NAM",TH,2020/1/31,2018/5/29,2969013,398
2969015,20.08,99.36,-999,20.08,99.36,-999, ,Ban Pong Na Kham,"KOK, MAE NAM",TH,2020/1/31,2018/5/29,2969011,-999
2969016,19.433,99.458,258,19.433,99.458,258, ,Dam Site,"PUN LUANG, NAM MAE",TH,2020/1/31,2018/5/29,2969029,455.6000061
2969017,19.187,99.378,164,19.187,99.378,164, ,Ban Nong Sra,"CHEDI, NAM MAE",TH,2020/1/31,2018/5/29,2969016,-999
2969018,20.112,99.785,203,20.112,99.785,203, ,Ban Huai Yano Mai,"CHAN, NAM MAE",TH,2020/1/31,2018/5/29,2969014,436.7179871
2969019,20.233,99.807,518,20.233,99.807,518, ,Ban Pa Yang,"KHAM, NAM MAE",TH,2020/1/31,2018/5/29,2969012,407.1830139
2969020,17.978,102.436,-999,17.978,102.436,-999, ,Ban Khok Suak,MEKONG RIVER,TH,2020/1/31,2018/5/29,2969430,-999
2969025,19.7,99.52,426,19.7,99.52,426, ,Dam Site,"SUAI, NAM MAE",TH,2020/1/31,2018/5/29,2969029,475
2969028,19.35,99.868,165,19.35,99.868,165, ,Ban Mae Chai,"PUM, NAM MAE",TH,2020/1/31,2018/5/29,2969030,407
2969029,19.853,99.843,3080,19.853,99.843,3080, ,Ban Tha Sai,"LAO, NAM MAE",TH,2020/1/31,2018/5/29,2969012,394.7999878
2969030,19.687,100.192,5700,19.687,100.192,5700, ,Thoeng,"ING, MAE NAM",TH,2020/1/31,2018/5/29,2969430,359.1000061
2969069,17.703,101.415,4090,17.703,101.415,4090, ,Ban Pak Huai,"HEUNG, NAM",TH,2020/1/31,2018/5/29,2969430,240.8099976
2969071,17.052,101.52,235,17.052,101.52,235, ,Ban Wang Sai,"LOEI, MAE NAM",TH,2020/1/31,2018/5/29,2969460,489.8599854
2969076,16.867,102.185,1260,16.867,102.185,1260, ,Ban Kae (Si Chomphu),"PHONG, LAM NAM",TH,2020/1/31,2018/5/29,2969166,191.5099945
2969077,17.482,102.8,1210,17.482,102.8,1210, ,Ban Tha Tum,"LUANG, HUAI",TH,2020/1/31,2018/5/29,2969095,167
2969078,17.82,102.43,2370,17.82,102.43,2370, ,Ban Kruat,"MONG, NAM",TH,2020/1/31,2018/5/29,2969090,161
2969079,17.182,102.435,1260,17.182,102.435,1260, ,Ban Wang Mun,"PHANIANG, HUAI",TH,2020/1/31,2018/5/29,2969083,94
2969080,16.493,102.128,1500,16.493,102.128,1500, ,Ban Tha Dua,"CHOEN, LAM",TH,2020/1/31,2018/5/29,2969083,-999
2969081,16.133,101.667,1370,16.133,101.667,1370, ,Ban Non Kiang,"RAI, HUAI",TH,2020/1/31,2018/5/29,2969160,218.5
2969082,16.1,102.577,10200,16.1,102.577,10200, ,Ban Chot,"CHI, MAE NAM",TH,2020/1/31,2018/5/29,2969083,151.75
2969083,16.35,102.963,28500,16.35,102.963,28500, ,Ban Kok,"CHI, MAE NAM",TH,2020/1/31,2018/5/29,2969153,138
2969086,16.338,103.58,5680,16.338,103.58,5680, ,Kamalasai,"PAO, LAM",TH,2020/1/31,2018/5/29,2969152,-999
2969087,15.303,103.29,26800,15.303,103.29,26800, ,Satuk,"MUN, NAM",TH,2020/1/31,2018/5/29,2969231,-999
2969090,17.877,102.72,302000,17.877,102.72,302000, ,Nong Khai,MEKONG RIVER,TH,2020/1/31,2018/5/29,2969095,153.6499939
2969095,17.398,104.803,373000,17.398,104.803,373000, ,Nakhon Phanom,MEKONG RIVER,TH,2020/1/31,2018/5/29,2469102,130.9600067
2969096,16.955,104.508,2360,16.955,104.508,2360, ,Na-Kae,"KAM, LAM NAM",TH,2020/1/31,2018/5/29,2969100,137.6300049
2969100,16.54,104.737,391000,16.54,104.737,391000, ,Mukdahan,MEKONG RIVER,TH,2020/1/31,2018/5/29,2969101,124.1299973
2969101,15.318,105.5,419000,15.318,105.5,419000, ,Khong Chiam (Ban Dan),MEKONG RIVER,TH,2020/1/31,2018/5/29,2469260,89.02999878
2969115,16.058,104.038,3240,16.058,104.038,3240, ,Ban Na Thom,"YANG, NAM",TH,2020/1/31,2018/5/29,2969150,90.19999695
2969116,15.005,104.638,2900,15.005,104.638,2900, ,Ban Huai Khayung,"KHAYUNG, HUAI",TH,2020/1/31,2018/5/29,2969200,-999
2969120,15.65,103.56,1310,15.65,103.56,1310, ,Kaset Wisai,"SIAO, HUAI",TH,2020/1/31,2018/5/29,2969124,3
2969123,15.047,104.023,2030,15.047,104.023,2030, ,Ban Huai Thap Than,"THAP THAN, HUAI",TH,2020/1/31,2018/5/29,2969124,-999
2969124,15.335,104.162,44600,15.335,104.162,44600, ,Rasi Salai,"MUN, NAM",TH,2020/1/31,2018/5/29,2969200,109.5699997
2969150,15.782,104.142,43100,15.782,104.142,43100, ,Yasothon,"CHI, MAE NAM",TH,2020/1/31,2018/5/29,2969200,117.1399994
2969151,15.142,103.429,-999,15.142,103.429,-999, ,Ban Khai (E23),"CHI, MAE NAM",TH,2020/1/31,2018/5/29,2969150,-999
2969152,16.193,103.752,39700,16.193,103.752,39700, ,Ban Bung Kha,"CHI, MAE NAM",TH,2020/1/31,2018/5/29,2969151,-999
2969153,16.253,103.072,28800,16.253,103.072,28800, ,Kosum Phisai,"CHI, MAE NAM",TH,2020/1/31,2018/5/29,2969152,-999
2969160,16.11,101.665,1440,16.11,101.665,1440, ,Ban Nong Tum,"RAI, HUAI",TH,2020/1/31,2018/5/29,2969082,-999
2969161,15.958,102.03,326,15.958,102.03,326, ,Ban Tao Ton,"LAM PA THAO, HUAI",TH,2020/1/31,2018/5/29,2969082,192.6000061
2969165,16.847,101.948,945,16.847,101.948,945, ,Ban Pha Nok Khao,"PHONG, LAM NAM",TH,2020/1/31,2018/5/29,2969076,-999
2969166,16.855,102.217,-999,16.855,102.217,-999, ,Pong Need,"PHONG, LAM NAM",TH,2020/1/31,2018/5/29,2969083,-999
2969167,16.912,102.24,815,16.912,102.24,815, ,Ban Khok Lam,"PHUAI, NAM",TH,2020/1/31,2018/5/29,2969083,-999
2969168,16.917,102.603,68,16.917,102.603,68, ,Ban Hua Khua,"SOM, HUAI",TH,2020/1/31,2018/5/29,2969083,-999
2969170,16.678,102.353,303,16.678,102.353,303, ,Phu Wiang (Phu Miang),"BONG, HUAI",TH,2020/1/31,2018/5/29,2969083,-999
2969171,16.385,102.132,2000,16.385,102.132,2000, ,Ban Phrom Thai,"PHROM, HUAI",TH,2020/1/31,2018/5/29,2969083,-999
2969200,15.222,104.862,104000,15.222,104.862,104000, ,Ubon,"MUN, NAM",TH,2020/1/31,2018/5/29,2969220,105.0999985
2969210,14.69,105.16,1410,14.69,105.16,1410, ,Ban Fang Phe,"DOM YAI, LAM",TH,2020/1/31,2018/5/29,2969211,-999
2969211,14.898,105.08,3340,14.898,105.08,3340, ,Dej Udom,"DOM YAI, LAM",TH,2020/1/31,2018/5/29,2969220,-999
2969220,15.24,105.248,116000,15.24,105.248,116000, ,Kaeng Saphu Tai (Downstream),"MUN, NAM",TH,2020/1/31,2018/5/29,2969221,105.4100037
2969221,15.287,105.47,117000,15.287,105.47,117000, ,Ban Hua Heo,"MUN, NAM",TH,2020/1/31,2018/5/29,2969101,-999
2969230,15.323,103.678,34800,15.323,103.678,34800, ,Tha Tum,"MUN, NAM",TH,2020/1/31,2018/5/29,2969124,-999
2969231,15.333,103.383,28400,15.333,103.383,28400, ,Chumphon Buri,"MUN, NAM",TH,2020/1/31,2018/5/29,2969230,-999
2969232,15.433,103.015,23200,15.433,103.015,23200, ,Ban Bung Bao,"MUN, NAM",TH,2020/1/31,2018/5/29,2969087,-999
2969233,14.738,102.168,4330,14.738,102.168,4330, ,Chok Chai,"MUN, NAM",TH,2020/1/31,2018/5/29,2969234,-999
2969234,15.018,102.287,7850,15.018,102.287,7850, ,Ban Som,"MUN, NAM",TH,2020/1/31,2018/5/29,2969232,-999
2969235,14.377,102.262,498,14.377,102.262,498, ,Ban Mak Krat,"CHAE, LAM",TH,2020/1/31,2018/5/29,2969233,-999
2969237,15.548,103.072,1094,15.548,103.072,1094, ,Ban Hua Saphan (M92),"PHANG CHU, LAM",TH,2020/1/31,2018/5/29,2969087,-999
2969240,15.14,103.433,4630,15.14,103.433,4630, ,Ban Lum Din,"CHI, MAE NAM",TH,2020/1/31,2018/5/29,2969230,-999
2969245,15.57,103.823,3230,15.57,103.823,3230, ,Ban Ku Phra Ko Na,"SIAO YAI, LAM",TH,2020/1/31,2018/5/29,2969124,-999
2969248,15.647,103.75,672,15.647,103.75,672, ,Ban Yang Loeng,"SIAO NOI, LAM",TH,2020/1/31,2018/5/29,2969245,-999
2969250,15.128,104.337,2890,15.128,104.337,2890, ,Si Sa Ket,"SAMRAN, HUAI",TH,2020/1/31,2018/5/29,2969200,-999
2969255,15.838,104.46,1654,15.838,104.46,1654, ,Ban Nong Rua (M32),"SE BAI, LAM",TH,2020/1/31,2018/5/29,2969200,-999
2969256,15.503,104.967,2132,15.503,104.967,2132, ,Ban Tha Bo Baeng,"SE BOK, LAM",TH,2020/1/31,2018/5/29,2969220,-999
2969257,17.834,102.693,-999,17.834,102.693,-999, ,Ban Tha Si Chom Chun,"KHONG, HUAI",TH,2020/1/31,2018/5/29,2969200,-999
2969400,16.395,104.575,702,16.395,104.575,702, ,Near Ban Kham Soi,"BANG I, HUAI",TH,2020/1/31,2018/5/29,2969101,-999
2969410,17.169,104.056,-999,17.169,104.056,-999, ,Ban Nong Yang,"HI, HUAI",TH,2020/1/31,2018/5/29,2969101,-999
2969415,17.08,104.257,1070,17.08,104.257,1070, ,Ban Tham Hai Bridge,"PHUNG, LAM NAM",TH,2020/1/31,2018/5/29,2969096,159.1999969
2969417,16.64,104.703,1340,16.64,104.703,1340, ,Ban Nong Aek Bridge,"BANG SAI, HUAI",TH,2020/1/31,2018/5/29,2969100,-999
2969420,17.862,103.78,4650,17.862,103.78,4650, ,Ban Tha Kok Daeng,"SONGKHRAM, MAE NAM",TH,2020/1/31,2018/5/29,2969095,134.8899994
2969425,17.265,102.597,436,17.265,102.597,436, ,Nong Wua So (Kh 53),"LUANG, HUAI",TH,2020/1/31,2018/5/29,2969077,-999
2969430,17.897,101.668,292000,17.897,101.668,292000, ,Chiang Khan,MEKONG RIVER,TH,2020/1/31,2018/5/29,2469072,194.1199951
2969435,17.432,101.27,703,17.432,101.27,703, ,Dam Site,"SAN, NAM",TH,2020/1/31,2018/5/29,2969069,578.7999878
2969437,17.285,101.152,401,17.285,101.152,401, ,Dan Sai,"MAN, NAM",TH,2020/1/31,2018/5/29,2969069,343.1900024
2969439,18.989,101.16,-999,18.989,101.16,-999, ,Ban Hat Kay,"MANG, NAM",TH,2020/1/31,2018/5/29,2969069,-999
2969440,19.143,100.068,3450,19.143,100.068,3450, ,Khao Ing Rod,"ING, MAE NAM",TH,2020/1/31,2018/5/29,2969030,-999
2969441,19.255,99.847,-999,19.255,99.847,-999, ,Ban Rai-2,"ING, MAE NAM",TH,2020/1/31,2018/5/29,2969440,-999
2969442,19.255,99.847,493,19.255,99.847,493, ,Ban Rai-1,"ING, MAE NAM",TH,2020/1/31,2018/5/29,2969441,-999
2969450,17.829,102.414,-999,17.829,102.414,-999, ,Ban Pho Tak,"THON, HUAI",TH,2020/1/31,2018/5/29,2969078,-999
2969451,14.982,102.199,-999,14.982,102.199,-999, ,Ban Som-Ad,"SUAI, NAM",TH,2020/1/31,2018/5/29,2969232,-999
2969452,16.966,102.282,-999,16.966,102.282,-999, ,Si Bun Ruang,"MO, NAM",TH,2020/1/31,2018/5/29,2969167,-999
2969453,15.71,104.014,-999,15.71,104.014,-999, ,Ban Pho Yai,"MUN, MAE NAM",TH,2020/1/31,2018/5/29,2969200,-999
2969460,17.298,101.78,1240,17.298,101.78,1240, ,Wang Saphung,"LOEI, MAE NAM",TH,2020/1/31,2018/5/29,2969430,234
2969500,16.719,104.63,1220,16.719,104.63,1220, ,Ban Na Kham Noi,"BANG SAI, HUAI",TH,2020/1/31,2018/5/29,2969100,141
2969501,16.627,104.737,-999,16.627,104.737,-999, ,Near Kham Lai,"BANG SAI, HUAI",TH,2020/1/31,2018/5/29,2969100,-999
2969510,17.721,102.779,-999,17.721,102.779,-999, ,Ban Na Ang (Kh 18),"MONG, NAM",TH,2020/1/31,2018/5/29,2969078,-999
2969520,15.682,105.083,-999,15.682,105.083,-999, ,Ban Khon Sai,"YAM, LAM NAM",TH,2020/1/31,2018/5/29,2969221,-999
2969550,15.183,105.366,-999,15.183,105.366,-999, ,Sae Falls,"DOM NOI, LAM",TH,2020/1/31,2018/5/29,2969221,-999
2997500,55.23,80.32,3910,55.23,80.32,3910, ,Gavrilovsky,KARGAT,RU,2020/1/31,2018/5/28,2997501,123
2998110,70.75,136.08,224000,70.75,136.08,224000, ,Ubileynaya,YANA,RU,2020/1/31,2018/5/28,-999,-999
2998150,69.51,132.07,10800,69.51,132.07,10800, ,Namy,OMOLOY,RU,2020/1/31,2018/5/28,-999,-999
2998343,62.95,147.2,166,62.95,147.2,166, ,Kamenistyui,DOLGIY,RU,2020/1/31,2018/5/28,2998340,-999
2998400,69.58,147.35,305000,69.58,147.35,305000, ,Vorontsovo,INDIGIRKA,RU,2020/1/31,2018/5/28,-999,4
2998401,64.05,141.88,51100,64.05,141.88,51100, ,Yurty,INDIGIRKA,RU,2020/1/31,2018/5/28,2998402,-999
2998420,64.53,143.15,28.4,64.53,143.15,28.4, ,Mouth,KHAPTAGAY,RU,2020/1/31,2018/5/28,2998402,-999
2998450,69.17,154.5,29000,69.17,154.5,29000, ,Andrushkino,ALAZEYA,RU,2020/1/31,2018/5/28,-999,-999
2998451,68.5,153.42,17700,68.5,153.42,17700, ,Argakhtakh,ALAZEYA,RU,2020/1/31,2018/5/28,2998450,-999
2998500,67.37,153.67,361000,67.37,153.67,361000, ,Srednekolymsk,KOLYMA,RU,2020/1/31,2018/5/28,2998510,8
2998510,68.73,158.72,526000,68.73,158.72,526000, ,Kolymskaya,KOLYMA,RU,2020/1/31,2018/5/28,-999,-999
2998702,68.1,164.17,30000,68.1,164.17,30000, ,Ostrovnoye,ANYUY,RU,2020/1/31,2018/5/28,2998720,-999
2998720,68.15,161.17,49600,68.15,161.17,49600, ,Konstantinovo,BOL'SHOY ANYUY,RU,2020/1/31,2018/5/28,-999,-999
2998800,68.53,174.15,6810,68.53,174.15,6810, ,Palyavaam,PALYAVAAM,RU,2020/1/31,2018/5/28,-999,-999
2999150,71.98,114.057,78800,71.98,114.057,78800, ,Saskylakh,ANABAR,RU,2020/1/31,2018/5/28,-999,3
2999200,65.62,72.67,48000,65.62,72.67,48000, ,Nadym,NADYM,RU,2020/1/31,2018/5/28,-999,-999
2999250,66.6,82.28,100000,66.6,82.28,100000, ,Sidorovsk,TAZ,RU,2020/1/31,2018/5/28,-999,-999
2999500,67,78.22,95100,67,78.22,95100, ,Samburg,PUR,RU,2020/1/31,2018/5/28,-999,0.200000003
2999850,71.98,102.45,275000,71.98,102.45,275000, ,Khatanga,KOTUY,RU,2020/1/31,2018/5/28,-999,-999
2999910,72.12,123.22,198000,72.12,123.22,198000, ,7.5Km D/S Of Mouth Of River Pur,OLENEK,RU,2020/1/31,2018/5/28,-999,0
2999920,68.62,118.33,127000,68.62,118.33,127000,OK,Sukhana,OLENEK,RU,2020/1/31,2018/5/28,2999900,44.5
3102400,5.63,-76.75,1436,5.63,-76.75,1436, ,San Isidro,"QUITO, RIO",CO,2020/1/31,2018/6/1,3102500,30
3102420,2.38,-75.92,1236,2.38,-75.92,1236, ,Vega El Salado,"LA PLATA, RIO DE",CO,2020/1/31,2018/6/1,-999,1320
3102550,7.23,-76.43,3475,7.23,-76.43,3475, ,Mutata,"SUCIO, RIO",CO,2020/1/31,2018/6/1,-999,90
3102600,5.85,-76.25,333,5.85,-76.25,333, ,Pte.Las Sanchez,"ATRATO, RIO",CO,2020/1/31,2018/6/1,3102500,900
3102650,8,-76.25,4910,8,-76.25,4910, ,Angostura De Urra,"SINU, RIO",CO,2020/1/31,2018/6/1,-999,77
3102800,11.27,-73.67,528,11.27,-73.67,528, ,Pte.Carretera,"DON DIEGO, RIO",CO,2020/1/31,2018/6/1,-999,40
3102850,10.92,-72.95,349,10.92,-72.95,349, ,El Cercado,"RANCHERIA, RIO",CO,2020/1/31,2018/6/1,-999,400
3103045,3.05,-76.58,159,3.05,-76.58,159, ,Buenos Aires,"LA TETA, RIO",CO,2020/1/31,2018/6/1,3103100,1120
3103055,2.52,-76.38,39,2.52,-76.38,39, ,Totoro,"COFRE, RIO",CO,2020/1/31,2018/6/1,3103060,2700
3103060,2.47,-76.62,948,2.47,-76.62,948, ,Julumito,"CAUCA, RIO",CO,2020/1/31,2018/6/1,3103050,1500
3103070,4.24,-76.48,97,4.24,-76.48,97, ,Pte.Carretera,"PIEDRAS, RIO",CO,2020/1/31,2018/6/1,3103100,2000
3103075,3.23,-76.42,1572,3.23,-76.42,1572, ,Pto.Tejada,"PALO, RIO",CO,2020/1/31,2018/6/1,3103100,967
3103090,4.42,-75.88,1309,4.42,-75.88,1309, ,El Alambrado,"LA VIEJA, RIO",CO,2020/1/31,2018/6/1,3103100,1080
3103110,4.87,-75.62,172,4.87,-75.62,172, ,La Reina,"SAN EUGENIO, RIO",CO,2020/1/31,2018/6/1,3103100,1630
3103140,5.68,-75.88,690,5.68,-75.88,690, ,Campamento,"SAN JUAN, RIO",CO,2020/1/31,2018/6/1,3103150,1050
3103190,7.58,-75.42,684,7.58,-75.42,684, ,Las Camelias,"TARAZA, RIO",CO,2020/1/31,2018/6/1,3103300,110
3103350,10.5,-74.13,992,10.5,-74.13,992, ,Fundacion,"FUNDACION, RIO",CO,2020/1/31,2018/6/1,-999,55
3103400,1.87,-76.23,180,1.87,-76.23,180, ,San Agustin,"NARANJOS, RIO",CO,2020/1/31,2018/6/1,3103450,1272
3103430,2.03,-75.77,969,2.03,-75.77,969, ,Pte.Garces,"SUAZA, RIO",CO,2020/1/31,2018/6/1,3103450,893
3103440,3.43,-75.62,1058,3.43,-75.62,1058, ,El Condor,"ATA, RIO",CO,2020/1/31,2018/6/1,3103500,770
3103460,3.37,-75.12,2446,3.37,-75.12,2446, ,San Alfonso,"CABRERA, RIO",CO,2020/1/31,2018/6/1,3103500,420
3103465,4.43,-75.37,994,4.43,-75.37,994, ,Pte.Carretera,"COELLO, RIO",CO,2020/1/31,2018/6/1,3103500,1220
3103470,4,-74.5,957,4,-74.5,957, ,El Profundo,"SUMAPAZ, RIO",CO,2020/1/31,2018/6/1,3103500,1860
3103480,5.78,-74.67,2121,5.78,-74.67,2121, ,San Miguel,"LA MIEL, RIO",CO,2020/1/31,2018/6/1,3103500,160
3103520,5.2,-74.57,2498,5.2,-74.57,2498, ,Guaduero,"NEGRO, RIO",CO,2020/1/31,2018/6/1,3103500,410
3103530,5.65,-74.07,1607,5.65,-74.07,1607, ,Borbur,"SAN JUAN, RIO",CO,2020/1/31,2018/6/1,3103500,457
3103560,5.87,-73.7,2178,5.87,-73.7,2178, ,Pte.Nacional,"SUAREZ, RIO",CO,2020/1/31,2018/6/1,3103550,1650
3103570,10.1,-73.16,256,10.1,-73.16,256, ,La Matilde,"TOCAIMO, RIO",CO,2020/1/31,2018/6/1,-999,114
3103580,6.2,-73.17,596,6.2,-73.17,596, ,Nemizaque,"PIENTA, RIO",CO,2020/1/31,2018/6/1,3103550,1400
3103620,7.33,-72.98,198,7.33,-72.98,198, ,Pte.Panega,"VETAS, RIO",CO,2020/1/31,2018/6/1,3103300,1620
3103700,6.45,-72.43,138,6.45,-72.43,138, ,Guican,"NEVADO, RIO",CO,2020/1/31,2018/6/1,3103550,2600
3104500,7.88,-72.62,1579,7.88,-72.62,1579, ,San Javier,"ZULIA, RIO",CO,2020/1/31,2018/6/1,-999,200
3104600,8.58,-72.6,1656,8.58,-72.6,1656, ,Pte.Tarra,"TARRA, RIO",CO,2020/1/31,2018/6/1,-999,350
3106250,4.85,-73.23,1641,4.85,-73.23,1641, ,San Agustin,"LENGUPA, RIO",CO,2020/1/31,2018/6/1,3206700,440
3106300,3.75,-73.2,2460,3.75,-73.2,2460, ,El Barro,"METICA, RIO",CO,2020/1/31,2018/6/1,3106200,230
3106350,5.52,-72.77,152,5.52,-72.77,152, ,Vado Hondo,"CUSIANA, RIO",CO,2020/1/31,2018/6/1,3206700,2750
3106500,7.2,-72.63,872,7.2,-72.63,872, ,Pte.Lopez,"CHITAGA, RIO",CO,2020/1/31,2018/6/1,3206050,1860
3121100,1.2,-76.63,226,1.2,-76.63,226, ,Piedra Lisa,"MOCOA, RIO",CO,2020/1/31,2018/6/1,3621400,1200
3121190,1.6,-75.6,400,1.6,-75.6,400, ,Florencia,"HACHA, RIO",CO,2020/1/31,2018/6/1,3121200,270
3121200,1.47,-75.48,1578,1.47,-75.48,1578, ,Larandia,"ORTEGUAZA, RIO",CO,2020/1/31,2018/6/1,3621400,290
3141300,5.25,-76.66,1661,5.25,-76.66,1661, ,Tado,"SAN JUAN, RIO",CO,2020/1/31,2018/6/1,3141500,100
3141310,4.95,-76.62,1226,4.95,-76.62,1226, ,Mampi,"TAMANA, RIO",CO,2020/1/31,2018/6/1,3141500,60
3141800,2.95,-77.23,2511,2.95,-77.23,2511, ,Angostura,"SAN JUAN DE MICAY, RIO",CO,2020/1/31,2018/6/1,-999,120
3142600,0.88,-77.66,235,0.88,-77.66,235, ,Carlosama,"BLANCO, RIO",CO,2020/1/31,2018/6/1,3142500,2840
3142800,1.63,-77,450,1.63,-77,450, ,La Canada,"MAYO, RIO",CO,2020/1/31,2018/6/1,3142500,1560
3205220,8.55,-71.19,-999,8.55,-71.19,-999, ,Ejido,"CHAMA, RIO",VE,2020/1/31,2018/6/1,3205230,1030
3205230,8.71,-70.98,365,8.71,-70.98,365, ,Mucuruba,"CHAMA, RIO",VE,2020/1/31,2018/6/1,-999,2470
3205290,9.67,-69.92,533,9.67,-69.92,533, ,La Guaya,"TOCUYO, RIO",VE,2020/1/31,2018/6/1,3205300,763
3205300,10.2,-69.9,3590,10.2,-69.9,3590, ,Puente Torres,"TOCUYO, RIO",VE,2020/1/31,2018/6/1,-999,400
3205650,10.32,-63.96,567,10.32,-63.96,567, ,Quebrada Seca,"MANZANARES, RIO",VE,2020/1/31,2018/6/1,3205660,188
3206080,8.13,-71.45,-999,8.13,-71.45,-999, ,Canagua,"CANAGUA, RIO",VE,2020/1/31,2018/6/1,3206500,1445
3206100,8.39,-70.68,478,8.39,-70.68,478, ,Puente La Acequia,"ACEQUIA, RIO",VE,2020/1/31,2018/6/1,3206500,180
