ID,lat_mod,lon_mod,area_mod,lat_ori,lon_ori,area_ori,Memo,Station Name,River Name,Country,File Date,Last Update,Downstream GRDC Station,Altitude
4121121,46.427,-102.552,1502.2,46.427,-102.552,1502.2, ,"Regent, Nd",CANNONBALL RIVER,US,2020/1/31,2019/11/4,4121120,738.5
4121125,46.092,-101.334,4532.5,46.092,-101.334,4532.5, ,"Near Raleigh, Nd",CEDAR CREEK,US,2020/1/31,2019/11/4,4121120,573.4000244
4121126,46.154,-102.474,1432.3,46.154,-102.474,1432.3, ,"Near Haynes, Nd",CEDAR CREEK,US,2020/1/31,2019/11/4,4121125,753.7399902
4121130,45.198,-102.157,6889.4,45.198,-102.157,6889.4, ,"Near Faith, Sd",MOREAU RIVER,US,2020/1/31,2019/11/4,4121131,682.3499756
4121131,45.256,-100.843,12639.2,45.256,-100.843,12639.2, ,"Near Whitehorse, Sd",MOREAU RIVER,US,2020/1/31,2019/11/4,4121800,506.4200134
4121140,43.306,-103.821,18500.4,43.306,-103.821,18500.4, ,"Edgemont, Sd",CHEYENNE RIVER,US,2020/1/31,2019/11/4,4121142,1040.76001
4121141,44.532,-101.93,56047.602,44.532,-101.93,56047.602, ,"Near Plainview, Sd",CHEYENNE RIVER,US,2020/1/31,2019/11/4,4121800,569.3699951
4121142,44.081,-102.401,33152,44.081,-102.401,33152, ,"Near Wasta, Sd",CHEYENNE RIVER,US,2020/1/31,2019/11/4,4121141,689.0100098
4121145,44.322,-104.94,4377.1,44.322,-104.94,4377.1, ,"Below Moorcroft, Wy",BELLE FOURCHE RIVER,US,2020/1/31,2019/11/4,4121147,1255.530029
4121146,44.37,-102.566,18673.9,44.37,-102.566,18673.9, ,Near Elm Springs,BELLE FOURCHE RIVER,US,2020/1/31,2019/11/4,4121141,661.9000244
4121147,44.691,-103.738,11758.6,44.691,-103.738,11758.6, ,"Near Fruitdale, Sd",BELLE FOURCHE RIVER,US,2020/1/31,2019/11/4,4121146,891.539978
4121150,44.327,-100.384,8047.1,44.327,-100.384,8047.1, ,"Near Fort Pierre, Sd",BAD RIVER,US,2020/1/31,2019/11/4,4121800,435.2000122
4121160,43.748,-99.557,26418,43.748,-99.557,26418, ,"Near Oacoma, Sd",WHITE RIVER,US,2020/1/31,2019/11/4,4121800,419.7999878
4121161,43.752,-101.525,12950,43.752,-101.525,12950, ,"Near Kadoka, Sd",WHITE RIVER,US,2020/1/31,2019/11/4,4121160,646.8400269
4121162,43.013,-102.836,3729.6,43.013,-102.836,3729.6, ,Near Ne-Sd State Line,WHITE RIVER,US,2020/1/31,2019/11/4,4121161,923.539978
4121300,43.186,-97.636,53491.301,43.186,-97.636,53491.301, ,"Near Scotland, Sd",JAMES RIVER,US,2020/1/31,2019/11/4,4121801,356.0100098
4121301,43.974,-98.071,45558.102,43.974,-98.071,45558.102, ,"Near Forestburg, Sd",JAMES RIVER,US,2020/1/31,2019/11/4,4121300,368.2999878
4121304,46.89,-98.682,7303.8,46.89,-98.682,7303.8, ,"Jamestown, Nd",JAMES RIVER,US,2020/1/31,2019/11/4,4121303,418.5700073
4121310,42.991,-96.964,4351.2,42.991,-96.964,4351.2, ,"Near Wakonda, Sd",VERMILLION RIVER,US,2020/1/31,2019/11/4,4121311,350.7900085
4121311,42.817,-96.924,5962.2,42.817,-96.924,5962.2, ,"Near Vermillion, Sd",VERMILLION RIVER,US,2020/1/31,2019/11/4,4121801,342.8999939
4121320,42.837,-96.562,21818.199,42.837,-96.562,21818.199, ,"Akron, Ia",BIG SIOUX RIVER,US,2020/1/31,2019/11/4,4121801,341.0400085
4121321,44.18,-96.749,10095.8,44.18,-96.749,10095.8, ,"Near Brookings, Sd",BIG SIOUX RIVER,US,2020/1/31,2019/11/4,4121320,473.019989
4121330,42.577,-96.312,2294.7,42.577,-96.312,2294.7, ,"James, Ia",FLOYD RIVER,US,2020/1/31,2019/11/4,4121801,333.019989
4121340,42.472,-95.797,6475,42.472,-95.797,6475, ,"Correctionville, Ia",LITTLE SIOUX RIVER,US,2020/1/31,2019/11/4,4121341,334.2099915
4121341,41.964,-95.973,9132.3,41.964,-95.973,9132.3, ,"Near Turin, Ia",LITTLE SIOUX RIVER,US,2020/1/31,2019/11/4,4121801,310.8500061
4121350,41.643,-95.783,2255.9,41.643,-95.783,2255.9, ,"Logan, Ia",BOYER RIVER,US,2020/1/31,2019/11/4,4121801,307.6600037
4121400,42.74,-98.224,29992.199,42.74,-98.224,29992.199, ,"Near Verdel, Nebr.",NIOBRARA RIVER,US,2020/1/31,2019/11/4,4121800,399.9299927
4121401,42.903,-100.362,18518.5,42.903,-100.362,18518.5, ,"Near Sparks, Nebr.",NIOBRARA RIVER,US,2020/1/31,2019/11/4,4121400,697.25
4121420,45.658,-100.818,13908.3,45.658,-100.818,13908.3, ,"Little Eagle, Sd",GRAND RIVER,US,2020/1/31,2019/11/4,4121800,495.1900024
4121430,46.834,-100.975,8572.9,46.834,-100.975,8572.9, ,"Near Mandan, Nd",HEART RIVER,US,2020/1/31,2019/11/4,4121802,499.480011
4121431,46.746,-102.308,3211.6,46.746,-102.308,3211.6, ,"Near Richardton, Nd",HEART RIVER,US,2020/1/31,2019/11/4,4121430,656.4400024
4121800,42.866,-97.394,723905,42.866,-97.394,723905, ,"Yankton, S.D.",MISSOURI RIVER,US,2020/1/31,2019/11/4,4121801,347.3699951
4121801,41.259,-95.923,846305.812,41.259,-95.923,846305.812, ,"Omaha, Ne",MISSOURI RIVER,US,2020/1/31,2019/11/4,4122650,289.019989
4121802,46.814,-100.821,482776,46.814,-100.821,482776, ,"Bismarck, Nd",MISSOURI RIVER,US,2020/1/31,2019/11/4,4121800,493.25
4122100,41.294,-96.284,17871,41.294,-96.284,17871, ,"Waterloo, Ne",ELKHORN RIVER,US,2020/1/31,2019/11/4,4122601,336.7200012
4122101,42.122,-98.028,5698,42.122,-98.028,5698, ,"Neligh, Ne",ELKHORN RIVER,US,2020/1/31,2019/11/4,4122100,522.4299927
4122105,41.713,-96.522,2628.9,41.713,-96.522,2628.9, ,"Near Uehling, Ne",LOGAN CREEK,US,2020/1/31,2019/11/4,4122100,368.4200134
4122110,41.823,-100.102,5283.6,41.823,-100.102,5283.6, ,"Dunning, Ne",DISMAL RIVER,US,2020/1/31,2019/11/4,4122637,794.4000244
4122111,41.779,-100.525,2501.9,41.779,-100.525,2501.9, ,"Near Thedford, Nebr.",DISMAL RIVER,US,2020/1/31,2019/11/4,4122110,853.4799805
4122120,42.458,-107.196,6026.9,42.458,-107.196,6026.9, ,"Near Alcova, Wy",SWEETWATER RIVER,US,2020/1/31,2019/11/4,4122153,1804.420044
4122130,41.126,-101.577,61901,41.126,-101.577,61901, ,"Roscoe, Nebr.",SOUTH PLATTE RIVER,US,2020/1/31,2019/11/4,4122603,960.1199951
4122131,40.322,-103.922,34162.102,40.322,-103.922,34162.102, ,"Near Weldona, Co",SOUTH PLATTE RIVER,US,2020/1/31,2019/11/4,4122130,1313.02002
4122132,40.412,-104.583,25016.801,40.412,-104.583,25016.801, ,"Near Kersey, Co",SOUTH PLATTE RIVER,US,2020/1/31,2019/11/4,4122131,1394.689941
4122133,39.922,-104.868,12349.1,39.922,-104.868,12349.1, ,"Henderson, Co",SOUTH PLATTE RIVER,US,2020/1/31,2019/11/4,4122132,1523.72998
4122134,39.209,-105.268,4537.7,39.209,-105.268,4537.7, ,"Below Cheesman Lake, Co",SOUTH PLATTE RIVER,US,2020/1/31,2019/11/4,4122133,2014.51001
4122140,40.418,-104.64,4861.4,40.418,-104.64,4861.4, ,"Near Greeley, Co",CACHE LA POUDRE RIVER,US,2020/1/31,2019/11/4,4122132,1405.430054
4122141,40.664,-105.224,2735,40.664,-105.224,2735, ,"Near Fort Collins, Co",CACHE LA POUDRE RIVER,US,2020/1/31,2019/11/4,4122140,1591.01001
4122150,41.208,-101.631,75887,41.208,-101.631,75887, ,"Near Keyston, Nebr",NORTH PLATTE RIVER,US,2020/1/31,2019/11/4,4122603,946.5800171
4122151,41.872,-107.058,10813.3,41.872,-107.058,10813.3, ,"Above Seminoe Reservoire Nr Sinclair, Wy",NORTH PLATTE RIVER,US,2020/1/31,2019/11/4,4122153,1950.949951
4122152,41.989,-104.053,57544.602,41.989,-104.053,57544.602, ,Wyoming-Nebraska State Line,NORTH PLATTE RIVER,US,2020/1/31,2019/11/4,4122150,1226.819946
4122153,42.651,-105.163,38914.801,42.651,-105.163,38914.801, ,"Orin, Wy",NORTH PLATTE RIVER,US,2020/1/31,2019/11/4,4122152,1420.369995
4122154,40.638,-106.338,3706.3,40.638,-106.338,3706.3, ,"Near Northgate, Co",NORTH PLATTE RIVER,US,2020/1/31,2019/11/4,4122151,2380.610107
4122155,42.01,-106.513,6055.4,42.01,-106.513,6055.4, ,Above Siminoe Reservoire Near Hanna Ny,MEDICINE BOW RIVER,US,2020/1/31,2019/11/4,4122153,1955.410034
4122160,40.632,-95.626,7267.5,40.632,-95.626,7267.5, ,"Above Hamburg, Ia",NISHNABOTNA RIVER,US,2020/1/31,2019/11/4,4122903,272.5400085
4122165,40.873,-95.58,3434.3,40.873,-95.58,3434.3, ,"Randolph, Ia (West)",NISHNABOTNA RIVER,US,2020/1/31,2019/11/4,4122160,284.3800049
4122170,40.393,-95.813,2051.3,40.393,-95.813,2051.3, ,"Auburn, Ne",LITTLE NEMAHA RIVER,US,2020/1/31,2019/11/4,4122903,271.230011
4122180,40.036,-95.596,3468,40.036,-95.596,3468, ,"Falls City, Ne",BIG NEMAHA RIVER,US,2020/1/31,2019/11/4,4122902,261.5899963
4122190,39.689,-94.704,4558.4,39.689,-94.704,4558.4, ,"Near Agency, Mo",PLATTE RIVER,US,2020/1/31,2019/11/4,4122902,246.0899963
4122200,39.45,-96.717,23569,39.45,-96.717,23569, ,"Randolph, Ks",BIG BLUE RIVER,US,2020/1/31,2019/11/4,4122201,315.4400024
4122201,39.237,-96.571,24967.6,39.237,-96.571,24967.6, ,"Near Manhattan, Ks",BIG BLUE RIVER,US,2020/1/31,2019/11/4,4122701,301.4100037
4122210,39.7,-96.755,9088.3,39.7,-96.755,9088.3, ,"Waterville, Ks",LITTLE BLUE RIVER,US,2020/1/31,2019/11/4,4122200,338.6300049
4122211,39.776,-96.858,8609.2,39.776,-96.858,8609.2, ,"Near Barnes, Ks",LITTLE BLUE RIVER,US,2020/1/31,2019/11/4,4122210,347.4899902
4122212,40.333,-98.067,2548.6,40.333,-98.067,2548.6, ,"Near Deweese, Ne",LITTLE BLUE RIVER,US,2020/1/31,2019/11/4,4122211,497.6400146
4122220,38.727,-98.234,19632.199,38.727,-98.234,19632.199, ,"Ellsworth, Ks",SMOKY HILL RIVER,US,2020/1/31,2019/11/4,4122222,495.9500122
4122221,38.792,-100.856,9207.5,38.792,-100.856,9207.5, ,"Elkader, Ks",SMOKY HILL RIVER,US,2020/1/31,2019/11/4,4122220,799.9799805
4122222,38.907,-97.12,49883.398,38.907,-97.12,49883.398, ,"Enterprise, Ks",SMOKY HILL RIVER,US,2020/1/31,2019/11/4,4122201,336.269989
4122230,39.004,-97.874,7303.8,39.004,-97.874,7303.8, ,"Tescott, Ks",SALINE RIVER,US,2020/1/31,2019/11/4,4122222,385.6799927
4122240,38.969,-97.476,17534.301,38.969,-97.476,17534.301, ,"Niles, Ks",SOLOMON RIVER,US,2020/1/31,2019/11/4,4122222,353.8599854
4122250,39.927,-93.943,5827.5,39.927,-93.943,5827.5, ,"Near Gallatin, Mo",GRAND RIVER,US,2020/1/31,2019/11/4,4122251,218.7100067
4122251,39.64,-93.274,17819.199,39.64,-93.274,17819.199, ,"Near Sumner, Mo",GRAND RIVER,US,2020/1/31,2019/11/4,4122901,192.3800049
4122255,40.079,-93.644,4325.3,40.079,-93.644,4325.3, ,"Trenton, Mo",THOMPSON RIVER,US,2020/1/31,2019/11/4,4122251,220.0299988
4122260,38.992,-93.197,2900.8,38.992,-93.197,2900.8, ,"Blue Lick, Mo",BLACKWATER RIVER,US,2020/1/31,2019/11/4,4122901,180.9900055
4122270,38.619,-95.268,3237.5,38.619,-95.268,3237.5, ,"Near Ottawa, Ks",MARAIS DES CYGNES RIVER,US,2020/1/31,2019/11/4,4122271,261.4200134
4122271,38.222,-94.668,8365.7,38.222,-94.668,8365.7, ,"Near Ks-Mo State Line, Ks",MARAIS DES CYGNES RIVER,US,2020/1/31,2019/11/4,4122301,230.75
4122280,37.93,-91.977,7355.6,37.93,-91.977,7355.6, ,"Jerome, Mo",GASCONADE RIVER,US,2020/1/31,2019/11/4,4122281,200.4499969
4122281,38.389,-91.821,8236.2,38.389,-91.821,8236.2, ,"Near Rich Fountain, Mo",GASCONADE RIVER,US,2020/1/31,2019/11/4,4122900,168.7700043
4122300,38.191,-92.607,36260,38.191,-92.607,36260, ,"Near Bagnell, Mo",OSAGE RIVER,US,2020/1/31,2019/11/4,4122900,167.3800049
4122301,38.056,-94.146,14011.9,38.056,-94.146,14011.9, ,"Above Shell City, Mo",OSAGE RIVER,US,2020/1/31,2019/11/4,4122300,213.3600006
4122350,39.356,-97.126,63563.801,39.356,-97.126,63563.801, ,"Clay Center, Ks",REPUBLICAN RIVER,US,2020/1/31,2019/11/4,4122701,353.3299866
4122351,40.285,-100.144,37451.398,40.285,-100.144,37451.398, ,"Cambridge, Nebr.",REPUBLICAN RIVER,US,2020/1/31,2019/11/4,4122350,682.4699707
4122352,40.141,-101.229,21238,40.141,-101.229,21238, ,"Stratton, Nebr.",REPUBLICAN RIVER,US,2020/1/31,2019/11/4,4122351,845.9699707
4122360,40.131,-99.555,9945.6,40.131,-99.555,9945.6, ,"Near Stamford, Nebr.",SAPPA CREEK,US,2020/1/31,2019/11/4,4122350,603.9000244
4122370,40.235,-100.878,7744.1,40.235,-100.878,7744.1, ,"Culbertson, Nebr.",FRENCHMAN CREEK,US,2020/1/31,2019/11/4,4122351,787.4299927
4122600,41.015,-96.158,221108.297,41.015,-96.158,221108.297, ,"Louisville, Nebr.",PLATTE RIVER,US,2020/1/31,2019/11/4,4122650,306.9599915
4122601,41.062,-96.325,218078,41.062,-96.325,218078, ,"Near Ashland, Ne",PLATTE RIVER,US,2020/1/31,2019/11/4,4122610,316.9899902
4122602,41.368,-97.495,153587,41.368,-97.495,153587, ,"Near Duncan, Nebr.",PLATTE RIVER,US,2020/1/31,2019/11/4,4122601,450.1400146
4122603,40.875,-98.282,149313.5,40.875,-98.282,149313.5, ,"Near Grand Island, Nebr.",PLATTE RIVER,US,2020/1/31,2019/11/4,4122602,558.3599854
4122620,40.966,-96.451,2719.5,40.966,-96.451,2719.5, ,"Greenwood, Nebr.",SALT CREEK,US,2020/1/31,2019/11/4,4122601,325.5700073
4122630,41.418,-97.724,37088.801,41.418,-97.724,37088.801, ,"Near Genoa, Nebr.",LOUP RIVER,US,2020/1/31,2019/11/4,4122601,469.4299927
4122635,41.263,-98.449,11142.2,41.263,-98.449,11142.2, ,"Near St. Paul, Nebr.",NORTH LOUP RIVER,US,2020/1/31,2019/11/4,4122630,536.2299805
4122636,41.777,-99.38,6086.5,41.777,-99.38,6086.5, ,"Taylor, Nebr.",NORTH LOUP RIVER,US,2020/1/31,2019/11/4,4122635,685.25
4122637,41.204,-98.447,20914.301,41.204,-98.447,20914.301, ,"St.Paul, Nebr.",MIDDLE LOUP RIVER,US,2020/1/31,2019/11/4,4122630,541.5100098
4122638,41.831,-100.106,4739.7,41.831,-100.106,4739.7, ,"Dunning, Nebr.",MIDDLE LOUP RIVER,US,2020/1/31,2019/11/4,4122637,793.7399902
4122639,41.031,-98.741,6008.8,41.031,-98.741,6008.8, ,"St. Michaels, Nebr.",SOUTH LOUP RIVER,US,2020/1/31,2019/11/4,4122637,585.5999756
4122650,40.682,-95.847,1072153.75,40.682,-95.847,1072153.75, ,"Nebraska City, Nebr.",MISSOURI RIVER,US,2020/1/31,2019/11/4,4122903,275.9500122
4122700,38.983,-94.965,154768,38.983,-94.965,154768, ,"Desoto, Kans.",KANSAS RIVER,US,2020/1/31,2019/11/4,4122710,229.7799988
4122701,39.198,-96.305,143175.203,39.198,-96.305,143175.203, ,"Wamego, Ks",KANSAS RIVER,US,2020/1/31,2019/11/4,4122700,289.8099976
4122710,39.06,-94.873,155213.5,39.06,-94.873,155213.5, ,"Bonner Springs, Kans.",KANSAS RIVER,US,2020/1/31,2019/11/4,4122902,224.3500061
4122900,38.71,-91.439,1357678,38.71,-91.439,1357678, ,"Hermann, Mo.",MISSOURI RIVER,US,2020/1/31,2019/11/4,4127503,146.7799988
4122901,38.978,-92.754,1296813,38.978,-92.754,1296813, ,"Boonville, Mo",MISSOURI RIVER,US,2020/1/31,2019/11/4,4122900,172.3399963
4122902,39.112,-94.588,1253819,39.112,-94.588,1253819, ,"Kansas City, Mo",MISSOURI RIVER,US,2020/1/31,2019/11/4,4122901,215.3099976
4122903,40.054,-95.422,1084844.75,40.054,-95.422,1084844.75, ,"Rulo, Ne",MISSOURI RIVER,US,2020/1/31,2019/11/4,4122902,255.1900024
4123050,37.148,-88.741,525770,37.148,-88.741,525770, ,"Metropolis, Ill.",OHIO RIVER,US,2020/1/31,2019/11/4,4127500,84.20999908
4123061,34.572,-86.558,66329.898,34.572,-86.558,66329.898, ,"Whitesburg, Al",TENNESSEE RIVER,US,2020/1/31,2019/11/4,4123062,167.3399963
4123062,35.225,-88.257,85832.602,35.225,-88.257,85832.602, ,"Savannah, Tn",TENNESSEE RIVER,US,2020/1/31,2019/11/4,4123060,106.6999969
4123063,35.087,-85.279,55426,35.087,-85.279,55426, ,"Chattanooga, Tn",TENNESSEE RIVER,US,2020/1/31,2019/11/4,4123061,189.3200073
4123080,37.022,-88.223,45578.801,37.022,-88.223,45578.801, ,"Near Grand Rivers, Ky.",CUMBERLAND RIVER,US,2020/1/31,2019/11/4,4123070,91.44000244
4123081,36.296,-86.658,30233,36.296,-86.658,30233, ,"Old Hickory Dam (Tw), Tn",CUMBERLAND RIVER,US,2020/1/31,2019/11/4,4123080,-999
4123082,36.744,-84.158,4162.1,36.744,-84.158,4162.1, ,"Williamsburg, Ky",CUMBERLAND RIVER,US,2020/1/31,2019/11/4,4123081,271.7399902
4123083,36.847,-83.356,968.7,36.847,-83.356,968.7, ,"Near Harlan, Ky",CUMBERLAND RIVER,US,2020/1/31,2019/11/4,4123082,347.5
4123085,36.627,-84.533,2470.9,36.627,-84.533,2470.9, ,"Near Stearns, Ky (South Fork)",CUMBERLAND RIVER,US,2020/1/31,2019/11/4,4123081,233.1100006
4123090,38.357,-88.583,1201.8,38.357,-88.583,1201.8, ,"Wayne City, Ill.",SKILLET FORK,US,2020/1/31,2019/11/4,4123111,117.7799988
4123095,35.93,-87.743,6622.6,35.93,-87.743,6622.6, ,"Above Hurricane Mills, Tenn",DUCK RIVER,US,2020/1/31,2019/11/4,4123050,112.9400024
4123100,38.52,-88.728,538.7,38.52,-88.728,538.7, ,"Near Iuka, Ill.",SKILLET FORK,US,2020/1/31,2019/11/4,4123090,121.9199982
4123110,38.635,-88.297,2929.3,38.635,-88.297,2929.3, ,"Below Clay City, Ill.",LITTLE WABASH RIVER,US,2020/1/31,2019/11/4,4123111,119.5699997
4123111,38.061,-88.16,8034.2,38.061,-88.16,8034.2, ,"Carmi, Il",LITTLE WABASH RIVER,US,2020/1/31,2019/11/4,4123050,103.6100006
4123120,38.386,-87.976,590.5,38.386,-87.976,590.5, ,"Browns, Ill.",BONPAS CREEK,US,2020/1/31,2019/11/4,4123050,113.6699982
4123130,38.402,-87.753,74164.703,38.402,-87.753,74164.703, ,"Mount Carmel, Ill.",WABASH RIVER,US,2020/1/31,2019/11/4,4123050,112.6100006
4123131,40.422,-86.897,18821.5,40.422,-86.897,18821.5, ,"Lafayette, In",WABASH RIVER,US,2020/1/31,2019/11/4,4123130,153.6600037
4123135,40.782,-86.264,2043.5,40.782,-86.264,2043.5, ,"Near Logansport, In",EEL RIVER,US,2020/1/31,2019/11/4,4123131,189.4299927
4123136,41.157,-86.564,2217,41.157,-86.564,2217, ,"Near Ora, In",TIPPECANOE RIVER,US,2020/1/31,2019/11/4,4123131,211.1999969
4123137,38.936,-88.022,3926.4,38.936,-88.022,3926.4, ,"Ste. Marie, Il",EMBARRAS RIVER,US,2020/1/31,2019/11/4,4123130,135.8699951
4123140,38.083,-87.77,269.4,38.083,-87.77,269.4, ,"Near Wadesville, Ind.",BIG CREEK,US,2020/1/31,2019/11/4,4123050,112.7799988
4123150,35.08,-84.003,1051.5,35.08,-84.003,1051.5, ,"Above Murphy, Nc",HIWASSEE RIVER,US,2020/1/31,2019/11/4,4123063,468.8500061
4123200,40.047,-86.017,2222.2,40.047,-86.017,2222.2, ,"Noblesville, In",WHITE RIVER,US,2020/1/31,2019/11/4,4123201,224.9900055
4123201,38.928,-87.011,12141.9,38.928,-87.011,12141.9, ,"Newberry, In",WHITE RIVER,US,2020/1/31,2019/11/4,4123202,141.9100037
4123202,38.511,-87.289,28813.801,38.511,-87.289,28813.801, ,"Petersburg, In",WHITE RIVER,US,2020/1/31,2019/11/4,4123130,121.9199982
4123205,39.2,-85.925,4421.1,39.2,-85.925,4421.1, ,"Columbus, In (East Fork)",WHITE RIVER,US,2020/1/31,2019/11/4,4123206,183.8300018
4123206,38.983,-85.899,6063.2,38.983,-85.899,6063.2, ,"Seymour, In (East Fork)",WHITE RIVER,US,2020/1/31,2019/11/4,4123207,167.8399963
4123207,38.667,-86.792,12760.9,38.667,-86.792,12760.9, ,"Shoals, In (East Fork)",WHITE RIVER,US,2020/1/31,2019/11/4,4123202,134.8000031
4123208,39.529,-86.782,1090.4,39.529,-86.782,1090.4, ,"Shelbyville, In",BIG BLUE RIVER,US,2020/1/31,2019/11/4,4123201,224.8399963
4123209,39.361,-85.997,1227.7,39.361,-85.997,1227.7, ,"Near Edinburgh, In",SUGAR CREEK,US,2020/1/31,2019/11/4,4123210,196.9700012
4123210,39.339,-85.986,2745.4,39.339,-85.986,2745.4, ,"Near Edinburgh, In",DRIFTWOOD RIVER,US,2020/1/31,2019/11/4,4123205,194.1600037
4123220,37.268,-85.886,4333.1,37.268,-85.886,4333.1, ,"Munfordville, Ky",GREEN RIVER,US,2020/1/31,2019/11/4,4123050,137.6799927
4123225,38.238,-86.228,1232.8,38.238,-86.228,1232.8, ,"Near White Cloud, In",BLUE RIVER,US,2020/1/31,2019/11/4,4123050,132.3600006
4123230,39.391,-84.572,9401.7,39.391,-84.572,9401.7, ,"Hamilton, Oh",GREAT MIAMI RIVER,US,2020/1/31,2019/11/4,4123300,152.3899994
4123235,39.869,-84.282,1683.5,39.869,-84.282,1683.5, ,"Engelwood, Oh",STILLWATER RIVER,US,2020/1/31,2019/11/4,4123230,213.3099976
4123240,38.269,-84.815,1225.1,38.269,-84.815,1225.1, ,"Near Frankfort, Ky",ELKHORN CREEK,US,2020/1/31,2019/11/4,4123300,164.6499939
4123245,37.767,-85.704,3364.4,37.767,-85.704,3364.4, ,"Near Boston, Ky",ROLLING FORK,US,2020/1/31,2019/11/4,4123050,122.0500031
4123250,38.709,-84.311,8547,38.709,-84.311,8547, ,"Catawba, Ky",LICKING RIVER,US,2020/1/31,2019/11/4,4123300,152.3999939
4123251,38.598,-84.267,6024.3,38.598,-84.267,6024.3, ,"Mckinneysburg, Ky",LICKING RIVER,US,2020/1/31,2019/11/4,4123250,158.75
4123252,38.391,-84.303,1608.4,38.391,-84.303,1608.4, ,"Cynthiana, Ky (South Fork)",LICKING RIVER,US,2020/1/31,2019/11/4,4123250,209.8600006
4123255,38.804,-83.421,1002.3,38.804,-83.421,1002.3, ,"Near West Union, Oh",OHIO BRUSH CREEK,US,2020/1/31,2019/11/4,4123300,155.6300049
4123260,39.212,-82.864,13289.3,39.212,-82.864,13289.3, ,"Higby, Oh",SCIOTO RIVER,US,2020/1/31,2019/11/4,4123300,172.9100037
4123265,38.18,-81.712,1012.7,38.18,-81.712,1012.7, ,"Ashford, Wv",BIG COAL RIVER,US,2020/1/31,2019/11/4,4123300,189.7299957
4123268,38.138,-81.214,21680.9,38.138,-81.214,21680.9, ,"Kanawha Falls, Wv",KANAWHA RIVER,US,2020/1/31,2019/11/4,4123300,189.3399963
4123270,37.64,-80.805,4193.2,37.64,-80.805,4193.2, ,"Hilldale, Wv",GREENBRIER RIVER,US,2020/1/31,2019/11/4,4123268,423.2600098
4123271,37.724,-80.642,3532.8,37.724,-80.642,3532.8, ,"Alderson, Wv",GREENBRIER RIVER,US,2020/1/31,2019/11/4,4123270,466.1700134
4123272,38.186,-80.131,1398.6,38.186,-80.131,1398.6, ,"Buckeye, Wv",GREENBRIER RIVER,US,2020/1/31,2019/11/4,4123271,635.7800293
4123275,37.544,-81.01,1023.1,37.544,-81.01,1023.1, ,"Near Pipestem, Wv",BLUESTONE RIVER,US,2020/1/31,2019/11/4,4123268,465.5400085
4123277,36.938,-80.746,5703.2,36.938,-80.746,5703.2, ,"Allisonia, Va",NEW RIVER,US,2020/1/31,2019/11/4,4123268,563.3800049
4123278,36.647,-80.979,2929.3,36.647,-80.979,2929.3, ,"Near Galax, Va",NEW RIVER,US,2020/1/31,2019/11/4,4123277,673.0100098
4123280,39.329,-82.088,2442.4,39.329,-82.088,2442.4, ,"Athens, Oh",HOCKING RIVER,US,2020/1/31,2019/11/4,4123300,186.3099976
4123290,39.475,-80.997,1186.2,39.475,-80.997,1186.2, ,"Little, Wv",MIDDLE ISLAND CREEK,US,2020/1/31,2019/11/4,4123300,192.4299927
4123300,38.28,-85.799,236130,38.28,-85.799,236130, ,"Louisville, Ky.",OHIO RIVER,US,2020/1/31,2019/11/4,4123050,113.75
4123301,40.105,-80.708,63765.801,40.105,-80.708,63765.801, ,Martins Ferry,OHIO RIVER,US,2020/1/31,2019/11/4,4123300,186.1699982
4123310,38.804,-85.674,758.9,38.804,-85.674,758.9, ,"Near Deputy, Ind.",MUSCATATUCK RIVER,US,2020/1/31,2019/11/4,4123207,164.5899963
4123320,40.676,-80.541,1284.6,40.676,-80.541,1284.6, ,"Near East Liverpool, Oh",LITTLE BEAVER CREEK,US,2020/1/31,2019/11/4,4123301,214.1999969
4123330,39.15,-80.039,2367.3,39.15,-80.039,2367.3, ,"Philippi, Wv",TYGART VALLEY RIVER,US,2020/1/31,2019/11/4,4123301,390.3099976
4123331,39.029,-79.936,1051.5,39.029,-79.936,1051.5, ,"Belington, Wv",TYGART VALLEY RIVER,US,2020/1/31,2019/11/4,4123330,511.9100037
4123335,39.072,-79.623,903.9,39.072,-79.623,903.9, ,"Hendricks, Wv",DRY FORK,US,2020/1/31,2019/11/4,4123341,517.7800293
4123337,39.096,-79.677,551.7,39.096,-79.677,551.7, ,"Parsons, Wv",SHAVERS FORK,US,2020/1/31,2019/11/4,4123341,498.3099976
4123340,39.346,-79.665,2432,39.346,-79.665,2432, ,"Rowlesburg, Wv",CHEAT RIVER,US,2020/1/31,2019/11/4,4123301,417.0400085
4123341,39.123,-79.681,1870,39.123,-79.681,1870, ,"Near Parsons, Wv",CHEAT RIVER,US,2020/1/31,2019/11/4,4123340,484.5299988
4123345,39.422,-79.425,347.1,39.422,-79.425,347.1, ,"Near Oakland, Md",YOUGHIOGHENY RIVER,US,2020/1/31,2019/11/4,4123301,717.3800049
4123347,39.86,-79.228,989.4,39.86,-79.228,989.4, ,"Markleton, Pa",CASSELMAN RIVER,US,2020/1/31,2019/11/4,4123301,504.5299988
4123350,42.157,-78.715,4164.7,42.157,-78.715,4164.7, ,"Salamanca, Ny",ALLEGHENY RIVER,US,2020/1/31,2019/11/4,4123352,413.9200134
4123351,41.963,-78.386,1424.5,41.963,-78.386,1424.5, ,"Eldred, Pa",ALLEGHENY RIVER,US,2020/1/31,2019/11/4,4123350,431.7600098
