ID,lat_alloc,lon_alloc,area_alloc,lat_ori,lon_ori,area_ori,area_diff,area_error,loc_km_diff,alloc_score,rivname,locname,flag,memo
1035,37.247,138.803,8203.905,37.247,138.803,8129,74.905,0.009,0.068,0.023,信濃川中流,岩沢,1,
1036,37.097,138.719,7941.383,37.096,138.718,7959,-17.617,-0.002,0.089,0.019,信濃川中流,十日町（姿）,1,
1037,36.99,138.587,7163.828,36.989,138.586,7177,-13.172,-0.002,0.097,0.021,信濃川中流,宮野原,1,
1038,37.242,138.931,1363.24,37.242,138.931,1408,-44.76,-0.032,0.047,0.034,魚野川,堀之内,1,
1039,37.23,138.958,842.4,37.23,138.957,879,-36.6,-0.042,0.059,0.044,魚野川,小出,1,
1040,37.17,138.927,649.996,37.17,138.927,674,-24.004,-0.036,0.017,0.031,魚野川,浦佐,1,
1041,37.062,138.881,354.674,37.062,138.881,355,-0.326,-0.001,0.031,0.007,魚野川,六日町,1,
1042,37.553,138.822,10446.587,37.553,138.82,10275,171.587,0.017,0.145,0.046,信濃川中流,与板,1,
1043,37.145,138.995,37.054,37.142,138.996,38.2,-1.146,-0.03,0.357,0.139,水無川（信濃川）,大倉,1,
1044,36.99,138.888,73.674,36.989,138.889,75,-1.326,-0.018,0.098,0.036,登川,登川,1,
1045,36.956,138.919,28.104,36.958,138.918,25.5,2.604,0.102,0.205,0.183,登川,清水,1,
1046,36.941,138.815,144.968,36.941,138.814,148,-3.032,-0.02,0.052,0.026,魚野川,大河原,1,
1047,36.926,138.645,302.903,36.925,138.646,307.5,-4.597,-0.015,0.109,0.033,中津川,清水川原,1,
1048,36.877,138.863,31.873,36.878,138.863,29.4,2.473,0.084,0.103,0.122,魚野川,土樽,1,
1049,36.273,138.419,1175.722,36.273,138.419,1179,-3.278,-0.003,0.025,0.007,千曲川,塩名田,1,
1050,36.37,138.283,2027.916,36.37,138.282,2036.4,-8.484,-0.004,0.06,0.015,千曲川,生田,1,
1051,36.534,138.112,2564.622,36.533,138.112,2595.9,-31.278,-0.012,0.116,0.032,千曲川,杭瀬下,1,
1052,36.733,138.309,6431.575,36.732,138.309,6442.3,-10.725,-0.002,0.071,0.015,千曲川,立ヶ花,1,
1053,36.892,138.403,6817.258,36.892,138.402,6821.4,-4.142,-0.001,0.139,0.028,千曲川,大倉崎,1,
1054,36.917,138.398,6857.3,36.917,138.398,6859.2,-1.9,0,0.041,0.008,千曲川,柏尾橋,1,
1055,36.217,137.872,572.542,36.218,137.871,559.1,13.442,0.024,0.085,0.041,梓川,下島橋,1,
1056,36.287,137.944,1229.951,36.287,137.943,1236,-6.049,-0.005,0.072,0.018,犀川,熊倉,1,
1057,36.397,137.927,2213.473,36.396,137.927,2335,-121.527,-0.052,0.059,0.053,犀川,陸郷,1,
1058,36.62,138.142,2757.581,36.62,138.142,3773,-1015.419,-0.269,0.037,0.284,犀川,小市,1,
1059,36.267,137.944,634.406,36.267,137.944,643.5,-9.094,-0.014,0.046,0.02,奈良井川,島橋,1,
1060,36.184,137.787,77.522,36.18,137.789,75.3,2.222,0.03,0.488,0.142,島々谷川,島々谷,1,
1061,37.041,139.062,6.963,37.041,139.061,-9999,-999,-999,0.069,-999,三国川,内膳落合,1,
1062,37.052,138.976,95.334,37.053,138.976,-9999,-999,-999,0.106,-999,三国川,当ノ坂,1,
1063,37.053,138.965,96.428,37.053,138.965,-9999,-999,-999,0.064,-999,三国川,小川,1,
1064,37.063,138.935,137.433,37.062,138.935,-9999,-999,-999,0.138,-999,三国川,深沢,1,
1065,36.512,137.816,245.228,36.512,137.816,-9999,-999,-999,0.022,-999,高瀬川,大出橋,1,
1066,37.031,138.266,402.455,37.031,138.267,397,5.455,0.014,0.095,0.033,関川,二子島,1,
1067,37.116,138.266,726.58,37.116,138.264,703,23.58,0.034,0.175,0.069,関川,高田,1,
1068,37.078,138.255,109.201,37.078,138.255,120,-10.799,-0.09,0.054,0.085,矢代川,石沢,1,
1069,37.158,138.424,149.164,37.158,138.425,150,-0.836,-0.006,0.074,0.019,保倉川,有島,1,
1070,37.178,138.287,304.988,37.179,138.287,332,-27.012,-0.081,0.062,0.079,保倉川,佐内,1,
1071,36.985,137.87,687.926,36.986,137.871,698,-10.074,-0.014,0.1,0.031,姫川,山本,1,
1072,36.719,137.83,54.862,36.719,137.829,-9999,-999,-999,0.082,-999,松川,松川,1,
1073,36.815,137.588,627.432,36.814,137.589,637,-9.568,-0.015,0.097,0.031,黒部川,宇奈月,1,
1074,36.859,137.555,657.846,36.859,137.555,667,-9.154,-0.014,0.013,0.013,黒部川,愛本,1,
1075,36.785,137.628,115.052,36.786,137.629,117.6,-2.548,-0.022,0.08,0.033,黒薙川,黒薙,1,
1076,36.576,137.342,347.445,36.576,137.343,344,3.445,0.01,0.067,0.023,常願寺川,瓶岩,1,
1077,36.603,137.315,352.649,36.603,137.314,350,2.649,0.008,0.073,0.022,常願寺川,大川寺,1,
1078,36.73,137.283,371.09,36.73,137.283,365.7,5.39,0.015,0.036,0.022,常願寺川,常願寺橋,1,
1079,36.573,137.185,2078.487,36.572,137.185,2065,13.487,0.007,0.108,0.028,神通川,大沢野大橋,1,
1080,36.702,137.203,2696.827,36.701,137.204,2688,8.827,0.003,0.129,0.029,神通川,神通大橋,1,
1081,36.747,137.217,2703.634,36.746,137.218,2776,-72.366,-0.026,0.083,0.037,神通川,萩浦橋,1,
1082,36.624,137.21,124.846,36.624,137.21,127,-2.154,-0.017,0.05,0.023,熊野川,熊野橋,1,
1083,36.662,137.199,137.415,36.662,137.2,127.9,9.515,0.074,0.066,0.088,熊野川,八幡橋,1,
1084,36.591,137.143,254,36.591,137.143,25.1,-6.837,-0.272,0.946,0.658,井田川,杉原橋,1,The reported uparea seems to be wrong and it was allocated to different river. Reported uparea was corrected.
1085,36.688,137.184,412.089,36.688,137.184,408.3,3.789,0.009,0.022,0.014,井田川,高田橋,1,
1086,36.331,137.301,555.708,36.332,137.301,635.2,-79.492,-0.125,0.088,0.125,高原川,西里橋,1,
1087,36.58,136.991,1066.94,36.579,136.991,1099.8,-32.86,-0.03,0.096,0.042,庄川,雄神,1,
1088,36.735,137.044,1093.189,36.735,137.044,1120,-26.811,-0.024,0.051,0.029,庄川,大門,1,
1089,36.727,137.053,36.445,36.728,137.047,62,-25.555,-0.412,0.587,0.675,和田川,和田川,1,
1090,36.624,136.892,287.527,36.625,136.892,280,7.527,0.027,0.084,0.044,小矢部川,津沢,1,
1091,36.681,136.883,388.06,36.681,136.883,358.7,29.36,0.082,0.041,0.09,小矢部川,石動,1,
1092,36.758,136.983,591.731,36.758,136.983,569,22.731,0.04,0.051,0.05,小矢部川,長江,1,
1093,36.588,136.903,71.478,36.588,136.903,78.8,-7.322,-0.093,0.047,0.087,山田川,福野,1,
1094,36.653,136.86,57.564,36.654,136.86,59.5,-1.936,-0.033,0.069,0.043,渋江川,蓮沼,1,
1095,36.692,136.869,60.924,36.693,136.869,62,-1.076,-0.017,0.075,0.032,子撫川,子撫川,1,
1096,36.167,136.633,137.566,36.168,136.632,136.9,0.666,0.005,0.091,0.023,手取川,風嵐,1,
1097,36.231,136.64,208.682,36.232,136.639,207.6,1.082,0.005,0.098,0.025,手取川,尾口大橋,1,
1098,36.273,136.648,249.76,36.273,136.648,248.2,1.56,0.006,0.011,0.008,手取川,女原,1,
1099,36.413,136.631,730.487,36.413,136.631,732,-1.513,-0.002,0.031,0.008,手取川,中島,1,
1100,36.449,136.62,747.009,36.449,136.62,747.6,-0.591,-0.001,0.036,0.008,手取川,鶴来,1,
1101,36.487,136.481,785.877,36.488,136.481,809.2,-23.323,-0.029,0.134,0.049,手取川,美川,1,
1102,36.291,136.649,189.192,36.291,136.649,187,2.192,0.012,0.028,0.017,尾添川,瀬戸,1,
1103,36.403,136.513,156.313,36.404,136.514,167.3,-10.987,-0.066,0.093,0.071,梯川,埴田,1,
1104,36.416,136.451,221.804,36.416,136.451,211.5,10.304,0.049,0.028,0.054,梯川,小松大橋,1,
1105,36.415,136.441,221.926,36.414,136.441,221.5,0.426,0.002,0.065,0.015,梯川,牧,1,
1106,36.37,136.441,0.912,36.37,136.444,1.1,-0.188,-0.171,0.272,0.675,木場潟,木場潟,1,
1107,34.991,138.94,306.411,34.991,138.939,322,-15.589,-0.048,0.055,0.049,狩野川,大仁,1,
1108,35.038,138.944,368.76,35.039,138.944,390,-21.24,-0.054,0.092,0.062,狩野川,千歳橋,1,
1109,35.042,138.935,371.131,35.042,138.935,390,-18.869,-0.048,0.056,0.049,狩野川,古奈,1,
1110,35.044,138.935,383.037,35.043,138.935,430,-46.963,-0.109,0.092,0.11,狩野川,墹之上,1,
1111,35.076,138.919,561.142,35.072,138.919,551,10.142,0.018,0.411,0.101,狩野川,新城,1,
1112,35.092,138.901,576.932,35.092,138.901,568,8.932,0.016,0.049,0.025,狩野川,徳倉,1,
1113,35.099,138.872,868.937,35.099,138.87,849,19.937,0.023,0.144,0.052,狩野川,黒瀬,1,
1114,35.073,138.94,76.432,35.073,138.94,76,0.432,0.006,0.037,0.014,来光川,蛇ヶ橋,1,
1115,35.09,138.935,83.561,35.09,138.936,88,-4.439,-0.05,0.071,0.055,大場川,大場,1,
1116,35.098,138.166,4.228,35.099,138.166,2.3,1.928,0.838,0.121,0.997,柿田川,柿田,1,
1117,35.119,138.887,280.245,35.118,138.886,259,21.245,0.082,0.111,0.104,黄瀬川,本宿,1,
1118,35.042,138.935,371.131,35.042,138.93,-9999,-999,-999,0.496,-999,放水路,鏡橋,1,
1119,35.027,138.927,4.311,35.04,138.906,4.2,0.111,0.026,2.399,2.368,放水路,口野（廃止）,1,"The reported location seems wrong and the J-FlwDir doesn't have the diversion channel, it should not be used."
1120,35.201,138.913,154.339,35.201,138.912,166.5,-12.161,-0.073,0.113,0.082,黄瀬川,石脇,1,
1121,35.072,138.369,279.193,35.071,138.37,288,-8.807,-0.031,0.129,0.049,安倍川,牛妻,1,
1122,34.96,138.366,528.026,34.958,138.365,537,-8.974,-0.017,0.282,0.069,安倍川,手越,1,
1123,35.016,138.269,110.918,35.016,138.269,112,-1.082,-0.01,0.023,0.012,藁科川,奈良間,1,
1125,34.884,138.108,1161.172,34.883,138.108,1160,1.172,0.001,0.119,0.025,大井川,神座,1,
1126,34.826,138.209,1232.001,34.829,138.209,1241,-8.999,-0.007,0.366,0.079,大井川,細島,1,
1127,34.797,138.256,1236.917,34.795,138.253,1276,-39.083,-0.031,0.342,0.092,大井川,富士見橋,1,
1128,34.845,138.14,1185.463,34.848,138.144,-9999,-999,-999,0.512,-999,大井川,赤松,1,
1129,34.82,138.149,32.406,34.821,138.149,-9999,-999,-999,0.099,-999,大代川,大代川,1,
1130,35.19,138.197,478.128,35.189,138.197,475.9,2.228,0.005,0.078,0.02,大井川,閑蔵,1,
1131,35.197,138.181,28.608,35.196,138.182,29.6,-0.992,-0.034,0.091,0.059,大井川,関の沢,1,
1133,34.766,138.097,29.939,34.766,138.097,32.45,-2.511,-0.077,0.042,0.078,菊川,潮海寺,1,
1134,34.74,138.088,34.071,34.739,138.089,34.2,-0.129,-0.004,0.098,0.036,菊川,加茂,1,
1135,34.695,138.074,70.592,34.695,138.073,69.7,0.892,0.013,0.121,0.042,菊川,嶺田,1,
1136,34.665,138.063,149.752,34.665,138.064,144.6,5.152,0.036,0.086,0.053,菊川,国安,1,
1137,34.655,138.063,152.796,34.656,138.062,150,2.796,0.019,0.168,0.052,菊川,河口,1,
1138,34.728,138.095,11.115,34.732,138.094,10.93,0.185,0.017,0.405,0.262,牛淵川,横地,1,
1139,34.68,138.088,33.605,34.68,138.087,33.1,0.505,0.015,0.109,0.053,牛淵川,堂山,1,
1140,34.692,138.049,9.674,34.692,138.053,10.3,-0.626,-0.061,0.34,0.261,下小笠川,川久保,1,
1141,35.085,137.801,4150.195,35.085,137.801,4530,-379.805,-0.084,0.054,0.079,天竜川,佐久間,1,
1142,34.853,137.805,4943.298,34.854,137.805,4880,63.298,0.013,0.06,0.025,天竜川,鹿島,1,
1143,34.742,137.815,5026.378,34.741,137.816,4955,71.378,0.014,0.198,0.054,天竜川,池田,1,
1144,34.728,137.805,5029.738,34.729,137.801,4955,74.738,0.015,0.359,0.087,天竜川,中ノ町,1,
1145,34.677,137.791,5035.519,34.677,137.796,4985,50.519,0.01,0.461,0.102,天竜川,掛塚,1,
1146,35.058,137.773,344.977,35.058,137.773,351,-6.023,-0.017,0.04,0.021,大千瀬川,浦川,1,
1147,34.953,137.883,303.31,34.953,137.883,317,-13.69,-0.043,0.062,0.046,気田川,犬居,1,
1148,35.137,137.702,75.98,35.138,137.702,76.5,-0.52,-0.007,0.132,0.035,大入川,川合,1,
1149,35.158,137.749,32.825,35.157,137.749,33.3,-0.475,-0.014,0.076,0.037,古真立川,大立,1,
1150,34.93,137.835,4822.866,34.93,137.836,4775,47.866,0.01,0.056,0.021,天竜川,上島,1,
1151,35.965,137.984,729.93,35.965,137.984,730.8,-0.87,-0.001,0.046,0.01,天竜川,伊那富,1,
1152,35.877,137.985,856.234,35.877,137.986,818.1,38.134,0.047,0.054,0.057,天竜川,北殿,1,
1153,35.837,137.96,978.724,35.837,137.961,968.4,10.324,0.011,0.056,0.022,天竜川,伊那,1,
1154,35.808,137.947,1515.276,35.808,137.947,1515.4,-0.124,0,0.059,0.012,天竜川,沢渡,1,
1155,35.741,137.967,1651.846,35.741,137.966,1659.4,-7.554,-0.005,0.124,0.028,天竜川,下平,1,
1156,35.597,137.93,2232.786,35.596,137.93,2224.3,8.486,0.004,0.06,0.016,天竜川,宮ヶ瀬,1,
1157,35.549,137.89,2332.028,35.55,137.89,2320.3,11.728,0.005,0.085,0.022,天竜川,市田,1,
1158,35.499,137.863,2567.201,35.499,137.864,2569.9,-2.699,-0.001,0.081,0.017,天竜川,伊久間,1,
1159,35.462,137.833,2618.209,35.462,137.832,2620.2,-1.991,-0.001,0.062,0.013,天竜川,時又,1,
1160,35.441,137.819,2665.556,35.441,137.819,2670.7,-5.144,-0.002,0.022,0.006,天竜川,天竜峡,1,
1161,35.833,138.008,478.903,35.833,138.009,480.4,-1.497,-0.003,0.129,0.028,三峰川,上新田,1,
1162,35.748,137.912,56.97,35.748,137.912,-9999,-999,-999,0.02,-999,太田切川,太田切,1,
1163,35.717,138.098,152.725,35.717,138.099,-9999,-999,-999,0.106,-999,三峰川,杉島,1,
1165,35.835,138.055,450.283,35.835,138.055,-9999,-999,-999,0.048,-999,三峰川,高遠,1,
1166,35.773,138.122,94.242,35.773,138.122,-9999,-999,-999,0.043,-999,三峰川,鷹岩,1,
1167,35.606,137.977,288.72,35.606,137.978,288,0.72,0.003,0.087,0.02,小渋川,小渋ダム,1,
1168,34.985,137.526,248.814,34.985,137.525,248.8,0.014,0,0.079,0.016,豊川,布里,1,
1169,34.967,137.553,292.431,34.967,137.554,300,-7.569,-0.025,0.063,0.032,豊川,長楽,1,
1170,34.867,137.447,603.544,34.866,137.447,611,-7.456,-0.012,0.157,0.041,豊川,東上,1,
1171,34.891,137.495,542.486,34.891,137.495,545,-2.514,-0.005,0.014,0.006,豊川,石田,1,
1172,34.834,137.426,623.103,34.834,137.424,623.5,-0.397,-0.001,0.155,0.031,豊川,向河原,1,
1173,34.81,137.419,647.521,34.811,137.419,634,13.521,0.021,0.069,0.035,豊川,当古,1,
1174,34.802,137.402,28.53,34.804,137.401,21,7.53,0.359,0.235,0.461,豊川放水路,放水路第１,1,
1175,34.803,137.402,682.074,34.801,137.402,658.4,23.674,0.036,0.274,0.091,豊川,行明,1,
1176,34.772,137.385,19,34.772,137.385,703.5,-20.708,-0.029,2.559,0.535,豊川,豊橋,1,The reported uparea seems to be wrong and it was allocated to different river. Reported uparea was corrected.
1177,34.78,137.337,710.266,34.781,137.331,724,-13.734,-0.019,0.546,0.124,豊川,前芝,1,
1178,34.978,137.559,33.995,34.979,137.559,-9999,-999,-999,0.059,-999,海老川,海老川,1,
1179,34.931,137.574,169.231,34.932,137.574,170.9,-1.669,-0.01,0.088,0.025,宇連川,内金,1,
1180,34.802,137.399,682.134,34.802,137.399,658.4,23.734,0.036,0.029,0.042,豊川放水路,放水路第２,1,
1181,34.791,137.367,683.283,34.791,137.368,658.4,24.883,0.038,0.059,0.05,豊川放水路,放水路第４,1,
1182,34.788,137.413,4.902,34.788,137.413,4.6,0.302,0.066,0.028,0.092,下条霞,暮川,1,
1183,35.09,137.167,977.507,35.09,137.166,1004.8,-27.293,-0.027,0.132,0.047,矢作川,高橋,1,
1184,35.003,137.166,1374.522,35.003,137.167,1355.9,18.622,0.014,0.108,0.035,矢作川,岩津,1,
1185,34.962,137.151,1434.029,34.962,137.152,1398.7,35.329,0.025,0.12,0.049,矢作川,岡崎,1,
1186,34.895,137.099,1699.123,34.896,137.098,1656.7,42.423,0.026,0.152,0.056,矢作川,木戸,1,
1187,34.888,137.059,1738.738,34.889,137.059,1657,81.738,0.049,0.089,0.067,矢作川,米津,1,
1188,34.827,136.974,1752.473,34.828,136.971,-9999,-999,-999,0.32,-999,矢作川,碧南,1,
1189,35.055,137.215,303.803,35.055,137.214,313.9,-10.097,-0.032,0.054,0.036,巴川,九久平,1,
1190,34.951,137.176,237.333,34.95,137.176,246.6,-9.267,-0.038,0.082,0.046,乙川,明大寺,1,
1191,34.859,137.076,18.8,34.859,137.076,1656,44.068,0.027,3.393,0.705,矢作古川,寄近,1,The reported uparea seems to be wrong and it was allocated to different river. Reported uparea was corrected.
1192,35.233,137.36,628.704,35.232,137.36,-9999,-999,-999,0.08,-999,矢作川,小渡,1,
1193,35.152,137.22,844.681,35.152,137.218,821,23.681,0.029,0.196,0.068,矢作川,猿投,1,
1194,35.26,137.527,113.023,35.261,137.526,-9999,-999,-999,0.118,-999,根羽川,押山,1,
1195,35.27,137.478,203.439,35.27,137.479,-9999,-999,-999,0.051,-999,上村川,澄ヶ瀬,1,
1196,35.219,137.508,76.003,35.219,137.508,-9999,-999,-999,0.042,-999,名倉川,真弓,1,
1197,35.406,137.323,23.478,35.406,137.322,23.9,-0.422,-0.018,0.088,0.049,佐々良木川,佐々良木,1,
1198,35.363,137.256,197.442,35.363,137.256,209,-11.558,-0.055,0.032,0.05,庄内川,瑞浪,1,
1199,35.358,137.19,286.903,35.358,137.19,285,1.903,0.007,0.056,0.018,庄内川,土岐,1,
1200,35.334,137.127,366.656,35.334,137.127,367,-0.344,-0.001,0.007,0.002,庄内川,多治見,1,
1201,35.252,137.019,523.859,35.252,137.019,532,-8.141,-0.015,0.024,0.017,庄内川,志段味,1,
1202,35.215,136.933,558.054,35.214,136.933,600,-41.946,-0.07,0.072,0.071,庄内川,味鋺,1,
1203,35.222,136.908,558.721,35.221,136.908,-9999,-999,-999,0.067,-999,庄内川,洗堰,1,
1204,35.208,136.88,674.506,35.208,136.879,-9999,-999,-999,0.088,-999,庄内川,小田井（越流堤）,1,
1205,35.203,136.876,675.168,35.203,136.875,705,-29.832,-0.042,0.082,0.05,庄内川,枇杷島,1,
1206,35.109,136.837,678.526,35.109,136.836,712,-33.474,-0.047,0.075,0.052,庄内川,当知,1,
1207,35.235,136.944,17.561,35.236,136.944,15.5,2.061,0.133,0.069,0.168,八田川,春日井,1,
1208,35.209,136.933,103.921,35.21,136.929,105,-1.079,-0.01,0.351,0.078,矢田川,瀬古,1,
1209,35.18,137.047,9.805,35.18,137.046,-9999,-999,-999,0.051,-999,香流川,岩作,1,
1210,35.192,136.867,675.462,35.193,136.867,-9999,-999,-999,0.078,-999,庄内川,枇杷島橋,1,
1211,35.437,137.034,4643.675,35.436,137.034,4632,11.675,0.003,0.09,0.02,木曽川,今渡,1,
1212,35.401,136.962,4830.88,35.401,136.963,4684,146.88,0.031,0.113,0.054,木曽川,犬山,1,
1213,35.37,136.824,4871.322,35.37,136.823,-9999,-999,-999,0.12,-999,木曽川,川島大橋,1,
1214,35.356,136.828,4.585,35.356,136.829,-9999,-999,-999,0.054,-999,木曽川,河田橋,1,
1215,35.362,136.762,4891.728,35.363,136.762,4956,-64.272,-0.013,0.133,0.037,木曽川,笠松,1,
1216,35.312,136.735,4896.77,35.312,136.738,4956,-59.23,-0.012,0.237,0.056,木曽川,起,1,
1217,35.915,137.203,861.184,35.915,137.204,869,-7.816,-0.009,0.066,0.02,飛騨川,上呂,1,
1218,35.578,137.188,2017.131,35.578,137.189,2020,-2.869,-0.001,0.089,0.019,飛騨川,白川口,1,
1219,35.738,136.948,514.688,35.738,136.947,525,-10.312,-0.02,0.084,0.032,長良川,稲成,1,
1220,35.551,136.909,1081.835,35.55,136.909,1076,5.835,0.005,0.077,0.021,長良川,美濃,1,
1221,35.46,136.837,1582.758,35.46,136.836,1598,-15.242,-0.01,0.087,0.025,長良川,芥見,1,
1222,35.44,136.774,1605.7,35.441,136.774,1608,-2.3,-0.001,0.16,0.033,長良川,長良,1,
1223,35.43,136.751,1607.036,35.429,136.75,1607,0.036,0,0.115,0.023,長良川,忠節,1,
1224,35.398,136.702,1805.015,35.398,136.701,-9999,-999,-999,0.099,-999,長良川,穂積,1,
1225,35.362,136.688,1812.109,35.362,136.688,1914,-101.891,-0.053,0.029,0.048,長良川,墨俣,1,
1226,35.33,136.687,1954.132,35.33,136.689,1959.9,-5.768,-0.003,0.201,0.042,長良川,間島（廃止）,1,
1227,35.274,136.676,2006.706,35.273,136.676,1967,39.706,0.02,0.147,0.05,長良川,南濃大橋,1,
1228,35.603,136.838,241.512,35.604,136.839,241,0.512,0.002,0.094,0.021,板取川,下洞戸,1,
1229,35.476,136.86,282.764,35.476,136.86,287,-4.236,-0.015,0.052,0.022,津保川,関,1,
1230,35.542,136.827,144.446,35.542,136.828,146,-1.554,-0.011,0.092,0.027,武儀川,谷口,1,
1231,35.449,136.735,128.165,35.45,136.735,121,7.165,0.059,0.085,0.076,伊自良川,古川橋,1,
1232,35.395,136.759,6.421,35.393,136.759,-9999,-999,-999,0.237,-999,荒田川,荒田川放水路,1,
1233,35.384,136.716,1,35.384,136.716,13.6,-0.817,-0.06,1.702,0.971,荒田川,出村,1,The reported uparea seems to be wrong and it was allocated to different river. Reported uparea was corrected.
1234,35.373,136.752,90.239,35.372,136.752,50.8,39.439,0.776,0.102,0.805,境川,八幡橋(廃止),1,
1235,35.481,136.569,608.958,35.481,136.569,606,2.958,0.005,0.035,0.012,揖斐川,岡島,1,
1236,35.36,136.658,1188.47,35.36,136.658,1196,-7.53,-0.006,0.057,0.016,揖斐川,万石,1,
1237,35.476,136.524,116.836,35.475,136.524,117.29,-0.454,-0.004,0.082,0.019,粕川,市場,1,
1238,35.633,136.616,258.27,35.632,136.616,229,29.27,0.128,0.07,0.142,根尾川,板所,1,
1239,35.51,136.656,388.12,35.51,136.656,386.8,1.32,0.003,0.051,0.014,根尾川,山口,1,
1240,35.287,136.469,67.616,35.291,136.473,68.37,-0.754,-0.011,0.606,0.155,牧田川,文條橋,1,
1241,35.287,136.469,67.616,35.291,136.473,68.37,-0.754,-0.011,0.606,0.155,None,None,1,
1242,35.306,136.594,179.406,35.306,136.594,180,-0.594,-0.003,0.036,0.01,牧田川,烏江,1,
1243,35.355,136.595,47.337,35.355,136.595,45,2.337,0.052,0.02,0.058,杭瀬川,塩田橋,1,
1244,35.308,136.594,179.387,35.308,136.596,174,5.387,0.031,0.209,0.073,杭瀬川,高渕,1,
1245,35.508,136.66,388.517,35.507,136.659,384.76,3.757,0.01,0.147,0.039,根尾川,山口（廃止）,1,
1246,35.695,136.484,224.996,35.695,136.484,221.2,3.796,0.017,0.016,0.02,揖斐川,徳山（廃止）,1,
1247,35.642,136.499,270.012,35.642,136.5,272,-1.988,-0.007,0.075,0.02,揖斐川,杉原,1,
1248,35.598,136.42,114.89,35.598,136.42,114,0.89,0.008,0.016,0.011,坂内川,広瀬,1,
1249,35.238,136.678,4904.972,35.238,136.674,4968,-63.028,-0.013,0.407,0.091,木曽川,木曽成戸,1,
1250,35.227,136.68,4905.933,35.226,136.679,4968,-62.067,-0.012,0.143,0.038,木曽川,木曽成戸第2,1,
1251,35.185,136.68,4909.416,35.184,136.681,4975,-65.584,-0.013,0.188,0.048,木曽川,葛木,1,
1252,35.135,136.684,4913.612,35.132,136.68,4978,-64.388,-0.013,0.528,0.115,木曽川,木曽船頭平,1,
1253,35.108,136.712,4940.519,35.11,136.714,4982,-41.481,-0.008,0.33,0.072,木曽川,弥富,1,
1254,35.053,136.733,4968.685,35.053,136.728,4987,-18.315,-0.004,0.427,0.088,木曽川,横満蔵,1,
1255,35.252,136.622,1591.265,35.252,136.622,1605,-13.735,-0.009,0.045,0.015,揖斐川,今尾,1,
1256,35.213,136.622,1622.764,35.213,136.624,1607,15.764,0.01,0.227,0.055,揖斐川,西小島,1,
1257,35.135,136.67,1769.693,35.135,136.67,1802,-32.307,-0.018,0.047,0.023,揖斐川,揖斐油島,1,
1258,35.031,136.715,3898.981,35.027,136.71,1839,2059.981,1.12,0.63,1.246,揖斐川,城南,1,The reported uparea seems to be wrong. Allocation works well.
1259,35.138,136.651,11.751,35.14,136.65,14.6,-2.849,-0.195,0.21,0.292,多度川,多度橋,1,
1260,35.123,136.649,22.704,35.126,136.654,23.8,-1.096,-0.046,0.547,0.26,肱江川,肱江川,1,
1261,35.237,136.673,2041.092,35.238,136.674,1971,70.092,0.036,0.165,0.068,長良川,長良成戸,1,
1262,35.19,136.673,2043.645,35.189,136.67,1973,70.645,0.036,0.273,0.09,長良川,外浜,1,
1263,35.135,136.67,1769.693,35.135,136.67,1976,-206.307,-0.104,0.047,0.097,長良川,長良油島,1,
1264,35.087,136.692,3875.8,35.087,136.695,1981,1894.8,0.956,0.243,1.005,長良川,長島,1,The reported uparea seems to be wrong. Allocation works well.
1265,35.762,137.705,1062.157,35.762,137.704,1060,2.157,0.002,0.082,0.018,木曽川,桃山,1,
1266,35.48,137.384,2241.87,35.48,137.384,2188,53.87,0.025,0.016,0.028,木曽川,大井,1,
1267,35.474,137.138,2431.968,35.474,137.139,2425,6.968,0.003,0.081,0.019,木曽川,八百津,1,
1268,35.535,137.447,203.031,35.535,137.446,203,0.031,0,0.067,0.014,付知川,知原,1,
1269,34.849,136.442,86.303,34.849,136.443,92,-5.697,-0.062,0.068,0.064,鈴鹿川,亀山,1,
1270,34.874,136.515,212.763,34.876,136.514,208,4.763,0.023,0.195,0.062,鈴鹿川,中富田,1,
1271,34.902,136.594,263.392,34.902,136.595,269,-5.608,-0.021,0.115,0.039,鈴鹿川,高岡,1,
1272,34.912,136.61,263.937,34.907,136.617,268.6,-4.663,-0.017,0.803,0.174,派川,南川,1,
1273,34.883,136.483,87.628,34.883,136.484,89,-1.372,-0.015,0.13,0.039,安楽川,川崎,1,
1274,34.92,136.597,54.314,34.919,136.596,51,3.314,0.065,0.136,0.103,内部川,河原田,1,
1275,34.645,136.408,304.992,34.645,136.408,304,0.992,0.003,0.037,0.011,雲出川,大仰,1,
1276,34.658,136.467,428.744,34.657,136.467,432.6,-3.856,-0.009,0.078,0.022,雲出川,須賀瀬橋,1,
1277,34.651,136.499,526.923,34.649,136.5,-9999,-999,-999,0.199,-999,雲出川,舞出,1,
1278,34.648,136.513,527.417,34.647,136.513,541,-13.583,-0.025,0.103,0.04,雲出川,雲出橋,1,
1279,34.648,136.53,528.283,34.657,136.535,545.7,-17.417,-0.032,1.113,0.247,雲出古川,川原,1,
1280,34.674,136.416,75.458,34.674,136.416,-9999,-999,-999,0.034,-999,長野川,入田橋,1,
1281,34.651,136.424,25.304,34.651,136.425,25,0.304,0.012,0.073,0.042,波瀬川,下川原橋,1,
1282,34.588,136.399,37.998,34.588,136.4,37.5,0.498,0.013,0.065,0.035,中村川,三谷橋,1,
1283,34.62,136.453,72.447,34.62,136.453,77,-4.553,-0.059,0.047,0.058,中村川,島田橋,1,
